mondo_id	mondo_label	synonym_scope_source	synonym_scope_mondo	synonym	synonym_case_mondo	synonym_case_diff_mondo	synonym_case_mondo_is_many	synonym_case_source	synonym_case_diff_source	synonym_case_source_is_many	source_id	source_label	synonym_type	synonym_type_internal	synonym_type_mondo	mondo_evidence	case	exact_synonym	exact_source_id	exact_synonym_type	broad_synonym	broad_source_id	broad_synonym_type	narrow_synonym	narrow_source_id	narrow_synonym_type	related_synonym	related_source_id	related_synonym_type
MONDO:0012060	autosomal recessive nonsyndromic hearing loss 35	oio:hasExactSynonym	oio:hasNarrowSynonym	DFNB35	DFNB35		False	DFNB35		False	DOID:0110493	autosomal recessive nonsyndromic deafness 35	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			DFNB35	DOID:0110493	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012080	neuronopathy, distal hereditary motor, type 2B	oio:hasExactSynonym	oio:hasRelatedSynonym	HMN2B	HMN2B		False	HMN2B		False	DOID:0111207	autosomal dominant distal hereditary motor neuronopathy 3	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			HMN2B	DOID:0111207	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012083	autosomal dominant nonsyndromic hearing loss 28	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal dominant deafness 28	autosomal dominant deafness 28		False	autosomal dominant deafness 28		False	DOID:0110557	autosomal dominant nonsyndromic deafness 28						autosomal dominant deafness 28	DOID:0110557										
MONDO:0012083	autosomal dominant nonsyndromic hearing loss 28	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal dominant nonsyndromic deafness 28	autosomal dominant nonsyndromic deafness 28		False	autosomal dominant nonsyndromic deafness 28		False	DOID:0110557	autosomal dominant nonsyndromic deafness 28		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				autosomal dominant nonsyndromic deafness 28	DOID:0110557										
MONDO:0012083	autosomal dominant nonsyndromic hearing loss 28	oio:hasExactSynonym	oio:hasNarrowSynonym	DFNA28	DFNA28		False	DFNA28		False	DOID:0110557	autosomal dominant nonsyndromic deafness 28	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			DFNA28	DOID:0110557	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012086	autosomal dominant nonsyndromic hearing loss 31	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal dominant deafness 31	autosomal dominant deafness 31		False	autosomal dominant deafness 31		False	DOID:0110561	autosomal dominant nonsyndromic deafness 31						autosomal dominant deafness 31	DOID:0110561										
MONDO:0012086	autosomal dominant nonsyndromic hearing loss 31	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal dominant nonsyndromic deafness 31	autosomal dominant nonsyndromic deafness 31		False	autosomal dominant nonsyndromic deafness 31		False	DOID:0110561	autosomal dominant nonsyndromic deafness 31		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				autosomal dominant nonsyndromic deafness 31	DOID:0110561										
MONDO:0012086	autosomal dominant nonsyndromic hearing loss 31	oio:hasExactSynonym	oio:hasNarrowSynonym	DFNA31	DFNA31		False	DFNA31		False	DOID:0110561	autosomal dominant nonsyndromic deafness 31	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			DFNA31	DOID:0110561	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012090	autosomal dominant nonsyndromic hearing loss 47	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal dominant deafness 47	autosomal dominant deafness 47		False	autosomal dominant deafness 47		False	DOID:0110570	autosomal dominant nonsyndromic deafness 47						autosomal dominant deafness 47	DOID:0110570										
MONDO:0012090	autosomal dominant nonsyndromic hearing loss 47	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal dominant nonsyndromic deafness 47	autosomal dominant nonsyndromic deafness 47		False	autosomal dominant nonsyndromic deafness 47		False	DOID:0110570	autosomal dominant nonsyndromic deafness 47		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				autosomal dominant nonsyndromic deafness 47	DOID:0110570										
MONDO:0012090	autosomal dominant nonsyndromic hearing loss 47	oio:hasExactSynonym	oio:hasNarrowSynonym	DFNA47	DFNA47		False	DFNA47		False	DOID:0110570	autosomal dominant nonsyndromic deafness 47	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			DFNA47	DOID:0110570	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012091	autosomal recessive nonsyndromic hearing loss 32	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal recessive deafness 105	autosomal recessive deafness 105		False	autosomal recessive deafness 105		False	DOID:0110491	autosomal recessive nonsyndromic deafness 32						autosomal recessive deafness 105	DOID:0110491										
MONDO:0012091	autosomal recessive nonsyndromic hearing loss 32	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal recessive deafness 32	autosomal recessive deafness 32		False	autosomal recessive deafness 32		False	DOID:0110491	autosomal recessive nonsyndromic deafness 32						autosomal recessive deafness 32	DOID:0110491										
MONDO:0012091	autosomal recessive nonsyndromic hearing loss 32	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal recessive nonsyndromic deafness 32	autosomal recessive nonsyndromic deafness 32		False	autosomal recessive nonsyndromic deafness 32		False	DOID:0110491	autosomal recessive nonsyndromic deafness 32		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				autosomal recessive nonsyndromic deafness 32	DOID:0110491										
MONDO:0012091	autosomal recessive nonsyndromic hearing loss 32	oio:hasExactSynonym	oio:hasNarrowSynonym	DFNB32	DFNB32		False	DFNB32		False	DOID:0110491	autosomal recessive nonsyndromic deafness 32	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			DFNB32	DOID:0110491	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012097	spondylocostal dysostosis 2, autosomal recessive	oio:hasExactSynonym	oio:hasRelatedSynonym	spondylocostal dysostosis 2	spondylocostal dysostosis 2		False	spondylocostal dysostosis 2		False	DOID:0112362	spondylocostal dysostosis 2		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL		GARD:0009703		spondylocostal dysostosis 2	DOID:0112362										
MONDO:0012097	spondylocostal dysostosis 2, autosomal recessive	oio:hasExactSynonym	oio:hasRelatedSynonym	SCDO2	SCDO2		False	SCDO2		False	DOID:0112362	spondylocostal dysostosis 2	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			SCDO2	DOID:0112362	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012098	spinocerebellar ataxia type 20	oio:hasExactSynonym	oio:hasRelatedSynonym	spinocerebellar ataxia 20	spinocerebellar ataxia 20		False	spinocerebellar ataxia 20		False	DOID:0050971	spinocerebellar ataxia 20		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				spinocerebellar ataxia 20	DOID:0050971										
MONDO:0012103	spinocerebellar ataxia type 25	oio:hasExactSynonym	oio:hasRelatedSynonym	spinocerebellar ataxia 25	spinocerebellar ataxia 25		False	spinocerebellar ataxia 25		False	DOID:0050974	spinocerebellar ataxia 25		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				spinocerebellar ataxia 25	DOID:0050974										
MONDO:0012106	microcephaly 5, primary, autosomal recessive	oio:hasExactSynonym	oio:hasRelatedSynonym	MCPH5	MCPH5		False	MCPH5		False	DOID:0070280	primary autosomal recessive microcephaly 5	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			MCPH5	DOID:0070280	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012116	spinocerebellar ataxia type 8	oio:hasExactSynonym	oio:hasRelatedSynonym	spinocerebellar ataxia 8	spinocerebellar ataxia 8		False	spinocerebellar ataxia 8		False	DOID:0050959	spinocerebellar ataxia 8		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				spinocerebellar ataxia 8	DOID:0050959										
MONDO:0012139	macular dystrophy, retinal, 3	oio:hasExactSynonym	oio:hasRelatedSynonym	MCDR3	MCDR3		False	MCDR3		False	DOID:0070440	retinal macular dystrophy 3	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			MCDR3	DOID:0070440	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012157	congenital myasthenic syndrome 4C	oio:hasExactSynonym	oio:hasRelatedSynonym	Cms Id	Cms Id	Cms Id	False	CMS Id	CMS Id	False	DOID:0110679	congenital myasthenic syndrome 4C	http://purl.obolibrary.org/obo/mondo#ABBREVIATION			OMIM:608931		Cms Id	DOID:0110679	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012160	spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	spondylometaphyseal dysplasia with cone-rod dystrophy	spondylometaphyseal dysplasia with cone-rod dystrophy		False	spondylometaphyseal dysplasia with cone-rod dystrophy		False	DOID:0112300	spondylometaphyseal dysplasia with cone-rod dystrophy		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				spondylometaphyseal dysplasia with cone-rod dystrophy	DOID:0112300										
MONDO:0012160	spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	SMDCRD	SMDCRD		False	SMDCRD		False	DOID:0112300	spondylometaphyseal dysplasia with cone-rod dystrophy	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			SMDCRD	DOID:0112300	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012170	autosomal recessive nonsyndromic hearing loss 36	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal recessive deafness 36	autosomal recessive deafness 36		False	autosomal recessive deafness 36		False	DOID:0110494	autosomal recessive nonsyndromic deafness 36						autosomal recessive deafness 36	DOID:0110494										
MONDO:0012170	autosomal recessive nonsyndromic hearing loss 36	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal recessive nonsyndromic deafness 36	autosomal recessive nonsyndromic deafness 36		False	autosomal recessive nonsyndromic deafness 36		False	DOID:0110494	autosomal recessive nonsyndromic deafness 36		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				autosomal recessive nonsyndromic deafness 36	DOID:0110494										
MONDO:0012170	autosomal recessive nonsyndromic hearing loss 36	oio:hasExactSynonym	oio:hasNarrowSynonym	DFNB36	DFNB36		False	DFNB36		False	DOID:0110494	autosomal recessive nonsyndromic deafness 36	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			DFNB36	DOID:0110494	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012172	mitochondrial trifunctional protein deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	MTPD	MTPD		False	MTPD		False	DOID:0111277	mitochondrial trifunctional protein deficiency	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			MTPD	DOID:0111277	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012177	posterior column ataxia-retinitis pigmentosa syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	POSTERIOR column ataxia with retinitis pigmentosa	POSTERIOR column ataxia with retinitis pigmentosa	POSTERIOR column ataxia with retinitis pigmentosa	False	Posterior Column Ataxia with Retinitis Pigmentosa	Posterior Column Ataxia with Retinitis Pigmentosa	False	DOID:0061157	retinopathy sensory neuropathy syndrome						POSTERIOR column ataxia with retinitis pigmentosa	DOID:0061157										
MONDO:0012185	spondylometaphyseal dysplasia, A4 type	oio:hasExactSynonym	oio:hasRelatedSynonym	spondylometaphyseal dysplasia type A4	spondylometaphyseal dysplasia type A4		False	spondylometaphyseal dysplasia type A4		False	DOID:0112301	spondylometaphyseal dysplasia type A4		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL		GARD:0000458		spondylometaphyseal dysplasia type A4	DOID:0112301										
MONDO:0012191	hepatoencephalopathy due to combined oxidative phosphorylation defect type 1	oio:hasExactSynonym	oio:hasRelatedSynonym	combined oxidative phosphorylation deficiency 1	combined oxidative phosphorylation deficiency 1		False	combined oxidative phosphorylation deficiency 1		False	DOID:0111474	combined oxidative phosphorylation deficiency 1		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				combined oxidative phosphorylation deficiency 1	DOID:0111474										
MONDO:0012191	hepatoencephalopathy due to combined oxidative phosphorylation defect type 1	oio:hasExactSynonym	oio:hasRelatedSynonym	COXPD1	COXPD1		False	COXPD1		False	DOID:0111474	combined oxidative phosphorylation deficiency 1	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			COXPD1	DOID:0111474	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012195	arthrogryposis-severe scoliosis syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	DA4	DA4		False	DA4		False	DOID:0111610	distal arthrogryposis type 4	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			DA4	DOID:0111610	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012203	familial hyperthyroidism due to mutations in TSH receptor	oio:hasExactSynonym	oio:hasRelatedSynonym	Nonautoimmune hyperthyroidism	Nonautoimmune hyperthyroidism	Nonautoimmune hyperthyroidism	False	nonautoimmune hyperthyroidism	nonautoimmune hyperthyroidism	False	DOID:0081101	nonautoimmune hyperthyroidism		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL		GARD:0002858		Nonautoimmune hyperthyroidism	DOID:0081101										
MONDO:0012212	Loeys-Dietz syndrome 1	oio:hasExactSynonym	oio:hasRelatedSynonym	LDS1	LDS1		False	LDS1		False	DOID:0070235	Loeys-Dietz syndrome 1	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			LDS1	DOID:0070235	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012216	foveal hypoplasia - optic nerve decussation defect - anterior segment dysgenesis syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	foveal hypoplasia 2	foveal hypoplasia 2		False	foveal hypoplasia 2		False	DOID:0070531	foveal hypoplasia 2		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				foveal hypoplasia 2	DOID:0070531										
MONDO:0012216	foveal hypoplasia - optic nerve decussation defect - anterior segment dysgenesis syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	FVH2	FVH2		False	FVH2		False	DOID:0070531	foveal hypoplasia 2	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			FVH2	DOID:0070531	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012216	foveal hypoplasia - optic nerve decussation defect - anterior segment dysgenesis syndrome	oio:hasNarrowSynonym	oio:hasExactSynonym	FHONDA syndrome	FHONDA syndrome		False	FHONDA syndrome		False	DOID:0070531	foveal hypoplasia 2				Orphanet:397618								FHONDA syndrome	DOID:0070531				
MONDO:0012231	Charcot-Marie-Tooth disease type 2A2	oio:hasExactSynonym	oio:hasRelatedSynonym	CMT2A2A	CMT2A2A		False	CMT2A2A		False	DOID:0110155	Charcot-Marie-Tooth disease type 2A2A	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			CMT2A2A	DOID:0110155	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012238	progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 2	oio:hasExactSynonym	oio:hasRelatedSynonym	PEOA2	PEOA2		False	PEOA2		False	DOID:0111517	autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 2	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			PEOA2	DOID:0111517	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012239	congenital myopathy 4B, autosomal recessive	oio:hasExactSynonym	oio:hasRelatedSynonym	nemaline myopathy 1	nemaline myopathy 1		False	nemaline myopathy 1		False	DOID:0110926	congenital myopathy 4B						nemaline myopathy 1	DOID:0110926										
MONDO:0012239	congenital myopathy 4B, autosomal recessive	oio:hasExactSynonym	oio:hasRelatedSynonym	Nem1	Nem1	NEM1|Nem1	True	NEM1	NEM1	False	DOID:0110926	congenital myopathy 4B	http://purl.obolibrary.org/obo/mondo#ABBREVIATION					Nem1	DOID:0110926	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012239	congenital myopathy 4B, autosomal recessive	oio:hasExactSynonym	oio:hasRelatedSynonym	NEM1	NEM1	NEM1|Nem1	True	NEM1		False	DOID:0110926	congenital myopathy 4B	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			NEM1	DOID:0110926	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012241	progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3	oio:hasExactSynonym	oio:hasRelatedSynonym	PEOA3	PEOA3		False	PEOA3		False	DOID:0111520	autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 3	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			PEOA3	DOID:0111520	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012246	spinocerebellar ataxia type 26	oio:hasExactSynonym	oio:hasRelatedSynonym	spinocerebellar ataxia 26	spinocerebellar ataxia 26		False	spinocerebellar ataxia 26		False	DOID:0050975	spinocerebellar ataxia 26		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				spinocerebellar ataxia 26	DOID:0050975										
MONDO:0012249	Lynch syndrome 2	oio:hasExactSynonym	oio:hasRelatedSynonym	COCA2	COCA2		False	COCA2		False	DOID:0070274	hereditary nonpolyposis colorectal cancer type 2	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			COCA2	DOID:0070274	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012249	Lynch syndrome 2	oio:hasExactSynonym	oio:hasRelatedSynonym	HNPCC2	HNPCC2		False	HNPCC2		False	DOID:0070274	hereditary nonpolyposis colorectal cancer type 2	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			HNPCC2	DOID:0070274	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012252	rhabdoid tumor predisposition syndrome 1	oio:hasExactSynonym	oio:hasRelatedSynonym	RTPS1	RTPS1		False	RTPS1		False	DOID:0070618	rhabdoid tumor predisposition syndrome 1	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			RTPS1	DOID:0070618	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012273	autosomal recessive nonsyndromic hearing loss 48	oio:hasExactSynonym	oio:hasNarrowSynonym	DFNB48	DFNB48		False	DFNB48		False	DOID:0110505	autosomal recessive nonsyndromic deafness 48	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			DFNB48	DOID:0110505	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012273	autosomal recessive nonsyndromic hearing loss 48	oio:hasRelatedSynonym	oio:hasExactSynonym	Usher syndrome type 1J	Usher syndrome type 1J		False	Usher syndrome type 1J		False	DOID:0110505	autosomal recessive nonsyndromic deafness 48															Usher syndrome type 1J	DOID:0110505	
MONDO:0012276	generalized epilepsy-paroxysmal dyskinesia syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	generalized epilepsy and paroxysmal dyskinesia	generalized epilepsy and paroxysmal dyskinesia		False	generalized epilepsy and paroxysmal dyskinesia		False	DOID:0070442	paroxysmal nonkinesigenic dyskinesia 3						generalized epilepsy and paroxysmal dyskinesia	DOID:0070442										
MONDO:0012293	autosomal recessive nonsyndromic hearing loss 23	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal recessive deafness 23	autosomal recessive deafness 23		False	autosomal recessive deafness 23		False	DOID:0110481	autosomal recessive nonsyndromic deafness 23						autosomal recessive deafness 23	DOID:0110481										
MONDO:0012293	autosomal recessive nonsyndromic hearing loss 23	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal recessive nonsyndromic deafness 23	autosomal recessive nonsyndromic deafness 23		False	autosomal recessive nonsyndromic deafness 23		False	DOID:0110481	autosomal recessive nonsyndromic deafness 23		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				autosomal recessive nonsyndromic deafness 23	DOID:0110481										
MONDO:0012293	autosomal recessive nonsyndromic hearing loss 23	oio:hasExactSynonym	oio:hasNarrowSynonym	DFNB23	DFNB23		False	DFNB23		False	DOID:0110481	autosomal recessive nonsyndromic deafness 23	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			DFNB23	DOID:0110481	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012306	cardiomyopathy, familial restrictive, 2	oio:hasExactSynonym	oio:hasRelatedSynonym	RCM2	RCM2		False	RCM2		False	DOID:0111426	familial restrictive cardiomyopathy 2	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			RCM2	DOID:0111426	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012308	Joubert syndrome with renal defect	oio:hasExactSynonym	oio:hasRelatedSynonym	Joubert syndrome 4	Joubert syndrome 4		False	Joubert syndrome 4		False	DOID:0110999	Joubert syndrome 4		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL		GARD:0010169		Joubert syndrome 4	DOID:0110999										
MONDO:0012320	migraine, familial hemiplegic, 3	oio:hasExactSynonym	oio:hasRelatedSynonym	FHM3	FHM3		False	FHM3		False	DOID:0111183	familial hemiplegic migraine 3	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			FHM3	DOID:0111183	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012326	autosomal recessive nonsyndromic hearing loss 42	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal recessive deafness 42	autosomal recessive deafness 42		False	autosomal recessive deafness 42		False	DOID:0110500	autosomal recessive nonsyndromic deafness 42						autosomal recessive deafness 42	DOID:0110500										
MONDO:0012326	autosomal recessive nonsyndromic hearing loss 42	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal recessive nonsyndromic deafness 42	autosomal recessive nonsyndromic deafness 42		False	autosomal recessive nonsyndromic deafness 42		False	DOID:0110500	autosomal recessive nonsyndromic deafness 42		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				autosomal recessive nonsyndromic deafness 42	DOID:0110500										
MONDO:0012326	autosomal recessive nonsyndromic hearing loss 42	oio:hasExactSynonym	oio:hasNarrowSynonym	DFNB42	DFNB42		False	DFNB42		False	DOID:0110500	autosomal recessive nonsyndromic deafness 42	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			DFNB42	DOID:0110500	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012327	autosomal recessive nonsyndromic hearing loss 46	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal recessive deafness 46	autosomal recessive deafness 46		False	autosomal recessive deafness 46		False	DOID:0110503	autosomal recessive nonsyndromic deafness 46						autosomal recessive deafness 46	DOID:0110503										
MONDO:0012327	autosomal recessive nonsyndromic hearing loss 46	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal recessive nonsyndromic deafness 46	autosomal recessive nonsyndromic deafness 46		False	autosomal recessive nonsyndromic deafness 46		False	DOID:0110503	autosomal recessive nonsyndromic deafness 46		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				autosomal recessive nonsyndromic deafness 46	DOID:0110503										
MONDO:0012327	autosomal recessive nonsyndromic hearing loss 46	oio:hasExactSynonym	oio:hasNarrowSynonym	DFNB46	DFNB46		False	DFNB46		False	DOID:0110503	autosomal recessive nonsyndromic deafness 46	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			DFNB46	DOID:0110503	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012333	autosomal recessive nonsyndromic hearing loss 53	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal recessive deafness 53	autosomal recessive deafness 53		False	autosomal recessive deafness 53		False	DOID:0110509	autosomal recessive nonsyndromic deafness 53						autosomal recessive deafness 53	DOID:0110509										
MONDO:0012333	autosomal recessive nonsyndromic hearing loss 53	oio:hasExactSynonym	oio:hasNarrowSynonym	autosomal recessive nonsyndromic deafness 53	autosomal recessive nonsyndromic deafness 53		False	autosomal recessive nonsyndromic deafness 53		False	DOID:0110509	autosomal recessive nonsyndromic deafness 53		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				autosomal recessive nonsyndromic deafness 53	DOID:0110509										
MONDO:0012333	autosomal recessive nonsyndromic hearing loss 53	oio:hasExactSynonym	oio:hasNarrowSynonym	DFNB53	DFNB53		False	DFNB53		False	DOID:0110509	autosomal recessive nonsyndromic deafness 53	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			DFNB53	DOID:0110509	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0012342	7q11.23 microduplication syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	7q11.23 duplication syndrome	7q11.23 duplication syndrome		False	7q11.23 duplication syndrome		False	DOID:0080926	7q11.23 duplication syndrome		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL		GARD:0012076		7q11.23 duplication syndrome	DOID:0080926										
MONDO:0012345	acral peeling skin syndrome	oio:hasBroadSynonym	oio:hasExactSynonym	acral peeling skin syndrome	acral peeling skin syndrome		False	acral peeling skin syndrome		False	DOID:0070521	peeling skin syndrome 2				Orphanet:263534, OMIM:609796					acral peeling skin syndrome	DOID:0070521							
MONDO:0012345	acral peeling skin syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	peeling skin syndrome 2	peeling skin syndrome 2		False	peeling skin syndrome 2		False	DOID:0070521	peeling skin syndrome 2		http://purl.obolibrary.org/obo/mondo#GENERATED_FROM_LABEL				peeling skin syndrome 2	DOID:0070521										
MONDO:0012345	acral peeling skin syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	PSS2	PSS2		False	PSS2		False	DOID:0070521	peeling skin syndrome 2	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		http://purl.obolibrary.org/obo/mondo#ABBREVIATION			PSS2	DOID:0070521	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
