mondo_id	mondo_label	synonym_scope_source	synonym_scope_mondo	synonym	source_id	source_label	synonym_type	synonym_type_mondo	mondo_evidence	case	exact_synonym	exact_source_id	exact_synonym_type	broad_synonym	broad_source_id	broad_synonym_type	narrow_synonym	narrow_source_id	narrow_synonym_type	related_synonym	related_source_id	related_synonym_type
MONDO:0010020	congenital generalized lipodystrophy type 2	oio:hasExactSynonym	oio:hasRelatedSynonym	Brunzell syndrome, BSCL2-related	OMIM:269700	lipodystrophy, congenital generalized, type 2			OMIM:269700		Brunzell syndrome, BSCL2-related	OMIM:269700										
MONDO:0010020	congenital generalized lipodystrophy type 2	oio:hasExactSynonym	oio:hasRelatedSynonym	Seip syndrome	OMIM:269700	lipodystrophy, congenital generalized, type 2			OMIM:269700		Seip syndrome	OMIM:269700										
MONDO:0010020	congenital generalized lipodystrophy type 2	oio:hasExactSynonym	oio:hasRelatedSynonym	lipoatrophic diabetes, congenital	OMIM:269700	lipodystrophy, congenital generalized, type 2			OMIM:269700		lipoatrophic diabetes, congenital	OMIM:269700										
MONDO:0010020	congenital generalized lipodystrophy type 2	oio:hasExactSynonym	oio:hasRelatedSynonym	lipodystrophy, Berardinelli-Seip congenital, type 2	OMIM:269700	lipodystrophy, congenital generalized, type 2			OMIM:269700		lipodystrophy, Berardinelli-Seip congenital, type 2	OMIM:269700										
MONDO:0010020	congenital generalized lipodystrophy type 2	oio:hasExactSynonym	oio:hasRelatedSynonym	lipodystrophy, congenital generalized, type 2	OMIM:269700	lipodystrophy, congenital generalized, type 2			OMIM:269700, MONDO:Lexical		lipodystrophy, congenital generalized, type 2	OMIM:269700										
MONDO:0010020	congenital generalized lipodystrophy type 2	oio:hasExactSynonym	oio:hasRelatedSynonym	lipodystrophy, total, and acromegaloid gigantism	OMIM:269700	lipodystrophy, congenital generalized, type 2			OMIM:269700		lipodystrophy, total, and acromegaloid gigantism	OMIM:269700										
MONDO:0010021	seizures, benign familial neonatal, autosomal recessive	oio:hasExactSynonym	oio:hasRelatedSynonym	Bfns, autosomal recessive	OMIM:269720	seizures, benign familial neonatal, autosomal recessive			OMIM:269720		Bfns, autosomal recessive	OMIM:269720										
MONDO:0010021	seizures, benign familial neonatal, autosomal recessive	oio:hasExactSynonym	oio:hasRelatedSynonym	convulsions, benign familial neonatal, autosomal recessive	OMIM:269720	seizures, benign familial neonatal, autosomal recessive			OMIM:269720		convulsions, benign familial neonatal, autosomal recessive	OMIM:269720										
MONDO:0010021	seizures, benign familial neonatal, autosomal recessive	oio:hasExactSynonym	oio:hasRelatedSynonym	epilepsy, benign familial neonatal, autosomal recessive	OMIM:269720	seizures, benign familial neonatal, autosomal recessive			OMIM:269720		epilepsy, benign familial neonatal, autosomal recessive	OMIM:269720										
MONDO:0010023	combined immunodeficiency due to ZAP70 deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	immunodeficiency 48	OMIM:269840	immunodeficiency 48			OMIM:269840		immunodeficiency 48	OMIM:269840										
MONDO:0010023	combined immunodeficiency due to ZAP70 deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	selective T-cell defect	OMIM:269840	immunodeficiency 48			OMIM:269840, MONDO:Lexical		selective T-cell defect	OMIM:269840										
MONDO:0010023	combined immunodeficiency due to ZAP70 deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	IMD48	OMIM:269840	immunodeficiency 48	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:269840		IMD48	OMIM:269840	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0010024	Beemer-Langer syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Srps 4	OMIM:269860	short-rib thoracic dysplasia 12			OMIM:269860		Srps 4	OMIM:269860										
MONDO:0010024	Beemer-Langer syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	short rib syndrome, Beemer type	OMIM:269860	short-rib thoracic dysplasia 12			OMIM:269860		short rib syndrome, Beemer type	OMIM:269860										
MONDO:0010024	Beemer-Langer syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	short rib-polydactyly syndrome, type 4	OMIM:269860	short-rib thoracic dysplasia 12			OMIM:269860		short rib-polydactyly syndrome, type 4	OMIM:269860										
MONDO:0010024	Beemer-Langer syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	short-rib thoracic dysplasia 12	OMIM:269860	short-rib thoracic dysplasia 12			OMIM:269860, MONDO:Lexical		short-rib thoracic dysplasia 12	OMIM:269860										
MONDO:0010024	Beemer-Langer syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	SRTD12	OMIM:269860	short-rib thoracic dysplasia 12	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:269860, MONDO:Lexical		SRTD12	OMIM:269860	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0010025	short stature-obesity syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	SSOS	OMIM:269870	short stature-obesity syndrome	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:269870, MONDO:Lexical		SSOS	OMIM:269870	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0010026	SHORT syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	lipodystrophy, partial, with Rieger anomaly and short stature	OMIM:269880	short syndrome			OMIM:269880		lipodystrophy, partial, with Rieger anomaly and short stature	OMIM:269880										
MONDO:0010026	SHORT syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	short stature, hyperextensibility, hernia, ocular depression, Rieger anomaly, and teething delay	OMIM:269880	short syndrome			OMIM:269880		short stature, hyperextensibility, hernia, ocular depression, Rieger anomaly, and teething delay	OMIM:269880										
MONDO:0010027	free sialic acid storage disease, infantile form	oio:hasExactSynonym	oio:hasRelatedSynonym	N-acetylneuraminic acid storage disease	OMIM:269920	infantile sialic acid storage disease			OMIM:269920		N-acetylneuraminic acid storage disease	OMIM:269920										
MONDO:0010027	free sialic acid storage disease, infantile form	oio:hasExactSynonym	oio:hasRelatedSynonym	Nana storage disease	OMIM:269920	infantile sialic acid storage disease			OMIM:269920		Nana storage disease	OMIM:269920										
MONDO:0010027	free sialic acid storage disease, infantile form	oio:hasExactSynonym	oio:hasRelatedSynonym	infantile sialic acid storage disease	OMIM:269920	infantile sialic acid storage disease			OMIM:269920, MONDO:Lexical		infantile sialic acid storage disease	OMIM:269920										
MONDO:0010027	free sialic acid storage disease, infantile form	oio:hasExactSynonym	oio:hasRelatedSynonym	sialuria, infantile form	OMIM:269920	infantile sialic acid storage disease			OMIM:269920, GARD:0000175		sialuria, infantile form	OMIM:269920										
MONDO:0010031	Sjogren-Larsson syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	FALDH deficiency	OMIM:270200	sjogren-larsson syndrome			OMIM:270200		FALDH deficiency	OMIM:270200										
MONDO:0010031	Sjogren-Larsson syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	fatty alcohol:NAD+ oxidoreductase deficiency	OMIM:270200	sjogren-larsson syndrome			OMIM:270200		fatty alcohol:NAD+ oxidoreductase deficiency	OMIM:270200										
MONDO:0010031	Sjogren-Larsson syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	fatty aldehyde dehydrogenase deficiency	OMIM:270200	sjogren-larsson syndrome			OMIM:270200		fatty aldehyde dehydrogenase deficiency	OMIM:270200										
MONDO:0010031	Sjogren-Larsson syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	ichthyosis, spastic neurologic disorder, and oligophrenia	OMIM:270200	sjogren-larsson syndrome			OMIM:270200		ichthyosis, spastic neurologic disorder, and oligophrenia	OMIM:270200										
MONDO:0010032	Sjogren-Larsson-like ichthyosis without CNS or eye involvement	oio:hasExactSynonym	oio:hasRelatedSynonym	ichthyosis, Sjogren-Larsson-like, without CNS or eye involvement	OMIM:270220	sjogren-larsson-like ichthyosis without cns or eye involvement			OMIM:270220		ichthyosis, Sjogren-Larsson-like, without CNS or eye involvement	OMIM:270220										
MONDO:0010035	Smith-Lemli-Opitz syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	lethal acrodysgenital syndrome	OMIM:270400	smith-lemli-opitz syndrome			OMIM:270400		lethal acrodysgenital syndrome	OMIM:270400										
MONDO:0010035	Smith-Lemli-Opitz syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	polydactyly, sex reversal, renal hypoplasia, and unilobar lung	OMIM:270400	smith-lemli-opitz syndrome			OMIM:270400		polydactyly, sex reversal, renal hypoplasia, and unilobar lung	OMIM:270400										
MONDO:0010036	congenital secretory sodium diarrhea 3	oio:hasExactSynonym	oio:hasRelatedSynonym	diarrhea 3, secretory sodium, congenital, syndromic	OMIM:270420	diarrhea 3, secretory sodium, congenital, with or without other congenital anomalies			OMIM:270420		diarrhea 3, secretory sodium, congenital, syndromic	OMIM:270420										
MONDO:0010036	congenital secretory sodium diarrhea 3	oio:hasExactSynonym	oio:hasRelatedSynonym	diarrhea 3, secretory sodium, congenital, with or without other congenital anomalies	OMIM:270420	diarrhea 3, secretory sodium, congenital, with or without other congenital anomalies			OMIM:270420, MONDO:Lexical		diarrhea 3, secretory sodium, congenital, with or without other congenital anomalies	OMIM:270420										
MONDO:0010036	congenital secretory sodium diarrhea 3	oio:hasExactSynonym	oio:hasRelatedSynonym	sodium diarrhea, congenital	OMIM:270420	diarrhea 3, secretory sodium, congenital, with or without other congenital anomalies			OMIM:270420		sodium diarrhea, congenital	OMIM:270420										
MONDO:0010036	congenital secretory sodium diarrhea 3	oio:hasExactSynonym	oio:hasRelatedSynonym	DIAR3	OMIM:270420	diarrhea 3, secretory sodium, congenital, with or without other congenital anomalies	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:270420, MONDO:Lexical		DIAR3	OMIM:270420	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0010037	sodium-potassium-ATPase activity of red cell	oio:hasExactSynonym	oio:hasRelatedSynonym	sodium pump sites, number of	OMIM:270425	sodium-potassium-atpase activity of red cell			OMIM:270425		sodium pump sites, number of	OMIM:270425										
MONDO:0010038	growth delay due to insulin-like growth factor I resistance	oio:hasExactSynonym	oio:hasRelatedSynonym	IGF-I resistance	OMIM:270450	insulin-like growth factor i, resistance to			OMIM:270450		IGF-I resistance	OMIM:270450										
MONDO:0010038	growth delay due to insulin-like growth factor I resistance	oio:hasExactSynonym	oio:hasRelatedSynonym	Somatomedin, end-organ insensitivity to	OMIM:270450	insulin-like growth factor i, resistance to			OMIM:270450		Somatomedin, end-organ insensitivity to	OMIM:270450										
MONDO:0010038	growth delay due to insulin-like growth factor I resistance	oio:hasExactSynonym	oio:hasRelatedSynonym	Somatomedin-C, resistance to	OMIM:270450	insulin-like growth factor i, resistance to			OMIM:270450		Somatomedin-C, resistance to	OMIM:270450										
MONDO:0010038	growth delay due to insulin-like growth factor I resistance	oio:hasExactSynonym	oio:hasRelatedSynonym	insulin-like growth factor I, resistance to	OMIM:270450	insulin-like growth factor i, resistance to			OMIM:270450		insulin-like growth factor I, resistance to	OMIM:270450										
MONDO:0010038	growth delay due to insulin-like growth factor I resistance	oio:hasExactSynonym	oio:hasRelatedSynonym	IGF1RES	OMIM:270450	insulin-like growth factor i, resistance to	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:270450		IGF1RES	OMIM:270450	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0010039	congenital heart defect-round face-developmental delay syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	round face with depressed nasal Bridge and small mouth, congenital heart defect, and retarded development	OMIM:270460	sonoda syndrome			OMIM:270460		round face with depressed nasal Bridge and small mouth, congenital heart defect, and retarded development	OMIM:270460										
MONDO:0010041	Charlevoix-Saguenay spastic ataxia	oio:hasExactSynonym	oio:hasRelatedSynonym	autosomal recessive spastic ataxia of Charlevoix-Saguenay	OMIM:270550	spastic ataxia, charlevoix-saguenay type			OMIM:270550		autosomal recessive spastic ataxia of Charlevoix-Saguenay	OMIM:270550										
MONDO:0010041	Charlevoix-Saguenay spastic ataxia	oio:hasExactSynonym	oio:hasRelatedSynonym	spastic ataxia 6, autosomal recessive	OMIM:270550	spastic ataxia, charlevoix-saguenay type			OMIM:270550		spastic ataxia 6, autosomal recessive	OMIM:270550										
MONDO:0010041	Charlevoix-Saguenay spastic ataxia	oio:hasExactSynonym	oio:hasRelatedSynonym	spastic ataxia, Charlevoix-Saguenay type	OMIM:270550	spastic ataxia, charlevoix-saguenay type			OMIM:270550, MONDO:Lexical		spastic ataxia, Charlevoix-Saguenay type	OMIM:270550										
MONDO:0010041	Charlevoix-Saguenay spastic ataxia	oio:hasExactSynonym	oio:hasRelatedSynonym	sacs	OMIM:270550	spastic ataxia, charlevoix-saguenay type	http://purl.obolibrary.org/obo/mondo#ABBREVIATION		OMIM:270550, MONDO:Lexical		sacs	OMIM:270550	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0010042	spastic diplegia and intellectual disability	oio:hasExactSynonym	oio:hasRelatedSynonym	spastic diplegia, infantile type	OMIM:270600	spastic diplegia and impaired intellectual development			OMIM:270600		spastic diplegia, infantile type	OMIM:270600										
MONDO:0010043	hereditary spastic paraplegia 17	oio:hasExactSynonym	oio:hasRelatedSynonym	spastic paraplegia 17, autosomal dominant	OMIM:270685	spastic paraplegia 17, autosomal dominant			OMIM:270685, MONDO:Lexical		spastic paraplegia 17, autosomal dominant	OMIM:270685										
MONDO:0010044	hereditary spastic paraplegia 15	oio:hasExactSynonym	oio:hasRelatedSynonym	spastic paraplegia 15, autosomal recessive	OMIM:270700	spastic paraplegia 15, autosomal recessive			OMIM:270700, MONDO:Lexical		spastic paraplegia 15, autosomal recessive	OMIM:270700										
MONDO:0010044	hereditary spastic paraplegia 15	oio:hasExactSynonym	oio:hasRelatedSynonym	spastic paraplegia and retinal Degeneration	OMIM:270700	spastic paraplegia 15, autosomal recessive			OMIM:270700		spastic paraplegia and retinal Degeneration	OMIM:270700										
MONDO:0010046	hereditary spastic paraplegia 23	oio:hasExactSynonym	oio:hasRelatedSynonym	spastic paraparesis, vitiligo, premature graying, characteristic facies	OMIM:270750	spastic paraplegia 23, autosomal recessive			OMIM:270750		spastic paraparesis, vitiligo, premature graying, characteristic facies	OMIM:270750										
MONDO:0010047	hereditary spastic paraplegia 5A	oio:hasExactSynonym	oio:hasRelatedSynonym	spastic paraplegia 5A, autosomal recessive	OMIM:270800	spastic paraplegia 5a, autosomal recessive			OMIM:270800, MONDO:Lexical		spastic paraplegia 5A, autosomal recessive	OMIM:270800										
MONDO:0010049	spastic paraplegia-glaucoma-intellectual disability syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	spastic paresis, glaucoma, and mental retardation	OMIM:270850	spastic paresis, glaucoma, and impaired intellectual development		http://purl.obolibrary.org/obo/mondo#DEPRECATED	OMIM:270850		spastic paresis, glaucoma, and mental retardation	OMIM:270850										
MONDO:0010051	spastic tetraplegia-retinitis pigmentosa-intellectual disability syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	spastic quadriplegia, retinitis pigmentosa, and mental retardation	OMIM:270950	spastic quadriplegia, retinitis pigmentosa, and impaired intellectual development		http://purl.obolibrary.org/obo/mondo#DEPRECATED	OMIM:270950		spastic quadriplegia, retinitis pigmentosa, and mental retardation	OMIM:270950										
MONDO:0010052	spermatogenic failure 4	oio:hasExactSynonym	oio:hasRelatedSynonym	azoospermia due to Perturbations of meiosis	OMIM:270960	spermatogenic failure 4			OMIM:270960		azoospermia due to Perturbations of meiosis	OMIM:270960										
MONDO:0010052	spermatogenic failure 4	oio:hasExactSynonym	oio:hasRelatedSynonym	azoospermia with maturation arrest	OMIM:270960	spermatogenic failure 4			OMIM:270960		azoospermia with maturation arrest	OMIM:270960										
MONDO:0010052	spermatogenic failure 4	oio:hasExactSynonym	oio:hasRelatedSynonym	spermatogenesis arrest	OMIM:270960	spermatogenic failure 4			OMIM:270960		spermatogenesis arrest	OMIM:270960										
MONDO:0010052	spermatogenic failure 4	oio:hasExactSynonym	oio:hasRelatedSynonym	SPGF4	OMIM:270960	spermatogenic failure 4	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:270960, MONDO:Lexical		SPGF4	OMIM:270960	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0010053	hereditary spherocytosis type 3	oio:hasExactSynonym	oio:hasRelatedSynonym	spherocytosis, hereditary, 3	OMIM:270970	spherocytosis, type 3			OMIM:270970		spherocytosis, hereditary, 3	OMIM:270970										
MONDO:0010053	hereditary spherocytosis type 3	oio:hasExactSynonym	oio:hasRelatedSynonym	spherocytosis, type 3	OMIM:270970	spherocytosis, type 3			OMIM:270970, MONDO:Lexical		spherocytosis, type 3	OMIM:270970										
MONDO:0010056	spinal muscular atrophy, type IV	oio:hasExactSynonym	oio:hasRelatedSynonym	spinal muscular atrophy, proximal, adult, autosomal recessive	OMIM:271150	spinal muscular atrophy, type 4			OMIM:271150, GARD:0000564		spinal muscular atrophy, proximal, adult, autosomal recessive	OMIM:271150										
MONDO:0010056	spinal muscular atrophy, type IV	oio:hasExactSynonym	oio:hasRelatedSynonym	spinal muscular atrophy, type 4	OMIM:271150	spinal muscular atrophy, type 4			OMIM:271150		spinal muscular atrophy, type 4	OMIM:271150										
MONDO:0010060	mitochondrial DNA depletion syndrome 7 (hepatocerebral type)	oio:hasExactSynonym	oio:hasRelatedSynonym	ophthalmoplegia, hypotonia, ataxia, hypoacusis, and athetosis	OMIM:271245	mitochondrial DNA depletion syndrome 7 (hepatocerebral type)			OMIM:271245		ophthalmoplegia, hypotonia, ataxia, hypoacusis, and athetosis	OMIM:271245										
MONDO:0010060	mitochondrial DNA depletion syndrome 7 (hepatocerebral type)	oio:hasExactSynonym	oio:hasRelatedSynonym	spinocerebellar ataxia 8, formerly	OMIM:271245	mitochondrial DNA depletion syndrome 7 (hepatocerebral type)			OMIM:271245		spinocerebellar ataxia 8, formerly	OMIM:271245										
MONDO:0010060	mitochondrial DNA depletion syndrome 7 (hepatocerebral type)	oio:hasExactSynonym	oio:hasRelatedSynonym	spinocerebellar ataxia, infantile, with sensory neuropathy	OMIM:271245	mitochondrial DNA depletion syndrome 7 (hepatocerebral type)			OMIM:271245		spinocerebellar ataxia, infantile, with sensory neuropathy	OMIM:271245										
MONDO:0010060	mitochondrial DNA depletion syndrome 7 (hepatocerebral type)	oio:hasExactSynonym	oio:hasRelatedSynonym	spinocerebellar ataxia, infantile-onset	OMIM:271245	mitochondrial DNA depletion syndrome 7 (hepatocerebral type)			OMIM:271245		spinocerebellar ataxia, infantile-onset	OMIM:271245										
MONDO:0010060	mitochondrial DNA depletion syndrome 7 (hepatocerebral type)	oio:hasExactSynonym	oio:hasRelatedSynonym	MTDPS7	OMIM:271245	mitochondrial DNA depletion syndrome 7 (hepatocerebral type)	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:271245, MONDO:Lexical		MTDPS7	OMIM:271245	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0010060	mitochondrial DNA depletion syndrome 7 (hepatocerebral type)	oio:hasExactSynonym	oio:hasRelatedSynonym	mitochondrial DNA depletion syndrome 7	OMIM:271245	mitochondrial DNA depletion syndrome 7 (hepatocerebral type)	http://purl.obolibrary.org/obo/mondo#GENERATED		DOID:0080126		mitochondrial DNA depletion syndrome 7	OMIM:271245	http://purl.obolibrary.org/obo/mondo#GENERATED									
MONDO:0010060	mitochondrial DNA depletion syndrome 7 (hepatocerebral type)	oio:hasExactSynonym	oio:hasRelatedSynonym	spinocerebellar ataxia 8	OMIM:608768	spinocerebellar ataxia 8			OMIM:271245		spinocerebellar ataxia 8	OMIM:608768										
MONDO:0010061	autosomal recessive cerebellar ataxia-blindness-deafness syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	spinocerebellar ataxia with blindness and deafness	OMIM:271250	spinocerebellar ataxia, autosomal recessive 3			OMIM:271250		spinocerebellar ataxia with blindness and deafness	OMIM:271250										
MONDO:0010061	autosomal recessive cerebellar ataxia-blindness-deafness syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	spinocerebellar ataxia, autosomal recessive 3	OMIM:271250	spinocerebellar ataxia, autosomal recessive 3			OMIM:271250, MONDO:Lexical		spinocerebellar ataxia, autosomal recessive 3	OMIM:271250										
MONDO:0010062	spinocerebellar ataxia-dysmorphism syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	spinocerebellar ataxia with dysmorphism	OMIM:271270	spinocerebellar ataxia with dysmorphism			OMIM:271270		spinocerebellar ataxia with dysmorphism	OMIM:271270										
MONDO:0010063	corneal-cerebellar syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	corneal dystrophy with spinocerebellar Degeneration	OMIM:271310	spinocerebellar degeneration and corneal dystrophy			OMIM:271310		corneal dystrophy with spinocerebellar Degeneration	OMIM:271310										
MONDO:0010063	corneal-cerebellar syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	spinocerebellar degeneration and corneal dystrophy	OMIM:271310	spinocerebellar degeneration and corneal dystrophy			OMIM:271310		spinocerebellar degeneration and corneal dystrophy	OMIM:271310										
MONDO:0010064	spastic ataxia-corneal dystrophy syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	spinocerebellar degeneration with macular corneal dystrophy, congenital cataracts, and myopia	OMIM:271320	spinocerebellar degeneration with macular corneal dystrophy, congenital cataracts, and myopia			OMIM:271320		spinocerebellar degeneration with macular corneal dystrophy, congenital cataracts, and myopia	OMIM:271320										
MONDO:0010065	spinocerebellar degeneration with slow eye movements	oio:hasExactSynonym	oio:hasRelatedSynonym	SDSEM	OMIM:271322	spinocerebellar degeneration with slow eye movements	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:271322, MONDO:Lexical		SDSEM	OMIM:271322	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0010066	familial isolated congenital asplenia	oio:hasExactSynonym	oio:hasRelatedSynonym	asplenia, familial	OMIM:271400	asplenia, isolated congenital			OMIM:271400		asplenia, familial	OMIM:271400										
MONDO:0010066	familial isolated congenital asplenia	oio:hasExactSynonym	oio:hasRelatedSynonym	asplenia, isolated congenital	OMIM:271400	asplenia, isolated congenital			OMIM:271400, MONDO:Lexical		asplenia, isolated congenital	OMIM:271400										
MONDO:0010066	familial isolated congenital asplenia	oio:hasExactSynonym	oio:hasRelatedSynonym	hyposplenia, isolated congenital	OMIM:271400	asplenia, isolated congenital			OMIM:271400		hyposplenia, isolated congenital	OMIM:271400										
MONDO:0010066	familial isolated congenital asplenia	oio:hasExactSynonym	oio:hasRelatedSynonym	splenic hypoplasia	OMIM:271400	asplenia, isolated congenital			OMIM:271400		splenic hypoplasia	OMIM:271400										
MONDO:0010066	familial isolated congenital asplenia	oio:hasExactSynonym	oio:hasRelatedSynonym	ICAS	OMIM:271400	asplenia, isolated congenital	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	http://purl.obolibrary.org/obo/mondo#ABBREVIATION	OMIM:271400, MONDO:Lexical		ICAS	OMIM:271400	http://purl.obolibrary.org/obo/mondo#ABBREVIATION									
MONDO:0010068	spondyloepimetaphyseal dysplasia, sponastrime type	oio:hasExactSynonym	oio:hasRelatedSynonym	Sponastrime dysplasia	OMIM:271510	spondyloepimetaphyseal dysplasia, sponastrime type			OMIM:271510		Sponastrime dysplasia	OMIM:271510										
MONDO:0010068	spondyloepimetaphyseal dysplasia, sponastrime type	oio:hasExactSynonym	oio:hasRelatedSynonym	short-limb dwarfism with saddle Nose, spinal alterations, and metaphyseal striation	OMIM:271510	spondyloepimetaphyseal dysplasia, sponastrime type			OMIM:271510		short-limb dwarfism with saddle Nose, spinal alterations, and metaphyseal striation	OMIM:271510										
MONDO:0010068	spondyloepimetaphyseal dysplasia, sponastrime type	oio:hasExactSynonym	oio:hasRelatedSynonym	spondylar and nasal alterations with striated metaphyses	OMIM:271510	spondyloepimetaphyseal dysplasia, sponastrime type			OMIM:271510		spondylar and nasal alterations with striated metaphyses	OMIM:271510										
MONDO:0010069	spondylocostal dysostosis-anal and genitourinary malformations syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	CMn syndrome	OMIM:271520	spondylocostal dysostosis with anal atresia and urogenital anomalies			OMIM:271520		CMn syndrome	OMIM:271520										
MONDO:0010069	spondylocostal dysostosis-anal and genitourinary malformations syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	spondylocostal dysostosis with anal atresia and urogenital anomalies	OMIM:271520	spondylocostal dysostosis with anal atresia and urogenital anomalies			OMIM:271520		spondylocostal dysostosis with anal atresia and urogenital anomalies	OMIM:271520										
MONDO:0010070	brachyolmia type 1, Hobaek type	oio:hasExactSynonym	oio:hasRelatedSynonym	brachyolmia, recessive type of Hobaek	OMIM:271530	brachyolmia type 1, hobaek type			OMIM:271530		brachyolmia, recessive type of Hobaek	OMIM:271530										
MONDO:0010070	brachyolmia type 1, Hobaek type	oio:hasExactSynonym	oio:hasRelatedSynonym	spondylodysplasia with Pure brachyolmia	OMIM:271530	brachyolmia type 1, hobaek type			OMIM:271530		spondylodysplasia with Pure brachyolmia	OMIM:271530										
MONDO:0010073	spondyloepiphyseal dysplasia tarda, Kohn type	oio:hasExactSynonym	oio:hasRelatedSynonym	Sedt with mental retardation	OMIM:271620	spondyloepiphyseal dysplasia tarda with impaired intellectual development		http://purl.obolibrary.org/obo/mondo#DEPRECATED	OMIM:271620		Sedt with mental retardation	OMIM:271620										
MONDO:0010073	spondyloepiphyseal dysplasia tarda, Kohn type	oio:hasExactSynonym	oio:hasRelatedSynonym	spondyloepiphyseal dysplasia tarda with mental retardation	OMIM:271620	spondyloepiphyseal dysplasia tarda with impaired intellectual development		http://purl.obolibrary.org/obo/mondo#DEPRECATED	OMIM:271620		spondyloepiphyseal dysplasia tarda with mental retardation	OMIM:271620										
MONDO:0010074	brachyolmia type 1, toledo type	oio:hasExactSynonym	oio:hasRelatedSynonym	PAPS-chondroitin sulfate sulfotransferase deficiency	OMIM:271630	brachyolmia type 1, toledo type			OMIM:271630		PAPS-chondroitin sulfate sulfotransferase deficiency	OMIM:271630										
MONDO:0010074	brachyolmia type 1, toledo type	oio:hasExactSynonym	oio:hasRelatedSynonym	Sed, chondroitin sulfate type	OMIM:271630	brachyolmia type 1, toledo type			OMIM:271630		Sed, chondroitin sulfate type	OMIM:271630										
MONDO:0010074	brachyolmia type 1, toledo type	oio:hasExactSynonym	oio:hasRelatedSynonym	brachyolmia type 1, Toledo type	OMIM:271630	brachyolmia type 1, toledo type			OMIM:271630, MONDO:Lexical		brachyolmia type 1, Toledo type	OMIM:271630										
MONDO:0010074	brachyolmia type 1, toledo type	oio:hasExactSynonym	oio:hasRelatedSynonym	spondyloepiphyseal dysplasia tarda, Toledo type	OMIM:271630	brachyolmia type 1, toledo type			OMIM:271630		spondyloepiphyseal dysplasia tarda, Toledo type	OMIM:271630										
