subject	subject_value	predicate	object	object_value	levenshtein_dist	jaccard_index	monge_elkan
MONDO:0005672	blastomycosis	skos:exactMatch	ICD10CM:B40	Blastomycosis	0	0.0	0.0
MONDO:0005674	bone giant cell tumor	skos:narrowMatch	<https://icd.codes/icd10cm/D48.0>		21	1.0	2.0
MONDO:0005683	brucellosis	skos:exactMatch	<https://icd.codes/icd10cm/A23>		11	1.0	2.0
MONDO:0005683	brucellosis	skos:exactMatch	ICD10CM:A23	Brucellosis	0	0.0	0.0
MONDO:0005683	brucellosis	skos:broadMatch	<https://icd.codes/icd10cm/A23.9>		11	1.0	2.0
MONDO:0005683	brucellosis	skos:broadMatch	<https://icd.codes/icd10cm/A23.8>		11	1.0	2.0
MONDO:0005683	brucellosis	skos:broadMatch	<https://icd.codes/icd10cm/A23.3>		11	1.0	2.0
MONDO:0005683	brucellosis	skos:broadMatch	<https://icd.codes/icd10cm/A23.2>		11	1.0	2.0
MONDO:0005683	brucellosis	skos:broadMatch	<https://icd.codes/icd10cm/A23.1>		11	1.0	2.0
MONDO:0005683	brucellosis	skos:broadMatch	<https://icd.codes/icd10cm/A23.0>		11	1.0	2.0
MONDO:0005683	brucellosis	skos:broadMatch	ICD10CM:A23.9	Brucellosis, unspecified	13	0.5416666666666667	1.9090909090909092
MONDO:0005683	brucellosis	skos:broadMatch	ICD10CM:A23.8	Other brucellosis	6	0.3529411764705882	1.9090909090909092
MONDO:0005683	brucellosis	skos:broadMatch	ICD10CM:A23.3	Brucellosis due to Brucella canis	22	0.6666666666666667	1.9090909090909092
MONDO:0005683	brucellosis	skos:broadMatch	ICD10CM:A23.2	Brucellosis due to Brucella suis	21	0.65625	1.9090909090909092
MONDO:0005683	brucellosis	skos:broadMatch	ICD10CM:A23.1	Brucellosis due to Brucella abortus	24	0.6857142857142857	1.9090909090909092
MONDO:0005683	brucellosis	skos:broadMatch	ICD10CM:A23.0	Brucellosis due to Brucella melitensis	27	0.7105263157894737	1.9090909090909092
MONDO:0005692	cat-scratch disease	skos:exactMatch	<https://icd.codes/icd10cm/A28.1>		19	1.0	2.0
MONDO:0005692	cat-scratch disease	skos:exactMatch	ICD10CM:A28.1	Cat-scratch disease	0	0.0	0.0
MONDO:0005693	cauda equina syndrome	skos:exactMatch	<https://icd.codes/icd10cm/G83.4>		21	1.0	2.0
MONDO:0005693	cauda equina syndrome	skos:exactMatch	ICD10CM:G83.4	Cauda equina syndrome	0	0.0	0.0
MONDO:0005699	cervicofacial actinomycosis	skos:exactMatch	<https://icd.codes/icd10cm/A42.2>		27	1.0	2.0
MONDO:0005699	cervicofacial actinomycosis	skos:exactMatch	ICD10CM:A42.2	Cervicofacial actinomycosis	0	0.0	0.0
MONDO:0005705	clonorchiasis	skos:exactMatch	<https://icd.codes/icd10cm/B66.1>		13	1.0	2.0
MONDO:0005705	clonorchiasis	skos:exactMatch	ICD10CM:B66.1	Clonorchiasis	0	0.0	0.0
MONDO:0005706	coccidioidomycosis	skos:exactMatch	<https://icd.codes/icd10cm/B38>		18	1.0	2.0
MONDO:0005706	coccidioidomycosis	skos:exactMatch	ICD10CM:B38	Coccidioidomycosis	0	0.0	0.0
MONDO:0005706	coccidioidomycosis	skos:broadMatch	<https://icd.codes/icd10cm/B38.9>		18	1.0	2.0
MONDO:0005706	coccidioidomycosis	skos:broadMatch	<https://icd.codes/icd10cm/B38.8>		18	1.0	2.0
MONDO:0005706	coccidioidomycosis	skos:broadMatch	<https://icd.codes/icd10cm/B38.7>		18	1.0	2.0
MONDO:0005706	coccidioidomycosis	skos:broadMatch	<https://icd.codes/icd10cm/B38.4>		18	1.0	2.0
MONDO:0005706	coccidioidomycosis	skos:broadMatch	<https://icd.codes/icd10cm/B38.3>		18	1.0	2.0
MONDO:0005706	coccidioidomycosis	skos:broadMatch	<https://icd.codes/icd10cm/B38.2>		18	1.0	2.0
MONDO:0005706	coccidioidomycosis	skos:broadMatch	<https://icd.codes/icd10cm/B38.1>		18	1.0	2.0
MONDO:0005706	coccidioidomycosis	skos:broadMatch	<https://icd.codes/icd10cm/B38.0>		18	1.0	2.0
MONDO:0005706	coccidioidomycosis	skos:broadMatch	ICD10CM:B38.9	Coccidioidomycosis, unspecified	13	0.4193548387096774	1.9444444444444444
MONDO:0005706	coccidioidomycosis	skos:broadMatch	ICD10CM:B38.8	Other forms of coccidioidomycosis	15	0.4545454545454546	1.9444444444444444
MONDO:0005706	coccidioidomycosis	skos:broadMatch	ICD10CM:B38.7	Disseminated coccidioidomycosis	13	0.4193548387096774	1.9444444444444444
MONDO:0005706	coccidioidomycosis	skos:broadMatch	ICD10CM:B38.4	Coccidioidomycosis meningitis	11	0.3793103448275862	1.9444444444444444
MONDO:0005706	coccidioidomycosis	skos:broadMatch	ICD10CM:B38.3	Cutaneous coccidioidomycosis	10	0.3571428571428571	1.9444444444444444
MONDO:0005706	coccidioidomycosis	skos:broadMatch	ICD10CM:B38.2	Pulmonary coccidioidomycosis, unspecified	23	0.5609756097560976	1.9444444444444444
MONDO:0005706	coccidioidomycosis	skos:broadMatch	ICD10CM:B38.1	Chronic pulmonary coccidioidomycosis	18	0.5	1.9444444444444444
MONDO:0005706	coccidioidomycosis	skos:broadMatch	ICD10CM:B38.0	Acute pulmonary coccidioidomycosis	16	0.47058823529411764	1.9444444444444444
MONDO:0005708	Colorado tick fever	skos:exactMatch	<https://icd.codes/icd10cm/A93.2>		19	1.0	2.0
MONDO:0005708	Colorado tick fever	skos:exactMatch	ICD10CM:A93.2	Colorado tick fever	0	0.0	0.0
MONDO:0005712	congenital nystagmus	skos:exactMatch	<https://icd.codes/icd10cm/H55.01>		20	1.0	2.0
MONDO:0005712	congenital nystagmus	skos:exactMatch	ICD10CM:H55.01	Congenital nystagmus	0	0.0	0.0
MONDO:0005714	congenital syphilis	skos:exactMatch	<https://icd.codes/icd10cm/A50>		19	1.0	2.0
MONDO:0005714	congenital syphilis	skos:exactMatch	ICD10CM:A50	Congenital syphilis	0	0.0	0.0
MONDO:0005715	congenital toxoplasmosis	skos:exactMatch	<https://icd.codes/icd10cm/P37.1>		24	1.0	2.0
MONDO:0005715	congenital toxoplasmosis	skos:exactMatch	ICD10CM:P37.1	Congenital toxoplasmosis	0	0.0	0.0
MONDO:0005720	cowpox	skos:exactMatch	<https://icd.codes/icd10cm/B08.010>		6	1.0	2.0
MONDO:0005720	cowpox	skos:exactMatch	ICD10CM:B08.010	Cowpox	0	0.0	0.0
MONDO:0005724	cryptococcosis	skos:exactMatch	<https://icd.codes/icd10cm/B45>		14	1.0	2.0
MONDO:0005724	cryptococcosis	skos:exactMatch	ICD10CM:B45	Cryptococcosis	0	0.0	0.0
MONDO:0005724	cryptococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B45.9>		14	1.0	2.0
MONDO:0005724	cryptococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B45.8>		14	1.0	2.0
MONDO:0005724	cryptococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B45.7>		14	1.0	2.0
MONDO:0005724	cryptococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B45.3>		14	1.0	2.0
MONDO:0005724	cryptococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B45.2>		14	1.0	2.0
MONDO:0005724	cryptococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B45.1>		14	1.0	2.0
MONDO:0005724	cryptococcosis	skos:broadMatch	<https://icd.codes/icd10cm/B45.0>		14	1.0	2.0
MONDO:0005724	cryptococcosis	skos:broadMatch	ICD10CM:B45.9	Cryptococcosis, unspecified	13	0.4814814814814815	1.9285714285714286
MONDO:0005724	cryptococcosis	skos:broadMatch	ICD10CM:B45.8	Other forms of cryptococcosis	15	0.5172413793103448	1.9285714285714286
MONDO:0005724	cryptococcosis	skos:broadMatch	ICD10CM:B45.7	Disseminated cryptococcosis	13	0.4814814814814815	1.9285714285714286
MONDO:0005724	cryptococcosis	skos:broadMatch	ICD10CM:B45.3	Osseous cryptococcosis	8	0.36363636363636365	1.9285714285714286
MONDO:0005724	cryptococcosis	skos:broadMatch	ICD10CM:B45.2	Cutaneous cryptococcosis	10	0.41666666666666663	1.9285714285714286
MONDO:0005724	cryptococcosis	skos:broadMatch	ICD10CM:B45.1	Cerebral cryptococcosis	9	0.3913043478260869	1.9285714285714286
MONDO:0005724	cryptococcosis	skos:broadMatch	ICD10CM:B45.0	Pulmonary cryptococcosis	10	0.41666666666666663	1.9285714285714286
MONDO:0005725	cyclosporiasis	skos:exactMatch	<https://icd.codes/icd10cm/A07.4>		14	1.0	2.0
MONDO:0005725	cyclosporiasis	skos:exactMatch	ICD10CM:A07.4	Cyclosporiasis	0	0.0	0.0
MONDO:0005736	eastern equine encephalitis	skos:exactMatch	<https://icd.codes/icd10cm/A83.2>		27	1.0	2.0
MONDO:0005736	eastern equine encephalitis	skos:exactMatch	ICD10CM:A83.2	Eastern equine encephalitis	0	0.0	0.0
MONDO:0005744	yolk sac tumor	skos:broadMatch	<https://icd.codes/icd10cm/C62.9>		14	1.0	2.0
MONDO:0005744	yolk sac tumor	skos:broadMatch	<https://icd.codes/icd10cm/C56>		14	1.0	2.0
MONDO:0005744	yolk sac tumor	skos:broadMatch	ICD10CM:C62.9	Malignant neoplasm of testis, unspecified whether descended or undescended	65	0.8421052631578947	1.9387755102040816
MONDO:0005744	yolk sac tumor	skos:broadMatch	ICD10CM:C56	Malignant neoplasm of ovary	21	0.6333333333333333	1.9438775510204083
MONDO:0005746	enterobiasis	skos:exactMatch	<https://icd.codes/icd10cm/B80>		12	1.0	2.0
MONDO:0005746	enterobiasis	skos:exactMatch	ICD10CM:B80	Enterobiasis	0	0.0	0.0
MONDO:0005751	epidemic pleurodynia	skos:exactMatch	<https://icd.codes/icd10cm/B33.0>		20	1.0	2.0
MONDO:0005751	epidemic pleurodynia	skos:exactMatch	ICD10CM:B33.0	Epidemic myalgia	9	0.4347826086956522	1.96
MONDO:0005761	filarial elephantiasis	skos:broadMatch	<https://icd.codes/icd10cm/B74.2>		22	1.0	2.0
MONDO:0005761	filarial elephantiasis	skos:broadMatch	<https://icd.codes/icd10cm/B74.1>		22	1.0	2.0
MONDO:0005761	filarial elephantiasis	skos:broadMatch	<https://icd.codes/icd10cm/B74.0>		22	1.0	2.0
MONDO:0005761	filarial elephantiasis	skos:broadMatch	ICD10CM:B74.2	Filariasis due to Brugia timori	19	0.6052631578947368	1.9607438016528926
MONDO:0005761	filarial elephantiasis	skos:broadMatch	ICD10CM:B74.1	Filariasis due to Brugia malayi	20	0.5277777777777778	1.9607438016528926
MONDO:0005761	filarial elephantiasis	skos:broadMatch	ICD10CM:B74.0	Filariasis due to Wuchereria bancrofti	26	0.5365853658536586	1.9566115702479339
MONDO:0005764	follicular dendritic cell sarcoma	skos:narrowMatch	<https://icd.codes/icd10cm/C96.4>		33	1.0	2.0
MONDO:0005767	gas gangrene	skos:exactMatch	<https://icd.codes/icd10cm/A48.0>		12	1.0	2.0
MONDO:0005767	gas gangrene	skos:exactMatch	ICD10CM:A48.0	Gas gangrene	0	0.0	0.0
MONDO:0005771	geographic tongue	skos:exactMatch	<https://icd.codes/icd10cm/K14.1>		17	1.0	2.0
MONDO:0005771	geographic tongue	skos:exactMatch	ICD10CM:K14.1	Geographic tongue	0	0.0	0.0
MONDO:0005772	geotrichosis	skos:exactMatch	<https://icd.codes/icd10cm/B48.3>		12	1.0	2.0
MONDO:0005772	geotrichosis	skos:exactMatch	ICD10CM:B48.3	Geotrichosis	0	0.0	0.0
MONDO:0005773	Gerstmann syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/F81.2>		18	1.0	2.0
MONDO:0005774	glanders	skos:exactMatch	<https://icd.codes/icd10cm/A24.0>		8	1.0	2.0
MONDO:0005774	glanders	skos:exactMatch	ICD10CM:A24.0	Glanders	0	0.0	0.0
MONDO:0005776	gnathomiasis	skos:exactMatch	<https://icd.codes/icd10cm/B83.1>		12	1.0	2.0
MONDO:0005776	gnathomiasis	skos:exactMatch	ICD10CM:B83.1	Gnathostomiasis	3	0.19999999999999996	1.9166666666666667
MONDO:0005777	granuloma inguinale	skos:exactMatch	<https://icd.codes/icd10cm/A58>		19	1.0	2.0
MONDO:0005777	granuloma inguinale	skos:exactMatch	ICD10CM:A58	Granuloma inguinale	0	0.0	0.0
MONDO:0005784	hantavirus hemorrhagic fever with renal syndrome	skos:exactMatch	<https://icd.codes/icd10cm/A98.5>		48	1.0	2.0
MONDO:0005784	hantavirus hemorrhagic fever with renal syndrome	skos:exactMatch	ICD10CM:A98.5	Hemorrhagic fever with renal syndrome	11	0.22916666666666663	1.9796006944444444
MONDO:0005802	hymenolepiasis	skos:exactMatch	<https://icd.codes/icd10cm/B71.0>		14	1.0	2.0
MONDO:0005802	hymenolepiasis	skos:exactMatch	ICD10CM:B71.0	Hymenolepiasis	0	0.0	0.0
MONDO:0005804	hyperprolactinemia	skos:exactMatch	<https://icd.codes/icd10cm/E22.1>		18	1.0	2.0
MONDO:0005804	hyperprolactinemia	skos:exactMatch	ICD10CM:E22.1	Hyperprolactinemia	0	0.0	0.0
MONDO:0005806	hypopharynx cancer	skos:exactMatch	<https://icd.codes/icd10cm/C13>		18	1.0	2.0
MONDO:0005806	hypopharynx cancer	skos:exactMatch	ICD10CM:C13	Malignant neoplasm of hypopharynx	28	0.5833333333333333	1.9506172839506173
MONDO:0005808	inclusion conjunctivitis	skos:exactMatch	<https://icd.codes/icd10cm/A74.0>		24	1.0	2.0
MONDO:0005808	inclusion conjunctivitis	skos:exactMatch	ICD10CM:A74.0	Chlamydial conjunctivitis	9	0.4193548387096774	1.9583333333333333
MONDO:0005820	Lassa fever	skos:exactMatch	<https://icd.codes/icd10cm/A96.2>		11	1.0	2.0
MONDO:0005820	Lassa fever	skos:exactMatch	ICD10CM:A96.2	Lassa fever	0	0.0	0.0
MONDO:0005825	leptospirosis	skos:exactMatch	<https://icd.codes/icd10cm/A27>		13	1.0	2.0
MONDO:0005825	leptospirosis	skos:exactMatch	ICD10CM:A27	Leptospirosis	0	0.0	0.0
MONDO:0005825	leptospirosis	skos:broadMatch	<https://icd.codes/icd10cm/A27.9>		13	1.0	2.0
MONDO:0005825	leptospirosis	skos:broadMatch	<https://icd.codes/icd10cm/A27.8>		13	1.0	2.0
MONDO:0005825	leptospirosis	skos:broadMatch	<https://icd.codes/icd10cm/A27.0>		13	1.0	2.0
MONDO:0005825	leptospirosis	skos:broadMatch	ICD10CM:A27.9	Leptospirosis, unspecified	13	0.5	1.9230769230769231
MONDO:0005825	leptospirosis	skos:broadMatch	ICD10CM:A27.8	Other forms of leptospirosis	15	0.5357142857142857	1.9230769230769231
MONDO:0005825	leptospirosis	skos:broadMatch	ICD10CM:A27.0	Leptospirosis icterohemorrhagica	19	0.59375	1.9230769230769231
MONDO:0005828	listeriosis	skos:exactMatch	<https://icd.codes/icd10cm/A32>		11	1.0	2.0
MONDO:0005828	listeriosis	skos:exactMatch	ICD10CM:A32	Listeriosis	0	0.0	0.0
MONDO:0005828	listeriosis	skos:broadMatch	<https://icd.codes/icd10cm/A32.9>		11	1.0	2.0
MONDO:0005828	listeriosis	skos:broadMatch	<https://icd.codes/icd10cm/A32.8>		11	1.0	2.0
MONDO:0005828	listeriosis	skos:broadMatch	<https://icd.codes/icd10cm/A32.7>		11	1.0	2.0
MONDO:0005828	listeriosis	skos:broadMatch	<https://icd.codes/icd10cm/A32.1>		11	1.0	2.0
MONDO:0005828	listeriosis	skos:broadMatch	<https://icd.codes/icd10cm/A32.0>		11	1.0	2.0
MONDO:0005828	listeriosis	skos:broadMatch	ICD10CM:A32.9	Listeriosis, unspecified	13	0.5416666666666667	1.9090909090909092
MONDO:0005828	listeriosis	skos:broadMatch	ICD10CM:A32.8	Other forms of listeriosis	15	0.5769230769230769	1.9090909090909092
MONDO:0005828	listeriosis	skos:broadMatch	ICD10CM:A32.7	Listerial sepsis	6	0.4117647058823529	1.9173553719008265
MONDO:0005828	listeriosis	skos:broadMatch	ICD10CM:A32.1	Listerial meningitis and meningoencephalitis	34	0.75	1.9090909090909092
MONDO:0005828	listeriosis	skos:broadMatch	ICD10CM:A32.0	Cutaneous listeriosis	10	0.47619047619047616	1.9090909090909092
MONDO:0005832	lymphangitis	skos:exactMatch	<https://icd.codes/icd10cm/I89.1>		12	1.0	2.0
MONDO:0005832	lymphangitis	skos:exactMatch	ICD10CM:I89.1	Lymphangitis	0	0.0	0.0
MONDO:0005835	Lynch syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/D48.9>		14	1.0	2.0
MONDO:0005838	mansonelliasis	skos:exactMatch	<https://icd.codes/icd10cm/B74.4>		14	1.0	2.0
MONDO:0005838	mansonelliasis	skos:exactMatch	ICD10CM:B74.4	Mansonelliasis	0	0.0	0.0
MONDO:0005844	chalazion	skos:exactMatch	<https://icd.codes/icd10cm/H00.1>		9	1.0	2.0
MONDO:0005844	chalazion	skos:exactMatch	ICD10CM:H00.1	Chalazion	0	0.0	0.0
MONDO:0005846	microsporidiosis	skos:narrowMatch	<https://icd.codes/icd10cm/B60.8>		16	1.0	2.0
MONDO:0005848	miliary tuberculosis	skos:exactMatch	<https://icd.codes/icd10cm/A19>		20	1.0	2.0
MONDO:0005848	miliary tuberculosis	skos:exactMatch	ICD10CM:A19	Miliary tuberculosis	0	0.0	0.0
MONDO:0005855	molluscum contagiosum	skos:exactMatch	<https://icd.codes/icd10cm/B08.1>		21	1.0	2.0
MONDO:0005855	molluscum contagiosum	skos:exactMatch	ICD10CM:B08.1	Molluscum contagiosum	0	0.0	0.0
MONDO:0005859	mucocutaneous leishmaniasis	skos:exactMatch	<https://icd.codes/icd10cm/B55.2>		27	1.0	2.0
MONDO:0005859	mucocutaneous leishmaniasis	skos:exactMatch	ICD10CM:B55.2	Mucocutaneous leishmaniasis	0	0.0	0.0
MONDO:0005868	myelophthisic anemia	skos:exactMatch	<https://icd.codes/icd10cm/D61.82>		20	1.0	2.0
MONDO:0005868	myelophthisic anemia	skos:exactMatch	ICD10CM:D61.82	Myelophthisis	8	0.4285714285714286	1.9625
MONDO:0005870	necatoriasis	skos:exactMatch	<https://icd.codes/icd10cm/B76.1>		12	1.0	2.0
MONDO:0005870	necatoriasis	skos:exactMatch	ICD10CM:B76.1	Necatoriasis	0	0.0	0.0
MONDO:0005884	opisthorchiasis	skos:exactMatch	<https://icd.codes/icd10cm/B66.0>		15	1.0	2.0
MONDO:0005884	opisthorchiasis	skos:exactMatch	ICD10CM:B66.0	Opisthorchiasis	0	0.0	0.0
MONDO:0005885	optic neuritis	skos:exactMatch	<https://icd.codes/icd10cm/H46>		14	1.0	2.0
MONDO:0005885	optic neuritis	skos:exactMatch	ICD10CM:H46	Optic neuritis	0	0.0	0.0
MONDO:0005893	pancreatic endocrine carcinoma	skos:exactMatch	<https://icd.codes/icd10cm/C25.4>		30	1.0	2.0
MONDO:0005893	pancreatic endocrine carcinoma	skos:exactMatch	ICD10CM:C25.4	Malignant neoplasm of endocrine pancreas	24	0.4444444444444444	1.9666666666666666
MONDO:0005894	paracoccidioidomycosis	skos:exactMatch	<https://icd.codes/icd10cm/B41>		22	1.0	2.0
MONDO:0005894	paracoccidioidomycosis	skos:exactMatch	ICD10CM:B41	Paracoccidioidomycosis	0	0.0	0.0
MONDO:0005894	paracoccidioidomycosis	skos:broadMatch	<https://icd.codes/icd10cm/B41.9>		22	1.0	2.0
MONDO:0005894	paracoccidioidomycosis	skos:broadMatch	<https://icd.codes/icd10cm/B41.8>		22	1.0	2.0
MONDO:0005894	paracoccidioidomycosis	skos:broadMatch	<https://icd.codes/icd10cm/B41.7>		22	1.0	2.0
MONDO:0005894	paracoccidioidomycosis	skos:broadMatch	<https://icd.codes/icd10cm/B41.0>		22	1.0	2.0
MONDO:0005894	paracoccidioidomycosis	skos:broadMatch	ICD10CM:B41.9	Paracoccidioidomycosis, unspecified	13	0.37142857142857144	1.9545454545454546
MONDO:0005894	paracoccidioidomycosis	skos:broadMatch	ICD10CM:B41.8	Other forms of paracoccidioidomycosis	15	0.4054054054054054	1.9545454545454546
MONDO:0005894	paracoccidioidomycosis	skos:broadMatch	ICD10CM:B41.7	Disseminated paracoccidioidomycosis	13	0.37142857142857144	1.9545454545454546
MONDO:0005894	paracoccidioidomycosis	skos:broadMatch	ICD10CM:B41.0	Pulmonary paracoccidioidomycosis	10	0.3125	1.9545454545454546
MONDO:0005895	paragonimiasis	skos:exactMatch	<https://icd.codes/icd10cm/B66.4>		14	1.0	2.0
MONDO:0005895	paragonimiasis	skos:exactMatch	ICD10CM:B66.4	Paragonimiasis	0	0.0	0.0
MONDO:0005901	pasteurellosis	skos:exactMatch	<https://icd.codes/icd10cm/A28.0>		14	1.0	2.0
MONDO:0005901	pasteurellosis	skos:exactMatch	ICD10CM:A28.0	Pasteurellosis	0	0.0	0.0
MONDO:0005905	periodic limb movement disorder	skos:exactMatch	<https://icd.codes/icd10cm/G47.61>		31	1.0	2.0
MONDO:0005905	periodic limb movement disorder	skos:exactMatch	ICD10CM:G47.61	Periodic limb movement disorder	0	0.0	0.0
MONDO:0005906	peritonsillar abscess	skos:exactMatch	<https://icd.codes/icd10cm/J36>		21	1.0	2.0
MONDO:0005906	peritonsillar abscess	skos:exactMatch	ICD10CM:J36	Peritonsillar abscess	0	0.0	0.0
MONDO:0005913	phlebotomus fever	skos:exactMatch	<https://icd.codes/icd10cm/A93.1>		17	1.0	2.0
MONDO:0005913	phlebotomus fever	skos:exactMatch	ICD10CM:A93.1	Sandfly fever	11	0.6363636363636364	1.9688581314878892
MONDO:0005915	pityriasis versicolor	skos:exactMatch	<https://icd.codes/icd10cm/B36.0>		21	1.0	2.0
MONDO:0005915	pityriasis versicolor	skos:exactMatch	ICD10CM:B36.0	Pityriasis versicolor	0	0.0	0.0
MONDO:0005919	placental insufficiency	skos:narrowMatch	<https://icd.codes/icd10cm/O36.5>		23	1.0	2.0
MONDO:0005921	Plasmodium vivax malaria	skos:exactMatch	<https://icd.codes/icd10cm/B51>		24	1.0	2.0
MONDO:0005921	Plasmodium vivax malaria	skos:exactMatch	ICD10CM:B51	Plasmodium vivax malaria	0	0.0	0.0
MONDO:0005922	pleural tuberculosis	skos:exactMatch	<https://icd.codes/icd10cm/A15.6>		20	1.0	2.0
MONDO:0005922	pleural tuberculosis	skos:exactMatch	ICD10CM:A15.6	Tuberculous pleurisy	16	0.18181818181818177	1.9525
MONDO:0005928	post-thrombotic syndrome	skos:exactMatch	<https://icd.codes/icd10cm/I87.0>		24	1.0	2.0
MONDO:0005928	post-thrombotic syndrome	skos:exactMatch	ICD10CM:I87.0	Postthrombotic syndrome	1	0.04166666666666663	1.9600694444444444
MONDO:0005937	REM sleep behavior disorder	skos:exactMatch	<https://icd.codes/icd10cm/G47.52>		27	1.0	2.0
MONDO:0005937	REM sleep behavior disorder	skos:exactMatch	ICD10CM:G47.52	REM sleep behavior disorder	0	0.0	0.0
MONDO:0005942	Reye syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G93.7>		13	1.0	2.0
MONDO:0005946	rhinosporidiosis	skos:exactMatch	<https://icd.codes/icd10cm/B48.1>		16	1.0	2.0
MONDO:0005946	rhinosporidiosis	skos:exactMatch	ICD10CM:B48.1	Rhinosporidiosis	0	0.0	0.0
MONDO:0005952	scarlet fever	skos:exactMatch	<https://icd.codes/icd10cm/A38>		13	1.0	2.0
MONDO:0005952	scarlet fever	skos:exactMatch	ICD10CM:A38	Scarlet fever	0	0.0	0.0
MONDO:0005956	septicemic plague	skos:exactMatch	<https://icd.codes/icd10cm/A20.7>		17	1.0	2.0
MONDO:0005956	septicemic plague	skos:exactMatch	ICD10CM:A20.7	Septicemic plague	0	0.0	0.0
MONDO:0005963	sparganosis	skos:exactMatch	<https://icd.codes/icd10cm/B70.1>		11	1.0	2.0
MONDO:0005963	sparganosis	skos:exactMatch	ICD10CM:B70.1	Sparganosis	0	0.0	0.0
MONDO:0005966	spleen cancer	skos:exactMatch	<https://icd.codes/icd10cm/C26.1>		13	1.0	2.0
MONDO:0005966	spleen cancer	skos:exactMatch	ICD10CM:C26.1	Malignant neoplasm of spleen	23	0.6774193548387097	1.9408284023668638
MONDO:0005968	sporotrichosis	skos:exactMatch	<https://icd.codes/icd10cm/B42>		14	1.0	2.0
MONDO:0005968	sporotrichosis	skos:exactMatch	ICD10CM:B42	Sporotrichosis	0	0.0	0.0
MONDO:0005968	sporotrichosis	skos:broadMatch	<https://icd.codes/icd10cm/B42.9>		14	1.0	2.0
MONDO:0005968	sporotrichosis	skos:broadMatch	<https://icd.codes/icd10cm/B42.8>		14	1.0	2.0
MONDO:0005968	sporotrichosis	skos:broadMatch	<https://icd.codes/icd10cm/B42.7>		14	1.0	2.0
MONDO:0005968	sporotrichosis	skos:broadMatch	<https://icd.codes/icd10cm/B42.1>		14	1.0	2.0
MONDO:0005968	sporotrichosis	skos:broadMatch	<https://icd.codes/icd10cm/B42.0>		14	1.0	2.0
MONDO:0005968	sporotrichosis	skos:broadMatch	ICD10CM:B42.9	Sporotrichosis, unspecified	13	0.4814814814814815	1.9285714285714286
MONDO:0005968	sporotrichosis	skos:broadMatch	ICD10CM:B42.8	Other forms of sporotrichosis	15	0.5172413793103448	1.9285714285714286
MONDO:0005968	sporotrichosis	skos:broadMatch	ICD10CM:B42.7	Disseminated sporotrichosis	13	0.4814814814814815	1.9285714285714286
MONDO:0005968	sporotrichosis	skos:broadMatch	ICD10CM:B42.1	Lymphocutaneous sporotrichosis	16	0.5333333333333333	1.9285714285714286
MONDO:0005968	sporotrichosis	skos:broadMatch	ICD10CM:B42.0	Pulmonary sporotrichosis	10	0.41666666666666663	1.9285714285714286
MONDO:0005969	st. Louis encephalitis	skos:exactMatch	<https://icd.codes/icd10cm/A83.3>		22	1.0	2.0
MONDO:0005969	st. Louis encephalitis	skos:exactMatch	ICD10CM:A83.3	St Louis encephalitis	1	0.045454545454545414	1.9566115702479339
MONDO:0005972	streptococcal pneumonia	skos:exactMatch	<https://icd.codes/icd10cm/J13>		23	1.0	2.0
MONDO:0005972	streptococcal pneumonia	skos:exactMatch	ICD10CM:J13	Pneumonia due to Streptococcus pneumoniae	20	0.47619047619047616	1.9584120982986768
MONDO:0005974	strongyloidiasis	skos:broadMatch	<https://icd.codes/icd10cm/B78.9>		16	1.0	2.0
MONDO:0005974	strongyloidiasis	skos:broadMatch	<https://icd.codes/icd10cm/B78.7>		16	1.0	2.0
MONDO:0005974	strongyloidiasis	skos:broadMatch	<https://icd.codes/icd10cm/B78.1>		16	1.0	2.0
MONDO:0005974	strongyloidiasis	skos:broadMatch	<https://icd.codes/icd10cm/B78.0>		16	1.0	2.0
MONDO:0005974	strongyloidiasis	skos:broadMatch	ICD10CM:B78.9	Strongyloidiasis, unspecified	13	0.4482758620689655	1.9375
MONDO:0005974	strongyloidiasis	skos:broadMatch	ICD10CM:B78.7	Disseminated strongyloidiasis	13	0.4482758620689655	1.9375
MONDO:0005974	strongyloidiasis	skos:broadMatch	ICD10CM:B78.1	Cutaneous strongyloidiasis	10	0.3846153846153846	1.9375
MONDO:0005974	strongyloidiasis	skos:broadMatch	ICD10CM:B78.0	Intestinal strongyloidiasis	11	0.40740740740740744	1.9375
MONDO:0005977	tabes dorsalis	skos:exactMatch	<https://icd.codes/icd10cm/A52.11>		14	1.0	2.0
MONDO:0005977	tabes dorsalis	skos:exactMatch	ICD10CM:A52.11	Tabes dorsalis	0	0.0	0.0
MONDO:0005979	thoracic outlet syndrome	skos:narrowMatch	<https://icd.codes/icd10cm/G54.0>		24	1.0	2.0
MONDO:0005984	tinea pedis	skos:exactMatch	<https://icd.codes/icd10cm/B35.3>		11	1.0	2.0
