subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string	subject_preprocessing	object_preprocessing	comment
MONDO:0003306	atypical neurofibroma	skos:exactMatch	NCIT:C41426	Neurofibroma with Atypia	Unspecified								MONDO_MAPPINGS
MONDO:0003312	ovarian endometrioid stromal and related neoplasms	skos:exactMatch	NCIT:C40065	Ovarian Endometrioid Stromal and Related Neoplasms	Unspecified								MONDO_MAPPINGS
MONDO:0003313	endometrioid stromal sarcoma of the vagina	skos:exactMatch	NCIT:C40270	Endometrioid Stromal Sarcoma of the Vagina	Unspecified								MONDO_MAPPINGS
MONDO:0003314	endometrioid stromal and related neoplasms of the vagina	skos:exactMatch	NCIT:C40269	Vaginal Endometrioid Stromal and Related Neoplasms	Unspecified								MONDO_MAPPINGS
MONDO:0003316	nonanaplastic kidney Wilms tumor	skos:exactMatch	NCIT:C6951	Nonanaplastic Kidney Wilms Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003317	metachronous kidney Wilms' tumor	skos:exactMatch	NCIT:C38158	Metachronous Kidney Wilms Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003318	mixed cell type kidney Wilms' tumor	skos:exactMatch	NCIT:C9149	Mixed Cell Type Kidney Wilms Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003319	scrotum neoplasm	skos:exactMatch	NCIT:C4380	Scrotal Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003320	blastema predominant kidney Wilms tumor	skos:exactMatch	NCIT:C9147	Blastema Predominant Kidney Wilms Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003321	hereditary Wilms tumor	skos:exactMatch	NCIT:C8496	Hereditary Kidney Wilms Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003322	epithelial predominant Wilms' tumor	skos:exactMatch	NCIT:C9146	Epithelial Predominant Kidney Wilms Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003325	nodular ganglioneuroblastoma	skos:exactMatch	NCIT:C42058	Ganglioneuroblastoma, Nodular	Unspecified								MONDO_MAPPINGS
MONDO:0003326	intermixed schwannian stroma-rich ganglioneuroblastoma	skos:exactMatch	NCIT:C42057	Ganglioneuroblastoma, Intermixed	Unspecified								MONDO_MAPPINGS
MONDO:0003327	peripheral ganglioneuroblastoma	skos:exactMatch	NCIT:C6594	Peripheral Ganglioneuroblastoma	Unspecified								MONDO_MAPPINGS
MONDO:0003332	malignant struma ovarii	skos:exactMatch	NCIT:C4291	Thyroid Carcinoma Arising in Struma Ovarii	Unspecified								MONDO_MAPPINGS
MONDO:0003333	benign struma ovarii	skos:exactMatch	NCIT:C40012	Benign Struma Ovarii	Unspecified								MONDO_MAPPINGS
MONDO:0003335	chronic polyneuropathy	skos:exactMatch	NCIT:C36071	Chronic Polyneuropathy	Unspecified								MONDO_MAPPINGS
MONDO:0003336	acute necrotizing encephalitis	skos:exactMatch	NCIT:C35383	Acute Necrotizing Encephalitis	Unspecified								MONDO_MAPPINGS
MONDO:0003340	malignant glomus tumor	skos:exactMatch	NCIT:C4221	Malignant Glomus Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003341	subungual glomus tumor	skos:exactMatch	NCIT:C36079	Subungual Glomus Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003342	benign perivascular tumor	skos:exactMatch	NCIT:C6529	Benign Pericytic Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003343	retinal hemangioblastoma	skos:exactMatch	NCIT:C39783	Retinal Hemangioblastoma	Unspecified								MONDO_MAPPINGS
MONDO:0003345	hilar cholangiocarcinoma	skos:exactMatch	NCIT:C36077	Hilar Cholangiocarcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003353	heart leiomyosarcoma	skos:exactMatch	NCIT:C5364	Cardiac Leiomyosarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003355	ovary leiomyosarcoma	skos:exactMatch	NCIT:C5234	Ovarian Leiomyosarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003358	anus leiomyosarcoma	skos:exactMatch	NCIT:C5599	Anal Leiomyosarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003360	small intestine leiomyosarcoma	skos:exactMatch	NCIT:C7085	Small Intestinal Leiomyosarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003362	cutaneous leiomyosarcoma	skos:exactMatch	NCIT:C4484	Atypical Intradermal Smooth Muscle Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003363	malignant dermis tumor	skos:exactMatch	NCIT:C4574	Malignant Dermal Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003365	esophagus leiomyosarcoma	skos:exactMatch	NCIT:C5334	Esophageal Leiomyosarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003369	vagina leiomyosarcoma	skos:exactMatch	NCIT:C6326	Vaginal Leiomyosarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003374	laryngeal leiomyosarcoma	skos:exactMatch	NCIT:C6022	Laryngeal Leiomyosarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003376	mediastinum leiomyosarcoma	skos:exactMatch	NCIT:C6619	Mediastinal Leiomyosarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003379	rectum leiomyosarcoma	skos:exactMatch	NCIT:C5549	Rectal Leiomyosarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003381	pituitary gland disorder	skos:exactMatch	NCIT:C26854	Pituitary Gland Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0003382	eyelid disorder	skos:exactMatch	NCIT:C26768	Eyelid Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0003384	uterine ligament clear cell adenocarcinoma	skos:exactMatch	NCIT:C40139	Broad Ligament Clear Cell Adenocarcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003387	urethra clear cell adenocarcinoma	skos:exactMatch	NCIT:C6172	Urethral Clear Cell Adenocarcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003390	glycogen-rich clear cell breast carcinoma	skos:exactMatch	NCIT:C40368	Glycogen-Rich, Clear Cell Breast Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003392	fallopian tube germ cell tumor	skos:exactMatch	NCIT:C40130	Fallopian Tube Germ Cell Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003394	dental pulp disorder	skos:exactMatch	NCIT:C34530	Dental Pulp Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0003403	testicular non-seminomatous germ cell cancer	skos:exactMatch	NCIT:C5027	Malignant Testicular Non-Seminomatous Germ Cell Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003404	adult yolk sac tumor	skos:exactMatch	NCIT:C27241	Adult Yolk Sac Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003405	adult central nervous system germ cell tumor	skos:exactMatch	NCIT:C6285	Adult Central Nervous System Germ Cell Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003414	skin pilomatrix carcinoma	skos:exactMatch	NCIT:C4114	Pilomatrical Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003420	bile duct cystadenoma	skos:exactMatch	NCIT:C4129	Bile Duct Mucinous Cystic Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003424	oncocytic adenoma	skos:exactMatch	NCIT:C3759	Oncocytic Adenoma	Unspecified								MONDO_MAPPINGS
MONDO:0003427	bronchus adenoma	skos:exactMatch	NCIT:C3494	Lung Papillary Adenoma	Unspecified								MONDO_MAPPINGS
MONDO:0003429	functioning pituitary gland adenoma	skos:exactMatch	NCIT:C8388	Functioning Pituitary Neuroendocrine Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003430	prolactin producing pituitary tumor	skos:exactMatch	NCIT:C7910	Prolactin-Producing Pituitary Gland Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003432	strabismus	skos:exactMatch	NCIT:C35040	Strabismus	Unspecified								MONDO_MAPPINGS
MONDO:0003433	water-clear cell adenoma	skos:exactMatch	NCIT:C4155	Parathyroid Gland Water-Clear Cell Adenoma	Unspecified								MONDO_MAPPINGS
MONDO:0003437	occult small cell lung carcinoma	skos:exactMatch	NCIT:C6683	Occult Lung Small Cell Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003438	combined small cell lung carcinoma	skos:exactMatch	NCIT:C9137	Combined Lung Small Cell Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003439	urinary bladder villous adenoma	skos:exactMatch	NCIT:C7414	Bladder Villous Adenoma	Unspecified								MONDO_MAPPINGS
MONDO:0003442	bladder papillary urothelial neoplasm	skos:exactMatch	NCIT:C39857	Bladder Papillary Urothelial Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003443	papillary urothelial neoplasm	skos:exactMatch	NCIT:C27883	Papillary Urothelial Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003446	papillary hidradenoma	skos:exactMatch	NCIT:C4171	Hidradenoma Papilliferum	Unspecified								MONDO_MAPPINGS
MONDO:0003453	conjunctival intraepithelial neoplasm	skos:exactMatch	NCIT:C6120	Conjunctival Squamous Intraepithelial Neoplasia	Unspecified								MONDO_MAPPINGS
MONDO:0003454	conjunctival cancer	skos:exactMatch	NCIT:C3564	Malignant Conjunctival Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003455	bile duct papillary neoplasm	skos:exactMatch	NCIT:C6881	Bile Duct Intraductal Papillary Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003461	fallopian tube serous adenofibroma	skos:exactMatch	NCIT:C40113	Fallopian Tube Serous Adenofibroma	Unspecified								MONDO_MAPPINGS
MONDO:0003467	mediastinum synovial sarcoma	skos:exactMatch	NCIT:C6618	Mediastinal Synovial Sarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003469	epithelioid cell synovial sarcoma	skos:exactMatch	NCIT:C4278	Epithelial Synovial Sarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003480	pineal region dysgerminoma	skos:exactMatch	NCIT:C7169	Pineal Region Dysgerminoma	Unspecified								MONDO_MAPPINGS
MONDO:0003487	pseudoglandular squamous cell carcinoma	skos:exactMatch	NCIT:C4106	Pseudoglandular Squamous Cell Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003487	pseudoglandular squamous cell carcinoma	skos:exactMatch	NCIT:C4200	Adenocarcinoma with Squamous Metaplasia	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	adenocarcinoma with squamous metaplasia	semapv:RegularExpressionReplacement		LEXMATCH
MONDO:0003487	pseudoglandular squamous cell carcinoma	skos:exactMatch	NCIT:C4200	Adenocarcinoma with Squamous Metaplasia	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	adenocarcinoma with squamous metaplasia			LEXMATCH
MONDO:0003492	lacrimal gland squamous cell carcinoma	skos:exactMatch	NCIT:C6092	Lacrimal Drainage System Squamous Cell Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003493	thymus squamous cell carcinoma	skos:exactMatch	NCIT:C6455	Thymic Squamous Cell Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003494	ovarian squamous cell carcinoma	skos:exactMatch	NCIT:C40093	Ovarian Squamous Cell Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003495	ovarian squamous cell neoplasm	skos:exactMatch	NCIT:C40092	Ovarian Squamous Cell Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003499	sarcomatoid squamous cell skin carcinoma	skos:exactMatch	NCIT:C4666	Skin Spindle Cell Squamous Cell Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003510	malignant testicular germ cell tumor	skos:exactMatch	NCIT:C9063	Malignant Testicular Germ Cell Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003512	mediastinal mesenchymal tumor	skos:exactMatch	NCIT:C6637	Mediastinal Soft Tissue Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003515	fallopian tube teratoma	skos:exactMatch	NCIT:C40131	Fallopian Tube Teratoma	Unspecified								MONDO_MAPPINGS
MONDO:0003518	mediastinum teratoma	skos:exactMatch	NCIT:C6438	Mediastinal Teratoma	Unspecified								MONDO_MAPPINGS
MONDO:0003522	male orgasm disorder	skos:exactMatch	NCIT:C34959	Male Orgasmic Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0003523	gastrin-producing neuroendocrine tumor	skos:exactMatch	NCIT:C3050	Gastrin-Producing Neuroendocrine Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003523	gastrin-producing neuroendocrine tumor	skos:exactMatch	NCIT:C65188	Malignant Gastrinoma	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	malignant gastrinoma			LEXMATCH
MONDO:0003524	gastric gastrin-producing neuroendocrine tumor	skos:exactMatch	NCIT:C27444	Gastric Gastrin-Producing Neuroendocrine Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003525	pancreatic gastrin-producing neuroendocrine tumor	skos:exactMatch	NCIT:C9069	Pancreatic Gastrin-Producing Neuroendocrine Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003531	papillary eccrine carcinoma	skos:exactMatch	NCIT:C27527	Tubular Apocrine Adenoma	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	tubular apocrine adenoma			LEXMATCH
MONDO:0003531	papillary eccrine carcinoma	skos:exactMatch	NCIT:C27254	Papillary Eccrine Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003534	papillary thymic adenocarcinoma	skos:exactMatch	NCIT:C27937	Thymic Low Grade Papillary Adenocarcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003537	precursor T-lymphoblastic lymphoma/leukemia	skos:exactMatch	NCIT:C8694	T Lymphoblastic Leukemia/Lymphoma	Unspecified								MONDO_MAPPINGS
MONDO:0003539	T-cell adult acute lymphocytic leukemia	skos:exactMatch	NCIT:C9142	Adult T Acute Lymphoblastic Leukemia	Unspecified								MONDO_MAPPINGS
MONDO:0003541	adult acute lymphoblastic leukemia	skos:exactMatch	NCIT:C4967	Adult Acute Lymphoblastic Leukemia	Unspecified								MONDO_MAPPINGS
MONDO:0003543	trigeminal nerve disorder	skos:exactMatch	NCIT:C26952	Trigeminal Nerve Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0003544	spinal cord cancer	skos:exactMatch	NCIT:C3572	Malignant Spinal Cord Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003545	intradural extramedullary spinal canal neoplasm	skos:exactMatch	NCIT:C5135	Intradural Extramedullary Spinal Canal Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003548	adenosquamous breast carcinoma	skos:exactMatch	NCIT:C40361	Breast Adenosquamous Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003551	thymic adenosquamous carcinoma	skos:exactMatch	NCIT:C6458	Thymic Adenosquamous Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003554	adenosquamous colon carcinoma	skos:exactMatch	NCIT:C5491	Colon Adenosquamous Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003558	adenosquamous prostate carcinoma	skos:exactMatch	NCIT:C5538	Prostate Adenosquamous Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003561	malignant giant cell tumor of soft parts	skos:exactMatch	NCIT:C8380	Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells	Unspecified								MONDO_MAPPINGS
MONDO:0003572	nasopharyngeal type undifferentiated carcinoma	skos:exactMatch	NCIT:C4107	Nasopharyngeal-Type Undifferentiated Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003574	external ear cancer	skos:exactMatch	NCIT:C4653	Malignant External Ear Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003578	extragonadal nonseminomatous germ cell tumor	skos:exactMatch	NCIT:C8885	Malignant Extragonadal Nongerminomatous Germ Cell Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003582	hereditary breast ovarian cancer syndrome	skos:exactMatch	NCIT:C8493	BRCA1/2-Associated Hereditary Breast and Ovarian Cancer Syndrome	Unspecified								MONDO_MAPPINGS
MONDO:0003586	esophagus liposarcoma	skos:exactMatch	NCIT:C5705	Esophageal Liposarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003588	larynx liposarcoma	skos:exactMatch	NCIT:C6021	Laryngeal Liposarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003589	liposarcoma of the ovary	skos:exactMatch	NCIT:C6419	Ovarian Liposarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003595	sclerosing liposarcoma	skos:exactMatch	NCIT:C6507	Sclerosing Atypical Lipomatous Tumor/Well Differentiated Liposarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003596	spindle cell liposarcoma	skos:exactMatch	NCIT:C27489	Atypical Spindle Cell/Pleomorphic Lipomatous Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003600	cutaneous liposarcoma	skos:exactMatch	NCIT:C5615	Skin Liposarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003601	mediastinum liposarcoma	skos:exactMatch	NCIT:C6614	Mediastinal Liposarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003602	intracranial liposarcoma	skos:exactMatch	NCIT:C6973	Brain Liposarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003603	non-functioning pituitary gland neoplasm	skos:exactMatch	NCIT:C4009	Non-Functioning Pituitary Gland Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003604	functioning pituitary gland neoplasm	skos:exactMatch	NCIT:C7047	Functioning Pituitary Gland Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003606	adrenal medulla cancer	skos:exactMatch	NCIT:C4396	Malignant Adrenal Medulla Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003610	rete ovarii cystadenoma	skos:exactMatch	NCIT:C40019	Rete Ovarii Cystadenoma	Unspecified								MONDO_MAPPINGS
MONDO:0003612	uterine ligament cancer	skos:exactMatch	NCIT:C126498	Malignant Uterine Ligament Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003620	peripheral nervous system disorder	skos:exactMatch	NCIT:C27580	Peripheral Nervous System Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0003621	small intestinal vasoactive intestinal peptide producing tumor	skos:exactMatch	NCIT:C27455	Small Intestinal VIP-Producing Neuroendocrine Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003622	pancreatic vasoactive intestinal peptide producing tumor	skos:exactMatch	NCIT:C27454	Pancreatic VIP-Producing Neuroendocrine Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003624	acinic cell breast carcinoma	skos:exactMatch	NCIT:C40367	Breast Acinic Cell Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003626	uterine ligament serous adenocarcinoma	skos:exactMatch	NCIT:C40136	Uterine Ligament Serous Adenocarcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003635	sebaceous breast carcinoma	skos:exactMatch	NCIT:C40369	Breast Sebaceous Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003636	vulvar sebaceous carcinoma	skos:exactMatch	NCIT:C40309	Vulvar Sebaceous Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003637	clear cell-sugar-tumor of the lung	skos:exactMatch	NCIT:C38152	Lung Clear Cell Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003639	lung hilum neoplasm	skos:exactMatch	NCIT:C5671	Lung Hilum Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003641	central nervous system hematopoietic neoplasm	skos:exactMatch	NCIT:C5503	Central Nervous System Hematopoietic Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003644	cavernous hemangioma of colon	skos:exactMatch	NCIT:C5395	Colon Cavernous Hemangioma	Unspecified								MONDO_MAPPINGS
MONDO:0003645	cavernous hemangioma of face	skos:exactMatch	NCIT:C7053	Cavernous Hemangioma of the Face	Unspecified								MONDO_MAPPINGS
MONDO:0003646	rectum neuroendocrine neoplasm	skos:exactMatch	NCIT:C5698	Rectal Neuroendocrine Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003649	esophageal neuroendocrine tumor	skos:exactMatch	NCIT:C5821	Esophageal Neuroendocrine Neoplasm	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	esophageal neuroendocrine neoplasm			LEXMATCH
MONDO:0003652	acute urate nephropathy	skos:exactMatch	NCIT:C123245	Uric Acid Urolithiasis	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	uric acid urolithiasis			LEXMATCH
MONDO:0003654	childhood parosteal osteosarcoma	skos:exactMatch	NCIT:C6589	Childhood Parosteal Osteosarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003658	B-cell lymphoma, unclassifiable, with features intermediate between diffuse large b-cell lymphoma and classical Hodgkin lymphoma	skos:exactMatch	NCIT:C37869	B-Cell Lymphoma, Unclassifiable, with Features Intermediate between Diffuse Large B-Cell Lymphoma and Classic Hodgkin Lymphoma	Unspecified								MONDO_MAPPINGS
MONDO:0003663	uterine ligament endometrioid adenocarcinoma	skos:exactMatch	NCIT:C40138	Broad Ligament Endometrioid Adenocarcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003664	hemolytic anemia	skos:exactMatch	NCIT:C34376	Hemolytic Anemia	Unspecified								MONDO_MAPPINGS
MONDO:0003678	silent myocardial infarction	skos:exactMatch	NCIT:C35400	Silent Myocardial Infarction	Unspecified								MONDO_MAPPINGS
MONDO:0003685	retroperitoneal germ cell neoplasm	skos:exactMatch	NCIT:C6447	Retroperitoneal Germ Cell Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003686	apocrine sweat gland neoplasm	skos:exactMatch	NCIT:C6798	Apocrine Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003687	endocardium cancer	skos:exactMatch	NCIT:C4570	Malignant Endocardial Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003688	well differentiated papillary mesothelioma	skos:exactMatch	NCIT:C7635	Well Differentiated Papillary Mesothelial Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003689	familial hemolytic anemia	skos:exactMatch	NCIT:C34379	Hereditary Hemolytic Anemia	Unspecified								MONDO_MAPPINGS
MONDO:0003690	adult anaplastic ependymoma	skos:exactMatch	NCIT:C8269	Adult Anaplastic Ependymoma	Unspecified								MONDO_MAPPINGS
MONDO:0003697	non-invasive verrucous carcinoma of the penis	skos:exactMatch	NCIT:C27791	Non-Invasive Verrucous Carcinoma of the Penis	Unspecified								MONDO_MAPPINGS
MONDO:0003698	penis verrucous carcinoma	skos:exactMatch	NCIT:C6982	Verrucous Carcinoma of the Penis	Unspecified								MONDO_MAPPINGS
MONDO:0003699	phobic disorder	skos:exactMatch	NCIT:C35420	Phobia	Unspecified								MONDO_MAPPINGS
MONDO:0003701	thyroid gland diffuse sclerosing papillary carcinoma	skos:exactMatch	NCIT:C7427	Diffuse Sclerosing Variant Thyroid Gland Papillary Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003702	uterus intravascular leiomyomatosis	skos:exactMatch	NCIT:C5356	Uterine Corpus Intravenous Leiomyomatosis	Unspecified								MONDO_MAPPINGS
MONDO:0003706	adult brainstem astrocytoma	skos:exactMatch	NCIT:C6954	Adult Brain Stem Astrocytoma	Unspecified								MONDO_MAPPINGS
MONDO:0003707	distal biliary tract carcinoma	skos:exactMatch	NCIT:C7109	Distal Bile Duct Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003708	extrahepatic bile duct small cell adenocarcinoma	skos:exactMatch	NCIT:C5845	Extrahepatic Bile Duct Small Cell Neuroendocrine Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003709	agoraphobia	skos:exactMatch	NCIT:C34362	Agoraphobia	Unspecified								MONDO_MAPPINGS
MONDO:0003710	ovarian mixed germ cell neoplasm	skos:exactMatch	NCIT:C8114	Ovarian Mixed Germ Cell Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003716	renal pelvis papillary urothelial carcinoma	skos:exactMatch	NCIT:C6148	Renal Pelvis Papillary Urothelial Carcinoma	Unspecified								MONDO_MAPPINGS
MONDO:0003717	renal pelvis papillary tumor	skos:exactMatch	NCIT:C8603	Renal Pelvis Papillary Urothelial Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003719	renal pelvis neoplasm	skos:exactMatch	NCIT:C8404	Renal Pelvis Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003721	kidney osteogenic sarcoma	skos:exactMatch	NCIT:C6181	Kidney Extraskeletal Osteosarcoma	Unspecified								MONDO_MAPPINGS
MONDO:0003724	non-proliferative fibrocystic change of the breast	skos:exactMatch	NCIT:C6943	Breast Fibrocystic Change, Non-Proliferative Type	Unspecified								MONDO_MAPPINGS
MONDO:0003725	breast adenosis	skos:exactMatch	NCIT:C3484	Breast Adenosis	Unspecified								MONDO_MAPPINGS
MONDO:0003725	breast adenosis	skos:exactMatch	NCIT:C120861	Adenosis	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	adenosis			LEXMATCH
MONDO:0003726	apocrine adenosis of breast	skos:exactMatch	NCIT:C5198	Breast Apocrine Adenosis	Unspecified								MONDO_MAPPINGS
MONDO:0003727	animal phobia	skos:exactMatch	NCIT:C35273	Animal Phobia	Unspecified								MONDO_MAPPINGS
MONDO:0003736	cancerophobia	skos:exactMatch	NCIT:C35492	Cancerphobia	Unspecified								MONDO_MAPPINGS
MONDO:0003737	malignant testicular Leydig cell tumor	skos:exactMatch	NCIT:C39942	Malignant Testicular Leydig Cell Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003739	selective immunoglobulin deficiency disease	skos:exactMatch	NCIT:C27870	Selective Immunoglobulin Isotype Deficiency	Unspecified								MONDO_MAPPINGS
MONDO:0003741	juvenile type testicular granulosa cell tumor	skos:exactMatch	NCIT:C4207	Juvenile Type Granulosa Cell Tumor	semapv:LexicalMatching	oaklib	0.8	oio:hasExactSynonym	rdfs:label	juvenile type granulosa cell tumor			LEXMATCH
MONDO:0003743	heart malignant hemangiopericytoma	skos:exactMatch	NCIT:C5365	Malignant Cardiac Hemangiopericytoma	Unspecified								MONDO_MAPPINGS
MONDO:0003748	flying phobia	skos:exactMatch	NCIT:C35413	Flying Phobia	Unspecified								MONDO_MAPPINGS
MONDO:0003749	esophageal disorder	skos:exactMatch	NCIT:C3027	Esophageal Disorder	Unspecified								MONDO_MAPPINGS
MONDO:0003750	childhood central nervous system germ cell tumor	skos:exactMatch	NCIT:C6205	Childhood Central Nervous System Germ Cell Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003751	childhood germ cell tumor	skos:exactMatch	NCIT:C7928	Childhood Germ Cell Tumor	Unspecified								MONDO_MAPPINGS
MONDO:0003752	frontal sinus Schneiderian papilloma	skos:exactMatch	NCIT:C6837	Frontal Sinus Papilloma	Unspecified								MONDO_MAPPINGS
MONDO:0003753	nasal vestibule squamous papilloma	skos:exactMatch	NCIT:C4369	Nasal Vestibule Squamous Cell Papilloma	Unspecified								MONDO_MAPPINGS
MONDO:0003755	urinary tract non-invasive transitional cell neoplasm	skos:exactMatch	NCIT:C39854	Non-Invasive Urothelial Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003762	malignant leptomeningeal tumor	skos:exactMatch	NCIT:C8506	Malignant Leptomeningeal Neoplasm	Unspecified								MONDO_MAPPINGS
MONDO:0003764	pediatric leptomeningeal melanoma	skos:exactMatch	NCIT:C5318	Childhood Meningeal Melanoma	Unspecified								MONDO_MAPPINGS
