subject_id	subject_label	predicate_id	object_id	mapping_justification	object_label	comment	mapping_tool	confidence	subject_match_field	object_match_field	match_string	subject_preprocessing	object_preprocessing
MONDO:0010370	Cornelia de Lange syndrome 2	MONDO:equivalentTo	NCIT:C75485	semapv:UnspecifiedMatching	X-Linked Cornelia De Lange Syndrome	MONDO_MAPPINGS							
MONDO:0021650	uterine corpus neuroendocrine neoplasm	MONDO:equivalentTo	NCIT:C126771	semapv:UnspecifiedMatching	Uterine Corpus Neuroendocrine Neoplasm	MONDO_MAPPINGS							
MONDO:0010148	Mounier-Kuhn syndrome	MONDO:equivalentTo	NCIT:C85196	semapv:UnspecifiedMatching	Tracheobronchomegaly	MONDO_MAPPINGS							
MONDO:0008393	Rubinstein-Taybi syndrome due to CREBBP mutations	MONDO:equivalentTo	NCIT:C153290	semapv:UnspecifiedMatching	Rubinstein-Taybi Syndrome Type 1	MONDO_MAPPINGS							
MONDO:0009838	Parana hard-skin syndrome	MONDO:equivalentTo	NCIT:C126559	semapv:UnspecifiedMatching	Hard Skin Syndrome Parana Type	MONDO_MAPPINGS							
MONDO:0003065	nasal cavity inverting papilloma	MONDO:equivalentTo	NCIT:C8194	semapv:UnspecifiedMatching	Nasal Cavity Inverted Papilloma	MONDO_MAPPINGS							
MONDO:0000554	endocervical adenocarcinoma	MONDO:equivalentTo	NCIT:C127907	semapv:UnspecifiedMatching	Endocervical Adenocarcinoma, Usual-Type	MONDO_MAPPINGS							
MONDO:0004633	Hodgkin's lymphoma, mixed cellularity	MONDO:equivalentTo	NCIT:C3517	semapv:UnspecifiedMatching	Mixed Cellularity Classic Hodgkin Lymphoma	MONDO_MAPPINGS							
MONDO:0008170	ovarian cancer	MONDO:equivalentTo	NCIT:C7431	semapv:UnspecifiedMatching	Malignant Ovarian Neoplasm	MONDO_MAPPINGS							
MONDO:0010998	ALG3-congenital disorder of glycosylation	MONDO:equivalentTo	NCIT:C126870	semapv:UnspecifiedMatching	Congenital Disorder of Glycosylation Type Id	MONDO_MAPPINGS							
MONDO:0019632	Lyme disease	MONDO:equivalentTo	NCIT:C45161	semapv:UnspecifiedMatching	Borrelia Burgdorferi Infection	MONDO_MAPPINGS							
MONDO:0018078	soft tissue sarcoma	MONDO:equivalentTo	NCIT:C9306	semapv:UnspecifiedMatching	Soft Tissue Sarcoma	MONDO_MAPPINGS							
MONDO:0002683	adult choroid plexus neoplasm	MONDO:equivalentTo	NCIT:C8568	semapv:UnspecifiedMatching	Adult Choroid Plexus Neoplasm	MONDO_MAPPINGS							
MONDO:0006286	major salivary gland mucoepidermoid carcinoma	MONDO:equivalentTo	NCIT:C5906	semapv:UnspecifiedMatching	Major Salivary Gland Mucoepidermoid Carcinoma	MONDO_MAPPINGS							
MONDO:0001500	gender identity disorder	MONDO:equivalentTo	NCIT:C94362	semapv:UnspecifiedMatching	Gender Identity Disorder	MONDO_MAPPINGS							
MONDO:0020710	amnionitis	MONDO:equivalentTo	NCIT:C50459	semapv:UnspecifiedMatching	Amnionitis	MONDO_MAPPINGS							
MONDO:0001929	ascending cholangitis	MONDO:equivalentTo	NCIT:C35372	semapv:UnspecifiedMatching	Ascending Cholangitis	MONDO_MAPPINGS							
MONDO:0002489	malignant breast phyllodes tumor	MONDO:equivalentTo	NCIT:C4504	semapv:UnspecifiedMatching	Malignant Breast Phyllodes Tumor	MONDO_MAPPINGS							
MONDO:0020575	polymorphic ventricular tachycardia	MONDO:equivalentTo	NCIT:C111648	semapv:UnspecifiedMatching	Polymorphic Ventricular Tachycardia	MONDO_MAPPINGS							
MONDO:0100060	congenital/infantile spindle cell rhabdomyosarcoma with VGLL2/NCOA2/CITED2 rearrangements	MONDO:equivalentTo	NCIT:C178232	semapv:UnspecifiedMatching	Congenital/Infantile Spindle Cell Rhabdomyosarcoma with VGLL2/NCOA2/CITED2 Rearrangements	MONDO_MAPPINGS							
MONDO:0006163	colorectal serrated adenocarcinoma	MONDO:equivalentTo	NCIT:C96485	semapv:UnspecifiedMatching	Colorectal Serrated Adenocarcinoma	MONDO_MAPPINGS							
MONDO:0004494	testicular yolk sac tumor, hepatoid pattern	MONDO:equivalentTo	NCIT:C39931	semapv:UnspecifiedMatching	Testicular Yolk Sac Tumor, Hepatoid Pattern	MONDO_MAPPINGS							
MONDO:0002715	uterine cancer	MONDO:equivalentTo	NCIT:C3552	semapv:UnspecifiedMatching	Malignant Uterine Neoplasm	MONDO_MAPPINGS							
MONDO:0021218	placenta neoplasm	MONDO:equivalentTo	NCIT:C4858	semapv:UnspecifiedMatching	Placental Neoplasm	MONDO_MAPPINGS							
MONDO:0006157	colorectal adenosquamous carcinoma	MONDO:equivalentTo	NCIT:C43589	semapv:UnspecifiedMatching	Colorectal Adenosquamous Carcinoma	MONDO_MAPPINGS							
MONDO:0006859	mucinous cystadenoma	MONDO:equivalentTo	NCIT:C2973	semapv:UnspecifiedMatching	Mucinous Cystadenoma	MONDO_MAPPINGS							
MONDO:0003034	mediastinum angiosarcoma	MONDO:equivalentTo	NCIT:C6613	semapv:UnspecifiedMatching	Mediastinal Angiosarcoma	MONDO_MAPPINGS							
MONDO:0001938	vulvar dystrophy	MONDO:equivalentTo	NCIT:C34565	semapv:UnspecifiedMatching	Vulvar Dystrophy	MONDO_MAPPINGS							
MONDO:0000743	oral hairy leukoplakia	MONDO:equivalentTo	NCIT:C3722	semapv:UnspecifiedMatching	Oral Cavity Hairy Leukoplakia	MONDO_MAPPINGS							
MONDO:0006279	lung sarcomatoid carcinoma	MONDO:equivalentTo	NCIT:C45540	semapv:UnspecifiedMatching	Lung Sarcomatoid Carcinoma	MONDO_MAPPINGS							
MONDO:0003685	retroperitoneal germ cell neoplasm	MONDO:equivalentTo	NCIT:C6447	semapv:UnspecifiedMatching	Retroperitoneal Germ Cell Tumor	MONDO_MAPPINGS							
MONDO:0005235	smoldering plasma cell myeloma	MONDO:equivalentTo	NCIT:C7149	semapv:UnspecifiedMatching	Smoldering Plasma Cell Myeloma	MONDO_MAPPINGS							
MONDO:0016301	congenitally corrected transposition of the great arteries	MONDO:equivalentTo	NCIT:C98902	semapv:UnspecifiedMatching	Levo-Transposition of the Great Arteries	MONDO_MAPPINGS							
MONDO:0044092	collagenous sprue	MONDO:equivalentTo	NCIT:C45426	semapv:UnspecifiedMatching	Collagenous Sprue	MONDO_MAPPINGS							
MONDO:0021205	disorder of ear	MONDO:equivalentTo	NCIT:C26757	semapv:UnspecifiedMatching	Ear Disorder	MONDO_MAPPINGS							
MONDO:0006482	ureter small cell carcinoma	MONDO:equivalentTo	NCIT:C6176	semapv:UnspecifiedMatching	Ureter Small Cell Neuroendocrine Carcinoma	MONDO_MAPPINGS							
MONDO:0019809	congenital aortic valve insufficiency	MONDO:equivalentTo	NCIT:C103936	semapv:UnspecifiedMatching	Congenital Aortic Valve Insufficiency	MONDO_MAPPINGS							
MONDO:0021350	neoplasm of thorax	MONDO:equivalentTo	NCIT:C3406	semapv:UnspecifiedMatching	Thoracic Neoplasm	MONDO_MAPPINGS							
MONDO:0000625	benign male reproductive system neoplasm	MONDO:equivalentTo	NCIT:C4777	semapv:UnspecifiedMatching	Benign Male Reproductive System Neoplasm	MONDO_MAPPINGS							
MONDO:0003548	adenosquamous breast carcinoma	MONDO:equivalentTo	NCIT:C40361	semapv:UnspecifiedMatching	Breast Adenosquamous Carcinoma	MONDO_MAPPINGS							
MONDO:0006566	keratosis	MONDO:equivalentTo	NCIT:C34745	semapv:UnspecifiedMatching	Keratoderma	MONDO_MAPPINGS							
MONDO:0000956	small intestine cancer	MONDO:equivalentTo	NCIT:C7523	semapv:UnspecifiedMatching	Malignant Small Intestinal Neoplasm	MONDO_MAPPINGS							
MONDO:0018234	dysostosis	MONDO:equivalentTo	NCIT:C34560	semapv:UnspecifiedMatching	Dysostosis	MONDO_MAPPINGS							
MONDO:0003926	neurilemmoma of the pleura	MONDO:equivalentTo	NCIT:C5418	semapv:UnspecifiedMatching	Pleural Schwannoma	MONDO_MAPPINGS							
MONDO:0004636	lip carcinoma in situ	MONDO:equivalentTo	NCIT:C4588	semapv:UnspecifiedMatching	Stage 0 Lip Cancer AJCC v6 and v7	MONDO_MAPPINGS							
MONDO:0002682	cerebral ventricle cancer	MONDO:equivalentTo	NCIT:C2937	semapv:UnspecifiedMatching	Intraventricular Brain Neoplasm	MONDO_MAPPINGS							
MONDO:0021482	benign neoplasm of middle ear	MONDO:equivalentTo	NCIT:C4602	semapv:UnspecifiedMatching	Benign Middle Ear Neoplasm	MONDO_MAPPINGS							
MONDO:0018201	extragonadal germ cell tumor	MONDO:equivalentTo	NCIT:C3918	semapv:UnspecifiedMatching	Extragonadal Germ Cell Tumor	MONDO_MAPPINGS							
MONDO:0018079	thymic epithelial neoplasm	MONDO:equivalentTo	NCIT:C6450	semapv:UnspecifiedMatching	Thymic Epithelial Neoplasm	MONDO_MAPPINGS							
MONDO:0003467	mediastinum synovial sarcoma	MONDO:equivalentTo	NCIT:C6618	semapv:UnspecifiedMatching	Mediastinal Synovial Sarcoma	MONDO_MAPPINGS							
MONDO:0008939	isolated cerebellar hypoplasia/agenesis	MONDO:equivalentTo	NCIT:C98890	semapv:UnspecifiedMatching	Congenital Cerebellar Hypoplasia	MONDO_MAPPINGS							
MONDO:0017853	hypersensitivity pneumonitis	MONDO:equivalentTo	NCIT:C34369	semapv:UnspecifiedMatching	Extrinsic Allergic Alveolitis	MONDO_MAPPINGS							
MONDO:0004281	vulvar eccrine porocarcinoma	MONDO:equivalentTo	NCIT:C40306	semapv:UnspecifiedMatching	Vulvar Porocarcinoma	MONDO_MAPPINGS							
MONDO:0001705	pure red-cell aplasia	MONDO:equivalentTo	NCIT:C34974	semapv:UnspecifiedMatching	Pure Red Cell Aplasia	MONDO_MAPPINGS							
MONDO:0006298	mediastinal malignant germ cell tumor	MONDO:equivalentTo	NCIT:C6446	semapv:UnspecifiedMatching	Malignant Mediastinal Germ Cell Tumor	MONDO_MAPPINGS							
MONDO:0006436	submandibular gland adenoid cystic carcinoma	MONDO:equivalentTo	NCIT:C5935	semapv:UnspecifiedMatching	Submandibular Gland Adenoid Cystic Carcinoma	MONDO_MAPPINGS							
MONDO:0021542	hemangioma of choroid	MONDO:equivalentTo	NCIT:C4562	semapv:UnspecifiedMatching	Choroid Hemangioma	MONDO_MAPPINGS							
MONDO:0006580	miliaria	MONDO:equivalentTo	NCIT:C34820	semapv:UnspecifiedMatching	Miliaria	MONDO_MAPPINGS							
MONDO:0009292	glycogen storage disease due to glycogen branching enzyme deficiency	MONDO:equivalentTo	NCIT:C84737	semapv:UnspecifiedMatching	Glycogen Storage Disease Type IV	MONDO_MAPPINGS							
MONDO:0020581	benign PEComa	MONDO:equivalentTo	NCIT:C121791	semapv:UnspecifiedMatching	Benign PEComa	MONDO_MAPPINGS							
MONDO:0040700	orbital dermoid cyst	MONDO:equivalentTo	NCIT:C4548	semapv:UnspecifiedMatching	Orbit Dermoid Cyst	MONDO_MAPPINGS							
MONDO:0021467	benign neoplasm of renal pelvis	MONDO:equivalentTo	NCIT:C3616	semapv:UnspecifiedMatching	Benign Renal Pelvis Neoplasm	MONDO_MAPPINGS							
MONDO:0003030	endometrioid stromal sarcoma of the cervix	MONDO:equivalentTo	NCIT:C40220	semapv:UnspecifiedMatching	Endometrioid Stromal Sarcoma of the Cervix	MONDO_MAPPINGS							
MONDO:0013364	Rubinstein-Taybi syndrome due to EP300 haploinsufficiency	MONDO:equivalentTo	NCIT:C153291	semapv:UnspecifiedMatching	Rubinstein-Taybi Syndrome Type 2	MONDO_MAPPINGS							
MONDO:0003360	small intestine leiomyosarcoma	MONDO:equivalentTo	NCIT:C7085	semapv:UnspecifiedMatching	Small Intestinal Leiomyosarcoma	MONDO_MAPPINGS							
MONDO:0001340	heart cancer	MONDO:equivalentTo	NCIT:C3548	semapv:UnspecifiedMatching	Malignant Cardiac Neoplasm	MONDO_MAPPINGS							
MONDO:0002381	sweat gland neoplasm	MONDO:equivalentTo	NCIT:C3398	semapv:UnspecifiedMatching	Sweat Gland Neoplasm	MONDO_MAPPINGS							
MONDO:0024882	secondary neoplasm	MONDO:equivalentTo	NCIT:C36255	semapv:UnspecifiedMatching	Secondary Neoplasm	MONDO_MAPPINGS							
MONDO:0044884	tonsillar lymphoma	MONDO:equivalentTo	NCIT:C5918	semapv:UnspecifiedMatching	Tonsillar Lymphoma	MONDO_MAPPINGS							
MONDO:0002864	anus rhabdomyosarcoma	MONDO:equivalentTo	NCIT:C5610	semapv:UnspecifiedMatching	Anal Rhabdomyosarcoma	MONDO_MAPPINGS							
MONDO:0019316	maculopapular cutaneous mastocytosis	MONDO:equivalentTo	NCIT:C3433	semapv:UnspecifiedMatching	Urticaria Pigmentosa/Maculopapular Cutaneous Mastocytosis	MONDO_MAPPINGS							
MONDO:0019560	lupus erythematosus tumidus	MONDO:equivalentTo	NCIT:C117112	semapv:UnspecifiedMatching	Lupus Erythematosus Tumidus	MONDO_MAPPINGS							
MONDO:0018251	obsolete glycogen storage disease due to phosphorylase kinase deficiency	MONDO:equivalentTo	NCIT:C122662	semapv:UnspecifiedMatching	Glycogen Storage Disease Type IX	MONDO_MAPPINGS							
MONDO:0006217	gallbladder adenosquamous carcinoma	MONDO:equivalentTo	NCIT:C7356	semapv:UnspecifiedMatching	Gallbladder Adenosquamous Carcinoma	MONDO_MAPPINGS							
MONDO:0006209	fibroblastic neoplasm	MONDO:equivalentTo	NCIT:C7075	semapv:UnspecifiedMatching	Fibroblastic Neoplasm	MONDO_MAPPINGS							
MONDO:0003070	axillary lymphadenitis	MONDO:equivalentTo	NCIT:C27333	semapv:UnspecifiedMatching	Axillary Lymphadenitis	MONDO_MAPPINGS							
MONDO:0005020	intestinal disorder	MONDO:equivalentTo	NCIT:C26801	semapv:UnspecifiedMatching	Intestinal Disorder	MONDO_MAPPINGS							
MONDO:0005188	iatrogenic Kaposi's sarcoma	MONDO:equivalentTo	NCIT:C35873	semapv:UnspecifiedMatching	Iatrogenic Kaposi Sarcoma	MONDO_MAPPINGS							
MONDO:0003107	infratentorial cancer	MONDO:equivalentTo	NCIT:C4966	semapv:UnspecifiedMatching	Malignant Infratentorial Neoplasm	MONDO_MAPPINGS							
MONDO:0019835	primary hypophysitis	MONDO:equivalentTo	NCIT:C132055	semapv:UnspecifiedMatching	Autoimmune Hypophysitis	MONDO_MAPPINGS							
MONDO:0005079	polyp	MONDO:equivalentTo	NCIT:C3340	semapv:UnspecifiedMatching	Polyp	MONDO_MAPPINGS							
MONDO:0015167	amniotic band syndrome	MONDO:equivalentTo	NCIT:C84552	semapv:UnspecifiedMatching	Amniotic Band Syndrome	MONDO_MAPPINGS							
MONDO:0006290	malignant germ cell tumor	MONDO:equivalentTo	NCIT:C4925	semapv:UnspecifiedMatching	Malignant Germ Cell Tumor	MONDO_MAPPINGS							
MONDO:0020599	acquired coagulation factor deficiency	MONDO:equivalentTo	NCIT:C34347	semapv:UnspecifiedMatching	Acquired Coagulation Factor Deficiency	MONDO_MAPPINGS							
MONDO:0003096	deep hemangioma	MONDO:equivalentTo	NCIT:C6555	semapv:UnspecifiedMatching	Deep Hemangioma	MONDO_MAPPINGS							
MONDO:0002025	psychiatric disorder	MONDO:equivalentTo	NCIT:C2893	semapv:UnspecifiedMatching	Psychiatric Disorder	MONDO_MAPPINGS							
MONDO:0004693	squamous carcinoma in situ	MONDO:equivalentTo	NCIT:C27093	semapv:UnspecifiedMatching	Stage 0 Squamous Cell Carcinoma	MONDO_MAPPINGS							
MONDO:0011327	neuronal intranuclear inclusion disease	MONDO:equivalentTo	NCIT:C122655	semapv:UnspecifiedMatching	Neuronal Intranuclear Inclusion Disease	MONDO_MAPPINGS							
MONDO:0001407	tracheal cancer	MONDO:equivalentTo	NCIT:C9346	semapv:UnspecifiedMatching	Malignant Tracheal Neoplasm	MONDO_MAPPINGS							
MONDO:0003210	intrahepatic cholangiocarcinoma	MONDO:equivalentTo	NCIT:C35417	semapv:UnspecifiedMatching	Intrahepatic Cholangiocarcinoma	MONDO_MAPPINGS							
MONDO:0017385	malignant migrating partial seizures of infancy	MONDO:equivalentTo	NCIT:C125387	semapv:UnspecifiedMatching	Migrating Partial Seizures in Infancy	MONDO_MAPPINGS							
MONDO:0020588	lung PEComa	MONDO:equivalentTo	NCIT:C142783	semapv:UnspecifiedMatching	Lung PEComa	MONDO_MAPPINGS							
MONDO:0006856	mesothelial neoplasm	MONDO:equivalentTo	NCIT:C3786	semapv:UnspecifiedMatching	Mesothelial Neoplasm	MONDO_MAPPINGS							
MONDO:0021244	submandibular gland neoplasm	MONDO:equivalentTo	NCIT:C3393	semapv:UnspecifiedMatching	Submandibular Gland Neoplasm	MONDO_MAPPINGS							
MONDO:0018540	PFAPA syndrome	MONDO:equivalentTo	NCIT:C116917	semapv:UnspecifiedMatching	Periodic Fever, Aphthous Stomatitis, Pharyngitis, Adenitis Syndrome	MONDO_MAPPINGS							
MONDO:0060782	premalignant hematological system disease	MONDO:equivalentTo	NCIT:C27274	semapv:UnspecifiedMatching	Premalignant Hematologic Condition	MONDO_MAPPINGS							
MONDO:0005629	Acanthamoeba keratitis	MONDO:equivalentTo	NCIT:C50450	semapv:UnspecifiedMatching	Acanthamoeba Keratitis	MONDO_MAPPINGS							
MONDO:0004009	kidney pelvis sarcomatoid transitional cell carcinoma	MONDO:equivalentTo	NCIT:C6186	semapv:UnspecifiedMatching	Infiltrating Renal Pelvis Urothelial Carcinoma, Sarcomatoid Variant	MONDO_MAPPINGS							
MONDO:0021086	gingival neoplasm	MONDO:equivalentTo	NCIT:C3057	semapv:UnspecifiedMatching	Gingival Neoplasm	MONDO_MAPPINGS							
MONDO:0021079	childhood neoplasm	MONDO:equivalentTo	NCIT:C6283	semapv:UnspecifiedMatching	Childhood Neoplasm	MONDO_MAPPINGS							
MONDO:0024504	enterochromaffin cell serotonin-producing pancreatic neuroendocrine tumor	MONDO:equivalentTo	NCIT:C4446	semapv:UnspecifiedMatching	Pancreatic Serotonin-Producing Neuroendocrine Tumor	MONDO_MAPPINGS							
MONDO:0006161	colorectal juvenile polyp	MONDO:equivalentTo	NCIT:C5681	semapv:UnspecifiedMatching	Colorectal Juvenile Polyp	MONDO_MAPPINGS							
MONDO:0000540	small intestinal neuroendocrine tumor G1	MONDO:equivalentTo	NCIT:C4638	semapv:UnspecifiedMatching	Small Intestinal Neuroendocrine Tumor G1	MONDO_MAPPINGS							
MONDO:0003341	subungual glomus tumor	MONDO:equivalentTo	NCIT:C36079	semapv:UnspecifiedMatching	Subungual Glomus Tumor	MONDO_MAPPINGS							
MONDO:0005737	Ebola hemorrhagic fever	MONDO:equivalentTo	NCIT:C36171	semapv:UnspecifiedMatching	Ebola Hemorrhagic Fever	MONDO_MAPPINGS							
MONDO:0003554	adenosquamous colon carcinoma	MONDO:equivalentTo	NCIT:C5491	semapv:UnspecifiedMatching	Colon Adenosquamous Carcinoma	MONDO_MAPPINGS							
MONDO:0002229	ovarian epithelial tumor	MONDO:equivalentTo	NCIT:C4381	semapv:UnspecifiedMatching	Ovarian Epithelial Tumor	MONDO_MAPPINGS							
MONDO:0008921	carnosinemia	MONDO:equivalentTo	NCIT:C125661	semapv:UnspecifiedMatching	Carnosinemia	MONDO_MAPPINGS							
MONDO:0007838	Jacobsen syndrome	MONDO:equivalentTo	NCIT:C75457	semapv:UnspecifiedMatching	Jacobsen Syndrome	MONDO_MAPPINGS							
MONDO:0003884	lipoma of the rectum	MONDO:equivalentTo	NCIT:C5551	semapv:UnspecifiedMatching	Rectal Lipoma	MONDO_MAPPINGS							
MONDO:0001586	mucopolysaccharidosis type 1	MONDO:equivalentTo	NCIT:C85053	semapv:UnspecifiedMatching	Mucopolysaccharidosis Type I	MONDO_MAPPINGS							
MONDO:0021366	neoplasm of middle ear	MONDO:equivalentTo	NCIT:C4412	semapv:UnspecifiedMatching	Middle Ear Neoplasm	MONDO_MAPPINGS							
MONDO:0006284	major salivary gland carcinoma	MONDO:equivalentTo	NCIT:C5907	semapv:UnspecifiedMatching	Major Salivary Gland Carcinoma	MONDO_MAPPINGS							
MONDO:0024326	pleural adenomatoid tumor	MONDO:equivalentTo	NCIT:C4499	semapv:UnspecifiedMatching	Pleural Adenomatoid Tumor	MONDO_MAPPINGS							
MONDO:0021468	benign neoplasm of adrenal medulla	MONDO:equivalentTo	NCIT:C4895	semapv:UnspecifiedMatching	Benign Adrenal Medulla Neoplasm	MONDO_MAPPINGS							
MONDO:0006004	vasomotor rhinitis	MONDO:equivalentTo	NCIT:C34988	semapv:UnspecifiedMatching	Vasomotor Rhinitis	MONDO_MAPPINGS							
MONDO:0044921	atypical lymphoproliferative disorder	MONDO:equivalentTo	NCIT:C7764	semapv:UnspecifiedMatching	Atypical Lymphoproliferative Disorder	MONDO_MAPPINGS							
MONDO:0004178	testicular yolk sac tumor, endodermal sinus pattern	MONDO:equivalentTo	NCIT:C39927	semapv:UnspecifiedMatching	Testicular Yolk Sac Tumor, Endodermal Sinus/Perivascular Pattern	MONDO_MAPPINGS							
MONDO:0001896	obstructive hydrocephalus	MONDO:equivalentTo	NCIT:C116347	semapv:UnspecifiedMatching	Non-Communicating Hydrocephalus	MONDO_MAPPINGS							
MONDO:0003381	pituitary gland disorder	MONDO:equivalentTo	NCIT:C26854	semapv:UnspecifiedMatching	Pituitary Gland Disorder	MONDO_MAPPINGS							
MONDO:0024387	benign ovarian sex cord-stromal tumor	MONDO:equivalentTo	NCIT:C6803	semapv:UnspecifiedMatching	Benign Ovarian Sex Cord-Stromal Tumor	MONDO_MAPPINGS							
MONDO:0016974	thymoma type B	MONDO:equivalentTo	NCIT:C7114	semapv:UnspecifiedMatching	Thymoma Type B	MONDO_MAPPINGS							
MONDO:0009746	hereditary sensory and autonomic neuropathy type 4	MONDO:equivalentTo	NCIT:C118633	semapv:UnspecifiedMatching	Neuropathy, Hereditary Sensory and Autonomic, Type IV	MONDO_MAPPINGS							
MONDO:0003266	ependymal tumor	MONDO:equivalentTo	NCIT:C6770	semapv:UnspecifiedMatching	Ependymal Tumor	MONDO_MAPPINGS							
MONDO:0021507	benign neoplasm of brain stem	MONDO:equivalentTo	NCIT:C8549	semapv:UnspecifiedMatching	Benign Brain Stem Neoplasm	MONDO_MAPPINGS							
MONDO:0018734	verrucous hemangioma	MONDO:equivalentTo	NCIT:C4299	semapv:UnspecifiedMatching	Verrucous Hemangioma	MONDO_MAPPINGS							
MONDO:0015524	hyperplastic polyposis syndrome	MONDO:equivalentTo	NCIT:C165469	semapv:UnspecifiedMatching	Colorectal Serrated Polyposis	MONDO_MAPPINGS							
MONDO:0003764	pediatric leptomeningeal melanoma	MONDO:equivalentTo	NCIT:C5318	semapv:UnspecifiedMatching	Childhood Meningeal Melanoma	MONDO_MAPPINGS							
MONDO:0002277	arteriosclerosis disorder	MONDO:equivalentTo	NCIT:C34403	semapv:UnspecifiedMatching	Arteriosclerotic Cardiovascular Disease	MONDO_MAPPINGS							
MONDO:0005599	malignant epithelioid mesothelioma	MONDO:equivalentTo	NCIT:C7985	semapv:UnspecifiedMatching	Epithelioid Mesothelioma	MONDO_MAPPINGS							
MONDO:0005790	hepatitis A virus infection	MONDO:equivalentTo	NCIT:C3096	semapv:UnspecifiedMatching	Hepatitis A Infection	MONDO_MAPPINGS							
MONDO:0006295	malignant urinary system neoplasm	MONDO:equivalentTo	NCIT:C9297	semapv:UnspecifiedMatching	Malignant Urinary System Neoplasm	MONDO_MAPPINGS							
MONDO:0020843	pseudomembranous diphtheritic conjunctivitis	MONDO:equivalentTo	NCIT:C34543	semapv:UnspecifiedMatching	Pseudomembranous Diphtheritic Conjunctivitis	MONDO_MAPPINGS							
MONDO:0002860	testis rhabdomyosarcoma	MONDO:equivalentTo	NCIT:C6378	semapv:UnspecifiedMatching	Testicular Rhabdomyosarcoma	MONDO_MAPPINGS							
MONDO:0016010	vitamin K-antagonist embryofetopathy	MONDO:equivalentTo	NCIT:C98906	semapv:UnspecifiedMatching	Fetal Warfarin Syndrome	MONDO_MAPPINGS							
MONDO:0024661	tubulovillous adenoma	MONDO:equivalentTo	NCIT:C4143	semapv:UnspecifiedMatching	Tubulovillous Adenoma	MONDO_MAPPINGS							
MONDO:0019157	myelodysplastic syndrome with ring sideroblasts	MONDO:equivalentTo	NCIT:C4036	semapv:UnspecifiedMatching	Myelodysplastic Syndrome with Ring Sideroblasts	MONDO_MAPPINGS							
MONDO:0045052	benign osteogenic neoplasm	MONDO:equivalentTo	NCIT:C6602	semapv:UnspecifiedMatching	Benign Osteogenic Neoplasm	MONDO_MAPPINGS							
MONDO:0021291	carcinoma in situ of fundus of stomach	MONDO:equivalentTo	NCIT:C4429	semapv:UnspecifiedMatching	Gastric Fundus Carcinoma In Situ AJCC v6 and v7	MONDO_MAPPINGS							
MONDO:0003645	cavernous hemangioma of face	MONDO:equivalentTo	NCIT:C7053	semapv:UnspecifiedMatching	Cavernous Hemangioma of the Face	MONDO_MAPPINGS							
MONDO:0010281	Danon disease	MONDO:equivalentTo	NCIT:C84735	semapv:UnspecifiedMatching	Glycogen Storage Disease Type IIb	MONDO_MAPPINGS							
MONDO:0006634	pituitary gland acidophil adenoma	MONDO:equivalentTo	NCIT:C6780	semapv:UnspecifiedMatching	Pituitary Gland Acidophil Adenoma	MONDO_MAPPINGS							
MONDO:0006353	paranasal sinus Schneiderian papilloma	MONDO:equivalentTo	NCIT:C6835	semapv:UnspecifiedMatching	Paranasal Sinus Papilloma	MONDO_MAPPINGS							
MONDO:0004613	acute intestinal ischemia	MONDO:equivalentTo	NCIT:C34356	semapv:UnspecifiedMatching	Acute Intestinal Ischemia	MONDO_MAPPINGS							
MONDO:0005296	sleep apnea syndrome	MONDO:equivalentTo	NCIT:C148023	semapv:UnspecifiedMatching	Sleep-Disordered Breathing	MONDO_MAPPINGS							
MONDO:0002664	extrahepatic bile duct signet ring cell carcinoma	MONDO:equivalentTo	NCIT:C5776	semapv:UnspecifiedMatching	Extrahepatic Bile Duct Signet Ring Cell Carcinoma	MONDO_MAPPINGS							
MONDO:0002947	adamantinoid basal cell epithelioma	MONDO:equivalentTo	NCIT:C7585	semapv:UnspecifiedMatching	Skin Adamantinoid Basal Cell Carcinoma	MONDO_MAPPINGS							
MONDO:0022642	childhood carcinoid tumor	MONDO:equivalentTo	NCIT:C118810	semapv:UnspecifiedMatching	Childhood Neuroendocrine Tumor G1	MONDO_MAPPINGS							
MONDO:0004844	oral mucosa leukoplakia	MONDO:equivalentTo	NCIT:C3187	semapv:UnspecifiedMatching	Oral Leukoplakia	MONDO_MAPPINGS							
MONDO:0004857	tendinitis	MONDO:equivalentTo	NCIT:C97141	semapv:UnspecifiedMatching	Tendonitis	MONDO_MAPPINGS							
MONDO:0002618	undifferentiated high grade pleomorphic sarcoma of bone	MONDO:equivalentTo	NCIT:C8563	semapv:UnspecifiedMatching	Undifferentiated High Grade Pleomorphic Sarcoma of Bone	MONDO_MAPPINGS							
MONDO:0019214	inborn carbohydrate metabolic disorder	MONDO:equivalentTo	NCIT:C97089	semapv:UnspecifiedMatching	Carbohydrate Metabolism Disorder	MONDO_MAPPINGS							
MONDO:0021666	ear infection	MONDO:equivalentTo	NCIT:C27193	semapv:UnspecifiedMatching	Ear Infection	MONDO_MAPPINGS							
MONDO:0016168	cryopyrin-associated periodic syndrome	MONDO:equivalentTo	NCIT:C84657	semapv:UnspecifiedMatching	Cryopyrin-Associated Periodic Syndrome	MONDO_MAPPINGS							
MONDO:0021109	inverted urothelial papilloma	MONDO:equivalentTo	NCIT:C6192	semapv:UnspecifiedMatching	Inverted Urothelial Papilloma	MONDO_MAPPINGS							
