subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	comment	mapping_tool	confidence	subject_match_field	object_match_field	match_string
ICD10CM:E74.11	Essential fructosuria	skos:exactMatch	MONDO:0009252	essential fructosuria	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	fructokinase deficiency
ICD10CM:A59	Trichomoniasis	skos:exactMatch	MONDO:0002154	trichomoniasis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	trichomoniasis
MONDO:0018755	Toxic effect of venom of scorpion	skos:exactMatch	ICD10CM:T63.2X	scorpion envenomation	semapv:LexicalMatching	LEXMATCH					
ICD10CM:T63.2X	Toxic effect of venom of scorpion	skos:exactMatch	MONDO:0018755	scorpion envenomation	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	toxic effect of venom of scorpion
MONDO:0008982	Choroidal dystrophy (central areolar) (generalized) (peripapillary)	skos:exactMatch	ICD10CM:H31.22	central areolar choroidal dystrophy	semapv:RegularExpressionReplacement	LEXMATCH					
ICD10CM:H31.22	Choroidal dystrophy (central areolar) (generalized) (peripapillary)	skos:exactMatch	MONDO:0008982	central areolar choroidal dystrophy	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	choroidal dystrophy
MONDO:0005439	Pure hypercholesterolemia, unspecified	skos:exactMatch	ICD10CM:E78.00	familial hypercholesterolemia	semapv:LexicalMatching	LEXMATCH					
ICD10CM:E78.00	Pure hypercholesterolemia, unspecified	skos:exactMatch	MONDO:0005439	familial hypercholesterolemia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	hyperbetalipoproteinemia
ICD10CM:G47.31	Primary central sleep apnea	skos:exactMatch	MONDO:0024356	primary central sleep apnea syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	primary central sleep apnea
ICD10CM:N95.2	Postmenopausal atrophic vaginitis	skos:exactMatch	MONDO:0001410	postmenopausal atrophic vaginitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	postmenopausal atrophic vaginitis
MONDO:0015340	Drug rash with eosinophilia and systemic symptoms syndrome	skos:exactMatch	ICD10CM:D72.12	drug rash with eosinophilia and systemic symptoms	semapv:LexicalMatching	LEXMATCH					
ICD10CM:D72.12	Drug rash with eosinophilia and systemic symptoms syndrome	skos:exactMatch	MONDO:0015340	drug rash with eosinophilia and systemic symptoms	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	dress syndrome
ICD10CM:H11.15	Pinguecula	skos:exactMatch	MONDO:0001179	pinguecula	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	pinguecula
MONDO:0001179	Pinguecula	skos:exactMatch	ICD10CM:H11.15	pinguecula	semapv:LexicalMatching	LEXMATCH					
MONDO:0001717	Posterior corneal pigmentations	skos:exactMatch	ICD10CM:H18.05	posterior corneal pigmentation	semapv:LexicalMatching	LEXMATCH					
ICD10CM:H18.05	Posterior corneal pigmentations	skos:exactMatch	MONDO:0001717	posterior corneal pigmentation	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	posterior corneal pigmentations
ICD10CM:I77.71	Dissection of carotid artery	skos:exactMatch	MONDO:0004763	carotid artery dissection	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	dissection of carotid artery
MONDO:0000955	Malignant neoplasm of ileum	skos:exactMatch	ICD10CM:C17.2	ileum cancer	semapv:LexicalMatching	LEXMATCH					
ICD10CM:C17.2	Malignant neoplasm of ileum	skos:exactMatch	MONDO:0000955	ileum cancer	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	malignant neoplasm of ileum
MONDO:0001594	Achilles tendinitis	skos:exactMatch	ICD10CM:M76.6	Achilles bursitis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:M76.6	Achilles tendinitis	skos:exactMatch	MONDO:0001594	Achilles bursitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	achilles bursitis
ICD10CM:Q17.2	Microtia	skos:exactMatch	MONDO:0010920	microtia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	microtia
ICD10CM:I45.81	Long QT syndrome	skos:exactMatch	MONDO:0002442	long QT syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	long qt syndrome
ICD10CM:I45.81	Long QT syndrome	skos:exactMatch	MONDO:0002442	long QT syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	long qt syndrome
ICD10CM:D10.2	Benign neoplasm of floor of mouth	skos:exactMatch	MONDO:0021520	benign neoplasm of floor of mouth	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	benign neoplasm of floor of mouth
ICD10CM:I67.2	Cerebral atherosclerosis	skos:exactMatch	MONDO:0006694	cerebral atherosclerosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	cerebral atherosclerosis
ICD10CM:I67.2	Cerebral atherosclerosis	skos:exactMatch	MONDO:0006694	cerebral atherosclerosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	cerebral atherosclerosis
MONDO:0018408	Echinococcosis	skos:exactMatch	ICD10CM:B67	cystic echinococcosis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:B67	Echinococcosis	skos:exactMatch	MONDO:0018408	cystic echinococcosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	hydatidosis
MONDO:0009628	Other specified congenital malformations of intestine	skos:exactMatch	ICD10CM:Q43.8	microcolon	semapv:LexicalMatching	LEXMATCH					
MONDO:0009628	Other specified congenital malformations of intestine	skos:exactMatch	ICD10CM:Q43.8	microcolon	semapv:RegularExpressionReplacement	LEXMATCH					
ICD10CM:Q43.8	Other specified congenital malformations of intestine	skos:exactMatch	MONDO:0009628	microcolon	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	microcolon
ICD10CM:Q43.8	Other specified congenital malformations of intestine	skos:exactMatch	MONDO:0009628	microcolon	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	microcolon
ICD10CM:Q43.8	Other specified congenital malformations of intestine	skos:exactMatch	MONDO:0009628	microcolon	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	microcolon
ICD10CM:L75.1	Chromhidrosis	skos:exactMatch	MONDO:0022171	chromhidrosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	chromhidrosis
ICD10CM:L75.1	Chromhidrosis	skos:exactMatch	MONDO:0022171	chromhidrosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	chromhidrosis
MONDO:0001392	Monocular exotropia	skos:exactMatch	ICD10CM:H50.11	monocular exotropia	semapv:LexicalMatching	LEXMATCH					
ICD10CM:H50.11	Monocular exotropia	skos:exactMatch	MONDO:0001392	monocular exotropia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	monocular exotropia
MONDO:0002238	Malignant neoplasm of ascending colon	skos:exactMatch	ICD10CM:C18.2	ascending colon cancer	semapv:LexicalMatching	LEXMATCH					
ICD10CM:C18.2	Malignant neoplasm of ascending colon	skos:exactMatch	MONDO:0002238	ascending colon cancer	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	malignant neoplasm of ascending colon
MONDO:0003799	Conjunctivitis	skos:exactMatch	ICD10CM:H10	conjunctivitis	semapv:LexicalMatching	LEXMATCH					
MONDO:0003799	Conjunctivitis	skos:exactMatch	ICD10CM:H10	conjunctivitis	semapv:RegularExpressionReplacement	LEXMATCH					
ICD10CM:H10	Conjunctivitis	skos:exactMatch	MONDO:0003799	conjunctivitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	conjunctivitis
ICD10CM:H10	Conjunctivitis	skos:exactMatch	MONDO:0003799	conjunctivitis	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	conjunctivitis
ICD10CM:H10	Conjunctivitis	skos:exactMatch	MONDO:0003799	conjunctivitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	conjunctivitis
ICD10CM:L08.0	Pyoderma	skos:exactMatch	MONDO:0002922	pyoderma	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	pyoderma
ICD10CM:L74.4	Anhidrosis	skos:exactMatch	MONDO:0006527	anhidrosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	anhidrosis
MONDO:0019367	Disturbances in tooth formation	skos:exactMatch	ICD10CM:K00.4	regional odontodysplasia	semapv:LexicalMatching	LEXMATCH					
ICD10CM:E07.81	Sick-euthyroid syndrome	skos:exactMatch	MONDO:0006755	euthyroid sick syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	sick-euthyroid syndrome
ICD10CM:K00.4	Disturbances in tooth formation	skos:exactMatch	MONDO:0019367	regional odontodysplasia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	regional odontodysplasia
MONDO:0018090	Double outlet left ventricle	skos:exactMatch	ICD10CM:Q20.2	double outlet left ventricle	semapv:RegularExpressionReplacement	LEXMATCH					
MONDO:0018090	Double outlet left ventricle	skos:exactMatch	ICD10CM:Q20.2	double outlet left ventricle	semapv:LexicalMatching	LEXMATCH					
ICD10CM:Q20.2	Double outlet left ventricle	skos:exactMatch	MONDO:0018090	double outlet left ventricle	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	double outlet left ventricle
ICD10CM:Q20.2	Double outlet left ventricle	skos:exactMatch	MONDO:0018090	double outlet left ventricle	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	double outlet left ventricle
ICD10CM:Q20.2	Double outlet left ventricle	skos:exactMatch	MONDO:0018090	double outlet left ventricle	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	double outlet left ventricle
ICD10CM:N80	Endometriosis	skos:exactMatch	MONDO:0005133	endometriosis	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	endometriosis
ICD10CM:N80	Endometriosis	skos:exactMatch	MONDO:0005133	endometriosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	endometriosis
ICD10CM:N80	Endometriosis	skos:exactMatch	MONDO:0005133	endometriosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	endometriosis
MONDO:0019065	Amyloidosis	skos:exactMatch	ICD10CM:E85	amyloidosis	semapv:LexicalMatching	LEXMATCH					
MONDO:0019065	Amyloidosis	skos:exactMatch	ICD10CM:E85	amyloidosis	semapv:RegularExpressionReplacement	LEXMATCH					
ICD10CM:E85	Amyloidosis	skos:exactMatch	MONDO:0019065	amyloidosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	amyloidosis
ICD10CM:E85	Amyloidosis	skos:exactMatch	MONDO:0019065	amyloidosis	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	amyloidosis
ICD10CM:E85	Amyloidosis	skos:exactMatch	MONDO:0019065	amyloidosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	amyloidosis
MONDO:0004390	Hypotony of eye	skos:exactMatch	ICD10CM:H44.4	ocular hypotension	semapv:LexicalMatching	LEXMATCH					
ICD10CM:H44.4	Hypotony of eye	skos:exactMatch	MONDO:0004390	ocular hypotension	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	hypotony of eye
MONDO:0003528	Traumatic ischemia of muscle	skos:exactMatch	ICD10CM:T79.6	Volkmann contracture	semapv:LexicalMatching	LEXMATCH					
ICD10CM:T79.6	Traumatic ischemia of muscle	skos:exactMatch	MONDO:0003528	Volkmann contracture	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	volkmann's ischemic contracture
MONDO:0001064	Acute Eustachian salpingitis	skos:exactMatch	ICD10CM:H68.01	acute eustachian salpingitis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:H68.01	Acute Eustachian salpingitis	skos:exactMatch	MONDO:0001064	acute eustachian salpingitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	acute eustachian salpingitis
MONDO:0006314	Polyp of nasal cavity	skos:exactMatch	ICD10CM:J33.0	nasal cavity polyp	semapv:LexicalMatching	LEXMATCH					
MONDO:0001110	Chronic tubulo-interstitial nephritis	skos:exactMatch	ICD10CM:N11	chronic pyelonephritis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:J33.0	Polyp of nasal cavity	skos:exactMatch	MONDO:0006314	nasal cavity polyp	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	polyp of nasal cavity
ICD10CM:N11	Chronic tubulo-interstitial nephritis	skos:exactMatch	MONDO:0001110	chronic pyelonephritis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	chronic pyelonephritis
ICD10CM:A69.2	Lyme disease	skos:exactMatch	MONDO:0019632	Lyme disease	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	lyme disease
ICD10CM:A69.2	Lyme disease	skos:exactMatch	MONDO:0019632	Lyme disease	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	lyme disease
MONDO:0014624	Brown's sheath syndrome	skos:exactMatch	ICD10CM:H50.61	Brown syndrome	semapv:LexicalMatching	LEXMATCH					
ICD10CM:H50.61	Brown's sheath syndrome	skos:exactMatch	MONDO:0014624	Brown syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	brown's sheath syndrome
MONDO:0006945	Ischemia and infarction of kidney	skos:exactMatch	ICD10CM:N28.0	renal artery obstruction	semapv:LexicalMatching	LEXMATCH					
ICD10CM:N28.0	Ischemia and infarction of kidney	skos:exactMatch	MONDO:0006945	renal artery obstruction	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	renal artery obstruction
MONDO:0011644	Posterior cyclitis	skos:exactMatch	ICD10CM:H30.2	pars planitis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:H30.2	Posterior cyclitis	skos:exactMatch	MONDO:0011644	pars planitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	pars planitis
ICD10CM:H30.2	Posterior cyclitis	skos:exactMatch	MONDO:0011644	pars planitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	pars planitis
ICD10CM:H30.2	Posterior cyclitis	skos:exactMatch	MONDO:0011644	pars planitis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	posterior cyclitis
MONDO:0020732	Other specified endocrine disorders	skos:exactMatch	ICD10CM:E34.8	progeria	semapv:LexicalMatching	LEXMATCH					
ICD10CM:E34.8	Other specified endocrine disorders	skos:exactMatch	MONDO:0020732	progeria	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	progeria
ICD10CM:D01.2	Carcinoma in situ of rectum	skos:exactMatch	MONDO:0004725	rectum carcinoma in situ	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	carcinoma in situ of rectum
MONDO:0010631	Incontinentia pigmenti	skos:exactMatch	ICD10CM:Q82.3	incontinentia pigmenti	semapv:LexicalMatching	LEXMATCH					
ICD10CM:Q82.3	Incontinentia pigmenti	skos:exactMatch	MONDO:0010631	incontinentia pigmenti	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	incontinentia pigmenti
ICD10CM:Q82.3	Incontinentia pigmenti	skos:exactMatch	MONDO:0010631	incontinentia pigmenti	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	incontinentia pigmenti
ICD10CM:E34.52	Partial androgen insensitivity syndrome	skos:exactMatch	MONDO:0010720	partial androgen insensitivity syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	reifenstein syndrome
ICD10CM:E34.52	Partial androgen insensitivity syndrome	skos:exactMatch	MONDO:0010720	partial androgen insensitivity syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	partial androgen insensitivity syndrome
ICD10CM:Q03	Congenital hydrocephalus	skos:exactMatch	MONDO:0016349	congenital hydrocephalus	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	congenital hydrocephalus
ICD10CM:Q03	Congenital hydrocephalus	skos:exactMatch	MONDO:0016349	congenital hydrocephalus	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	congenital hydrocephalus
MONDO:0007017	Vitreous degeneration	skos:exactMatch	ICD10CM:H43.81	vitreous detachment	semapv:LexicalMatching	LEXMATCH					
ICD10CM:H43.81	Vitreous degeneration	skos:exactMatch	MONDO:0007017	vitreous detachment	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	vitreous detachment
MONDO:0015626	Hereditary motor and sensory neuropathy	skos:exactMatch	ICD10CM:G60.0	Charcot-Marie-Tooth disease	semapv:RegularExpressionReplacement	LEXMATCH					
MONDO:0015626	Hereditary motor and sensory neuropathy	skos:exactMatch	ICD10CM:G60.0	Charcot-Marie-Tooth disease	semapv:LexicalMatching	LEXMATCH					
ICD10CM:G60.0	Hereditary motor and sensory neuropathy	skos:exactMatch	MONDO:0015626	Charcot-Marie-Tooth disease	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	peroneal muscular atrophy
ICD10CM:G60.0	Hereditary motor and sensory neuropathy	skos:exactMatch	MONDO:0015626	Charcot-Marie-Tooth disease	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	charcot-marie-tooth disease
ICD10CM:G60.0	Hereditary motor and sensory neuropathy	skos:exactMatch	MONDO:0015626	Charcot-Marie-Tooth disease	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	charcot-marie-tooth disease
ICD10CM:B66.5	Fasciolopsiasis	skos:exactMatch	MONDO:0004672	fasciolopsiasis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	fasciolopsiasis
MONDO:0005738	Echinococcosis	skos:exactMatch	ICD10CM:B67	echinococcosis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:B67	Echinococcosis	skos:exactMatch	MONDO:0005738	echinococcosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	echinococcosis
ICD10CM:B67	Echinococcosis	skos:exactMatch	MONDO:0005738	echinococcosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	echinococcosis
ICD10CM:H52.31	Anisometropia	skos:exactMatch	MONDO:0001478	anisometropia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	anisometropia
ICD10CM:H52.31	Anisometropia	skos:exactMatch	MONDO:0001478	anisometropia	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	anisometropia
ICD10CM:H52.31	Anisometropia	skos:exactMatch	MONDO:0001478	anisometropia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	anisometropia
MONDO:0005078	Neoplasm of uncertain behavior of breast	skos:exactMatch	ICD10CM:D48.6	phyllodes tumor	semapv:LexicalMatching	LEXMATCH					
ICD10CM:D48.6	Neoplasm of uncertain behavior of breast	skos:exactMatch	MONDO:0005078	phyllodes tumor	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	cystosarcoma phyllodes
MONDO:0001793	Epiphora	skos:exactMatch	ICD10CM:H04.2	excessive tearing	semapv:LexicalMatching	LEXMATCH					
ICD10CM:H04.2	Epiphora	skos:exactMatch	MONDO:0001793	excessive tearing	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	epiphora
MONDO:0006654	Coalworker's pneumoconiosis	skos:exactMatch	ICD10CM:J60	anthracosis	semapv:LexicalMatching	LEXMATCH					
ICD10CM:J60	Coalworker's pneumoconiosis	skos:exactMatch	MONDO:0006654	anthracosis	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	anthracosis
MONDO:0019804	Congenital tracheomalacia	skos:exactMatch	ICD10CM:Q32.0	tracheomalacia	semapv:LexicalMatching	LEXMATCH					
ICD10CM:Q32.0	Congenital tracheomalacia	skos:exactMatch	MONDO:0019804	tracheomalacia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	congenital tracheomalacia
MONDO:0001590	Quadriplegia	skos:exactMatch	ICD10CM:G82.5	quadriplegia	semapv:LexicalMatching	LEXMATCH					
ICD10CM:G82.5	Quadriplegia	skos:exactMatch	MONDO:0001590	quadriplegia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	quadriplegia
ICD10CM:D59.3	Hemolytic-uremic syndrome	skos:exactMatch	MONDO:0001549	hemolytic-uremic syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hemolytic-uremic syndrome
ICD10CM:I42.0	Dilated cardiomyopathy	skos:exactMatch	MONDO:0005021	dilated cardiomyopathy	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	dilated cardiomyopathy
ICD10CM:I42.0	Dilated cardiomyopathy	skos:exactMatch	MONDO:0005021	dilated cardiomyopathy	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	dilated cardiomyopathy
MONDO:0002046	Alcohol abuse	skos:exactMatch	ICD10CM:F10.1	alcohol abuse	semapv:LexicalMatching	LEXMATCH					
ICD10CM:F10.1	Alcohol abuse	skos:exactMatch	MONDO:0002046	alcohol abuse	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	alcohol abuse
ICD10CM:F10.1	Alcohol abuse	skos:exactMatch	MONDO:0002046	alcohol abuse	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	alcohol abuse
ICD10CM:L90.4	Acrodermatitis chronica atrophicans	skos:exactMatch	MONDO:0006524	acrodermatitis chronica atrophicans	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	acrodermatitis chronica atrophicans
MONDO:0007405	Craniofacial dysostosis	skos:exactMatch	ICD10CM:Q75.1	Crouzon syndrome	semapv:LexicalMatching	LEXMATCH					
ICD10CM:Q75.1	Craniofacial dysostosis	skos:exactMatch	MONDO:0007405	Crouzon syndrome	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	craniofacial dysostosis
MONDO:0018089	Double outlet right ventricle	skos:exactMatch	ICD10CM:Q20.1	double outlet right ventricle	semapv:LexicalMatching	LEXMATCH					
ICD10CM:Q20.1	Double outlet right ventricle	skos:exactMatch	MONDO:0018089	double outlet right ventricle	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	double outlet right ventricle
ICD10CM:Q20.1	Double outlet right ventricle	skos:exactMatch	MONDO:0018089	double outlet right ventricle	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	double outlet right ventricle
ICD10CM:J15.0	Pneumonia due to Klebsiella pneumoniae	skos:exactMatch	MONDO:0030602	Klebsiella pneumonia	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	pneumonia due to klebsiella pneumoniae
ICD10CM:J15.0	Pneumonia due to Klebsiella pneumoniae	skos:exactMatch	MONDO:0030602	Klebsiella pneumonia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	pneumonia due to klebsiella pneumoniae
ICD10CM:H20.05	Hypopyon	skos:exactMatch	MONDO:0001036	hypopyon	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	hypopyon
MONDO:0001036	Hypopyon	skos:exactMatch	ICD10CM:H20.05	hypopyon	semapv:LexicalMatching	LEXMATCH					
ICD10CM:A82	Rabies	skos:exactMatch	MONDO:0019173	rabies	semapv:LexicalMatching	LEXMATCH	oaklib	0.8497788951776651	rdfs:label	rdfs:label	rabies
ICD10CM:D07.5	Carcinoma in situ of prostate	skos:exactMatch	MONDO:0006234	grade III prostatic intraepithelial neoplasia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	carcinoma in situ of prostate
MONDO:0018874	Acute myeloblastic leukemia	skos:exactMatch	ICD10CM:C92.0	acute myeloid leukemia	semapv:RegularExpressionReplacement	LEXMATCH					
MONDO:0018874	Acute myeloblastic leukemia	skos:exactMatch	ICD10CM:C92.0	acute myeloid leukemia	semapv:LexicalMatching	LEXMATCH					
ICD10CM:C92.0	Acute myeloblastic leukemia	skos:exactMatch	MONDO:0018874	acute myeloid leukemia	semapv:RegularExpressionReplacement	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	acute myeloblastic leukemia
ICD10CM:C92.0	Acute myeloblastic leukemia	skos:exactMatch	MONDO:0018874	acute myeloid leukemia	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	acute myeloblastic leukemia
MONDO:0005468	Hypotension	skos:exactMatch	ICD10CM:I95	hypotensive disorder	semapv:LexicalMatching	LEXMATCH					
MONDO:0005468	Hypotension	skos:exactMatch	ICD10CM:I95	hypotensive disorder	semapv:RegularExpressionReplacement	LEXMATCH					
ICD10CM:I95	Hypotension	skos:exactMatch	MONDO:0005468	hypotensive disorder	semapv:LexicalMatching	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	hypotension
