mondo_id	subset	ncit_id	mondo_label	ncit_label
MONDO:0008223	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84775	hypokalemic periodic paralysis	Hypokalemic Periodic Paralysis
MONDO:0008224	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C123429	hyperkalemic periodic paralysis	Hyperkalemic Periodic Paralysis
MONDO:0008225	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C122791	normokalemic periodic paralysis	Normokalemic Periodic Paralysis
MONDO:0008243	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85008	Pick disease	Pick's Disease
MONDO:0008244	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85009	piebaldism	Piebaldism
MONDO:0008262	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85017	Poland syndrome	Poland Syndrome
MONDO:0008294	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84536	acute intermittent porphyria	Acute Intermittent Porphyria
MONDO:0008297	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85219	variegate porphyria	Variegate Porphyria
MONDO:0008300	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75463	Prader-Willi syndrome	Prader-Willi Syndrome
MONDO:0008310	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C34951	Hutchinson-Gilford progeria syndrome	Progeria
MONDO:0008318	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85032	Proteus syndrome	Proteus Syndrome
MONDO:0008319	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84698	protoporphyria, erythropoietic, 1	Erythropoietic Protoporphyria
MONDO:0008322	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C118635	pseudoachondroplasia	Pseudoachondroplasia
MONDO:0008323	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84827	Liddle syndrome	Liddle Syndrome
MONDO:0008327	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C129025	exfoliation syndrome	Exfoliation Syndrome
MONDO:0008386	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75015	Axenfeld-Rieger syndrome type 1	Rieger Syndrome Type 1
MONDO:0008393	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C153290	Rubinstein-Taybi syndrome due to CREBBP mutations	Rubinstein-Taybi Syndrome Type 1
MONDO:0008394	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85068	Silver-Russell syndrome	Russell-Silver Syndrome
MONDO:0008426	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C124840	Shprintzen-Goldberg syndrome	Shprintzen-Goldberg Craniosynostosis Syndrome
MONDO:0008428	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85063	septooptic dysplasia	Septo-Optic Dysplasia
MONDO:0008434	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75469	Smith-Magenis syndrome	Smith-Magenis Syndrome
MONDO:0008464	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75045	split hand-foot malformation 1	Split-Hand/Foot Malformation Type 1
MONDO:0008491	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85170	stiff-person syndrome	Stiff Person Syndrome
MONDO:0008492	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C118636	stiff skin syndrome	Stiff Skin Syndrome
MONDO:0008546	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C98583	thanatophoric dysplasia type 1	Type 1 Thanatophoric Dysplasia
MONDO:0008547	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C98584	thanatophoric dysplasia type 2	Type 2 Thanatophoric Dysplasia
MONDO:0008553	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C142084	platelet-type bleeding disorder 17	Bleeding Disorder, Platelet-Type 17
MONDO:0008555	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C129035	thrombocytopenia 2	Thrombocytopenia 2
MONDO:0008582	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C40553	tooth and nail syndrome	Tooth and Nail Syndrome
MONDO:0008585	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84750	HELLP syndrome	HELLP Syndrome
MONDO:0008596	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75109	trichorhinophalangeal syndrome type I	Trichorhinophalangeal Syndrome Type I
MONDO:0008670	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75008	Waardenburg syndrome type 1	Waardenburg Syndrome Type 1
MONDO:0008671	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75011	Waardenburg syndrome type 2A	Waardenburg Syndrome Type 2A
MONDO:0008675	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C98931	Freeman-Sheldon syndrome	Freeman-Sheldon Syndrome
MONDO:0008678	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85232	Williams syndrome	Williams Syndrome
MONDO:0008682	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84668	Denys-Drash syndrome	Denys-Drash Syndrome
MONDO:0008692	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84525	abetalipoproteinemia	Abetalipoproteinemia
MONDO:0008703	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C3816	acromesomelic dysplasia 2A	Type II Achondrogenesis
MONDO:0008708	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84531	acrocallosal syndrome	Acrocallosal Syndrome
MONDO:0008713	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C128802	acrodermatitis enteropathica	Acrodermatitis Enteropathica
MONDO:0008721	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84538	medium chain acyl-CoA dehydrogenase deficiency	Medium-Chain Acyl-CoA Dehydrogenase Deficiency
MONDO:0008722	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84539	short chain acyl-CoA dehydrogenase deficiency	Acyl-CoA Dehydrogenase, Short-Chain Deficiency
MONDO:0008723	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C98647	very long chain acyl-CoA dehydrogenase deficiency	Very Long-Chain Acyl-CoA Dehydrogenase Deficiency
MONDO:0008726	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C178415	Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis	Antley-Bixler Syndrome with Genital Anomalies and Disordered Steroidogenesis
MONDO:0008736	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C155751	peroxisome biogenesis disorder 2B	Peroxisome Biogenesis Disorder 2B
MONDO:0008745	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C168731	oculocutaneous albinism type 1A	Oculocutaneous Albinism Type 1A
MONDO:0008748	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C150367	Hermansky-Pudlak syndrome 1	Hermansky-Pudlak Syndrome 1
MONDO:0008752	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84545	Alexander disease	Alexander Disease
MONDO:0008753	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84546	alkaptonuria	Alkaptonuria
MONDO:0008763	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84549	Alstrom syndrome	Alstrom Syndrome
MONDO:0008779	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84572	arthrogryposis	Arthrogryposis
MONDO:0008783	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85182	Tangier disease	Tangier Disease
MONDO:0008814	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84568	arginase deficiency	Argininemia
MONDO:0008815	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84569	argininosuccinic aciduria	Argininosuccinic Aciduria
MONDO:0008817	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C128805	arterial calcification, generalized, of infancy, 1	Generalized Arterial Calcification of Infancy 1
MONDO:0008824	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C129071	fetal akinesia deformation sequence	Fetal Akinesia Deformation Sequence
MONDO:0008830	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C61273	aspartylglucosaminuria	Aspartylglycosaminuria
MONDO:0008846	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C125693	atransferrinemia	Atransferrinemia
MONDO:0008863	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C125694	sitosterolemia	Sitosterolemia
MONDO:0008890	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85026	progressive bulbar palsy	Progressive Bulbar Palsy
MONDO:0008907	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C126868	PMM2-congenital disorder of glycosylation	Congenital Disorder of Glycosylation Type Ia
MONDO:0008910	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C132196	carboxypeptidase N deficiency	Carboxypeptidase N Deficiency
MONDO:0008918	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C133086	carnitine-acylcarnitine translocase deficiency	Carnitine-Acylcarnitine Translocase Deficiency
MONDO:0008919	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C98864	systemic primary carnitine deficiency disease	Primary Carnitine Deficiency
MONDO:0008921	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C125661	carnosinemia	Carnosinemia
MONDO:0008926	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C3817	COFS syndrome	Cerebrooculofacioskeletal Syndrome
MONDO:0008948	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84628	cerebrotendinous xanthomatosis	Cerebrotendinous Xanthomatosis
MONDO:0008955	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C173085	cerebrooculofacioskeletal syndrome 1	Cerebrooculofacioskeletal Syndrome 1
MONDO:0008965	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75100	CHARGE syndrome	CHARGE Syndrome
MONDO:0008966	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C35709	Aagenaes syndrome	Aagenaes Syndrome
MONDO:0008970	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C131420	chondrodysplasia Blomstrand type	Blomstrand Type Chondrodysplasia
MONDO:0008988	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C150601	citrullinemia type I	Citrullinemia Type I
MONDO:0009003	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C168757	achromatopsia 2	Achromatopsia 2
MONDO:0009026	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84652	Costello syndrome	Costello Syndrome
MONDO:0009032	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C129305	cranioectodermal dysplasia	Cranioectodermal Dysplasia
MONDO:0009044	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84656	Crigler-Najjar syndrome	Crigler-Najjar Syndrome
MONDO:0009046	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C118436	Fraser syndrome	Fraser Syndrome
MONDO:0009058	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C129070	cystathioninuria	Cystathioninuria
MONDO:0009067	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84664	cystinuria	Cystinuria
MONDO:0009070	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C128804	D-glyceric aciduria	D-Glyceric Aciduria
MONDO:0009072	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75012	Dandy-Walker syndrome	Dandy-Walker Malformation
MONDO:0009076	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C129022	autosomal recessive nonsyndromic hearing loss 1A	Deafness, Autosomal Recessive 1A
MONDO:0009107	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C156311	diastrophic dysplasia	Diastrophic Dysplasia
MONDO:0009109	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C121563	lysinuric protein intolerance	Lysinuric Protein Intolerance
MONDO:0009124	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C125591	Dubowitz syndrome	Dubowitz Syndrome
MONDO:0009126	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C101025	duodenal atresia	Duodenal Atresia
MONDO:0009130	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C124844	Dyggve-Melchior-Clausen disease	Dyggve-Melchior-Clausen Syndrome
MONDO:0009131	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84706	Riley-Day syndrome	Familial Dysautonomia
MONDO:0009144	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84681	Ebstein anomaly	Ebstein Anomaly
MONDO:0009162	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84684	Ellis-van Creveld syndrome	Ellis-Van Creveld Syndrome
MONDO:0009218	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84710	Farber lipogranulomatosis	Farber Lipogranulomatosis
MONDO:0009234	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C98946	congenital high-molecular-weight kininogen deficiency	High Molecular Weight Kininogen Deficiency
MONDO:0009238	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C156424	hereditary folate malabsorption	Hereditary Folate Malabsorption
MONDO:0009249	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84720	hereditary fructose intolerance	Hereditary Fructose Intolerance
MONDO:0009253	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C98932	Fryns syndrome	Fryns Syndrome
MONDO:0009254	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C61274	fucosidosis	Fucosidosis
MONDO:0009264	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84725	gastroschisis	Gastroschisis
MONDO:0009276	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84595	Bernard-Soulier syndrome	Bernard-Soulier Syndrome
MONDO:0009281	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C99101	glutaryl-CoA dehydrogenase deficiency	Glutaric Acidemia Type 1
MONDO:0009282	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84907	multiple acyl-CoA dehydrogenase deficiency	Multiple Acyl-CoA Dehydrogenase Deficiency
MONDO:0009288	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C122661	glycogen storage disease Ib	Glycogen Storage Disease Type Ib
MONDO:0009290	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84734	glycogen storage disease II	Glycogen Storage Disease Type II
MONDO:0009291	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84736	glycogen storage disease III	Glycogen Storage Disease Type III
MONDO:0009292	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84737	glycogen storage disease due to glycogen branching enzyme deficiency	Glycogen Storage Disease Type IV
MONDO:0009293	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84738	glycogen storage disease V	Glycogen Storage Disease Type V
MONDO:0009294	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C126875	glycogen storage disease VI	Glycogen Storage Disease Type VI
MONDO:0009295	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C118437	glycogen storage disease VII	Glycogen Storage Disease Type VII
MONDO:0009318	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84746	Hallermann-Streiff syndrome	Hallermann Syndrome
MONDO:0009324	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84748	Hartnup disease	Hartnup Disease
MONDO:0009341	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C74999	Mowat-Wilson syndrome	Mowat-Wilson Syndrome
MONDO:0009349	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75476	holoprosencephaly 1	Holoprosencephaly Type 1
MONDO:0009354	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C142173	methylcobalamin deficiency type cblE	Homocystinuria-Megaloblastic Anemia, cblE Complementation Type
MONDO:0009364	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C128118	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A1	Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1
MONDO:0009369	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C111905	non-immune hydrops fetalis	Non-Immune Hydrops Fetalis
MONDO:0009376	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84612	carbamoyl phosphate synthetase I deficiency disease	Carbamoyl-Phosphate Synthetase I Deficiency
MONDO:0009377	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C129307	hyperammonemia due to N-acetylglutamate synthase deficiency	N-Acetylglutamate Synthase Deficiency
MONDO:0009387	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84771	familial lipoprotein lipase deficiency	Hyperlipoproteinemia, Type I
MONDO:0009388	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C123433	hyperlysinemia	Hyperlysinemia
MONDO:0009393	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C129029	ornithine translocase deficiency	Hyperornithinemia-Hyperammonemia-Homocitrullinuria Syndrome
MONDO:0009426	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C133727	hypoparathyroidism-retardation-dysmorphism syndrome	Hypoparathyroidism-Retardation-Dysmorphism Syndrome
MONDO:0009454	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C156430	immunodeficiency-centromeric instability-facial anomalies syndrome 1	Immunodeficiency-Centromeric Instability-Facial Anomalies Syndrome 1
MONDO:0009458	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C135087	Schimke immuno-osseous dysplasia	Schimke Immunoosseous Dysplasia
MONDO:0009468	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C85035	pseudotumor cerebri	Pseudotumor Cerebri
MONDO:0009476	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C98828	atresia of small intestine	Small Intestine Atresia
MONDO:0009484	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C128117	primary ciliary dyskinesia 1	Primary Ciliary Dyskinesia 1
MONDO:0009490	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84992	Papillon-Lefevre disease	Papillon-Lefevre Syndrome
MONDO:0009499	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C61254	Krabbe disease	Krabbe Disease
MONDO:0009509	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84806	Landau-Kleffner syndrome	Landau-Kleffner Syndrome
MONDO:0009515	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84813	Norum disease	Lecithin Acyltransferase Deficiency
MONDO:0009517	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84676	Donohue syndrome	Donohue Syndrome
MONDO:0009519	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C3160	letterer-Siwe disease	Letterer-Siwe Disease
MONDO:0009520	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84523	3-hydroxy-3-methylglutaric aciduria	HMG-CoA Lyase Deficiency
MONDO:0009525	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C75121	split hand-foot malformation 3	Split-Hand/Foot Malformation Type 3
MONDO:0009527	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C126558	lipase deficiency, combined	Combined Lipase Deficiency
MONDO:0009530	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84829	lipoid proteinosis	Lipoid Proteinosis of Urbach and Wiethe
MONDO:0009532	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C124852	Miller-Dieker lissencephaly syndrome	Miller-Dieker Syndrome
MONDO:0009557	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C123417	mandibuloacral dysplasia with type A lipodystrophy	Mandibuloacral Dysplasia with Type A Lipodystrophy
MONDO:0009561	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84548	alpha-mannosidosis	Alpha-Mannosidosis
MONDO:0009562	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84596	beta-mannosidosis	Beta-Mannosidosis
MONDO:0009563	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C34806	maple syrup urine disease	Maple Syrup Urine Disease
MONDO:0009588	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C126876	Langer mesomelic dysplasia	Langer Mesomelic Dysplasia
MONDO:0009595	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C61245	cartilage-hair hypoplasia	Cartilage Hair Hypoplasia
MONDO:0009607	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C123435	methionine adenosyltransferase deficiency	Methionine Adenosyltransferase Deficiency
MONDO:0009612	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C148366	methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency	Methylmalonic Aciduria Due to Methylmalonyl-CoA Mutase Deficiency
MONDO:0009613	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C142171	methylmalonic aciduria, cblA type	Methylmalonic Aciduria, cblA Type
MONDO:0009614	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C142172	methylmalonic aciduria, cblB type	Methylmalonic Aciduria, cblB Type
MONDO:0009624	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C129306	microcephaly and chorioretinopathy 1	Microcephaly and Chorioretinopathy, Autosomal Recessive, Type 1
MONDO:0009627	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C132195	Galloway-Mowat syndrome	Galloway-Mowat Syndrome
MONDO:0009637	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C101328	inborn mitochondrial myopathy	Mitochondrial Myopathy
MONDO:0009650	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C61270	mucolipidosis type II	I-Cell Disease
MONDO:0009652	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C129978	GNPTG-mucolipidosis	Mucolipidosis Type III Gamma
MONDO:0009653	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84896	mucolipidosis type IV	Mucolipidosis Type IV
MONDO:0009655	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84897	mucopolysaccharidosis type 3A	Mucopolysaccharidosis Type IIIA
MONDO:0009656	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84898	mucopolysaccharidosis type 3B	Mucopolysaccharidosis Type IIIB
MONDO:0009657	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84899	mucopolysaccharidosis type 3C	Mucopolysaccharidosis Type IIIC
MONDO:0009658	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84900	mucopolysaccharidosis type 3D	Mucopolysaccharidosis Type IIID
MONDO:0009659	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84901	mucopolysaccharidosis type 4A	Mucopolysaccharidosis Type IVA
MONDO:0009660	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84902	mucopolysaccharidosis type 4B	Mucopolysaccharidosis Type IVB
MONDO:0009661	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C61264	mucopolysaccharidosis type 6	Maroteaux-Lamy Syndrome
MONDO:0009662	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84903	mucopolysaccharidosis type 7	Sly Syndrome
MONDO:0009664	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84906	mulibrey nanism	Mulibrey Nanism
MONDO:0009665	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84598	biotinidase deficiency	Biotinidase Deficiency
MONDO:0009666	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C98842	holocarboxylase synthetase deficiency	Holocarboxylase Synthetase Deficiency
MONDO:0009667	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C126740	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A3	Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 3
MONDO:0009669	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C98670	spinal muscular atrophy, type 1	Werdnig-Hoffmann Disease
MONDO:0009672	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C118847	spinal muscular atrophy, type III	Spinal Muscular Atrophy Type 3
MONDO:0009675	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C142079	autosomal recessive limb-girdle muscular dystrophy type 2A	Limb-Girdle Muscular Dystrophy Type 2A
MONDO:0009676	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C142080	autosomal recessive limb-girdle muscular dystrophy type 2B	Limb-Girdle Muscular Dystrophy Type 2B
MONDO:0009678	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C126741	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4	Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 4
MONDO:0009685	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C118846	Miyoshi myopathy	Miyoshi Muscular Dystrophy 1
MONDO:0009689	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C132292	congenital myasthenic syndrome 6	Presynaptic Congenital Myasthenic Syndrome 6
MONDO:0009697	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84804	Lafora disease	Lafora Disease
MONDO:0009705	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C98871	carnitine palmitoyl transferase 1A deficiency	Carnitine Palmitoyltransferase I Deficiency
MONDO:0009710	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84912	Thomsen and Becker disease	Myotonia Congenita
MONDO:0009711	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C120046	congenital fiber-type disproportion myopathy	Congenital Fiber-Type Disproportion
MONDO:0009712	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C150608	congenital multicore myopathy with external ophthalmoplegia	Minicore Myopathy with External Ophthalmoplegia
MONDO:0009723	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84814	Leigh syndrome	Leigh Disease
MONDO:0009737	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C129928	galactosialidosis	Galactosialidosis
MONDO:0009738	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C125596	sialidosis type 2	Neuraminidase Deficiency
MONDO:0009746	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C118633	hereditary sensory and autonomic neuropathy type 4	Neuropathy, Hereditary Sensory and Autonomic, Type IV
MONDO:0009756	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C126561	Niemann-Pick disease type A	Niemann-Pick Disease, Type A
MONDO:0009757	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C126864	Niemann-Pick disease, type C1	Niemann-Pick Disease, Type C1
MONDO:0009796	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C84744	ornithine aminotransferase deficiency	Gyrate Atrophy
MONDO:0009797	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C98944	orotic aciduria	Hereditary Orotic Aciduria
MONDO:0009809	http://purl.obolibrary.org/obo/mondo#ncit_rare	NCIT:C123437	multicentric osteolysis, nodulosis, and arthropathy	Multicentric Osteolysis, Nodulosis, and Arthropathy
