subject_id	subject_label	object_id	equivalence	author_id	mapping_provider	object_label
MONDO:0008855	MHC class II deficiency	NANDO:2200702	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	MHC class II deficiency
MONDO:0008863	sitosterolemia	NANDO:1200853	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Sitosterolemia
MONDO:0008867	biliary atresia	NANDO:1200913	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Biliary atresia
MONDO:0008867	biliary atresia	NANDO:2200930	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	biliary atresia
MONDO:0008876	Bloom syndrome	NANDO:1200333	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Bloom syndrome
MONDO:0008876	Bloom syndrome	NANDO:2200707	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Bloom syndrome
MONDO:0008888	Williams-Campbell syndrome	NANDO:2201040	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Bronchomalacia
MONDO:0008889	thromboangiitis obliterans	NANDO:1200266	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Buerger's disease
MONDO:0008892	progressive familial intrahepatic cholestasis type 1	NANDO:1201043	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Progressive familial intrahepatic cholestasis type 1
MONDO:0008905	predisposition to invasive fungal disease due to CARD9 deficiency	NANDO:2200773	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	CARD9 deficiency
MONDO:0008918	carnitine-acylcarnitine translocase deficiency	NANDO:1200972	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Carnitine-acylcarnitine translocase deficiency
MONDO:0008918	carnitine-acylcarnitine translocase deficiency	NANDO:2200511	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Carnitine-acylcarnitine translocase deficiency
MONDO:0008919	systemic primary carnitine deficiency disease	NANDO:1200973	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Systemic primary carnitine deficiency
MONDO:0008919	systemic primary carnitine deficiency disease	NANDO:2200508	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Organic cation transporter 2 deficiency
MONDO:0008947	bilateral striopallidodentate calcinosis	NANDO:1200207	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Idiopathic basal ganglia calcification
MONDO:0008948	cerebrotendinous xanthomatosis	NANDO:1200856	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Cerebrotendinous xanthomatosis
MONDO:0008956	obsolete congenital neuronal ceroid lipofuscinosis	NANDO:1200151	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Congenital neuronal ceroid lipofuscinosis
MONDO:0008956	obsolete congenital neuronal ceroid lipofuscinosis	NANDO:2201240	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Congenital neuronal ceroid lipofuscinosis
MONDO:0008963	Chediak-Higashi syndrome	NANDO:1200350	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Chédiak-Higashi syndrome
MONDO:0008963	Chediak-Higashi syndrome	NANDO:1200639	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Chédiak-Higashi syndrome
MONDO:0008963	Chediak-Higashi syndrome	NANDO:2200724	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Chédiak-Higashi syndrome
MONDO:0008965	CHARGE syndrome	NANDO:1200464	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	CHARGE syndrome
MONDO:0008965	CHARGE syndrome	NANDO:2200972	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	CHARGE syndrome
MONDO:0008972	rhizomelic chondrodysplasia punctata type 1	NANDO:1200763	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Rhizomelic chondrodysplasia punctata type 1
MONDO:0008974	Greenberg dysplasia	NANDO:2201361	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Greenberg dysplasia
MONDO:0008977	chondrosarcoma	NANDO:2200050	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Chondrosarcoma
MONDO:0008978	chordoma	NANDO:2200098	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Chordoma
MONDO:0008982	central areolar choroidal dystrophy	NANDO:1200939	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Central areolar choroidal dystrophy
MONDO:0008988	citrullinemia type I	NANDO:1200805	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Classic citrullinemia
MONDO:0008988	citrullinemia type I	NANDO:2200480	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Argininosuccinate synthetase deficiency
MONDO:0008996	obsolete COACH syndrome 1	NANDO:1201050	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	COACH syndrome
MONDO:0008999	Cohen syndrome	NANDO:2200750	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Cohen syndrome
MONDO:0009006	complement component 2 deficiency	NANDO:2200781	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	C2 deficiency
MONDO:0009010	aortic arch interruption	NANDO:2200288	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Interruption of aortic arch complex
MONDO:0009025	apparent mineralocorticoid excess	NANDO:2100130	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Apparent mineralocorticoid excess syndrome
MONDO:0009025	apparent mineralocorticoid excess	NANDO:2200362	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Apparent mineralocorticoid excess syndrome
MONDO:0009026	Costello syndrome	NANDO:1200463	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Costello syndrome
MONDO:0009026	Costello syndrome	NANDO:2200971	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Costello syndrome
MONDO:0009031	craniodiaphyseal dysplasia	NANDO:2201368	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Craniodiaphyseal dysplasia
MONDO:0009039	Baller-Gerold syndrome	NANDO:1201059	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Baller-Gerold syndrome
MONDO:0009044	Crigler-Najjar syndrome	NANDO:2100272	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Crigler-Najjar syndrome
MONDO:0009044	Crigler-Najjar syndrome	NANDO:2200941	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Crigler-Najjar syndrome
MONDO:0009049	Cushing syndrome due to macronodular adrenal hyperplasia	NANDO:2200353	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	ACTH-independent macronodular adrenal hyperplasia
MONDO:0009050	Cushing disease due to pituitary adenoma	NANDO:1200379	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Cushing disease
MONDO:0009050	Cushing disease due to pituitary adenoma	NANDO:2200350	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Cushing disease
MONDO:0009061	cystic fibrosis	NANDO:1200922	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Cystic fibrosis
MONDO:0009061	cystic fibrosis	NANDO:1201021	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Cystic fibrosis
MONDO:0009061	cystic fibrosis	NANDO:2100035	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Cystic fibrosis
MONDO:0009061	cystic fibrosis	NANDO:2200205	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Cystic fibrosis
MONDO:0009064	ocular cystinosis	NANDO:1200164	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Non-nephropathic cystinosis 
MONDO:0009064	ocular cystinosis	NANDO:2201236	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Non-nephropathic cystinosis 
MONDO:0009066	juvenile nephropathic cystinosis	NANDO:1200163	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Intermediate cystinosis
MONDO:0009066	juvenile nephropathic cystinosis	NANDO:2201235	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Intermediate cystinosis
MONDO:0009067	cystinuria	NANDO:2200489	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Cystinuria
MONDO:0009072	Dandy-Walker syndrome	NANDO:2200821	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Dandy-Walker syndrome
MONDO:0009092	polycystic lipomembranous osteodysplasia with sclerosing leukoencephaly	NANDO:1200658	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Nasu-Hakola disease
MONDO:0009096	obsolete hereditary diffuse leukoencephalopathy with axonal spheroids and pigmented glia	NANDO:1200546	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hereditary diffuse leukoencephalopathy with spheroid
MONDO:0009109	lysinuric protein intolerance	NANDO:1200809	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Lysinuric protein intolerance
MONDO:0009109	lysinuric protein intolerance	NANDO:2200488	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Lysinuric protein intolerance
MONDO:0009112	rhizomelic chondrodysplasia punctata type 2	NANDO:1200771	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Rhizomelic chondrodysplasia punctata type 2
MONDO:0009114	congenital sucrase-isomaltase deficiency	NANDO:2200908	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Congenital sucrase-isomaltase deficiency
MONDO:0009116	obsolete lactose intolerance	NANDO:2200907	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Lactose intolerance
MONDO:0009123	orthostatic hypotension 1	NANDO:2200597	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Dopamine beta hydroxylase deficiency
MONDO:0009134	congenital dyserythropoietic anemia type 2	NANDO:1200887	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Congenital dyserythropoietic anemia type II
MONDO:0009138	dysosteosclerosis	NANDO:2201365	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Dysosteosclerosis
MONDO:0009141	torsion dystonia 2	NANDO:1200513	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Dystonia 2
MONDO:0009144	Ebstein anomaly	NANDO:1200711	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Ebstein's anomaly
MONDO:0009144	Ebstein anomaly	NANDO:2100080	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Ebstein's anomaly
MONDO:0009144	Ebstein anomaly	NANDO:2200260	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Ebstein's anomaly
MONDO:0009161	Ehlers-Danlos syndrome, dermatosparaxis type	NANDO:1200651	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Ehlers-Danlos syndrome, dermatosparaxis type
MONDO:0009161	Ehlers-Danlos syndrome, dermatosparaxis type	NANDO:2201261	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Ehlers-Danlos syndrome, dermatosparaxis type
MONDO:0009169	endocardial fibroelastosis	NANDO:2100060	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Endocardial fibroelastosis
MONDO:0009169	endocardial fibroelastosis	NANDO:2200235	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Endocardial fibroelastosis
MONDO:0009173	congenital enteropathy due to enteropeptidase deficiency	NANDO:2200910	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Enterokinase deficiency
MONDO:0009176	epidermodysplasia verruciformis	NANDO:2200768	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Epidermodysplasia verruciformis
MONDO:0009179	recessive dystrophic epidermolysis bullosa	NANDO:1200238	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Recessive dystrophic epidermolysis bullosa
MONDO:0009179	recessive dystrophic epidermolysis bullosa	NANDO:2201383	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Recessive dystrophic epidermolysis bullosa, generalized severe
MONDO:0009180	junctional epidermolysis bullosa, non-Herlitz type	NANDO:1201066	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Non-Herlitz junctional epidermolysis bullosa
MONDO:0009180	junctional epidermolysis bullosa, non-Herlitz type	NANDO:2201379	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Non-Herlitz junctional epidermolysis bullosa
MONDO:0009181	epidermolysis bullosa simplex 5B, with muscular dystrophy	NANDO:2201376	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Epidermolysis bullosa simplex with muscular dystrophy
MONDO:0009182	junctional epidermolysis bullosa Herlitz type	NANDO:1201065	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Herlitz junctional epidermolysis bullosa
MONDO:0009182	junctional epidermolysis bullosa Herlitz type	NANDO:2200119	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Herlitz junctional epidermolysis bullosa
MONDO:0009182	junctional epidermolysis bullosa Herlitz type	NANDO:2201378	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Herlitz junctional epidermolysis bullosa
MONDO:0009183	junctional epidermolysis bullosa with pyloric atresia	NANDO:2201380	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Junctional epidermolysis bullosa with pyloric atresia
MONDO:0009194	immunodeficiency 32B	NANDO:2200808	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Chronic active EB virus infection
MONDO:0009218	Farber lipogranulomatosis	NANDO:1200086	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Farber disease
MONDO:0009218	Farber lipogranulomatosis	NANDO:2200565	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Farber disease
MONDO:0009234	congenital high-molecular-weight kininogen deficiency	NANDO:2200685	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	High molecular weight kininogen deficiency
MONDO:0009238	hereditary folate malabsorption	NANDO:1200810	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hereditary folate malabsorption
MONDO:0009238	hereditary folate malabsorption	NANDO:2200592	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hereditary folate malabsorption
MONDO:0009249	hereditary fructose intolerance	NANDO:2200531	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hereditary fructose intolerance
MONDO:0009251	fructose-1,6-bisphosphatase deficiency	NANDO:2200535	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Fructose-1,6-bisphosphatase deficiency
MONDO:0009254	fucosidosis	NANDO:1200130	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Fucosidosis
MONDO:0009254	fucosidosis	NANDO:2200553	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Fucosidosis
MONDO:0009255	galactokinase deficiency	NANDO:2200533	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Galactokinase deficiency
MONDO:0009257	galactose epimerase deficiency	NANDO:2200534	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	UDP-galactose-4-epimerase deficiency
MONDO:0009258	classic galactosemia	NANDO:1200851	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Galactose-1-phosphate uridyltransferase deficiency
MONDO:0009258	classic galactosemia	NANDO:2200532	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Galactose-1-phosphate uridyltransferase deficiency
MONDO:0009260	GM1 gangliosidosis type 1	NANDO:1200067	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Infantile GM1 gangliosidosis
MONDO:0009260	GM1 gangliosidosis type 1	NANDO:2201196	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	GM1 gangliosidosis, infantile form
MONDO:0009261	GM1 gangliosidosis type 2	NANDO:1200068	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Juvenile GM1 gangliosidosis
MONDO:0009261	GM1 gangliosidosis type 2	NANDO:2201197	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	GM1 gangliosidosis, juvenile form
MONDO:0009262	GM1 gangliosidosis type 3	NANDO:1200069	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Adult GM1 gangliosidosis
MONDO:0009262	GM1 gangliosidosis type 3	NANDO:2201198	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	GM1 gangliosidosis, adult form
MONDO:0009265	Gaucher disease type I	NANDO:1200057	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Gaucher disease type 1
MONDO:0009265	Gaucher disease type I	NANDO:2201210	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Gaucher disease type 1
MONDO:0009266	Gaucher disease type II	NANDO:1200058	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Gaucher disease type 2
MONDO:0009266	Gaucher disease type II	NANDO:2201211	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Gaucher disease type 2
MONDO:0009267	Gaucher disease type III	NANDO:1200059	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Gaucher disease type 3
MONDO:0009267	Gaucher disease type III	NANDO:2201212	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Gaucher disease type 3
MONDO:0009276	Bernard-Soulier syndrome	NANDO:2200656	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Bernard-Soulier syndrome
MONDO:0009278	obsolete hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency	NANDO:2200516	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	3-hydroxy acyl-CoA dehydrogenase deficiency
MONDO:0009279	triple-A syndrome	NANDO:1200410	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Allgrove syndrome
MONDO:0009281	glutaryl-CoA dehydrogenase deficiency	NANDO:1200800	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Glutaric acidemia type 1
MONDO:0009281	glutaryl-CoA dehydrogenase deficiency	NANDO:2200501	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Glutaric acidemia type 1
MONDO:0009282	multiple acyl-CoA dehydrogenase deficiency	NANDO:1200801	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Glutaric acidemia type 2
MONDO:0009282	multiple acyl-CoA dehydrogenase deficiency	NANDO:2200502	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Glutaric acidemia type 2
MONDO:0009287	glycogen storage disease due to glucose-6-phosphatase deficiency type IA	NANDO:2201153	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Glycogen storage disease type 1a
MONDO:0009288	glycogen storage disease Ib	NANDO:1200841	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hepatic glycogen storage disease type Ib
MONDO:0009288	glycogen storage disease Ib	NANDO:2200754	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Glycogen storage disease type 1b
MONDO:0009288	glycogen storage disease Ib	NANDO:2201154	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Glycogen storage disease type 1b
MONDO:0009290	glycogen storage disease II	NANDO:1200138	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Pompe disease
MONDO:0009290	glycogen storage disease II	NANDO:1200825	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Glycogen storage diseases type II
MONDO:0009290	glycogen storage disease II	NANDO:2200569	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Pompe disease
MONDO:0009291	glycogen storage disease III	NANDO:1200826	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Glycogen storage diseases type III
MONDO:0009291	glycogen storage disease III	NANDO:1200844	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hepatic GSD type IIIc
MONDO:0009291	glycogen storage disease III	NANDO:1201019	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hepatic glycogen storage disease type III
MONDO:0009291	glycogen storage disease III	NANDO:2200539	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Glycogen storage disease type III
MONDO:0009292	glycogen storage disease due to glycogen branching enzyme deficiency	NANDO:1200827	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Glycogen storage diseases type IV
MONDO:0009292	glycogen storage disease due to glycogen branching enzyme deficiency	NANDO:1200850	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hepatic glycogen storage disease type IV
MONDO:0009292	glycogen storage disease due to glycogen branching enzyme deficiency	NANDO:2200540	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Glycogen storage disease type IV
MONDO:0009293	glycogen storage disease V	NANDO:1200828	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Glycogen storage diseases type V
MONDO:0009293	glycogen storage disease V	NANDO:2200541	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Glycogen storage disease type V
MONDO:0009294	glycogen storage disease VI	NANDO:1200846	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Hepatic glycogen storage disease type VI
MONDO:0009294	glycogen storage disease VI	NANDO:2200542	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Glycogen storage disease type VI
MONDO:0009295	glycogen storage disease VII	NANDO:1200823	MONDO:equivalentTo	orcid:0000-0003-0011-764X|orcid:0000-0002-0170-9172	http://nanbyodata.jp	Muscle glycogen storage disease
