mondo_id	subset	ordo_id	mondo_label	ordo_label
MONDO:0013110	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:217382	neurodegenerative syndrome due to cerebral folate transport deficiency	Neurodegenerative syndrome due to cerebral folate transport deficiency
MONDO:0013111	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:217371	acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins	Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins
MONDO:0013115	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:217335	RIN2 syndrome	RIN2 syndrome
MONDO:0013116	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:330054	congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome	Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome
MONDO:0013118	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:240760	Nijmegen breakage syndrome-like disorder	Nijmegen breakage syndrome-like disorder
MONDO:0013125	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:168984	CLAPO syndrome	CLAPO syndrome
MONDO:0013127	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:93270	asphyxiating thoracic dystrophy 3	Short rib-polydactyly syndrome, Saldino-Noonan type
MONDO:0013127	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:93271	asphyxiating thoracic dystrophy 3	Short rib-polydactyly syndrome, Verma-Naumoff type
MONDO:0013128	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:217330	familial juvenile hyperuricemic nephropathy type 2	REN-related autosomal dominant tubulointerstitial kidney disease
MONDO:0013132	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:320365	hereditary spastic paraplegia 36	Autosomal dominant spastic paraplegia type 36
MONDO:0013136	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:217407	hereditary hypotrichosis with recurrent skin vesicles	Hereditary hypotrichosis with recurrent skin vesicles
MONDO:0013143	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:217467	hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency	Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency
MONDO:0013144	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:82	hereditary antithrombin deficiency	Hereditary thrombophilia due to congenital antithrombin deficiency
MONDO:0013150	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:238455	parkinsonism-dystonia, infantile	Infantile dystonia-parkinsonism
MONDO:0013161	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:206564	autosomal recessive limb-girdle muscular dystrophy type 2O	POMGNT1-related limb-girdle muscular dystrophy R15
MONDO:0013162	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:206559	autosomal recessive limb-girdle muscular dystrophy type 2N	POMT2-related limb-girdle muscular dystrophy R14
MONDO:0013164	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:65287	beta-ureidopropionase deficiency	Beta-ureidopropionase deficiency
MONDO:0013165	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:320396	hereditary spastic paraplegia 45	Autosomal recessive spastic paraplegia type 45
MONDO:0013166	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:2066	GABA aminotransaminase deficiency	Gamma-aminobutyric acid transaminase deficiency
MONDO:0013169	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:329802	chromosome 5p13 duplication syndrome	5p13 microduplication syndrome
MONDO:0013170	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:221145	cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies	Cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies
MONDO:0013171	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:760	purine nucleoside phosphorylase deficiency	Purine nucleoside phosphorylase deficiency
MONDO:0013172	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:250972	polymicrogyria with optic nerve hypoplasia	Polymicrogyria with optic nerve hypoplasia
MONDO:0013176	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:363992	Weill-Marchesani 4 syndrome, recessive	Ichthyosis-short stature-brachydactyly-microspherophakia syndrome
MONDO:0013177	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:34520	congenital muscular dystrophy due to integrin alpha-7 deficiency	Congenital muscular dystrophy with integrin alpha-7 deficiency
MONDO:0013178	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:157973	congenital muscular dystrophy due to LMNA mutation	Congenital muscular dystrophy due to LMNA mutation
MONDO:0013179	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:320401	hereditary spastic paraplegia 44	Autosomal recessive spastic paraplegia type 44
MONDO:0013182	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:217385	chromosome 17p13.3 duplication syndrome	17p13.3 microduplication syndrome
MONDO:0013184	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:92050	congenital diarrhea 5 with tufting enteropathy	Congenital tufting enteropathy
MONDO:0013208	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:309854	cirrhosis - dystonia - polycythemia - hypermanganesemia syndrome	Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome
MONDO:0013212	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:228174	Charcot-Marie-Tooth disease axonal type 2N	Autosomal dominant Charcot-Marie-Tooth disease type 2N
MONDO:0013222	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:399096	Miyoshi muscular dystrophy 3	Distal anoctaminopathy
MONDO:0013223	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:401979	autosomal recessive spondylometaphyseal dysplasia, Megarbane type	Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type
MONDO:0013226	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:221139	combined immunodeficiency with faciooculoskeletal anomalies	Combined immunodeficiency with facio-oculo-skeletal anomalies
MONDO:0013227	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:465	congenital plasminogen activator inhibitor type 1 deficiency	Congenital plasminogen activator inhibitor type 1 deficiency
MONDO:0013228	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:228387	spondylo-megaepiphyseal-metaphyseal dysplasia	Spondylo-megaepiphyseal-metaphyseal dysplasia
MONDO:0013229	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:166412	hot water reflex epilepsy	Hot water reflex epilepsy
MONDO:0013232	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:2619	brachydactylous dwarfism, Mseleni type	Brachydactylous dwarfism, Mseleni type
MONDO:0013233	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:99642	spondyloepimetaphyseal dysplasia, Handigodu type	Spondyloepimetaphyseal dysplasia, Handigodu type
MONDO:0013238	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:261279	chromosome 17q23.1-q23.2 deletion syndrome	17q23.1q23.2 microdeletion syndrome
MONDO:0013239	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:320355	hereditary spastic paraplegia 41	Autosomal dominant spastic paraplegia type 41
MONDO:0013241	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:211017	spinocerebellar ataxia type 30	Spinocerebellar ataxia type 30
MONDO:0013245	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:228426	syndromic multisystem autoimmune disease due to ITCH deficiency	Syndromic multisystem autoimmune disease due to Itch deficiency
MONDO:0013252	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:280558	Warsaw breakage syndrome	Warsaw breakage syndrome
MONDO:0013256	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:94065	chromosome 15q24 deletion syndrome	15q24 microdeletion syndrome
MONDO:0013266	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:664410	intellectual disability, autosomal dominant 20	Brain abnormalities-severe developmental delay-facial dysmorphism-intellectual disability syndrome
MONDO:0013267	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:261222	distal 16p11.2 microdeletion syndrome	Distal 16p11.2 microdeletion syndrome
MONDO:0013268	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:228390	frontonasal dysplasia with alopecia and genital anomaly	Frontonasal dysplasia-alopecia-genital anomalies syndrome
MONDO:0013271	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:306542	frontonasal dysplasia - severe microphthalmia - severe facial clefting syndrome	Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome
MONDO:0013272	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:261120	chromosome 14q11-q22 deletion syndrome	14q11.2 microdeletion syndrome
MONDO:0013273	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:96078	chromosome 16p13.3 duplication syndrome	16p13.3 microduplication syndrome
MONDO:0013275	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:712	hemolytic anemia due to glucophosphate isomerase deficiency	Hemolytic anemia due to glucophosphate isomerase deficiency
MONDO:0013276	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:779	Reynolds syndrome	Reynolds syndrome
MONDO:0013281	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:263501	COG4-congenital disorder of glycosylation	COG4-CDG
MONDO:0013282	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:60	alpha 1-antitrypsin deficiency	Alpha-1-antitrypsin deficiency
MONDO:0013291	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:263297	glycogen storage disease XV	Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency
MONDO:0013292	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:238750	chromosome 4q21 deletion syndrome	4q21 microdeletion syndrome
MONDO:0013296	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:168953	myeloid neoplasm associated with FGFR1 rearrangement	Myeloid/lymphoid neoplasm associated with FGFR1 rearrangement
MONDO:0013298	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:217340	chromosome 17q21.31 duplication syndrome	17q21.31 microduplication syndrome
MONDO:0013300	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:141276	commissural facial cleft	Tessier number 7 facial cleft
MONDO:0013301	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:91	aromatase deficiency	Aromatase deficiency
MONDO:0013304	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:166081	von Willebrand disease 2	Von Willebrand disease type 2
MONDO:0013306	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:254930	combined oxidative phosphorylation defect type 7	Combined oxidative phosphorylation defect type 7
MONDO:0013308	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:363972	CBL-related disorder	Noonan syndrome-like disorder with juvenile myelomonocytic leukemia
MONDO:0013310	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:95699	congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency
MONDO:0013311	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:247820	ectodermal dysplasia-syndactyly syndrome	Ectodermal dysplasia-pili torti-cutaneous syndactyly syndrome
MONDO:0013313	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:247827	ectodermal dysplasia-cutaneous syndactyly syndrome	Ectodermal dysplasia-hyperhidrosis-cutaneous syndactyly syndrome
MONDO:0013316	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:247834	occult macular dystrophy	Occult macular dystrophy
MONDO:0013317	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:51084	torsade-de-pointes syndrome with short coupling interval	Torsade-de-pointes syndrome with short coupling interval
MONDO:0013320	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:261211	chromosome 16p12.2-p11.2 deletion syndrome	16p11.2p12.2 microdeletion syndrome
MONDO:0013324	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:99141	lymphedema-posterior choanal atresia syndrome	Lymphedema-posterior choanal atresia syndrome
MONDO:0013325	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:263487	COG5-congenital disorder of glycosylation	COG5-CDG
MONDO:0013327	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:93600	primary hyperoxaluria type 3	Primary hyperoxaluria type 3
MONDO:0013329	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:238578	familial clubfoot due to 17q23.1q23.2 microduplication	Familial clubfoot due to 17q23.1q23.2 microduplication
MONDO:0013334	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:465824	cocoon syndrome	Fetal encasement syndrome
MONDO:0013336	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:357001	chromosome 19p13.13 deletion syndrome	19p13.13 microdeletion syndrome
MONDO:0013338	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:254334	Charcot-Marie-Tooth disease recessive intermediate B	Autosomal recessive intermediate Charcot-Marie-Tooth disease type B
MONDO:0013341	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:280183	methylmalonic acidemia due to transcobalamin receptor defect	Methylmalonic aciduria due to transcobalamin receptor defect
MONDO:0013342	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:306511	hereditary spastic paraplegia 48	Autosomal recessive spastic paraplegia type 48
MONDO:0013349	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:280071	ALG11-congenital disorder of glycosylation	ALG11-CDG
MONDO:0013351	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:402364	infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly	Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly
MONDO:0013352	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:391372	intellectual disability-severe speech delay-mild dysmorphism syndrome	FOXP1 Syndrome
MONDO:0013353	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:562559	intellectual disability, anterior maxillary protrusion, and strabismus	Anterior maxillary protrusion-strabismus-intellectual disability syndrome
MONDO:0013354	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:254343	spastic ataxia 4	Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome
MONDO:0013355	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:293825	congenital dyserythropoietic anemia type 4	Congenital dyserythropoietic anemia type IV
MONDO:0013357	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:137634	chromosome 17q11.2 deletion syndrome, 1.4Mb	Overgrowth-macrocephaly-facial dysmorphism syndrome
MONDO:0013357	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:97685	chromosome 17q11.2 deletion syndrome, 1.4Mb	17q11 microdeletion syndrome
MONDO:0013359	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:251274	familial hyperaldosteronism type III	Familial hyperaldosteronism type III
MONDO:0013360	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:93302	brachyolmia, Maroteaux type	Brachyolmia, Maroteaux type
MONDO:0013361	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:325	congenital prothrombin deficiency	Congenital factor II deficiency
MONDO:0013362	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:363444	THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome	THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome
MONDO:0013363	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:294026	chromosome 2q31.1 duplication syndrome	Syndactyly-nystagmus syndrome due to 2q31.1 microduplication
MONDO:0013364	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:353284	Rubinstein-Taybi syndrome due to EP300 haploinsufficiency	Rubinstein-Taybi syndrome due to EP300 haploinsufficiency
MONDO:0013368	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:238744	mammary-digital-nail syndrome	Mammary-digital-nail syndrome
MONDO:0013382	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:217396	progressive demyelinating neuropathy with bilateral striatal necrosis	Progressive polyneuropathy with bilateral striatal necrosis
MONDO:0013387	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:439218	developmental and epileptic encephalopathy, 7	KCNQ2-related epileptic encephalopathy
MONDO:0013390	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:254361	autosomal recessive limb-girdle muscular dystrophy type 2Q	Plectin-related limb-girdle muscular dystrophy R17
MONDO:0013391	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:163684	sterol carrier protein 2 deficiency	Leukoencephalopathy-dystonia-motor neuropathy syndrome
MONDO:0013392	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:284289	autosomal recessive spinocerebellar ataxia 10	Adult-onset autosomal recessive cerebellar ataxia
MONDO:0013393	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:254351	distal 7q11.23 microdeletion syndrome	Distal 7q11.23 microdeletion syndrome
MONDO:0013394	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:306547	porencephaly-microcephaly-bilateral congenital cataract syndrome	Porencephaly-microcephaly-bilateral congenital cataract syndrome
MONDO:0013396	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:401986	chromosome 1p32-p31 deletion syndrome	1p31p32 microdeletion syndrome
MONDO:0013400	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:168558	Congenital adrenal insufficiency with 46, XY sex reversal OR 46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency	46,XY difference of sex development-adrenal insufficiency due to CYP11A1 deficiency
MONDO:0013404	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:88618	hypermethioninemia with deficiency of S-adenosylhomocysteine hydrolase	S-adenosylhomocysteine hydrolase deficiency
MONDO:0013408	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:306550	FADD-related immunodeficiency	FADD-related immunodeficiency
MONDO:0013417	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:280133	complement component 3 deficiency	Complement component 3 deficiency
MONDO:0013423	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:331187	immunodeficiency due to MASP-2 deficiency	Immunodeficiency due to MASP-2 deficiency
MONDO:0013424	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:1620	3p- syndrome	Distal deletion 3p
MONDO:0013426	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:284984	aneurysm-osteoarthritis syndrome	Aneurysm-osteoarthritis syndrome
MONDO:0013427	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:391311	immunodeficiency 31B	Susceptibility to viral and mycobacterial infections due to STAT1 deficiency
MONDO:0013433	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:171	primary sclerosing cholangitis	Primary sclerosing cholangitis
MONDO:0013439	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:79302	congenital bile acid synthesis defect 3	Congenital bile acid synthesis defect type 3
MONDO:0013440	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:280333	autosomal recessive limb-girdle muscular dystrophy type 2P	Alpha-dystroglycan-related limb-girdle muscular dystrophy R16
MONDO:0013452	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:404463	multisystemic smooth muscle dysfunction syndrome	Multisystemic smooth muscle dysfunction syndrome
MONDO:0013456	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319651	constitutional megaloblastic anemia with severe neurologic disease	Constitutional megaloblastic anemia with severe neurologic disease
MONDO:0013458	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:363694	hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome	Hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome
MONDO:0013464	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:211067	episodic ataxia type 5	Episodic ataxia type 5
MONDO:0013467	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:331190	immunodeficiency due to ficolin3 deficiency	Immunodeficiency due to ficolin3 deficiency
MONDO:0013472	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:280553	fatal infantile hypertonic myofibrillar myopathy	Fatal infantile hypertonic myofibrillar myopathy
MONDO:0013478	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:280356	PLIN1-related familial partial lipodystrophy	PLIN1-related familial partial lipodystrophy
MONDO:0013481	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:1587	chromosome 13q14 deletion syndrome	Monosomy 13q14
MONDO:0013485	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:276193	spinocerebellar ataxia type 35	Spinocerebellar ataxia type 35
MONDO:0013486	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:276183	spinocerebellar ataxia type 32	Spinocerebellar ataxia type 32
MONDO:0013487	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:169467	recurrent Neisseria infections due to factor D deficiency	Recurrent Neisseria infections due to factor D deficiency
MONDO:0013512	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:93616	hemoglobin H disease	Hemoglobin H disease
MONDO:0013523	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:280576	Nestor-Guillermo progeria syndrome	Nestor-Guillermo progeria syndrome
MONDO:0013526	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:280620	progressive myoclonic epilepsy type 6	Progressive myoclonic epilepsy type 6
MONDO:0013531	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:79350	PSPH deficiency	3-phosphoserine phosphatase deficiency, infantile/juvenile form
MONDO:0013533	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:140905	hyperlipidemia due to hepatic triglyceride lipase deficiency	Hyperlipidemia due to hepatic triacylglycerol lipase deficiency
MONDO:0013536	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:562509	heme oxygenase 1 deficiency	Heme oxygenase-1 deficiency
MONDO:0013539	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:79507	hypotonia-failure to thrive-microcephaly syndrome	Hypotonia-failure to thrive-microcephaly syndrome
MONDO:0013541	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:300570	complex cortical dysplasia with other brain malformations 1	Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation
MONDO:0013546	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:1194	mitochondrial complex V (ATP synthase) deficiency nuclear type 2	TMEM70-related mitochondrial encephalo-cardio-myopathy
MONDO:0013550	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:63273	distal myopathy with posterior leg and anterior hand involvement	Distal myopathy with posterior leg and anterior hand involvement
MONDO:0013559	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:231531	Hermansky-Pudlak syndrome 7	Hermansky-Pudlak syndrome due to BLOC-1 deficiency
MONDO:0013561	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:280586	chondrodysplasia with joint dislocations, gPAPP type	Chondrodysplasia with joint dislocations, gPAPP type
MONDO:0013563	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:280633	multiple congenital anomalies-hypotonia-seizures syndrome 1	Multiple congenital anomalies-hypotonia-seizures syndrome
MONDO:0013569	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:498497	short-rib thoracic dysplasia 7 with or without polydactyly	Short rib-polydactyly syndrome type 5
MONDO:0013570	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:319504	combined oxidative phosphorylation defect type 8	Combined oxidative phosphorylation defect type 8
MONDO:0013571	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:926	acatalasia	Acatalasemia
MONDO:0013572	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:435628	Keppen-Lubinsky syndrome	Keppen-Lubinsky syndrome
MONDO:0013574	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:171719	cutis laxa - Marfanoid syndrome	Cutis laxa-Marfanoid syndrome
MONDO:0013576	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:183675	recurrent infections associated with rare immunoglobulin isotypes deficiency	Recurrent infections associated with rare immunoglobulin isotypes deficiency
MONDO:0013578	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:464306	DYRK1A-related intellectual disability syndrome	DYRK1A-related intellectual disability syndrome
MONDO:0013579	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:289307	methylmalonate semialdehyde dehydrogenase deficiency	Developmental delay due to methylmalonate semialdehyde dehydrogenase deficiency
MONDO:0013580	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:255138	pyruvate dehydrogenase E1-beta deficiency	Pyruvate dehydrogenase E1-beta deficiency
MONDO:0013583	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:280640	occipital pachygyria and polymicrogyria	Occipital pachygyria and polymicrogyria
MONDO:0013584	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:456318	hereditary sensory neuropathy-deafness-dementia syndrome	Hereditary sensory neuropathy-deafness-dementia syndrome
MONDO:0013587	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:284435	glycogen storage disease due to lactate dehydrogenase H-subunit deficiency	Glycogen storage disease due to lactate dehydrogenase H-subunit deficiency
MONDO:0013594	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:276198	spinocerebellar ataxia type 36	Spinocerebellar ataxia type 36
MONDO:0013595	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:276405	hyperbiliverdinemia	Hyperbiliverdinemia
MONDO:0013599	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:391487	autoimmune enteropathy and endocrinopathy - susceptibility to chronic infections syndrome	STAT1-related autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome
MONDO:0013607	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:228423	monocytopenia with susceptibility to infections	GATA2 deficiency spectrum
MONDO:0013614	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:293958	hypertelorism-preauricular sinus-punctual pits-deafness syndrome	Hypertelorism-preauricular sinus-punctual pits-deafness syndrome
MONDO:0013615	http://purl.obolibrary.org/obo/mondo#ordo_disorder	Orphanet:284149	craniosynostosis and dental anomalies	Craniosynostosis-dental anomalies
MONDO:0013622	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:98886	platelet-type bleeding disorder 9	Bleeding diathesis due to integrin alpha2-beta1 deficiency
MONDO:0013623	http://purl.obolibrary.org/obo/mondo#ordo_subtype_of_a_disorder	Orphanet:98885	platelet-type bleeding disorder 11	Bleeding diathesis due to glycoprotein VI deficiency
