term_id	term_label	exclusion_reason	exclude_children
OMIM:154235	MAK	MONDO:excludeGene	
OMIM:613434	HAUS8	MONDO:excludeGene	
OMIM:604345	MAN1A2	MONDO:excludeGene	
OMIM:611347	INTS3	MONDO:excludeGene	
OMIM:608950	MAGI2IT	MONDO:excludeGene	
OMIM:610277	ORAI1	MONDO:excludeGene	
OMIM:612565	RAB1B	MONDO:excludeGene	
OMIM:606841	DEDD	MONDO:excludeGene	
OMIM:607825	HOOK3	MONDO:excludeGene	
OMIM:107269	CD44	MONDO:excludeGene	
OMIM:600390	USF2	MONDO:excludeGene	
OMIM:615845	MIR190A	MONDO:excludeGene	
OMIM:605807	CDH20	MONDO:excludeGene	
OMIM:602803	HIST1H2BB	MONDO:excludeGene	
OMIM:176943	FGFR2	MONDO:excludeGene	
OMIM:614189	GOLGA7B	MONDO:excludeGene	
OMIM:609342	CBLIF	MONDO:excludeGene	
OMIM:612944	RNASET2	MONDO:excludeGene	
OMIM:605710	GFRA3	MONDO:excludeGene	
OMIM:600442	AQP5	MONDO:excludeGene	
OMIM:616918	PIGG	MONDO:excludeGene	
OMIM:606329	PCDHB3	MONDO:excludeGene	
OMIM:602730	ACVR2B	MONDO:excludeGene	
OMIM:613200	PDS5A	MONDO:excludeGene	
OMIM:612050	NDFIP1	MONDO:excludeGene	
OMIM:609045	GPR141	MONDO:excludeGene	
OMIM:601738	EXTL1	MONDO:excludeGene	
OMIM:138965	CXCL6	MONDO:excludeGene	
OMIM:609096	FBXO22	MONDO:excludeGene	
OMIM:606974	COG2	MONDO:excludeGene	
OMIM:605801	RALBP1	MONDO:excludeGene	
OMIM:613039	CHD1L	MONDO:excludeGene	
OMIM:612733	THOC5	MONDO:excludeGene	
OMIM:612136	ECHDC1	MONDO:excludeGene	
OMIM:602296	AP4M1	MONDO:excludeGene	
OMIM:600215	MFAP1	MONDO:excludeGene	
OMIM:604509	IL18RAP	MONDO:excludeGene	
OMIM:182125	SPR	MONDO:excludeGene	
OMIM:610595	FLAD1	MONDO:excludeGene	
OMIM:617529	FASTKD1	MONDO:excludeGene	
OMIM:614657	AMOTL1	MONDO:excludeGene	
OMIM:607108	PAX6	MONDO:excludeGene	
OMIM:615445	TRBC2	MONDO:excludeGene	
OMIM:600738	SELPLG	MONDO:excludeGene	
OMIM:182340	ATP1A2	MONDO:excludeGene	
OMIM:613301	FEZF1	MONDO:excludeGene	
OMIM:614821	PTCSC3	MONDO:excludeGene	
OMIM:138333	GSTM4	MONDO:excludeGene	
OMIM:607359	CCAR2	MONDO:excludeGene	
OMIM:618532	CLASRP	MONDO:excludeGene	
OMIM:615452	PRNCR1	MONDO:excludeGene	
OMIM:603306	TCF21	MONDO:excludeGene	
OMIM:164031	NOP2	MONDO:excludeGene	
OMIM:156353	MT1G	MONDO:excludeGene	
OMIM:604427	SCN10A	MONDO:excludeGene	
OMIM:609397	STOX1	MONDO:excludeGene	
OMIM:605729	AKNA	MONDO:excludeGene	
OMIM:102680	ADD1	MONDO:excludeGene	
OMIM:615759	KIDINS220	MONDO:excludeGene	
OMIM:176261	KCNE1	MONDO:excludeGene	
OMIM:300264	UBQLN2	MONDO:excludeGene	
OMIM:617286	PANCR	MONDO:excludeGene	
OMIM:605392	FGFR1OP	MONDO:excludeGene	
OMIM:610616	ANKRD12	MONDO:excludeGene	
OMIM:615403	THOC6	MONDO:excludeGene	
OMIM:612693	URM1	MONDO:excludeGene	
OMIM:605411	KCND3	MONDO:excludeGene	
OMIM:189890	TRNL	MONDO:excludeGene	
OMIM:603043	NSMAF	MONDO:excludeGene	
OMIM:607664	GNS	MONDO:excludeGene	
OMIM:300737	GAGE10	MONDO:excludeGene	
OMIM:601038	DIO3	MONDO:excludeGene	
OMIM:619315	SLC35E2B	MONDO:excludeGene	
OMIM:136950	FURIN	MONDO:excludeGene	
OMIM:300913	VMA21	MONDO:excludeGene	
OMIM:600687	TIAM1	MONDO:excludeGene	
OMIM:613261	PRTG	MONDO:excludeGene	
OMIM:300964	LAS1L	MONDO:excludeGene	
OMIM:605165	ZNF278	MONDO:excludeGene	
OMIM:619882	TYW5	MONDO:excludeGene	
OMIM:604135	NFE2L3	MONDO:excludeGene	
OMIM:176394	PSG5	MONDO:excludeGene	
OMIM:608735	SLC39A13	MONDO:excludeGene	
OMIM:124089	COX6B1	MONDO:excludeGene	
OMIM:606281	RAB38	MONDO:excludeGene	
OMIM:612647	RSPH4A	MONDO:excludeGene	
OMIM:619014	TTC5	MONDO:excludeGene	
OMIM:615130	GALNT11	MONDO:excludeGene	
OMIM:606627	DAAM2	MONDO:excludeGene	
OMIM:612264	MRC2	MONDO:excludeGene	
OMIM:604723	TSFM	MONDO:excludeGene	
OMIM:616960	GIMAP6	MONDO:excludeGene	
OMIM:138247	GRIA2	MONDO:excludeGene	
OMIM:120830	C4BPA	MONDO:excludeGene	
OMIM:190090	SRC	MONDO:excludeGene	
OMIM:450000	None	MONDO:excludeGene	
OMIM:617368	SH3BP1	MONDO:excludeGene	
OMIM:600867	SSR2	MONDO:excludeGene	
OMIM:619667	SLC35F6	MONDO:excludeGene	
OMIM:611061	FAM20C	MONDO:excludeGene	
OMIM:179508	RAB1	MONDO:excludeGene	
OMIM:142970	HOXC8	MONDO:excludeGene	
OMIM:603774	COX7C	MONDO:excludeGene	
OMIM:603435	GPX5	MONDO:excludeGene	
OMIM:608440	LACTB	MONDO:excludeGene	
OMIM:100730	CHRNG	MONDO:excludeGene	
OMIM:611397	TANC1	MONDO:excludeGene	
OMIM:616879	TBC1D22A	MONDO:excludeGene	
OMIM:613472	ULK3	MONDO:excludeGene	
OMIM:611440	WDR46	MONDO:excludeGene	
OMIM:617067	LYPD8	MONDO:excludeGene	
OMIM:603814	RBX1	MONDO:excludeGene	
OMIM:614967	SCRN3	MONDO:excludeGene	
OMIM:612902	LCN8	MONDO:excludeGene	
OMIM:138160	SLC2A2	MONDO:excludeGene	
OMIM:605896	ECEL1	MONDO:excludeGene	
OMIM:604002	ROCK2	MONDO:excludeGene	
OMIM:603865	GFPT2	MONDO:excludeGene	
OMIM:611914	TSC22D4	MONDO:excludeGene	
OMIM:617446	CHAC2	MONDO:excludeGene	
OMIM:613171	RBM20	MONDO:excludeGene	
OMIM:614606	FOCAD	MONDO:excludeGene	
OMIM:606234	IKZF2	MONDO:excludeGene	
OMIM:162330	TAC3	MONDO:excludeGene	
OMIM:614533	CDC26	MONDO:excludeGene	
OMIM:600815	POLD2	MONDO:excludeGene	
OMIM:603006	CDH4	MONDO:excludeGene	
OMIM:607240	KMT5A	MONDO:excludeGene	
OMIM:613009	SEPSECS	MONDO:excludeGene	
OMIM:606165	BOLL	MONDO:excludeGene	
OMIM:619499	ZNF383	MONDO:excludeGene	
OMIM:607038	OTOA	MONDO:excludeGene	
OMIM:602330	ABLIM1	MONDO:excludeGene	
OMIM:300213	CXX1	MONDO:excludeGene	
OMIM:600137	MAP3K10	MONDO:excludeGene	
OMIM:611792	ZCCHC4	MONDO:excludeGene	
OMIM:606755	PADI3	MONDO:excludeGene	
OMIM:601342	CSE1L	MONDO:excludeGene	
OMIM:606639	GFM1	MONDO:excludeGene	
OMIM:601867	ATP1B3	MONDO:excludeGene	
OMIM:600301	ACADSB	MONDO:excludeGene	
OMIM:608234	GAL3ST3	MONDO:excludeGene	
OMIM:607158	VENTX	MONDO:excludeGene	
OMIM:617615	TMEM258	MONDO:excludeGene	
OMIM:616746	BOD1L1	MONDO:excludeGene	
OMIM:188350	TYMS	MONDO:excludeGene	
OMIM:604851	GRSF1	MONDO:excludeGene	
OMIM:618370	NEXNAS1	MONDO:excludeGene	
OMIM:300362	ARMCX1	MONDO:excludeGene	
OMIM:619843	DENND4B	MONDO:excludeGene	
OMIM:610316	PNPT1	MONDO:excludeGene	
OMIM:605186	WIF1	MONDO:excludeGene	
OMIM:617838	FAM234B	MONDO:excludeGene	
OMIM:159559	AFDN	MONDO:excludeGene	
OMIM:603787	KCNF1	MONDO:excludeGene	
OMIM:312180	UBE2A	MONDO:excludeGene	
OMIM:605478	SIGIRR	MONDO:excludeGene	
OMIM:607887	CMTM4	MONDO:excludeGene	
OMIM:601907	NEO1	MONDO:excludeGene	
OMIM:611453	DBNDD2	MONDO:excludeGene	
OMIM:606819	DPP8	MONDO:excludeGene	
OMIM:608402	MS4A6E	MONDO:excludeGene	
OMIM:603477	BUD31	MONDO:excludeGene	
OMIM:120160	COL1A2	MONDO:excludeGene	
OMIM:168440	PTMS	MONDO:excludeGene	
OMIM:602349	NTN3	MONDO:excludeGene	
OMIM:618671	ZDHHC19	MONDO:excludeGene	
OMIM:614447	G0S2	MONDO:excludeGene	
OMIM:608522	HBXAP	MONDO:excludeGene	
OMIM:147120	IGHG3	MONDO:excludeGene	
OMIM:154540	M6PR	MONDO:excludeGene	
OMIM:192132	ATP6V1B1	MONDO:excludeGene	
OMIM:618937	PPP1R35	MONDO:excludeGene	
OMIM:614661	PATL2	MONDO:excludeGene	
OMIM:160776	MYH10	MONDO:excludeGene	
OMIM:605251	ABCC5	MONDO:excludeGene	
OMIM:603955	FMO2	MONDO:excludeGene	
OMIM:616360	TMEM135	MONDO:excludeGene	
OMIM:610191	CHST9	MONDO:excludeGene	
OMIM:608015	TSKU	MONDO:excludeGene	
OMIM:604487	OTOG	MONDO:excludeGene	
OMIM:615793	ISM1	MONDO:excludeGene	
OMIM:605734	TMEFF2	MONDO:excludeGene	
OMIM:610362	RAX2	MONDO:excludeGene	
OMIM:600441	GAS6	MONDO:excludeGene	
OMIM:108732	ATP2B4	MONDO:excludeGene	
OMIM:147850	IL5	MONDO:excludeGene	
OMIM:610677	LSM14A	MONDO:excludeGene	
OMIM:123910	GZMB	MONDO:excludeGene	
OMIM:615375	IRAK1BP1	MONDO:excludeGene	
OMIM:611824	MRPL9	MONDO:excludeGene	
OMIM:162323	TACR1	MONDO:excludeGene	
OMIM:602176	PSMB3	MONDO:excludeGene	
OMIM:603272	CNKSR1	MONDO:excludeGene	
OMIM:611406	DYNC1LI2	MONDO:excludeGene	
OMIM:604814	LILRB5	MONDO:excludeGene	
OMIM:616935	FAF2	MONDO:excludeGene	
OMIM:615062	SCGB1D4	MONDO:excludeGene	
OMIM:610594	FNIP1	MONDO:excludeGene	
OMIM:609358	ETV2	MONDO:excludeGene	
OMIM:607764	HSD3B7	MONDO:excludeGene	
OMIM:610371	SLC2A7	MONDO:excludeGene	
OMIM:604041	MPDU1	MONDO:excludeGene	
OMIM:601528	VEGFC	MONDO:excludeGene	
OMIM:600446	ADORA2B	MONDO:excludeGene	
OMIM:609522	ELOA2	MONDO:excludeGene	
OMIM:616403	TP53TG1	MONDO:excludeGene	
OMIM:612664	RERG	MONDO:excludeGene	
OMIM:604092	TTK	MONDO:excludeGene	
OMIM:600497	PRKAA2	MONDO:excludeGene	
OMIM:608960	ARL5A	MONDO:excludeGene	
OMIM:613300	FAM13AOS	MONDO:excludeGene	
OMIM:610845	SLC35B3	MONDO:excludeGene	
OMIM:114085	S100A10	MONDO:excludeGene	
OMIM:617196	TMC3	MONDO:excludeGene	
OMIM:613516	RUBCN	MONDO:excludeGene	
OMIM:142580	PRRC2A	MONDO:excludeGene	
OMIM:602478	TRDMT1	MONDO:excludeGene	
OMIM:609836	PCBD2	MONDO:excludeGene	
OMIM:147245	CD79B	MONDO:excludeGene	
OMIM:300007	IL9R	MONDO:excludeGene	
OMIM:615242	SMIM1	MONDO:excludeGene	
OMIM:614271	CCDC137	MONDO:excludeGene	
OMIM:614585	FDX2	MONDO:excludeGene	
OMIM:609582	MIR122A	MONDO:excludeGene	
OMIM:607837	CLN8	MONDO:excludeGene	
OMIM:605515	FOXP1	MONDO:excludeGene	
OMIM:604646	NUP50	MONDO:excludeGene	
OMIM:616883	SRPRB	MONDO:excludeGene	
OMIM:600062	RAD23B	MONDO:excludeGene	
OMIM:609874	ITLN2	MONDO:excludeGene	
OMIM:605862	RXYLT1	MONDO:excludeGene	
OMIM:606089	BCYRN1	MONDO:excludeGene	
OMIM:612823	TAF1D	MONDO:excludeGene	
OMIM:603186	DAXX	MONDO:excludeGene	
OMIM:300668	SPANXN5	MONDO:excludeGene	
OMIM:615943	MAGI3	MONDO:excludeGene	
OMIM:606384	NEDD4L	MONDO:excludeGene	
OMIM:602945	TADA3	MONDO:excludeGene	
OMIM:607846	METTL2B	MONDO:excludeGene	
OMIM:610152	CENPM	MONDO:excludeGene	
OMIM:603611	TNFRSF10A	MONDO:excludeGene	
OMIM:604998	CAMK1	MONDO:excludeGene	
OMIM:190980	ERVT5	MONDO:excludeGene	
OMIM:182268	SPRR2B	MONDO:excludeGene	
OMIM:611234	FAM84A	MONDO:excludeGene	
OMIM:610626	PLPP5	MONDO:excludeGene	
OMIM:140100	HP	MONDO:excludeGene	
OMIM:605079	SALL3	MONDO:excludeGene	
OMIM:615324	JOSD2	MONDO:excludeGene	
OMIM:602998	SNCG	MONDO:excludeGene	
OMIM:102577	RFC4	MONDO:excludeGene	
OMIM:606204	LY6D	MONDO:excludeGene	
OMIM:607163	LOXL3	MONDO:excludeGene	
OMIM:613645	ATF7IP2	MONDO:excludeGene	
OMIM:615891	ZBTB8OS	MONDO:excludeGene	
OMIM:615680	CARD16	MONDO:excludeGene	
OMIM:609668	PPTC7	MONDO:excludeGene	
OMIM:611148	SLC30A6	MONDO:excludeGene	
OMIM:179061	PDHA2	MONDO:excludeGene	
OMIM:601910	GPR22	MONDO:excludeGene	
OMIM:120320	COL12A1	MONDO:excludeGene	
OMIM:300060	LAGE3	MONDO:excludeGene	
OMIM:176793	PMCHL1	MONDO:excludeGene	
OMIM:606566	MYLK2	MONDO:excludeGene	
OMIM:618274	PPWD1	MONDO:excludeGene	
OMIM:602425	MAP3K4	MONDO:excludeGene	
OMIM:600407	RFC5	MONDO:excludeGene	
OMIM:619109	YIF1B	MONDO:excludeGene	
OMIM:617538	EFL1	MONDO:excludeGene	
OMIM:601313	PKD1	MONDO:excludeGene	
OMIM:603912	EIF3H	MONDO:excludeGene	
OMIM:608152	PTGES2	MONDO:excludeGene	
OMIM:610806	TBC1D3C	MONDO:excludeGene	
OMIM:608668	ZMYND11	MONDO:excludeGene	
OMIM:614532	RASGEF1B	MONDO:excludeGene	
OMIM:618340	SMR3A	MONDO:excludeGene	
OMIM:618059	WDR25	MONDO:excludeGene	
OMIM:602822	H4C1	MONDO:excludeGene	
OMIM:604784	TCEA2	MONDO:excludeGene	
OMIM:609316	TRIM31	MONDO:excludeGene	
OMIM:182135	HTR2A	MONDO:excludeGene	
OMIM:619413	CCDC144A	MONDO:excludeGene	
OMIM:603869	RAB27B	MONDO:excludeGene	
OMIM:116945	MCM2	MONDO:excludeGene	
OMIM:601366	SMAD2	MONDO:excludeGene	
OMIM:612969	TIGD7	MONDO:excludeGene	
OMIM:606416	NLRP3	MONDO:excludeGene	
OMIM:615142	KIF2B	MONDO:excludeGene	
OMIM:612012	ZFYVE26	MONDO:excludeGene	
OMIM:602907	CETN3	MONDO:excludeGene	
OMIM:608626	STRADA	MONDO:excludeGene	
OMIM:610939	MIR192	MONDO:excludeGene	
OMIM:604875	MYO9A	MONDO:excludeGene	
OMIM:608465	SETX	MONDO:excludeGene	
OMIM:612196	ABHD2	MONDO:excludeGene	
OMIM:607938	NTM	MONDO:excludeGene	
OMIM:602607	SLC22A1	MONDO:excludeGene	
OMIM:601261	ZSCAN21	MONDO:excludeGene	
OMIM:606038	LY6G6D	MONDO:excludeGene	
OMIM:604437	SLC38A3	MONDO:excludeGene	
OMIM:300361	NGFRAP1	MONDO:excludeGene	
OMIM:605359	PRR4	MONDO:excludeGene	
OMIM:300973	RHOXF1P1	MONDO:excludeGene	
OMIM:609449	NDE1	MONDO:excludeGene	
OMIM:618227	LRRC56	MONDO:excludeGene	
OMIM:606333	PCDHB7	MONDO:excludeGene	
OMIM:607635	CPA4	MONDO:excludeGene	
OMIM:611797	UQCC1	MONDO:excludeGene	
OMIM:600317	TPM4	MONDO:excludeGene	
OMIM:612523	None	MONDO:excludeGene	
OMIM:600825	RORA	MONDO:excludeGene	
OMIM:147521	ITPKA	MONDO:excludeGene	
OMIM:618551	MAP10	MONDO:excludeGene	
OMIM:164050	PNP	MONDO:excludeGene	
OMIM:604446	PTER	MONDO:excludeGene	
OMIM:606032	SRRM2	MONDO:excludeGene	
OMIM:300370	TREX2	MONDO:excludeGene	
OMIM:603577	NOL4	MONDO:excludeGene	
OMIM:605663	RSPH14	MONDO:excludeGene	
OMIM:601441	None	MONDO:excludeGene	
OMIM:300276	EDA2R	MONDO:excludeGene	
OMIM:613050	FAM90A14	MONDO:excludeGene	
OMIM:611754	AADAT	MONDO:excludeGene	
OMIM:302650	CDR1	MONDO:excludeGene	
OMIM:608797	MEI1	MONDO:excludeGene	
OMIM:312861	HTR2C	MONDO:excludeGene	
OMIM:619327	LRRC15	MONDO:excludeGene	
OMIM:600377	GALR1	MONDO:excludeGene	
OMIM:617076	FKBPL	MONDO:excludeGene	
OMIM:604019	AGFG2	MONDO:excludeGene	
OMIM:611071	SNORD83B	MONDO:excludeGene	
OMIM:608754	TSEN34	MONDO:excludeGene	
OMIM:608113	SGCZ	MONDO:excludeGene	
OMIM:609960	PUM3	MONDO:excludeGene	
OMIM:616673	SKA1	MONDO:excludeGene	
OMIM:612613	LCE3A	MONDO:excludeGene	
OMIM:610281	ZFP62	MONDO:excludeGene	
OMIM:619241	JPT2	MONDO:excludeGene	
OMIM:605783	BCAS2	MONDO:excludeGene	
OMIM:601704	CXCL9	MONDO:excludeGene	
OMIM:157140	MAPT	MONDO:excludeGene	
OMIM:619620	CTRB2	MONDO:excludeGene	
OMIM:608019	TNIP3	MONDO:excludeGene	
OMIM:614194	DOCK6	MONDO:excludeGene	
OMIM:614977	LINC01081	MONDO:excludeGene	
OMIM:615097	SLC6A13	MONDO:excludeGene	
OMIM:610767	ATG16L1	MONDO:excludeGene	
OMIM:613701	MIR328	MONDO:excludeGene	
OMIM:104180	GANC	MONDO:excludeGene	
OMIM:611973	MRPS6	MONDO:excludeGene	
OMIM:602395	GPAM	MONDO:excludeGene	
OMIM:134629	FDPS	MONDO:excludeGene	
OMIM:614109	BPIFC	MONDO:excludeGene	
OMIM:609025	KRT75	MONDO:excludeGene	
OMIM:606648	IL22RA2	MONDO:excludeGene	
OMIM:613821	PPP3R2	MONDO:excludeGene	
OMIM:609277	MOCS3	MONDO:excludeGene	
OMIM:608414	PLCE1	MONDO:excludeGene	
OMIM:610298	PHLDB2	MONDO:excludeGene	
OMIM:603016	CDH19	MONDO:excludeGene	
OMIM:605792	TEX14	MONDO:excludeGene	
OMIM:146738	INSL3	MONDO:excludeGene	
OMIM:600011	EPHB4	MONDO:excludeGene	
OMIM:614151	RFWD3	MONDO:excludeGene	
OMIM:609835	MYCBPAP	MONDO:excludeGene	
OMIM:605308	ZNF346	MONDO:excludeGene	
OMIM:617029	SEMA4B	MONDO:excludeGene	
OMIM:611982	MRPS18B	MONDO:excludeGene	
OMIM:603839	NDUFB3	MONDO:excludeGene	
OMIM:617381	NUDT16	MONDO:excludeGene	
OMIM:614625	DANCR	MONDO:excludeGene	
OMIM:602563	NKX6-1	MONDO:excludeGene	
OMIM:617673	SPATA22	MONDO:excludeGene	
OMIM:602043	GPR31	MONDO:excludeGene	
OMIM:614801	MSL1	MONDO:excludeGene	
OMIM:603066	PLOD3	MONDO:excludeGene	
OMIM:604272	SCO2	MONDO:excludeGene	
OMIM:610070	None	MONDO:excludeGene	
OMIM:603538	KMO	MONDO:excludeGene	
OMIM:606305	PCDHGC4	MONDO:excludeGene	
OMIM:605613	HIP1R	MONDO:excludeGene	
OMIM:619022	TMEM229B	MONDO:excludeGene	
OMIM:613236	KCNJ18	MONDO:excludeGene	
OMIM:601180	RANBP1	MONDO:excludeGene	
OMIM:125505	DNASE1	MONDO:excludeGene	
OMIM:610556	HAR1A	MONDO:excludeGene	
OMIM:601618	SOX18	MONDO:excludeGene	
OMIM:605949	GPRC5C	MONDO:excludeGene	
OMIM:128240	UTRN	MONDO:excludeGene	
OMIM:617291	TMEM150B	MONDO:excludeGene	
OMIM:602521	MAPK7	MONDO:excludeGene	
OMIM:609072	FBXW5	MONDO:excludeGene	
OMIM:607093	MTHFR	MONDO:excludeGene	
OMIM:601833	AIF1	MONDO:excludeGene	
OMIM:300754	TAF9B	MONDO:excludeGene	
OMIM:300930	MAP7D3	MONDO:excludeGene	
OMIM:604746	TESK2	MONDO:excludeGene	
OMIM:612159	RPH3A	MONDO:excludeGene	
OMIM:610383	RASSF9	MONDO:excludeGene	
OMIM:154550	MPI	MONDO:excludeGene	
OMIM:610729	WDR92	MONDO:excludeGene	
OMIM:615252	ZBED6CL	MONDO:excludeGene	
OMIM:609921	LRP10	MONDO:excludeGene	
OMIM:617467	FRMD4B	MONDO:excludeGene	
OMIM:616041	TSTD1	MONDO:excludeGene	
OMIM:602098	PLK1	MONDO:excludeGene	
OMIM:600966	LLGL1	MONDO:excludeGene	
OMIM:603749	TRPM2	MONDO:excludeGene	
OMIM:609708	LPL	MONDO:excludeGene	
OMIM:186930	TRBC1	MONDO:excludeGene	
OMIM:300899	RPL39	MONDO:excludeGene	
OMIM:616750	ZDHHC16	MONDO:excludeGene	
OMIM:618391	DPH6	MONDO:excludeGene	
OMIM:607249	CATSPER2	MONDO:excludeGene	
OMIM:300019	HCFC1	MONDO:excludeGene	
OMIM:300414	PHF6	MONDO:excludeGene	
OMIM:611711	MIR433	MONDO:excludeGene	
OMIM:611599	MIR206	MONDO:excludeGene	
OMIM:400037	TTTY4	MONDO:excludeGene	
OMIM:616467	DPCD	MONDO:excludeGene	
OMIM:615385	MIR485	MONDO:excludeGene	
OMIM:605096	ANO7	MONDO:excludeGene	
OMIM:604573	ATP5MPL	MONDO:excludeGene	
OMIM:607640	ATXN7	MONDO:excludeGene	
OMIM:611114	MIR150	MONDO:excludeGene	
OMIM:611281	KLHDC1	MONDO:excludeGene	
OMIM:612583	SPNS1	MONDO:excludeGene	
OMIM:176610	PFN1	MONDO:excludeGene	
OMIM:617636	GPR1AS	MONDO:excludeGene	
OMIM:605741	GPR183	MONDO:excludeGene	
OMIM:604824	KL	MONDO:excludeGene	
OMIM:618900	ZCWPW1	MONDO:excludeGene	
OMIM:300332	ITGB1BP2	MONDO:excludeGene	
OMIM:608711	CTDSP2	MONDO:excludeGene	
OMIM:608242	HERC5	MONDO:excludeGene	
OMIM:602353	TGFB1I1	MONDO:excludeGene	
OMIM:619117	ARL16	MONDO:excludeGene	
OMIM:601365	DVL1	MONDO:excludeGene	
OMIM:616252	TCAF2	MONDO:excludeGene	
OMIM:605440	UBQLN4	MONDO:excludeGene	
OMIM:606214	SPTBN4	MONDO:excludeGene	
OMIM:608209	DPP10	MONDO:excludeGene	
OMIM:182350	ATP1A3	MONDO:excludeGene	
OMIM:619168	TMEM109	MONDO:excludeGene	
OMIM:300766	NKAP	MONDO:excludeGene	
OMIM:608625	PTRH2	MONDO:excludeGene	
OMIM:616769	NIT2	MONDO:excludeGene	
OMIM:600755	SYN2	MONDO:excludeGene	
OMIM:604874	KLRG1	MONDO:excludeGene	
OMIM:619344	PCP2	MONDO:excludeGene	
OMIM:300199	RBMX	MONDO:excludeGene	
OMIM:617714	CAVIN4	MONDO:excludeGene	
OMIM:605107	EDF1	MONDO:excludeGene	
OMIM:618344	PRR15	MONDO:excludeGene	
OMIM:612752	CXXC5	MONDO:excludeGene	
OMIM:151350	LARS1	MONDO:excludeGene	
OMIM:611677	OR13G1	MONDO:excludeGene	
OMIM:605358	GTF2A1L	MONDO:excludeGene	
OMIM:619818	ELOF1	MONDO:excludeGene	
OMIM:601323	NUCB1	MONDO:excludeGene	
OMIM:610415	STXBP4	MONDO:excludeGene	
OMIM:607042	CLN3	MONDO:excludeGene	
OMIM:605573	HSD17B3	MONDO:excludeGene	
OMIM:120560	None	MONDO:excludeGene	
OMIM:607378	SERBP1	MONDO:excludeGene	
OMIM:603325	PPP1R9B	MONDO:excludeGene	
OMIM:615466	TLNRD1	MONDO:excludeGene	
OMIM:610169	INO80	MONDO:excludeGene	
OMIM:603576	TRPM1	MONDO:excludeGene	
OMIM:561000	MTRNR1	MONDO:excludeGene	
OMIM:605836	UNC13B	MONDO:excludeGene	
OMIM:147796	JAK2	MONDO:excludeGene	
OMIM:604445	PI13	MONDO:excludeGene	
OMIM:138600	ORM1	MONDO:excludeGene	
OMIM:613967	TAS2R45	MONDO:excludeGene	
OMIM:616596	ARL8B	MONDO:excludeGene	
OMIM:601150	DDX11	MONDO:excludeGene	
OMIM:614247	MIR519D	MONDO:excludeGene	
OMIM:605459	ABCG5	MONDO:excludeGene	
OMIM:603791	SLC23A2	MONDO:excludeGene	
OMIM:180691	RNU5A	MONDO:excludeGene	
OMIM:607120	PLCB1	MONDO:excludeGene	
OMIM:607856	CGNL1	MONDO:excludeGene	
OMIM:604199	RAB35	MONDO:excludeGene	
OMIM:600549	IK	MONDO:excludeGene	
OMIM:619211	HPCAL4	MONDO:excludeGene	
OMIM:602139	NDUFA7	MONDO:excludeGene	
OMIM:179615	RAG1	MONDO:excludeGene	
OMIM:610178	KIAA0586	MONDO:excludeGene	
OMIM:609840	SLC24A4	MONDO:excludeGene	
OMIM:613764	SCAMP4	MONDO:excludeGene	
OMIM:609459	DGCR6L	MONDO:excludeGene	
OMIM:610337	URGCP	MONDO:excludeGene	
OMIM:603152	ATP5PF	MONDO:excludeGene	
OMIM:608337	OTUB1	MONDO:excludeGene	
OMIM:600924	GFER	MONDO:excludeGene	
OMIM:601757	PEX7	MONDO:excludeGene	
OMIM:603971	ZNF91	MONDO:excludeGene	
OMIM:609678	SLITRK1	MONDO:excludeGene	
OMIM:607699	RNF20	MONDO:excludeGene	
OMIM:601972	RORB	MONDO:excludeGene	
OMIM:182891	SRM	MONDO:excludeGene	
OMIM:614472	RNF123	MONDO:excludeGene	
OMIM:146880	HLA-DQA1	MONDO:excludeGene	
OMIM:147141	TCF3	MONDO:excludeGene	
OMIM:616426	CEP192	MONDO:excludeGene	
OMIM:616213	ZNF292	MONDO:excludeGene	
OMIM:618962	OVCH2	MONDO:excludeGene	
OMIM:603453	RIPK1	MONDO:excludeGene	
OMIM:604066	B3GALT5	MONDO:excludeGene	
OMIM:142984	HOXD10	MONDO:excludeGene	
OMIM:605536	RAB11FIP5	MONDO:excludeGene	
OMIM:610940	MIR194-1	MONDO:excludeGene	
OMIM:179410	RDX	MONDO:excludeGene	
OMIM:603015	TRRAP	MONDO:excludeGene	
OMIM:608985	RNF2	MONDO:excludeGene	
OMIM:602616	MGAT2	MONDO:excludeGene	
OMIM:114230	CAPN2	MONDO:excludeGene	
OMIM:610479	SRFBP1	MONDO:excludeGene	
OMIM:600035	EMX2	MONDO:excludeGene	
OMIM:609111	FBXO44	MONDO:excludeGene	
OMIM:603680	ATXN8OS	MONDO:excludeGene	
OMIM:609859	ETNK2	MONDO:excludeGene	
OMIM:609326	MIR1-1	MONDO:excludeGene	
OMIM:602444	ZNF354A	MONDO:excludeGene	
OMIM:602667	NBN	MONDO:excludeGene	
OMIM:609502	CDHR1	MONDO:excludeGene	
OMIM:186720	CD6	MONDO:excludeGene	
OMIM:604152	OAZ2	MONDO:excludeGene	
OMIM:612071	MIRN451	MONDO:excludeGene	
OMIM:604669	PKD2L2	MONDO:excludeGene	
OMIM:614551	SERINC5	MONDO:excludeGene	
OMIM:615811	PPIL3	MONDO:excludeGene	
OMIM:612846	SENP7	MONDO:excludeGene	
OMIM:606304	PCDHGB7	MONDO:excludeGene	
OMIM:606184	ADAMTS12	MONDO:excludeGene	
OMIM:610513	ATP13A2	MONDO:excludeGene	
OMIM:126350	DNASE2	MONDO:excludeGene	
OMIM:608551	VPS18	MONDO:excludeGene	
