subject_id	subject_label	predicate_id	object_id	mapping_justification	object_label	comment	mapping_tool	confidence	subject_match_field	object_match_field	match_string	review	notes	Questions
MONDO:0008667	von Hippel-Lindau disease	ICD10CM:Q85.8	MONDO:equivalentTo	semapv:RegularExpressionReplacement	"Other phakomatoses, not elsewhere classified"	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	von hippel-lindau syndrome	N	other' terms are not in scope for Mondo	
MONDO:0013144	hereditary antithrombin deficiency	ICD10CM:D68.59	MONDO:equivalentTo	semapv:LexicalMatching	Other primary thrombophilia	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	antithrombin iii deficiency	N	other' terms are not in scope for Mondo	
MONDO:0019145	hereditary thrombophilia due to congenital protein C deficiency	ICD10CM:D68.59	MONDO:equivalentTo	semapv:LexicalMatching	Other primary thrombophilia	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	protein c deficiency	N	other' terms are not in scope for Mondo	
MONDO:0018838	lissencephaly spectrum disorders	ICD10CM:Q04.3	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Other reduction deformities of brain	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	lissencephaly	N	other' terms are not in scope for Mondo	
MONDO:0018838	lissencephaly spectrum disorders	ICD10CM:Q04.3	MONDO:equivalentTo	semapv:LexicalMatching	Other reduction deformities of brain	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	lissencephaly	N	other' terms are not in scope for Mondo	
MONDO:0002443	bruxism	ICD10CM:F45.8	MONDO:equivalentTo	semapv:LexicalMatching	Other somatoform disorders	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	teeth grinding	N	other' terms are not in scope for Mondo	
MONDO:0010002	Rothmund-Thomson syndrome	ICD10CM:Q82.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified congenital malformations of skin	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	congenital poikiloderma	N	other' terms are not in scope for Mondo	
MONDO:0007417	Darier disease	ICD10CM:Q82.8	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Other specified congenital malformations of skin	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	keratosis follicularis	N	other' terms are not in scope for Mondo	
MONDO:0001485	atypical depressive disorder	ICD10CM:F32.89	MONDO:equivalentTo	semapv:LexicalMatching	Other specified depressive episodes	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	atypical depression	N	other' terms are not in scope for Mondo	
MONDO:0001099	lactocele	ICD10CM:N64.89	MONDO:equivalentTo	semapv:LexicalMatching	Other specified disorders of breast	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	galactocele	N	other' terms are not in scope for Mondo	
MONDO:0009846	pentosuria	ICD10CM:E74.89	MONDO:equivalentTo	semapv:LexicalMatching	Other specified disorders of carbohydrate metabolism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	essential pentosuria	N	other' terms are not in scope for Mondo	
MONDO:0019565	hereditary von Willebrand disease	ICD10CM:D69.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified hemorrhagic conditions	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	vascular pseudohemophilia	N	other' terms are not in scope for Mondo	
MONDO:0018949	distal myopathy	ICD10CM:G71.09	MONDO:equivalentTo	semapv:LexicalMatching	Other specified muscular dystrophies	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	distal muscular dystrophy	N	other' terms are not in scope for Mondo	
MONDO:0008195	paramyotonia congenita of Von Eulenburg	ICD10CM:G71.19	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Other specified myotonic disorders	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	paramyotonia congenita	N	other' terms are not in scope for Mondo	
MONDO:0024608	dientamoebiasis	ICD10CM:A07.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified protozoal intestinal diseases	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	intestinal trichomoniasis	N	other' terms are not in scope for Mondo	
MONDO:0003627	rheumatic pulmonary valve disease	ICD10CM:I09.89	MONDO:equivalentTo	semapv:LexicalMatching	Other specified rheumatic heart diseases	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	rheumatic disease of pulmonary valve	N	other' terms are not in scope for Mondo	
MONDO:0011230	ossification of the posterior longitudinal ligament of the spine	ICD10CM:M48.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified spondylopathies	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	ossification of posterior longitudinal ligament	N	other' terms are not in scope for Mondo	
MONDO:0024518	reactive thrombocytosis	ICD10CM:D75.838	MONDO:equivalentTo	semapv:LexicalMatching	Other thrombocytosis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	secondary thrombocytosis	N	other' terms are not in scope for Mondo	
MONDO:0006865	necrotizing ulcerative gingivitis	ICD10CM:A69.1	MONDO:equivalentTo	semapv:LexicalMatching	Other Vincent's infections	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	vincent's angina	N	other' terms are not in scope for Mondo	
MONDO:0006865	necrotizing ulcerative gingivitis	ICD10CM:A69.1	MONDO:equivalentTo	semapv:LexicalMatching	Other Vincent's infections	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	trench mouth	N	other' terms are not in scope for Mondo	
MONDO:0004652	bacterial pneumonia	ICD10CM:J15.6	MONDO:equivalentTo	semapv:LexicalMatching	Pneumonia due to other Gram-negative bacteria	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	rdfs:label	pneumonia due to other gram-negative bacteria	N	other' terms are not in scope for Mondo	
MONDO:0018903	sarcocystosis	ICD10CM:A07.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified protozoal intestinal diseases	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	sarcocystosis	N	other' terms are not in scope for Mondo	
MONDO:0018903	sarcocystosis	ICD10CM:A07.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified protozoal intestinal diseases	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	sarcosporidiosis	N	other' terms are not in scope for Mondo	
MONDO:0001682	diphtheritic peritonitis	ICD10CM:A36.89	MONDO:equivalentTo	semapv:LexicalMatching	Other diphtheritic complications	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	diphtheritic peritonitis	N	other' terms are not in scope for Mondo	
MONDO:0004853	gonococcal endophthalmia	ICD10CM:A54.39	MONDO:equivalentTo	semapv:LexicalMatching	Other gonococcal eye infection	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	gonococcal endophthalmia	N	other' terms are not in scope for Mondo	
MONDO:0001719	gonococcal bursitis	ICD10CM:A54.49	MONDO:equivalentTo	semapv:LexicalMatching	Gonococcal infection of other musculoskeletal tissue	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	gonococcal bursitis	N	other' terms are not in scope for Mondo	
MONDO:0001720	gonococcal synovitis	ICD10CM:A54.49	MONDO:equivalentTo	semapv:LexicalMatching	Gonococcal infection of other musculoskeletal tissue	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	gonococcal synovitis	N	other' terms are not in scope for Mondo	
MONDO:0030708	Trichomonas cervicitis	ICD10CM:A59.09	MONDO:equivalentTo	semapv:LexicalMatching	Other urogenital trichomoniasis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	trichomonas cervicitis	N	other' terms are not in scope for Mondo	
MONDO:0030708	Trichomonas cervicitis	ICD10CM:A59.09	MONDO:equivalentTo	semapv:LexicalMatching	Other urogenital trichomoniasis	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	trichomonas cervicitis	N	other' terms are not in scope for Mondo	
MONDO:0001067	early yaws	ICD10CM:A66.2	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Other early skin lesions of yaws	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	early yaws	N	other' terms are not in scope for Mondo	
MONDO:0001824	polyneuropathy	ICD10CM:A69.22	MONDO:equivalentTo	semapv:LexicalMatching	Other neurologic disorders in Lyme disease	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	polyneuropathy	N	other' terms are not in scope for Mondo	
MONDO:0001824	polyneuropathy	ICD10CM:A69.22	MONDO:equivalentTo	semapv:LexicalMatching	Other neurologic disorders in Lyme disease	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	polyneuropathy	N	other' terms are not in scope for Mondo	
MONDO:0005845	meningoencephalitis	ICD10CM:A69.22	MONDO:equivalentTo	semapv:LexicalMatching	Other neurologic disorders in Lyme disease	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	meningoencephalitis	N	other' terms are not in scope for Mondo	
MONDO:0016079	sporadic Creutzfeldt-Jakob disease	ICD10CM:A81.09	MONDO:equivalentTo	semapv:LexicalMatching	Other Creutzfeldt-Jakob disease	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	sporadic creutzfeldt-jakob disease	N	other' terms are not in scope for Mondo	
MONDO:0034976	iatrogenic Creutzfeldt-Jakob disease	ICD10CM:A81.09	MONDO:equivalentTo	semapv:LexicalMatching	Other Creutzfeldt-Jakob disease	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	iatrogenic creutzfeldt-jakob disease	N	other' terms are not in scope for Mondo	
MONDO:0005829	louping ill	ICD10CM:A84.89	MONDO:equivalentTo	semapv:LexicalMatching	Other tick-borne viral encephalitis	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	louping ill	N	other' terms are not in scope for Mondo	
MONDO:0005829	louping ill	ICD10CM:A84.89	MONDO:equivalentTo	semapv:LexicalMatching	Other tick-borne viral encephalitis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	louping ill	N	other' terms are not in scope for Mondo	
MONDO:0019384	encephalitis lethargica	ICD10CM:A85.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified viral encephalitis	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	encephalitis lethargica	N	other' terms are not in scope for Mondo	
MONDO:0019384	encephalitis lethargica	ICD10CM:A85.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified viral encephalitis	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	encephalitis lethargica	N	other' terms are not in scope for Mondo	
MONDO:0001209	common wart	ICD10CM:B07.8	MONDO:equivalentTo	semapv:LexicalMatching	Other viral warts	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	common wart	N	other' terms are not in scope for Mondo	
MONDO:0001209	common wart	ICD10CM:B07.8	MONDO:equivalentTo	semapv:LexicalMatching	Other viral warts	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	common wart	N	other' terms are not in scope for Mondo	
MONDO:0005187	human herpesvirus 8 infection	ICD10CM:B10.89	MONDO:equivalentTo	semapv:LexicalMatching	Other human herpesvirus infection	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	human herpesvirus 8 infection	N	other' terms are not in scope for Mondo	
MONDO:0005187	human herpesvirus 8 infection	ICD10CM:B10.89	MONDO:equivalentTo	semapv:LexicalMatching	Other human herpesvirus infection	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	human herpesvirus 8 infection	N	other' terms are not in scope for Mondo	
MONDO:0000239	adiaspiromycosis	ICD10CM:B48.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified mycoses	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	adiaspiromycosis	N	other' terms are not in scope for Mondo	
MONDO:0000239	adiaspiromycosis	ICD10CM:B48.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified mycoses	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	adiaspiromycosis	N	other' terms are not in scope for Mondo	
MONDO:0005846	microsporidiosis	ICD10CM:B60.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified protozoal diseases	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	microsporidiosis	N	other' terms are not in scope for Mondo	
MONDO:0004662	heterophyiasis	ICD10CM:B66.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified fluke infections	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	heterophyiasis	N	other' terms are not in scope for Mondo	
MONDO:0004666	metagonimiasis	ICD10CM:B66.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified fluke infections	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	metagonimiasis	N	other' terms are not in scope for Mondo	
MONDO:0005739	echinostomiasis	ICD10CM:B66.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified fluke infections	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	echinostomiasis	N	other' terms are not in scope for Mondo	
MONDO:0000293	coenurosis	ICD10CM:B71.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified cestode infections	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	coenurosis	N	other' terms are not in scope for Mondo	
MONDO:0000293	coenurosis	ICD10CM:B71.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified cestode infections	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	coenurosis	N	other' terms are not in scope for Mondo	
MONDO:0015636	dirofilariasis	ICD10CM:B74.8	MONDO:equivalentTo	semapv:LexicalMatching	Other filariases	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	dirofilariasis	N	other' terms are not in scope for Mondo	
MONDO:0000295	acanthocephaliasis	ICD10CM:B83.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified helminthiases	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	acanthocephaliasis	N	other' terms are not in scope for Mondo	
MONDO:0000299	thelaziasis	ICD10CM:B83.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified helminthiases	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	thelaziasis	N	other' terms are not in scope for Mondo	
MONDO:0000299	thelaziasis	ICD10CM:B83.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified helminthiases	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	thelaziasis	N	other' terms are not in scope for Mondo	
MONDO:0020324	intravascular large B-cell lymphoma	ICD10CM:C83.8	MONDO:equivalentTo	semapv:LexicalMatching	Other non-follicular lymphoma	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	intravascular large b-cell lymphoma	N	other' terms are not in scope for Mondo	
MONDO:0020324	intravascular large B-cell lymphoma	ICD10CM:C83.8	MONDO:equivalentTo	semapv:LexicalMatching	Other non-follicular lymphoma	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	intravascular large b-cell lymphoma	N	other' terms are not in scope for Mondo	
MONDO:0019470	aggressive NK-cell leukemia	ICD10CM:C94.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified leukemias	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	aggressive nk-cell leukemia	N	other' terms are not in scope for Mondo	
MONDO:0019470	aggressive NK-cell leukemia	ICD10CM:C94.8	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Other specified leukemias	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	aggressive nk-cell leukemia	N	other' terms are not in scope for Mondo	
MONDO:0019470	aggressive NK-cell leukemia	ICD10CM:C94.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified leukemias	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	aggressive nk-cell leukemia	N	other' terms are not in scope for Mondo	
MONDO:0019458	acute basophilic leukemia	ICD10CM:C94.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified leukemias	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	acute basophilic leukemia	N	other' terms are not in scope for Mondo	
MONDO:0019025	extracutaneous mastocytoma	ICD10CM:D47.09	MONDO:equivalentTo	semapv:LexicalMatching	Other mast cell neoplasms of uncertain behavior	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	extracutaneous mastocytoma	N	other' terms are not in scope for Mondo	
MONDO:0019025	extracutaneous mastocytoma	ICD10CM:D47.09	MONDO:equivalentTo	semapv:LexicalMatching	Other mast cell neoplasms of uncertain behavior	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	extracutaneous mastocytoma	N	other' terms are not in scope for Mondo	
MONDO:0019533	paroxysmal cold hemoglobinuria	ICD10CM:D59.6	MONDO:equivalentTo	semapv:LexicalMatching	Hemoglobinuria due to hemolysis from other external causes	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	paroxysmal cold hemoglobinuria	N	other' terms are not in scope for Mondo	
MONDO:0008737	congenital afibrinogenemia	ICD10CM:D68.2	MONDO:equivalentTo	semapv:LexicalMatching	Hereditary deficiency of other clotting factors	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	congenital afibrinogenemia	N	other' terms are not in scope for Mondo	
MONDO:0002304	protein S deficiency	ICD10CM:D68.59	MONDO:equivalentTo	semapv:LexicalMatching	Other primary thrombophilia	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	protein s deficiency	N	other' terms are not in scope for Mondo	
MONDO:0002304	protein S deficiency	ICD10CM:D68.59	MONDO:equivalentTo	semapv:LexicalMatching	Other primary thrombophilia	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	protein s deficiency	N	other' terms are not in scope for Mondo	
MONDO:0008354	purpura simplex	ICD10CM:D69.2	MONDO:equivalentTo	semapv:LexicalMatching	Other nonthrombocytopenic purpura	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	purpura simplex	N	other' terms are not in scope for Mondo	
MONDO:0008354	purpura simplex	ICD10CM:D69.2	MONDO:equivalentTo	semapv:LexicalMatching	Other nonthrombocytopenic purpura	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	purpura simplex	N	other' terms are not in scope for Mondo	
MONDO:0500000	episodic angioedema with eosinophilia	ICD10CM:D72.118	MONDO:equivalentTo	semapv:LexicalMatching	Other hypereosinophilic syndrome	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	episodic angioedema with eosinophilia	N	other' terms are not in scope for Mondo	
MONDO:0024518	reactive thrombocytosis	ICD10CM:D75.838	MONDO:equivalentTo	semapv:LexicalMatching	Other thrombocytosis	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	reactive thrombocytosis	N	other' terms are not in scope for Mondo	
MONDO:0006412	sinus histiocytosis with massive lymphadenopathy	ICD10CM:D76.3	MONDO:equivalentTo	semapv:LexicalMatching	Other histiocytosis syndromes	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	sinus histiocytosis with massive lymphadenopathy	N	other' terms are not in scope for Mondo	
MONDO:0024617	xanthogranuloma	ICD10CM:D76.3	MONDO:equivalentTo	semapv:LexicalMatching	Other histiocytosis syndromes	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	xanthogranuloma	N	other' terms are not in scope for Mondo	
MONDO:0024617	xanthogranuloma	ICD10CM:D76.3	MONDO:equivalentTo	semapv:LexicalMatching	Other histiocytosis syndromes	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	xanthogranuloma	N	other' terms are not in scope for Mondo	
MONDO:0006412	sinus histiocytosis with massive lymphadenopathy	ICD10CM:D76.3	MONDO:equivalentTo	semapv:LexicalMatching	Other histiocytosis syndromes	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	sinus histiocytosis with massive lymphadenopathy	N	other' terms are not in scope for Mondo	
MONDO:0009666	holocarboxylase synthetase deficiency	ICD10CM:D81.818	MONDO:equivalentTo	semapv:LexicalMatching	Other biotin-dependent carboxylase deficiency	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	holocarboxylase synthetase deficiency	N	other' terms are not in scope for Mondo	
MONDO:0009666	holocarboxylase synthetase deficiency	ICD10CM:D81.818	MONDO:equivalentTo	semapv:LexicalMatching	Other biotin-dependent carboxylase deficiency	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	holocarboxylase synthetase deficiency	N	other' terms are not in scope for Mondo	
MONDO:0007011	uveoparotid fever	ICD10CM:D86.89	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Sarcoidosis of other sites	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	uveoparotid fever	N	other' terms are not in scope for Mondo	
MONDO:0007011	uveoparotid fever	ICD10CM:D86.89	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Sarcoidosis of other sites	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	uveoparotid fever	N	other' terms are not in scope for Mondo	
MONDO:0006241	hepatic granuloma	ICD10CM:D86.89	MONDO:equivalentTo	semapv:LexicalMatching	Sarcoidosis of other sites	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	hepatic granuloma	N	other' terms are not in scope for Mondo	
MONDO:0021132	tertiary hyperparathyroidism	ICD10CM:E21.2	MONDO:equivalentTo	semapv:LexicalMatching	Other hyperparathyroidism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	tertiary hyperparathyroidism	N	other' terms are not in scope for Mondo	
MONDO:0021132	tertiary hyperparathyroidism	ICD10CM:E21.2	MONDO:equivalentTo	semapv:LexicalMatching	Other hyperparathyroidism	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	tertiary hyperparathyroidism	N	other' terms are not in scope for Mondo	
MONDO:0019165	central precocious puberty	ICD10CM:E22.8	MONDO:equivalentTo	semapv:LexicalMatching	Other hyperfunction of pituitary gland	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	central precocious puberty	N	other' terms are not in scope for Mondo	
MONDO:0020732	progeria	ICD10CM:E34.8	MONDO:equivalentTo	semapv:LexicalMatching	Other specified endocrine disorders	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	progeria	N	other' terms are not in scope for Mondo	
MONDO:0020696	vitamin B12 deficiency	ICD10CM:E53.8	MONDO:equivalentTo	semapv:LexicalMatching	Deficiency of other specified B group vitamins	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	vitamin b12 deficiency	N	other' terms are not in scope for Mondo	
MONDO:0020696	vitamin B12 deficiency	ICD10CM:E53.8	MONDO:equivalentTo	semapv:LexicalMatching	Deficiency of other specified B group vitamins	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	vitamin b12 deficiency	N	other' terms are not in scope for Mondo	
MONDO:0008753	alkaptonuria	ICD10CM:E70.29	MONDO:equivalentTo	semapv:LexicalMatching	Other disorders of tyrosine metabolism	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	alkaptonuria	N	other' terms are not in scope for Mondo	
MONDO:0008753	alkaptonuria	ICD10CM:E70.29	MONDO:equivalentTo	semapv:LexicalMatching	Other disorders of tyrosine metabolism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	alkaptonuria	N	other' terms are not in scope for Mondo	
MONDO:0008244	piebaldism	ICD10CM:E70.39	MONDO:equivalentTo	semapv:LexicalMatching	Other specified albinism	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	piebaldism	N	other' terms are not in scope for Mondo	
MONDO:0008244	piebaldism	ICD10CM:E70.39	MONDO:equivalentTo	semapv:LexicalMatching	Other specified albinism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	piebaldism	N	other' terms are not in scope for Mondo	
MONDO:0009385	hyperleucine-Isoleucinemia	ICD10CM:E71.19	MONDO:equivalentTo	semapv:LexicalMatching	Other disorders of branched-chain amino-acid metabolism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	hyperleucine-isoleucinemia	N	other' terms are not in scope for Mondo	
MONDO:0009385	hyperleucine-Isoleucinemia	ICD10CM:E71.19	MONDO:equivalentTo	semapv:LexicalMatching	Other disorders of branched-chain amino-acid metabolism	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	hyperleucine-isoleucinemia	N	other' terms are not in scope for Mondo	
MONDO:0009058	cystathioninuria	ICD10CM:E72.19	MONDO:equivalentTo	semapv:LexicalMatching	Other disorders of sulfur-bearing amino-acid metabolism	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	cystathioninuria	N	other' terms are not in scope for Mondo	
MONDO:0009058	cystathioninuria	ICD10CM:E72.19	MONDO:equivalentTo	semapv:LexicalMatching	Other disorders of sulfur-bearing amino-acid metabolism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	cystathioninuria	N	other' terms are not in scope for Mondo	
MONDO:0009058	cystathioninuria	ICD10CM:E72.19	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Other disorders of sulfur-bearing amino-acid metabolism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	cystathioninuria	N	other' terms are not in scope for Mondo	
MONDO:0023419	hyperprolinemia	ICD10CM:E72.59	MONDO:equivalentTo	semapv:RegularExpressionReplacement	Other disorders of glycine metabolism	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	hyperprolinemia	N	other' terms are not in scope for Mondo	
MONDO:0010008	sarcosinemia	ICD10CM:E72.59	MONDO:equivalentTo	semapv:LexicalMatching	Other disorders of glycine metabolism	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	sarcosinemia	N	other' terms are not in scope for Mondo	
MONDO:0010008	sarcosinemia	ICD10CM:E72.59	MONDO:equivalentTo	semapv:LexicalMatching	Other disorders of glycine metabolism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	sarcosinemia	N	other' terms are not in scope for Mondo	
MONDO:0009255	galactokinase deficiency	ICD10CM:E74.29	MONDO:equivalentTo	semapv:LexicalMatching	Other disorders of galactose metabolism	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	galactokinase deficiency	N	other' terms are not in scope for Mondo	
MONDO:0009255	galactokinase deficiency	ICD10CM:E74.29	MONDO:equivalentTo	semapv:LexicalMatching	Other disorders of galactose metabolism	LEXMATCH	oaklib	0.8	rdfs:label	oio:hasExactSynonym	galactokinase deficiency	N	other' terms are not in scope for Mondo	
MONDO:0011731	glucose-galactose malabsorption	ICD10CM:E74.39	MONDO:equivalentTo	semapv:LexicalMatching	Other disorders of intestinal carbohydrate absorption	LEXMATCH	oaklib	0.8	oio:hasExactSynonym	oio:hasExactSynonym	glucose-galactose malabsorption	N	other' terms are not in scope for Mondo	
