subject_id	predicate_id	object_id	subject_label	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
MONDO:0010785	MONDO:equivalentTo	GARD:4003	maternally-inherited diabetes and deafness	Maternally-inherited diabetes and deafness	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:225
MONDO:0010786	MONDO:equivalentTo	GARD:16576	chronic diarrhea with villous atrophy	Chronic diarrhea with villous atrophy	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1670
MONDO:0010787	MONDO:equivalentTo	GARD:6817	Kearns-Sayre syndrome	Kearns-Sayre syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:480
MONDO:0010788	MONDO:equivalentTo	GARD:6870	Leber hereditary optic neuropathy	Leber hereditary optic neuropathy	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:104
MONDO:0010791	MONDO:equivalentTo	GARD:3879	myoglobinuria, recurrent	Myoglobinuria, recurrent	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:550500
MONDO:0010792	MONDO:equivalentTo	GARD:17226	lethal infantile mitochondrial myopathy	Lethal infantile mitochondrial myopathy	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:254857
MONDO:0010794	MONDO:equivalentTo	GARD:262	NARP syndrome	NARP syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:644
MONDO:0010797	MONDO:equivalentTo	GARD:7343	Pearson syndrome	Pearson syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:699
MONDO:0010799	MONDO:equivalentTo	GARD:18161	deafness, aminoglycoside-induced	Deafness, aminoglycoside-induced	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:580000
MONDO:0010800	MONDO:equivalentTo	GARD:15313	Wolfram syndrome, mitochondrial form	Wolfram syndrome, mitochondrial form	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:598500
MONDO:0010801	MONDO:equivalentTo	GARD:4972	spondylocamptodactyly syndrome	Spondylocamptodactyly syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:3180
MONDO:0010802	MONDO:equivalentTo	GARD:347	pancreatic hypoplasia-diabetes-congenital heart disease syndrome	Pancreatic hypoplasia-diabetes-congenital heart disease syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2255
MONDO:0010803	MONDO:equivalentTo	GARD:16698	Eiken syndrome	Eiken syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:79106
MONDO:0010805	MONDO:equivalentTo	GARD:6398	bladder exstrophy	Bladder exstrophy	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:93930
MONDO:0010806	MONDO:equivalentTo	GARD:10388	retinitis pigmentosa 13	Retinitis pigmentosa 13	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600059
MONDO:0010808	MONDO:equivalentTo	GARD:6429	fatal familial insomnia	Fatal familial insomnia	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:466
MONDO:0010810	MONDO:equivalentTo	GARD:18415	vitamin D hydroxylation-deficient rickets, type 1B	Vitamin d hydroxylation-deficient rickets, type 1b	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600081
MONDO:0010818	MONDO:equivalentTo	GARD:10376	retinitis pigmentosa 12	Retinitis pigmentosa 12	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600105
MONDO:0010819	MONDO:equivalentTo	GARD:15314	Stargardt disease 3	Stargardt disease 3	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600110
MONDO:0010821	MONDO:equivalentTo	GARD:1823	familial developmental dysphasia	Familial developmental dysphasia	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1799
MONDO:0010823	MONDO:equivalentTo	GARD:9682	rhizomelic chondrodysplasia punctata type 3	Rhizomelic chondrodysplasia punctata type 3	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:309803
MONDO:0010824	MONDO:equivalentTo	GARD:4550	disorder of sex development-intellectual disability syndrome	Disorder of sex development-intellectual disability syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2983
MONDO:0010825	MONDO:equivalentTo	GARD:2742	atrioventricular defect-blepharophimosis-radial and anal defect syndrome	Atrioventricular defect-blepharophimosis-radial and anal defect syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1352
MONDO:0010826	MONDO:equivalentTo	GARD:16667	childhood absence epilepsy	Childhood absence epilepsy	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:64280
MONDO:0010827	MONDO:equivalentTo	GARD:10385	retinitis pigmentosa 14	Retinitis pigmentosa 14	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600132
MONDO:0010828	MONDO:equivalentTo	GARD:10383	retinitis pigmentosa 11	Retinitis pigmentosa 11	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600138
MONDO:0010831	MONDO:equivalentTo	GARD:215	familial caudal dysgenesis	Familial caudal dysgenesis	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1768
MONDO:0010832	MONDO:equivalentTo	GARD:822	Bardet-Biedl syndrome 3	Bardet-biedl syndrome 3	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600151
MONDO:0010833	MONDO:equivalentTo	GARD:15315	Hirschsprung disease, susceptibility to, 2	Hirschsprung disease, susceptibility to, 2	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600155
MONDO:0010834	MONDO:equivalentTo	GARD:15316	Hirschsprung disease, susceptibility to, 5	Hirschsprung disease, susceptibility to, 5	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600156
MONDO:0010835	MONDO:equivalentTo	GARD:4568	pterygium colli-intellectual disability-digital anomalies syndrome	Pterygium colli-intellectual disability-digital anomalies syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2988
MONDO:0010836	MONDO:equivalentTo	GARD:18625	nanophthalmos 1	Nanophthalmos 1	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600165
MONDO:0010839	MONDO:equivalentTo	GARD:1474	autosomal dominant congenital benign spinal muscular atrophy	Autosomal dominant congenital benign spinal muscular atrophy	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1216
MONDO:0010840	MONDO:equivalentTo	GARD:409	pachygyria-intellectual disability-epilepsy syndrome	Pachygyria-intellectual disability-epilepsy syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2798
MONDO:0010844	MONDO:equivalentTo	GARD:9791	epiphyseal dysplasia, multiple, 2	Epiphyseal dysplasia, multiple, 2	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600204
MONDO:0010846	MONDO:equivalentTo	GARD:2206	exostoses, multiple, type III	Exostoses, multiple, type iii	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600209
MONDO:0010847	MONDO:equivalentTo	GARD:9970	spinocerebellar ataxia type 4	Spinocerebellar ataxia type 4	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:98765
MONDO:0010848	MONDO:equivalentTo	GARD:4953	spinocerebellar ataxia type 5	Spinocerebellar ataxia type 5	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:98766
MONDO:0010850	MONDO:equivalentTo	GARD:16974	Tessier number 4 facial cleft	Tessier number 4 facial cleft	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:141258
MONDO:0010851	MONDO:equivalentTo	GARD:3300	Lowry-MacLean syndrome	Lowry-MacLean syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2409
MONDO:0010854	MONDO:equivalentTo	GARD:10366	Toriello-Lacassie-Droste syndrome	Toriello-Lacassie-Droste syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:3339
MONDO:0010855	MONDO:equivalentTo	GARD:296	short tarsus-absence of lower eyelashes syndrome	Short tarsus-absence of lower eyelashes syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2832
MONDO:0010856	MONDO:equivalentTo	GARD:9481	autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis	Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:88924
MONDO:0010857	MONDO:equivalentTo	GARD:10792	semantic dementia	Semantic dementia	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:100069
MONDO:0010858	MONDO:equivalentTo	GARD:16598	macrocephaly-spastic paraplegia-dysmorphism syndrome	Macrocephaly-spastic paraplegia-dysmorphism syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2429
MONDO:0010865	MONDO:equivalentTo	GARD:4544	pseudoaminopterin syndrome	Pseudoaminopterin syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:221120
MONDO:0010866	MONDO:equivalentTo	GARD:10082	infantile osteopetrosis with neuroaxonal dysplasia	Infantile osteopetrosis with neuroaxonal dysplasia	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:85179
MONDO:0010867	MONDO:equivalentTo	GARD:4223	PARC syndrome	PARC syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2825
MONDO:0010868	MONDO:equivalentTo	GARD:9165	rippling muscle disease 1	Rippling muscle disease 1	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600332
MONDO:0010870	MONDO:equivalentTo	GARD:13154	tibial muscular dystrophy	Tibial muscular dystrophy	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:609
MONDO:0010879	MONDO:equivalentTo	GARD:1418	CODAS syndrome	CODAS syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1458
MONDO:0010880	MONDO:equivalentTo	GARD:9901	telangiectasia, hereditary hemorrhagic, type 2	Telangiectasia, hereditary hemorrhagic, type 2	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600376
MONDO:0010881	MONDO:equivalentTo	GARD:4302	mesomelia-synostoses syndrome	Mesomelia-synostoses syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2496
MONDO:0010882	MONDO:equivalentTo	GARD:748	aphalangy-syndactyly-microcephaly syndrome	Aphalangy-syndactyly-microcephaly syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1113
MONDO:0010883	MONDO:equivalentTo	GARD:374	pectus excavatum-macrocephaly-dysplastic nails syndrome	Pectus excavatum-macrocephaly-dysplastic nails syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2835
MONDO:0010884	MONDO:equivalentTo	GARD:15317	muscular dystrophy, scapulohumeral	Muscular dystrophy, scapulohumeral	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600416
MONDO:0010886	MONDO:equivalentTo	GARD:10202	2q37 microdeletion syndrome	2q37 microdeletion syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1001
MONDO:0010887	MONDO:equivalentTo	GARD:8438	isolated anterior cervical hypertrichosis	Isolated anterior cervical hypertrichosis	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:3387
MONDO:0010889	MONDO:equivalentTo	GARD:16577	arterial dissection-lentiginosis syndrome	Arterial dissection-lentiginosis syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1682
MONDO:0010890	MONDO:equivalentTo	GARD:1167	acrocardiofacial syndrome	Acrocardiofacial syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2008
MONDO:0010891	MONDO:equivalentTo	GARD:2642	lethal hemolytic anemia-genital anomalies syndrome	Lethal hemolytic anemia-genital anomalies syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1046
MONDO:0010893	MONDO:equivalentTo	GARD:3366	malignant hyperthermia, susceptibility to, 4	Malignant hyperthermia, susceptibility to, 4	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600467
MONDO:0010898	MONDO:equivalentTo	GARD:2257	autosomal dominant epilepsy with auditory features	Autosomal dominant epilepsy with auditory features	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:101046
MONDO:0010900	MONDO:equivalentTo	GARD:5593	intrauterine growth retardation with increased mitomycin c sensitivity	Intrauterine growth retardation with increased mitomycin c sensitivity	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600546
MONDO:0010901	MONDO:equivalentTo	GARD:2620	HEC syndrome	HEC syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2119
MONDO:0010902	MONDO:equivalentTo	GARD:16994	spondyloepiphyseal dysplasia, Reardon type	Spondyloepiphyseal dysplasia, Reardon type	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:163662
MONDO:0010905	MONDO:equivalentTo	GARD:10651	cone-rod dystrophy 1	Cone-rod dystrophy 1	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600624
MONDO:0010906	MONDO:equivalentTo	GARD:18303	orofacial cleft 11	Orofacial cleft 11	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600625
MONDO:0010908	MONDO:equivalentTo	GARD:3287	loose anagen syndrome	Loose anagen syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:168
MONDO:0010909	MONDO:equivalentTo	GARD:15320	UV-sensitive syndrome 1	Uv-sensitive syndrome 1	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600630
MONDO:0010912	MONDO:equivalentTo	GARD:15321	fibrosis of extraocular muscles, congenital, 3A, with or without extraocular involvement	Fibrosis of extraocular muscles, congenital, 3a, with or without extraocular involvement	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600638
MONDO:0010913	MONDO:equivalentTo	GARD:6002	Caroli disease	Caroli disease	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:53035
MONDO:0010914	MONDO:equivalentTo	GARD:17150	carnitine palmitoyl transferase II deficiency, severe infantile form	Carnitine palmitoyl transferase II deficiency, severe infantile form	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:228305
MONDO:0010916	MONDO:equivalentTo	GARD:18598	polycystic kidney disease 3 with or without polycystic liver disease	Polycystic kidney disease 3 with or without polycystic liver disease	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600666
MONDO:0010917	MONDO:equivalentTo	GARD:6048	chondrocalcinosis 1	Chondrocalcinosis 1	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600668
MONDO:0010920	MONDO:equivalentTo	GARD:431	microtia	Microtia	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:83463
MONDO:0010921	MONDO:equivalentTo	GARD:16970	nasal dermoid cyst	Nasal dermoid cyst	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:141103
MONDO:0010922	MONDO:equivalentTo	GARD:160	Satoyoshi syndrome	Satoyoshi syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:3130
MONDO:0010923	MONDO:equivalentTo	GARD:17956	proximal myopathy with focal depletion of mitochondria	Proximal myopathy with focal depletion of mitochondria	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:521305
MONDO:0010924	MONDO:equivalentTo	GARD:5661	D-2-hydroxyglutaric aciduria	D-2-hydroxyglutaric aciduria	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:79315
MONDO:0010925	MONDO:equivalentTo	GARD:5469	velo-facial-skeletal syndrome	Velo-facial-skeletal syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:3424
MONDO:0010930	MONDO:equivalentTo	GARD:719	anophthalmia plus syndrome	Anophthalmia plus syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1104
MONDO:0010932	MONDO:equivalentTo	GARD:10123	progressive bifocal chorioretinal atrophy	Progressive bifocal chorioretinal atrophy	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:75373
MONDO:0010936	MONDO:equivalentTo	GARD:15322	frontotemporal dementia and/or amyotrophic lateral sclerosis 7	Frontotemporal dementia and/or amyotrophic lateral sclerosis 7	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600795
MONDO:0010938	MONDO:equivalentTo	GARD:16632	T-B+ severe combined immunodeficiency due to JAK3 deficiency	T-B+ severe combined immunodeficiency due to JAK3 deficiency	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:35078
MONDO:0010945	MONDO:equivalentTo	GARD:10387	retinitis pigmentosa 17	Retinitis pigmentosa 17	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600852
MONDO:0010947	MONDO:equivalentTo	GARD:5968	Budd-Chiari syndrome	Budd-Chiari syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:131
MONDO:0010958	MONDO:equivalentTo	GARD:10432	cardiac arrhythmia, ankyrin-B-related	Cardiac arrhythmia, ankyrin-b-related	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600919
MONDO:0010959	MONDO:equivalentTo	GARD:3382	van den Ende-Gupta syndrome	Van den Ende-Gupta syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2460
MONDO:0010961	MONDO:equivalentTo	GARD:16689	obesity due to prohormone convertase I deficiency	Obesity due to prohormone convertase I deficiency	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:71528
MONDO:0010964	MONDO:equivalentTo	GARD:9792	epiphyseal dysplasia, multiple, 3	Epiphyseal dysplasia, multiple, 3	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600969
MONDO:0010968	MONDO:equivalentTo	GARD:2490	glaucoma 3, primary infantile, B	Glaucoma 3, primary infantile, b	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600975
MONDO:0010969	MONDO:equivalentTo	GARD:10655	cone-rod dystrophy 5	Cone-rod dystrophy 5	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600977
MONDO:0010972	MONDO:equivalentTo	GARD:5518	hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome	Hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2180
MONDO:0010974	MONDO:equivalentTo	GARD:15326	nephrotic syndrome, type 2	Nephrotic syndrome, type 2	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:600995
MONDO:0010977	MONDO:equivalentTo	GARD:9158	Brody myopathy	Brody myopathy	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:53347
MONDO:0010979	MONDO:equivalentTo	GARD:9294	Timothy syndrome	Timothy syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:65283
MONDO:0010981	MONDO:equivalentTo	GARD:5210	absent tibia-polydactyly-arachnoid cyst syndrome	Absent tibia-polydactyly-arachnoid cyst syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:3328
MONDO:0010985	MONDO:equivalentTo	GARD:18082	epilepsy, familial adult myoclonic, 1	Epilepsy, familial adult myoclonic, 1	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:601068
MONDO:0010988	MONDO:equivalentTo	GARD:756	aplasia cutis-myopia syndrome	Aplasia cutis-myopia syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1117
MONDO:0010989	MONDO:equivalentTo	GARD:5513	Mayer-Rokitansky-Küster-Hauser syndrome type 2	Mayer-Rokitansky-Küster-Hauser syndrome type 2	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2578
MONDO:0010993	MONDO:equivalentTo	GARD:2601	Harrod syndrome	Harrod syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2115
MONDO:0010995	MONDO:equivalentTo	GARD:1247	Charcot-Marie-Tooth disease type 1C	Charcot-Marie-Tooth disease type 1C	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:101083
MONDO:0010999	MONDO:equivalentTo	GARD:893	fallot complex-intellectual disability-growth delay syndrome	Fallot complex-intellectual disability-growth delay syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:3304
MONDO:0011004	MONDO:equivalentTo	GARD:16763	lissencephaly type 3-metacarpal bone dysplasia syndrome	Lissencephaly type 3-metacarpal bone dysplasia syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:86822
MONDO:0011007	MONDO:equivalentTo	GARD:2397	diaphragmatic defect-limb deficiency-skull defect syndrome	Diaphragmatic defect-limb deficiency-skull defect syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2141
MONDO:0011008	MONDO:equivalentTo	GARD:3430	cleft lip/palate-intestinal malrotation-cardiopathy syndrome	Cleft lip/palate-intestinal malrotation-cardiopathy syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2001
MONDO:0011010	MONDO:equivalentTo	GARD:713	Matthew-Wood syndrome	Matthew-Wood syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2470
MONDO:0011011	MONDO:equivalentTo	GARD:350	skeletal dysplasia-epilepsy-short stature syndrome	Skeletal dysplasia-epilepsy-short stature syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1858
MONDO:0011012	MONDO:equivalentTo	GARD:8495	African iron overload	African iron overload	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:139507
MONDO:0011014	MONDO:equivalentTo	GARD:8757	pleuropulmonary blastoma	Pleuropulmonary blastoma	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:64742
MONDO:0011015	MONDO:equivalentTo	GARD:15327	cataract 24	Cataract 24	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:601202
MONDO:0011017	MONDO:equivalentTo	GARD:9795	Naxos disease	Naxos disease	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:34217
MONDO:0011018	MONDO:equivalentTo	GARD:5478	brachyolmia-amelogenesis imperfecta syndrome	Brachyolmia-amelogenesis imperfecta syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2899
MONDO:0011019	MONDO:equivalentTo	GARD:16553	alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome	Alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1014
MONDO:0011020	MONDO:equivalentTo	GARD:404	osteoporosis-oculocutaneous hypopigmentation syndrome	Osteoporosis-oculocutaneous hypopigmentation syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2786
MONDO:0011022	MONDO:equivalentTo	GARD:9762	Potocki-Shaffer syndrome	Potocki-Shaffer syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:52022
MONDO:0011023	MONDO:equivalentTo	GARD:16981	hereditary mixed polyposis syndrome	Hereditary mixed polyposis syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:157794
MONDO:0011024	MONDO:equivalentTo	GARD:10075	dermatitis herpetiformis, familial	Dermatitis herpetiformis, familial	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	omim:601230
MONDO:0011034	MONDO:equivalentTo	GARD:4053	odontomicronychial dysplasia	Odontomicronychial dysplasia	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:1811
MONDO:0011035	MONDO:equivalentTo	GARD:372	neurofibromatosis-Noonan syndrome	Neurofibromatosis-Noonan syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:638
MONDO:0011036	MONDO:equivalentTo	GARD:4437	porencephaly-cerebellar hypoplasia-internal malformations syndrome	Porencephaly-cerebellar hypoplasia-internal malformations syndrome	semapv:LexicalMatching	oaklib	0.9411764705882352	skos:exactMatch	skos:exactMatch	orphanet:2941
