term_id	term_label	1_in_mirror_tsv	2_in_component_tsv	3_in_mondo_xrefs	in1_notIn2_in3
Orphanet:1526	OBSOLETE: Craniosynostosis-synostoses-hypertensive nephropathy syndrome	True	False	True	True
Orphanet:1533	OBSOLETE: Craniosynostosis-fibular aplasia syndrome	True	False	True	True
Orphanet:1530	OBSOLETE: Craniosynostosis-cataract syndrome	True	False	True	True
Orphanet:1339	OBSOLETE: Cranioacrofacial syndrome	True	False	True	True
Orphanet:99085	OBSOLETE: Coronary artery intramyocardial course	True	False	True	True
Orphanet:98636	OBSOLETE: Corneoiridogoniodysgenesis	True	False	True	True
Orphanet:98611	OBSOLETE: Conjunctival vascular anomaly	True	False	True	True
Orphanet:98616	OBSOLETE: Conjunctival tumor	True	False	True	True
Orphanet:98613	OBSOLETE: Conjunctival telangiectasia	True	False	True	True
Orphanet:98614	OBSOLETE: Conjunctival lymphangiectasia	True	False	True	True
Orphanet:98612	OBSOLETE: Conjunctival hemangioma or hemolymphangioma	True	False	True	True
Orphanet:98669	OBSOLETE: Congenital vitreoretinal dysplasia	True	False	True	True
Orphanet:98579	OBSOLETE: Congenital upper palpebral retraction	True	False	True	True
Orphanet:306486	OBSOLETE: Congenital sucrase-isomaltase deficiency without sucrose intolerance	True	False	True	True
Orphanet:306462	OBSOLETE: Congenital sucrase-isomaltase deficiency without starch intolerance	True	False	True	True
Orphanet:306436	OBSOLETE: Congenital sucrase-isomaltase deficiency with starch intolerance	True	False	True	True
Orphanet:306474	OBSOLETE: Congenital sucrase-isomaltase deficiency with starch and lactose intolerance	True	False	True	True
Orphanet:306446	OBSOLETE: Congenital sucrase-isomaltase deficiency with minimal starch tolerance	True	False	True	True
Orphanet:295234	OBSOLETE: Congenital patella dislocation, unilateral	True	False	True	True
Orphanet:295237	OBSOLETE: Congenital patella dislocation, bilateral	True	False	True	True
Orphanet:162521	OBSOLETE: Congenital nasal pyriform aperture stenosis with holoprosencephaly	True	False	True	True
Orphanet:2190	OBSOLETE: Congenital hydronephrosis	True	False	True	True
Orphanet:95449	OBSOLETE: Congenital aortic valve insufficiency	True	False	True	True
Orphanet:95701	OBSOLETE: Congenital adrenal hypoplasia of maternal cause	True	False	True	True
Orphanet:295110	OBSOLETE: Congenital absence/hypoplasia of thumb, unilateral	True	False	True	True
Orphanet:295112	OBSOLETE: Congenital absence/hypoplasia of thumb, bilateral	True	False	True	True
Orphanet:295114	OBSOLETE: Congenital absence/hypoplasia of fingers excluding thumb, bilateral	True	False	True	True
Orphanet:294990	OBSOLETE: Congenital absence/hypoplasia of fingers excluding thumb	True	False	True	True
Orphanet:295085	OBSOLETE: Congenital absence of upper arm and forearm with hand present, unilateral	True	False	True	True
Orphanet:295087	OBSOLETE: Congenital absence of upper arm and forearm with hand present, bilateral	True	False	True	True
Orphanet:295089	OBSOLETE: Congenital absence of thigh and lower leg with foot present, unilateral	True	False	True	True
Orphanet:295091	OBSOLETE: Congenital absence of thigh and lower leg with foot present, bilateral	True	False	True	True
Orphanet:98598	OBSOLETE: Congenital absence of the eyebrow/eyelashes	True	False	True	True
Orphanet:295097	OBSOLETE: Congenital absence of both lower leg and foot, unilateral	True	False	True	True
Orphanet:295099	OBSOLETE: Congenital absence of both lower leg and foot, bilateral	True	False	True	True
Orphanet:295093	OBSOLETE: Congenital absence of both forearm and hand, unilateral	True	False	True	True
Orphanet:295095	OBSOLETE: Congenital absence of both forearm and hand, bilateral	True	False	True	True
Orphanet:99066	OBSOLETE: Complete atrioventricular canal-left heart obstruction syndrome	True	False	True	True
Orphanet:79211	OBSOLETE: Combined hyperlipidemia	True	False	True	True
Orphanet:98665	OBSOLETE: Colobomatous and areolar dystrophy	True	False	True	True
Orphanet:320317	OBSOLETE: Cleft lip/palate-ectodermal dysplasia syndrome	True	False	True	True
Orphanet:163898	OBSOLETE: Classic paraneoplastic limbic encephalitis	True	False	True	True
Orphanet:158796	OBSOLETE: Classic mast cell leukemia	True	False	True	True
Orphanet:1434	OBSOLETE: Choroideremia-hypopituitarism syndrome	True	False	True	True
Orphanet:93962	OBSOLETE: Cervical dystonia	True	False	True	True
Orphanet:1396	OBSOLETE: Cerebrorenodigital syndrome	True	False	True	True
Orphanet:98645	OBSOLETE: Cerebral disease with cataract	True	False	True	True
Orphanet:89841	OBSOLETE: Centripetalis recessive dystrophic epidermolysis bullosa	True	False	True	True
Orphanet:295183	OBSOLETE: Central polydactyly of toes, unilateral	True	False	True	True
Orphanet:295185	OBSOLETE: Central polydactyly of toes, bilateral	True	False	True	True
Orphanet:295010	OBSOLETE: Central polydactyly of toes	True	False	True	True
Orphanet:295171	OBSOLETE: Central polydactyly of fingers, unilateral	True	False	True	True
Orphanet:295173	OBSOLETE: Central polydactyly of fingers, bilateral	True	False	True	True
Orphanet:717	OBSOLETE: Catecholamine-producing tumor	True	False	True	True
Orphanet:98647	OBSOLETE: Cardiac disease with cataract	True	False	True	True
Orphanet:423781	OBSOLETE: Carcinoma of stomach, salivary gland type	True	False	True	True
Orphanet:98572	OBSOLETE: Canthal anomaly	True	False	True	True
Orphanet:459353	OBSOLETE: C1 inhibitor deficiency	True	False	True	True
Orphanet:98617	OBSOLETE: Bulbar conjunctival dermoid or conjunctival dermolipoma	True	False	True	True
Orphanet:36414	OBSOLETE: Brain stem tumor	True	False	True	True
Orphanet:295132	OBSOLETE: Brachydactyly of toes, unilateral	True	False	True	True
Orphanet:295134	OBSOLETE: Brachydactyly of toes, bilateral	True	False	True	True
Orphanet:294998	OBSOLETE: Brachydactyly of toes	True	False	True	True
Orphanet:295128	OBSOLETE: Brachydactyly of fingers, unilateral	True	False	True	True
Orphanet:295130	OBSOLETE: Brachydactyly of fingers, bilateral	True	False	True	True
Orphanet:294996	OBSOLETE: Brachydactyly of fingers	True	False	True	True
Orphanet:294937	OBSOLETE: Brachydactyly	True	False	True	True
Orphanet:1844	OBSOLETE: Bone dysplasia, Azouz type	True	False	True	True
Orphanet:1258	OBSOLETE: Blepharoptosis-cleft palate-ectrodactyly-dental anomalies syndrome	True	False	True	True
Orphanet:1256	OBSOLETE: Blepharophimosis-radioulnar synostosis syndrome	True	False	True	True
Orphanet:261579	OBSOLETE: Blepharophimosis-epicanthus inversus-ptosis due to copy number variations	True	False	True	True
Orphanet:261572	OBSOLETE: Blepharophimosis-epicanthus inversus-ptosis due to a point mutation syndrome	True	False	True	True
Orphanet:261559	OBSOLETE: Blepharophimosis-epicanthus inversus-ptosis due to 3q23 rearrangement syndrome	True	False	True	True
Orphanet:98582	OBSOLETE: Benign tumor of palpebral epidermis	True	False	True	True
Orphanet:71269	OBSOLETE: Benign exophthalmos syndrome	True	False	True	True
Orphanet:93550	OBSOLETE: Basement membrane disease	True	False	True	True
Orphanet:158665	OBSOLETE: Basal epidermolysis bullosa simplex	True	False	True	True
Orphanet:100990	OBSOLETE: Autosomal dominant spastic paraplegia type 9	True	False	True	True
Orphanet:306588	OBSOLETE: Autosomal dominant Opitz G/BBB syndrome	True	False	True	True
Orphanet:103917	OBSOLETE: Autoimmune enteropathy type 3	True	False	True	True
Orphanet:103916	OBSOLETE: Autoimmune enteropathy type 2	True	False	True	True
Orphanet:217023	OBSOLETE: Atypical hemolytic uremic syndrome with thrombomodulin anomaly	True	False	True	True
Orphanet:93576	OBSOLETE: Atypical hemolytic uremic syndrome with MCP/CD46 anomaly	True	False	True	True
Orphanet:93580	OBSOLETE: Atypical hemolytic uremic syndrome with I factor anomaly	True	False	True	True
Orphanet:93579	OBSOLETE: Atypical hemolytic uremic syndrome with H factor anomaly	True	False	True	True
Orphanet:93575	OBSOLETE: Atypical hemolytic uremic syndrome with C3 anomaly	True	False	True	True
Orphanet:93578	OBSOLETE: Atypical hemolytic uremic syndrome with B factor anomaly	True	False	True	True
Orphanet:295105	OBSOLETE: Apodia, unilateral	True	False	True	True
Orphanet:295107	OBSOLETE: Apodia, bilateral	True	False	True	True
Orphanet:99086	OBSOLETE: Aortopulmonary coronary arterial course	True	False	True	True
Orphanet:93604	OBSOLETE: Antenatal Bartter syndrome	True	False	True	True
Orphanet:98608	OBSOLETE: Anomaly of the secretory and excretory apparatus of the lacrimal system	True	False	True	True
Orphanet:77	OBSOLETE: Aniridia	True	False	True	True
Orphanet:95484	OBSOLETE: Aneurysm or dilatation of ascending aorta	True	False	True	True
Orphanet:1034	OBSOLETE: Amniotic bands	True	False	True	True
Orphanet:295053	OBSOLETE: Amelia of upper limb, unilateral	True	False	True	True
Orphanet:295055	OBSOLETE: Amelia of upper limb, bilateral	True	False	True	True
Orphanet:295057	OBSOLETE: Amelia of lower limb, unilateral	True	False	True	True
Orphanet:295059	OBSOLETE: Amelia of lower limb, bilateral	True	False	True	True
Orphanet:99874	OBSOLETE: Adult pulmonary Langerhans cell histiocytosis	True	False	True	True
Orphanet:213741	OBSOLETE: Adenoid cystic carcinoma of the corpus uteri	True	False	True	True
Orphanet:294931	OBSOLETE: Adactyly of hand	True	False	True	True
Orphanet:295116	OBSOLETE: Adactyly of foot, unilateral	True	False	True	True
Orphanet:295118	OBSOLETE: Adactyly of foot, bilateral	True	False	True	True
Orphanet:435623	OBSOLETE: Adactyly of foot	True	False	True	True
Orphanet:946	OBSOLETE: Acrocephalosyndactyly	True	False	True	True
Orphanet:73274	OBSOLETE: Acquired hemophilia	True	False	True	True
Orphanet:295101	OBSOLETE: Acheiria, unilateral	True	False	True	True
Orphanet:295103	OBSOLETE: Acheiria, bilateral	True	False	True	True
Orphanet:95493	OBSOLETE: Abnormal origin or aberrant course of coronary artery	True	False	True	True
Orphanet:98691	OBSOLETE: Abnormal eye movements	True	False	True	True
Orphanet:263355	OBSOLETE: ATR-X-related syndrome	True	False	True	True
Orphanet:422519	OBSOLETE: 3-Phosphoglycerate dehydrogenase deficiency	True	False	True	True
Orphanet:680	Normokalemic periodic paralysis	True	False	True	True
Orphanet:85196	Nodulosis-arthropathy-osteolysis syndrome	True	False	True	True
Orphanet:2676	Neuroectodermal-endocrine syndrome	True	False	True	True
Orphanet:2615	Nakajo-Nishimura syndrome	True	False	True	True
Orphanet:907	NON RARE IN EUROPE: Wolff-Parkinson-White syndrome	True	False	True	True
Orphanet:97354	NON RARE IN EUROPE: Wernicke encephalopathy	True	False	True	True
Orphanet:1480	NON RARE IN EUROPE: Ventricular septal defect	True	False	True	True
Orphanet:319658	NON RARE IN EUROPE: Unexplained intellectual disability	True	False	True	True
Orphanet:771	NON RARE IN EUROPE: Ulcerative colitis	True	False	True	True
Orphanet:35056	NON RARE IN EUROPE: Trimethylaminuria	True	False	True	True
Orphanet:856	NON RARE IN EUROPE: Tourette syndrome	True	False	True	True
Orphanet:489	NON RARE IN EUROPE: Thyroglossal duct cyst	True	False	True	True
Orphanet:3289	NON RARE IN EUROPE: Taurodontism	True	False	True	True
Orphanet:458713	NON RARE IN EUROPE: Specific language impairment	True	False	True	True
Orphanet:378	NON RARE IN EUROPE: Sjögren syndrome	True	False	True	True
Orphanet:3140	NON RARE IN EUROPE: Schizophrenia	True	False	True	True
Orphanet:284130	NON RARE IN EUROPE: Rheumatoid arthritis	True	False	True	True
Orphanet:64740	NON RARE IN EUROPE: Recurrent acute pancreatitis	True	False	True	True
Orphanet:40050	NON RARE IN EUROPE: Psoriatic arthritis	True	False	True	True
Orphanet:619	NON RARE IN EUROPE: Primary ovarian failure	True	False	True	True
Orphanet:449262	NON RARE IN EUROPE: Primary bile acid malabsorption	True	False	True	True
Orphanet:466673	NON RARE IN EUROPE: Post-herpetic neuralgia	True	False	True	True
Orphanet:3185	NON RARE IN EUROPE: Polycystic ovary syndrome	True	False	True	True
Orphanet:26823	NON RARE IN EUROPE: Pigment-dispersion syndrome	True	False	True	True
Orphanet:2870	NON RARE IN EUROPE: Peyronie syndrome	True	False	True	True
Orphanet:120	NON RARE IN EUROPE: Pernicious anemia	True	False	True	True
Orphanet:171676	NON RARE IN EUROPE: Periventricular leukomalacia	True	False	True	True
Orphanet:58208	NON RARE IN EUROPE: Pericarditis	True	False	True	True
Orphanet:99108	NON RARE IN EUROPE: Patent foramen ovale	True	False	True	True
Orphanet:706	NON RARE IN EUROPE: Patent arterial duct	True	False	True	True
Orphanet:319691	NON RARE IN EUROPE: Partial color blindness, protan type	True	False	True	True
Orphanet:319698	NON RARE IN EUROPE: Partial color blindness, deutan type	True	False	True	True
Orphanet:319705	NON RARE IN EUROPE: Parkinson disease	True	False	True	True
Orphanet:280110	NON RARE IN EUROPE: Paget disease of bone	True	False	True	True
Orphanet:314928	NON RARE IN EUROPE: Normal pressure hydrocephalus	True	False	True	True
Orphanet:488201	NON RARE IN EUROPE: Non-small cell lung cancer	True	False	True	True
Orphanet:415300	NON RARE IN EUROPE: Non-arteritic anterior ischemic optic neuropathy	True	False	True	True
Orphanet:33271	NON RARE IN EUROPE: Non-alcoholic fatty liver disease	True	False	True	True
Orphanet:64738	NON RARE IN EUROPE: Non rare thrombophilia	True	False	True	True
Orphanet:521399	NON RARE IN EUROPE: Non rare obesity	True	False	True	True
Orphanet:802	NON RARE IN EUROPE: Multiple sclerosis	True	False	True	True
Orphanet:411969	NON RARE IN EUROPE: Metabolic syndrome	True	False	True	True
Orphanet:45360	NON RARE IN EUROPE: MeniÞre disease	True	False	True	True
Orphanet:411533	NON RARE IN EUROPE: Melanoma	True	False	True	True
Orphanet:77243	NON RARE IN EUROPE: Lipedema	True	False	True	True
Orphanet:33409	NON RARE IN EUROPE: Lichen sclerosus	True	False	True	True
Orphanet:319681	NON RARE IN EUROPE: Lactase non-persistence in adulthood	True	False	True	True
Orphanet:459696	NON RARE IN EUROPE: Juvenile idiopathic scoliosis	True	False	True	True
Orphanet:2335	NON RARE IN EUROPE: Isolated keratoconus	True	False	True	True
Orphanet:319684	NON RARE IN EUROPE: Inosine triphosphate pyrophosphatase deficiency	True	False	True	True
Orphanet:464293	NON RARE IN EUROPE: Infantile capillary hemangioma	True	False	True	True
Orphanet:83449	NON RARE IN EUROPE: Inappropriate antidiuretic hormone secretion syndrome	True	False	True	True
Orphanet:69127	NON RARE IN EUROPE: Immunoglobulin A deficiency	True	False	True	True
Orphanet:651	NON RARE IN EUROPE: Idiopathic infantile nystagmus	True	False	True	True
Orphanet:2810	NON RARE IN EUROPE: Idiopathic facial palsy	True	False	True	True
Orphanet:2227	NON RARE IN EUROPE: Hypodontia	True	False	True	True
Orphanet:413	NON RARE IN EUROPE: Hyperlipoproteinemia type 4	True	False	True	True
Orphanet:89939	NON RARE IN EUROPE: Hyperkalemic renal tubular acidosis	True	False	True	True
Orphanet:387	NON RARE IN EUROPE: Hidradenitis suppurativa	True	False	True	True
Orphanet:862	NON RARE IN EUROPE: Hereditary essential tremor	True	False	True	True
Orphanet:139498	NON RARE IN EUROPE: Hemochromatosis type 1	True	False	True	True
Orphanet:855	NON RARE IN EUROPE: Hashimoto thyroiditis	True	False	True	True
Orphanet:100642	NON RARE IN EUROPE: Gonorrhea	True	False	True	True
Orphanet:362	NON RARE IN EUROPE: Glucose-6-phosphate-dehydrogenase deficiency	True	False	True	True
Orphanet:357	NON RARE IN EUROPE: Gilbert syndrome	True	False	True	True
Orphanet:459690	NON RARE IN EUROPE: Gender dysphoria	True	False	True	True
Orphanet:41842	NON RARE IN EUROPE: Fibromyalgia	True	False	True	True
Orphanet:336	NON RARE IN EUROPE: Fibromuscular dysplasia of arteries	True	False	True	True
Orphanet:2794	NON RARE IN EUROPE: Familial otosclerosis	True	False	True	True
Orphanet:155	NON RARE IN EUROPE: Familial isolated hypertrophic cardiomyopathy	True	False	True	True
Orphanet:276271	NON RARE IN EUROPE: Familial dysalbuminemic hyperthyroxinemia	True	False	True	True
Orphanet:79142	NON RARE IN EUROPE: Familial Dupuytren contracture	True	False	True	True
Orphanet:529819	NON RARE IN EUROPE: Exfoliation syndrome	True	False	True	True
Orphanet:98682	NON RARE IN EUROPE: Essential strabismus	True	False	True	True
Orphanet:243761	NON RARE IN EUROPE: Essential hypertension	True	False	True	True
Orphanet:73247	NON RARE IN EUROPE: Eosinophilic esophagitis	True	False	True	True
Orphanet:243377	NON RARE IN EUROPE: Diabetes mellitus type 1	True	False	True	True
Orphanet:1648	NON RARE IN EUROPE: Dementia with Lewy body	True	False	True	True
Orphanet:1549	NON RARE IN EUROPE: Cryptosporidiosis	True	False	True	True
Orphanet:206	NON RARE IN EUROPE: Crohn disease	True	False	True	True
Orphanet:180118	NON RARE IN EUROPE: Cordiform uterus	True	False	True	True
Orphanet:620	NON RARE IN EUROPE: Common mesentery	True	False	True	True
Orphanet:466667	NON RARE IN EUROPE: Colorectal cancer	True	False	True	True
Orphanet:1002	NON RARE IN EUROPE: Cluster headache	True	False	True	True
Orphanet:1983	NON RARE IN EUROPE: Chronic fatigue syndrome	True	False	True	True
Orphanet:164	NON RARE IN EUROPE: Cerebral cavernous malformations	True	False	True	True
Orphanet:555	NON RARE IN EUROPE: Celiac disease	True	False	True	True
Orphanet:50838	NON RARE IN EUROPE: Carpal tunnel syndrome	True	False	True	True
Orphanet:93385	NON RARE IN EUROPE: Brachydactyly type D	True	False	True	True
Orphanet:93393	NON RARE IN EUROPE: Brachydactyly type A3	True	False	True	True
Orphanet:157980	NON RARE IN EUROPE: Bladder cancer	True	False	True	True
Orphanet:34145	NON RARE IN EUROPE: Berger disease	True	False	True	True
Orphanet:97562	NON RARE IN EUROPE: Benign familial hematuria	True	False	True	True
Orphanet:180284	NON RARE IN EUROPE: Benign ductal tumor of breast	True	False	True	True
Orphanet:1232	NON RARE IN EUROPE: Barrett esophagus	True	False	True	True
Orphanet:462	NON RARE IN EUROPE: Autosomal dominant ichthyosis vulgaris	True	False	True	True
Orphanet:106	NON RARE IN EUROPE: Autism	True	False	True	True
Orphanet:625	NON RARE IN EUROPE: Atypical mole	True	False	True	True
Orphanet:1162	NON RARE IN EUROPE: Asperger syndrome	True	False	True	True
Orphanet:36297	NON RARE IN EUROPE: Anorexia nervosa	True	False	True	True
Orphanet:825	NON RARE IN EUROPE: Ankylosing spondylitis	True	False	True	True
Orphanet:238616	NON RARE IN EUROPE: Alzheimer disease	True	False	True	True
Orphanet:279	NON RARE IN EUROPE: Age-related macular degeneration	True	False	True	True
Orphanet:99888	NON RARE IN EUROPE: Adrenocortical adenoma	True	False	True	True
Orphanet:3153	NON RARE IN EUROPE: Adolescent idiopathic scoliosis	True	False	True	True
Orphanet:415268	NON RARE IN EUROPE: Adenocarcinoma of the lung	True	False	True	True
Orphanet:464463	NON RARE IN EUROPE: Adenocarcinoma of stomach	True	False	True	True
Orphanet:924	NON RARE IN EUROPE: Acanthosis nigricans	True	False	True	True
Orphanet:623	NAME syndrome	True	False	True	True
Orphanet:210566	Myoclonic dystonia 15	True	False	True	True
Orphanet:1877	Muscular dystrophy-white matter spongiosis syndrome	True	False	True	True
Orphanet:168609	Mitochondrial non-syndromic sensorineural deafness with susceptibility to aminoglycoside exposure	True	False	True	True
Orphanet:137653	Microcephaly-digital anomalies-intellectual disability syndrome	True	False	True	True
Orphanet:2506	Michels syndrome	True	False	True	True
Orphanet:1838	Metaphyseal dysplasia without hypotrichosis	True	False	True	True
Orphanet:93968	Meningocele	True	False	True	True
Orphanet:850	May-Hegglin thrombocytopenia	True	False	True	True
Orphanet:2453	Malpuech syndrome	True	False	True	True
Orphanet:99715	MASS syndrome	True	False	True	True
Orphanet:99900	Long chain acyl-CoA dehydrogenase deficiency	True	False	True	True
Orphanet:156156	Lipoatrophy with diabetes, leukomelanodermic papules, liver steatosis, and hypertrophic cardiomyopathy	True	False	True	True
Orphanet:97231	Ligneous conjunctivitis	True	False	True	True
Orphanet:306507	LAMB2-related infantile-onset nephrotic syndrome	True	False	True	True
Orphanet:2355	Kumar-Levick syndrome	True	False	True	True
Orphanet:93972	Juberg-Marsidi syndrome	True	False	True	True
Orphanet:324999	JMP syndrome	True	False	True	True
Orphanet:79504	Ichthyosis hystrix gravior	True	False	True	True
Orphanet:453	IBIDS syndrome	True	False	True	True
Orphanet:157788	Hypospadias-hypertelorism-coloboma and deafness syndrome	True	False	True	True
Orphanet:3332	Hypoplastic tibiae-postaxial polydactyly syndrome	True	False	True	True
Orphanet:966	Hypertrichosis-acromegaloid facial appearance syndrome	True	False	True	True
Orphanet:2168	Homocarnosinosis	True	False	True	True
Orphanet:93970	Holmes-Gang syndrome	True	False	True	True
Orphanet:280663	Hermansky-Pudlak syndrome type 9	True	False	True	True
Orphanet:231537	Hermansky-Pudlak syndrome type 8	True	False	True	True
Orphanet:1408	Hair defect-photosensitivity-intellectual disability syndrome	True	False	True	True
Orphanet:157855	HARP syndrome	True	False	True	True
Orphanet:3221	Generalized resistance to thyroid hormone	True	False	True	True
Orphanet:228429	Generalized congenital lipodystrophy with myopathy	True	False	True	True
Orphanet:97295	Furlong syndrome	True	False	True	True
Orphanet:2060	Fukuda-Miyanomae-Nakata syndrome	True	False	True	True
Orphanet:293848	Frontotemporal dementia, right temporal atrophy variant	True	False	True	True
Orphanet:2051	Fraser-like syndrome	True	False	True	True
Orphanet:1984	Fechtner syndrome	True	False	True	True
Orphanet:338	Familial multiple fibrofolliculoma	True	False	True	True
Orphanet:1019	Epstein syndrome	True	False	True	True
Orphanet:82004	Ehlers-Danlos syndrome with periventricular heterotopia	True	False	True	True
Orphanet:1888	Ectrodactyly-ectodermal dysplasia without clefting syndrome	True	False	True	True
Orphanet:1889	Ectrodactyly-cleft palate syndrome	True	False	True	True
Orphanet:90341	Early-onset sarcoidosis	True	False	True	True
Orphanet:494348	Early-onset familial noncirrhotic portal hypertension	True	False	True	True
Orphanet:1804	Dyssegmental dysplasia-glaucoma syndrome	True	False	True	True
Orphanet:1683	Distichiasis-congenital heart defects-peripheral vascular anomalies syndrome	True	False	True	True
Orphanet:34521	Distal myopathy with early respiratory muscle involvement	True	False	True	True
Orphanet:352487	Digital anomalies-intellectual disability-short stature syndrome	True	False	True	True
Orphanet:1831	De Hauwere syndrome	True	False	True	True
Orphanet:99645	Dappled diaphyseal dysplasia	True	False	True	True
Orphanet:79486	Cystic hygroma	True	False	True	True
Orphanet:79482	Cutis verticis gyrata-thyroid aplasia-intellectual disability syndrome	True	False	True	True
Orphanet:1557	Cutis verticis gyrata-intellectual disability syndrome	True	False	True	True
Orphanet:1535	Craniosynostosis-dysmorphism-brachydactyly syndrome	True	False	True	True
Orphanet:98894	Congenital muscular dystrophy type 1D	True	False	True	True
Orphanet:52428	Congenital muscular dystrophy type 1C	True	False	True	True
Orphanet:2113	Congenital hypothalamic hamartoma syndrome	True	False	True	True
Orphanet:97556	Congenital and infantile nephrotic syndrome	True	False	True	True
Orphanet:370114	Combined cervical dystonia	True	False	True	True
Orphanet:93971	Chudley-Lowry-Hoar syndrome	True	False	True	True
Orphanet:2081	Cerebral gigantism-jaw cysts syndrome	True	False	True	True
Orphanet:2431	Central bilateral macrogyria	True	False	True	True
Orphanet:93973	Carpenter-Waziri syndrome	True	False	True	True
Orphanet:2998	Carnevale syndrome	True	False	True	True
Orphanet:90290	CREST syndrome	True	False	True	True
Orphanet:325004	CANDLE syndrome	True	False	True	True
Orphanet:1317	CAMFAK syndrome	True	False	True	True
Orphanet:3323	Braddock-Carey syndrome	True	False	True	True
Orphanet:93303	Brachyolmia type 1, Toledo type	True	False	True	True
Orphanet:93301	Brachyolmia type 1, Hobaek type	True	False	True	True
Orphanet:329255	Blepharophimosis-intellectual disability syndrome due to UBE3B deficiency	True	False	True	True
Orphanet:263417	Bartter syndrome with hypocalcemia	True	False	True	True
Orphanet:1245	BIDS syndrome	True	False	True	True
Orphanet:401825	Autosomal recessive spastic paraplegia type 68	True	False	True	True
Orphanet:265	Autosomal dominant limb-girdle muscular dystrophy type 1C	True	False	True	True
Orphanet:264	Autosomal dominant limb-girdle muscular dystrophy type 1B	True	False	True	True
Orphanet:1219	Aurocephalosyndactyly	True	False	True	True
Orphanet:171836	Amelogenesis imperfecta-gingival hyperplasia syndrome	True	False	True	True
Orphanet:98837	Acute biphenotypic leukemia	True	False	True	True
Orphanet:965	Acromegaloid facial appearance syndrome	True	False	True	True
