mondo_id	mondo_label	source_id	source_label	synonym_scope	synonym	synonym_type	mondo_evidence	synonym_scope_mondo
MONDO:0008275	familial expansile osteolysis	OMIM:174810	familial expansile osteolysis	oio:hasExactSynonym	expansile osteolysis, familial		OMIM:174810	oio:hasRelatedSynonym
MONDO:0008275	familial expansile osteolysis	OMIM:174810	familial expansile osteolysis	oio:hasExactSynonym	polyostotic osteolytic dysplasia, hereditary expansile		OMIM:174810	oio:hasRelatedSynonym
MONDO:0008275	familial expansile osteolysis	OMIM:174810	familial expansile osteolysis	oio:hasExactSynonym	FEO	MONDO:ABBREVIATION	OMIM:174810, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008278	juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	OMIM:175050	juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	oio:hasExactSynonym	JP/Hht syndrome		OMIM:175050	oio:hasRelatedSynonym
MONDO:0008278	juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	OMIM:175050	juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	oio:hasExactSynonym	jPS/Hht		OMIM:175050	oio:hasRelatedSynonym
MONDO:0008278	juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	OMIM:175050	juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	oio:hasExactSynonym	juvenile polyposis with hereditary hemorrhagic telangiectasia		OMIM:175050	oio:hasRelatedSynonym
MONDO:0008278	juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	OMIM:175050	juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	oio:hasExactSynonym	polyposis, generalized juvenile, with pulmonary arteriovenous malformation		OMIM:175050	oio:hasRelatedSynonym
MONDO:0008278	juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	OMIM:175050	juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	oio:hasExactSynonym	telangiectasia, hereditary hemorrhagic, with juvenile polyposis coli		OMIM:175050	oio:hasRelatedSynonym
MONDO:0008278	juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	OMIM:175050	juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	oio:hasExactSynonym	JPHT	MONDO:ABBREVIATION	OMIM:175050, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008280	Peutz-Jeghers syndrome	OMIM:175200	peutz-jeghers syndrome	oio:hasExactSynonym	polyposis, hamartomatous intestinal		OMIM:175200	oio:hasRelatedSynonym
MONDO:0008280	Peutz-Jeghers syndrome	OMIM:175200	peutz-jeghers syndrome	oio:hasExactSynonym	polyps-and-Spots syndrome		OMIM:175200	oio:hasRelatedSynonym
MONDO:0008281	polyposis, intestinal, scattered and discrete	OMIM:175400	polyposis, intestinal, scattered and discrete	oio:hasExactSynonym	polyps, scattered, discrete intestinal		OMIM:175400	oio:hasRelatedSynonym
MONDO:0008283	Cronkhite-Canada syndrome	OMIM:175500	polyposis, skin pigmentation, alopecia, and fingernail changes	oio:hasExactSynonym	polyposis, skin pigmentation, alopecia, and fingernail changes		OMIM:175500	oio:hasRelatedSynonym
MONDO:0008286	crossed polysyndactyly	OMIM:175690	polysyndactyly, crossed	oio:hasExactSynonym	polysyndactyly, crossed		OMIM:175690	oio:hasRelatedSynonym
MONDO:0008287	Greig cephalopolysyndactyly syndrome	OMIM:175700	greig cephalopolysyndactyly syndrome	oio:hasExactSynonym	polysyndactyly with peculiar skull Shape		OMIM:175700	oio:hasRelatedSynonym
MONDO:0008288	popliteal cyst	OMIM:175750	popliteal cyst	oio:hasExactSynonym	baker cyst		OMIM:175750	oio:hasRelatedSynonym
MONDO:0008290	porokeratosis 1, Mibelli type	OMIM:175800	porokeratosis 1, multiple types	oio:hasExactSynonym	porokeratosis 1, multiple types		OMIM:175800	oio:hasRelatedSynonym
MONDO:0008290	porokeratosis 1, Mibelli type	OMIM:175800	porokeratosis 1, multiple types	oio:hasExactSynonym	porokeratosis of Mibelli		OMIM:175800	oio:hasRelatedSynonym
MONDO:0008291	porokeratosis plantaris palmaris et disseminata	OMIM:175850	porokeratosis 2, palmar, plantar, and disseminated type	oio:hasExactSynonym	porokeratosis 2, palmar, plantar, and disseminated type		OMIM:175850, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008291	porokeratosis plantaris palmaris et disseminata	OMIM:175850	porokeratosis 2, palmar, plantar, and disseminated type	oio:hasExactSynonym	porokeratosis palmaris Et plantaris disseminata		OMIM:175850	oio:hasRelatedSynonym
MONDO:0008291	porokeratosis plantaris palmaris et disseminata	OMIM:175850	porokeratosis 2, palmar, plantar, and disseminated type	oio:hasExactSynonym	porokeratosis, palmar, plantar, and disseminated		OMIM:175850	oio:hasRelatedSynonym
MONDO:0008291	porokeratosis plantaris palmaris et disseminata	OMIM:175850	porokeratosis 2, palmar, plantar, and disseminated type	oio:hasExactSynonym	porokeratosis, palmar, plantar, and disseminated, 1		OMIM:175850	oio:hasRelatedSynonym
MONDO:0008291	porokeratosis plantaris palmaris et disseminata	OMIM:175850	porokeratosis 2, palmar, plantar, and disseminated type	oio:hasExactSynonym	POROK2	MONDO:ABBREVIATION	OMIM:175850, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008292	punctate palmoplantar keratoderma type 2	OMIM:175860	palmoplantar keratoderma, punctate type 2	oio:hasExactSynonym	porokeratosis punctata palmaris Et plantaris		OMIM:175860	oio:hasRelatedSynonym
MONDO:0008293	porokeratosis 3, disseminated superficial actinic type	OMIM:175900	porokeratosis 3, multiple types	oio:hasExactSynonym	porokeratosis 3, multiple types		OMIM:175900	oio:hasRelatedSynonym
MONDO:0008293	porokeratosis 3, disseminated superficial actinic type	OMIM:175900	porokeratosis 3, multiple types	oio:hasExactSynonym	porokeratosis, disseminated superficial actinic, 1		OMIM:175900	oio:hasRelatedSynonym
MONDO:0008293	porokeratosis 3, disseminated superficial actinic type	OMIM:175900	porokeratosis 3, multiple types	oio:hasExactSynonym	POROK3	MONDO:ABBREVIATION	OMIM:175900, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008294	acute intermittent porphyria	OMIM:176000	porphyria, acute intermittent	oio:hasExactSynonym	PBGD deficiency		OMIM:176000	oio:hasRelatedSynonym
MONDO:0008294	acute intermittent porphyria	OMIM:176000	porphyria, acute intermittent	oio:hasExactSynonym	UPS deficiency		OMIM:176000	oio:hasRelatedSynonym
MONDO:0008294	acute intermittent porphyria	OMIM:176000	porphyria, acute intermittent	oio:hasExactSynonym	porphobilinogen deaminase deficiency		OMIM:176000	oio:hasRelatedSynonym
MONDO:0008294	acute intermittent porphyria	OMIM:176000	porphyria, acute intermittent	oio:hasExactSynonym	porphyria, Swedish type		OMIM:176000	oio:hasRelatedSynonym
MONDO:0008294	acute intermittent porphyria	OMIM:176000	porphyria, acute intermittent	oio:hasExactSynonym	porphyria, acute intermittent		OMIM:176000, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008294	acute intermittent porphyria	OMIM:176000	porphyria, acute intermittent	oio:hasExactSynonym	uroporphyrinogen synthase deficiency		OMIM:176000	oio:hasRelatedSynonym
MONDO:0008294	acute intermittent porphyria	OMIM:176000	porphyria, acute intermittent	oio:hasExactSynonym	AIP	MONDO:ABBREVIATION	OMIM:176000, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008295	sporadic porphyria cutanea tarda	OMIM:176090	porphyria cutanea tarda, type 1	oio:hasExactSynonym	PCT, 'sporadic' type		OMIM:176090	oio:hasRelatedSynonym
MONDO:0008295	sporadic porphyria cutanea tarda	OMIM:176090	porphyria cutanea tarda, type 1	oio:hasExactSynonym	PCT, type 1		OMIM:176090	oio:hasRelatedSynonym
MONDO:0008295	sporadic porphyria cutanea tarda	OMIM:176090	porphyria cutanea tarda, type 1	oio:hasExactSynonym	porphyria cutanea tarda, type 1		OMIM:176090	oio:hasRelatedSynonym
MONDO:0008296	familial porphyria cutanea tarda	OMIM:176100	porphyria cutanea tarda	oio:hasExactSynonym	PCT, 'familial' type		OMIM:176100	oio:hasRelatedSynonym
MONDO:0008296	familial porphyria cutanea tarda	OMIM:176100	porphyria cutanea tarda	oio:hasExactSynonym	PCT, type 2		OMIM:176100	oio:hasRelatedSynonym
MONDO:0008296	familial porphyria cutanea tarda	OMIM:176100	porphyria cutanea tarda	oio:hasExactSynonym	Urod deficiency		OMIM:176100	oio:hasRelatedSynonym
MONDO:0008296	familial porphyria cutanea tarda	OMIM:176100	porphyria cutanea tarda	oio:hasExactSynonym	porphyria cutanea tarda		OMIM:176100	oio:hasRelatedSynonym
MONDO:0008296	familial porphyria cutanea tarda	OMIM:176100	porphyria cutanea tarda	oio:hasExactSynonym	porphyria cutanea tarda, type 2		OMIM:176100	oio:hasRelatedSynonym
MONDO:0008296	familial porphyria cutanea tarda	OMIM:176100	porphyria cutanea tarda	oio:hasExactSynonym	porphyria, Hepatocutaneous type		OMIM:176100	oio:hasRelatedSynonym
MONDO:0008296	familial porphyria cutanea tarda	OMIM:176100	porphyria cutanea tarda	oio:hasExactSynonym	uroporphyrinogen decarboxylase deficiency		OMIM:176100	oio:hasRelatedSynonym
MONDO:0008296	familial porphyria cutanea tarda	OMIM:176100	porphyria cutanea tarda	oio:hasExactSynonym	PCT	MONDO:ABBREVIATION	OMIM:176100	oio:hasRelatedSynonym
MONDO:0008297	variegate porphyria	OMIM:176200	variegate porphyria	oio:hasExactSynonym	PPOX deficiency		OMIM:176200	oio:hasRelatedSynonym
MONDO:0008297	variegate porphyria	OMIM:176200	variegate porphyria	oio:hasExactSynonym	porphyria variegata		OMIM:176200	oio:hasRelatedSynonym
MONDO:0008297	variegate porphyria	OMIM:176200	variegate porphyria	oio:hasExactSynonym	porphyria, South African type		OMIM:176200	oio:hasRelatedSynonym
MONDO:0008297	variegate porphyria	OMIM:176200	variegate porphyria	oio:hasExactSynonym	VP	MONDO:ABBREVIATION	GARD:0007848	oio:hasRelatedSynonym
MONDO:0008297	variegate porphyria	OMIM:620483	variegate porphyria, childhood-onset	oio:hasExactSynonym	variegate porphyria, homozygous variant		OMIM:176200	oio:hasRelatedSynonym
MONDO:0008298	postaxial tetramelic oligodactyly	OMIM:176240	postaxial oligodactyly, tetramelic	oio:hasExactSynonym	postaxial oligodactyly, tetramelic		OMIM:176240	oio:hasRelatedSynonym
MONDO:0008299	posterior column ataxia	OMIM:176250	posterior column ataxia	oio:hasExactSynonym	Biemond ataxia		OMIM:176250	oio:hasRelatedSynonym
MONDO:0008300	Prader-Willi syndrome	OMIM:176270	prader-willi syndrome	oio:hasExactSynonym	PWS	MONDO:ABBREVIATION	OMIM:176270, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008301	Guttmacher syndrome	OMIM:176305	preaxial deficiency, postaxial polydactyly, and hypospadias	oio:hasExactSynonym	preaxial deficiency, postaxial polydactyly, and hypospadias		OMIM:176305	oio:hasRelatedSynonym
MONDO:0008302	central precocious puberty 1	OMIM:176400	precocious puberty, central, 1	oio:hasExactSynonym	CPPB1	MONDO:ABBREVIATION	OMIM:176400, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008303	familial male-limited precocious puberty	OMIM:176410	precocious puberty, male-limited	oio:hasExactSynonym	precocious puberty, male-limited		OMIM:176410	oio:hasRelatedSynonym
MONDO:0008303	familial male-limited precocious puberty	OMIM:176410	precocious puberty, male-limited	oio:hasExactSynonym	sexual precocity, familial, gonadotropin-independent		OMIM:176410	oio:hasRelatedSynonym
MONDO:0008304	premature chromatid separation trait	OMIM:176430	premature chromatid separation trait	oio:hasExactSynonym	total premature chromatid separation trait		OMIM:176430	oio:hasRelatedSynonym
MONDO:0008304	premature chromatid separation trait	OMIM:176430	premature chromatid separation trait	oio:hasExactSynonym	PCS	MONDO:ABBREVIATION	OMIM:176430, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008305	Currarino triad	OMIM:176450	currarino syndrome	oio:hasExactSynonym	CURRARINO syndrome		OMIM:176450	oio:hasRelatedSynonym
MONDO:0008306	ABri amyloidosis	OMIM:176500	cerebral amyloid angiopathy, itm2b-related, 1	oio:hasExactSynonym	cerebral amyloid angiopathy, ITM2B-RELATED, 1		OMIM:176500	oio:hasRelatedSynonym
MONDO:0008306	ABri amyloidosis	OMIM:176500	cerebral amyloid angiopathy, itm2b-related, 1	oio:hasExactSynonym	dementia, familial British		OMIM:176500	oio:hasRelatedSynonym
MONDO:0008310	Hutchinson-Gilford progeria syndrome	OMIM:176670	hutchinson-gilford progeria syndrome	oio:hasExactSynonym	progeria		Orphanet:740, OMIM:176670	oio:hasBroadSynonym
MONDO:0008311	progeria-short stature-pigmented nevi syndrome	OMIM:176690	progeroid short stature with pigmented nevi	oio:hasExactSynonym	progeroid short stature with pigmented nevi		OMIM:176690	oio:hasRelatedSynonym
MONDO:0008312	autosomal dominant prognathism	OMIM:176700	prognathism, mandibular	oio:hasExactSynonym	'Habsburg jaw'		OMIM:176700	oio:hasRelatedSynonym
MONDO:0008312	autosomal dominant prognathism	OMIM:176700	prognathism, mandibular	oio:hasExactSynonym	'Hapsburg jaw'		OMIM:176700	oio:hasRelatedSynonym
MONDO:0008312	autosomal dominant prognathism	OMIM:176700	prognathism, mandibular	oio:hasExactSynonym	prognathism, mandibular		OMIM:176700	oio:hasRelatedSynonym
MONDO:0008313	pelvic organ prolapse, susceptibility to	OMIM:176780	pelvic organ prolapse, susceptibility to	oio:hasExactSynonym	prolapse of vagina and rectum		OMIM:176780	oio:hasRelatedSynonym
MONDO:0008313	pelvic organ prolapse, susceptibility to	OMIM:176780	pelvic organ prolapse, susceptibility to	oio:hasExactSynonym	rectal prolapse		OMIM:176780	oio:hasRelatedSynonym
MONDO:0008313	pelvic organ prolapse, susceptibility to	OMIM:176780	pelvic organ prolapse, susceptibility to	oio:hasExactSynonym	vaginal prolapse		OMIM:176780	oio:hasRelatedSynonym
MONDO:0008316	thrombophilia due to protein C deficiency, autosomal dominant	OMIM:176860	thrombophilia due to protein c deficiency, autosomal dominant	oio:hasExactSynonym	Proc deficiency, autosomal dominant		OMIM:176860	oio:hasRelatedSynonym
MONDO:0008316	thrombophilia due to protein C deficiency, autosomal dominant	OMIM:176860	thrombophilia due to protein c deficiency, autosomal dominant	oio:hasExactSynonym	Protein C deficiency, autosomal dominant		OMIM:176860	oio:hasRelatedSynonym
MONDO:0008316	thrombophilia due to protein C deficiency, autosomal dominant	OMIM:176860	thrombophilia due to protein c deficiency, autosomal dominant	oio:hasExactSynonym	thrombophilia due to PROTEIN C deficiency, autosomal dominant		OMIM:176860	oio:hasRelatedSynonym
MONDO:0008316	thrombophilia due to protein C deficiency, autosomal dominant	OMIM:176860	thrombophilia due to protein c deficiency, autosomal dominant	oio:hasExactSynonym	THPH3	MONDO:ABBREVIATION	OMIM:176860, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008318	Proteus syndrome	OMIM:176920	proteus syndrome	oio:hasExactSynonym	gigantism, partial, of hands and feet, nevi, hemihypertrophy, and macrocephaly		OMIM:176920, MESH:C537716, GARD:0000170	oio:hasRelatedSynonym
MONDO:0008319	protoporphyria, erythropoietic, 1	OMIM:177000	protoporphyria, erythropoietic, 1	oio:hasExactSynonym	erythrohepatic protoporphyria		OMIM:177000, GARD:0004527	oio:hasRelatedSynonym
MONDO:0008319	protoporphyria, erythropoietic, 1	OMIM:177000	protoporphyria, erythropoietic, 1	oio:hasExactSynonym	protoporphyria, erythropoietic		OMIM:177000, MONDO:Lexical	oio:hasBroadSynonym
MONDO:0008320	Protrusio acetabuli	OMIM:177050	protrusio acetabuli	oio:hasExactSynonym	PROTRUSIO acetabuli		OMIM:177050	oio:hasRelatedSynonym
MONDO:0008322	pseudoachondroplasia	OMIM:177170	pseudoachondroplasia	oio:hasExactSynonym	spondyloepiphyseal dysplasia, Pseudoachondroplastic		OMIM:177170	oio:hasRelatedSynonym
MONDO:0008322	pseudoachondroplasia	OMIM:177170	pseudoachondroplasia	oio:hasExactSynonym	PSACH	MONDO:ABBREVIATION	OMIM:177170, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008324	pseudoarthrogryposis	OMIM:177300	pseudoarthrogryposis	oio:hasExactSynonym	ankylosis at elbow and knee		OMIM:177300	oio:hasRelatedSynonym
MONDO:0008324	pseudoarthrogryposis	OMIM:177300	pseudoarthrogryposis	oio:hasExactSynonym	hereditary congenital rigidity of elbows and knees		OMIM:177300	oio:hasRelatedSynonym
MONDO:0008328	glaucoma 1, open angle, P	OMIM:177700	glaucoma 1, open angle, p	oio:hasExactSynonym	GLC1P	MONDO:ABBREVIATION	OMIM:177700, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008329	autosomal dominant pseudohypoaldosteronism type 1	OMIM:177735	pseudohypoaldosteronism, type i, autosomal dominant	oio:hasExactSynonym	PHA I, autosomal dominant		OMIM:177735	oio:hasRelatedSynonym
MONDO:0008329	autosomal dominant pseudohypoaldosteronism type 1	OMIM:177735	pseudohypoaldosteronism, type i, autosomal dominant	oio:hasExactSynonym	pseudohypoaldosteronism, type I, autosomal dominant		OMIM:177735, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008332	platelet-type von Willebrand disease	OMIM:177820	von willebrand disease, platelet-type	oio:hasExactSynonym	Von Willebrand disease, Platelet-type		OMIM:177820	oio:hasRelatedSynonym
MONDO:0008332	platelet-type von Willebrand disease	OMIM:177820	von willebrand disease, platelet-type	oio:hasExactSynonym	bleeding disorder, Platelet-type, 3		OMIM:177820	oio:hasRelatedSynonym
MONDO:0008332	platelet-type von Willebrand disease	OMIM:177820	von willebrand disease, platelet-type	oio:hasExactSynonym	pseudo-VON WILLEBRAND disease		OMIM:177820	oio:hasRelatedSynonym
MONDO:0008332	platelet-type von Willebrand disease	OMIM:177820	von willebrand disease, platelet-type	oio:hasExactSynonym	VWDP	MONDO:ABBREVIATION	OMIM:177820, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008334	psoriasis 1, susceptibility to	OMIM:177900	psoriasis 1, susceptibility to	oio:hasExactSynonym	PSORS1	MONDO:ABBREVIATION	OMIM:177900, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008335	short stature-craniofacial anomalies-genital hypoplasia syndrome	OMIM:177980	pterygia, impaired intellectual development, and distinctive craniofacial features	oio:hasExactSynonym	Haspeslagh syndrome		OMIM:177980	oio:hasRelatedSynonym
MONDO:0008335	short stature-craniofacial anomalies-genital hypoplasia syndrome	OMIM:177980	pterygia, impaired intellectual development, and distinctive craniofacial features	oio:hasExactSynonym	pterygia, mental retardation, and distinctive craniofacial features	MONDO:DEPRECATED	OMIM:177980	oio:hasRelatedSynonym
MONDO:0008337	familial pterygium of the conjunctiva	OMIM:178000	pterygium of conjunctiva and cornea	oio:hasExactSynonym	pterygium of conjunctiva and cornea		OMIM:178000	oio:hasRelatedSynonym
MONDO:0008339	antecubital pterygium syndrome	OMIM:178200	pterygium, antecubital	oio:hasExactSynonym	pterygium, antecubital		OMIM:178200	oio:hasRelatedSynonym
MONDO:0008340	ptosis, hereditary congenital, 1	OMIM:178300	ptosis, hereditary congenital 1	oio:hasExactSynonym	ptosis, hereditary congenital 1		OMIM:178300, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008340	ptosis, hereditary congenital, 1	OMIM:178300	ptosis, hereditary congenital 1	oio:hasExactSynonym	PTOS1	MONDO:ABBREVIATION	OMIM:178300, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008341	ptosis-strabismus-ectopic pupils syndrome	OMIM:178330	ptosis, strabismus, and ectopic pupils	oio:hasExactSynonym	ptosis, strabismus, and ectopic pupils		OMIM:178330	oio:hasRelatedSynonym
MONDO:0008344	pulmonary edema of mountaineers, susceptibility to	OMIM:178400	pulmonary edema of mountaineers, susceptibility to	oio:hasExactSynonym	high altitude pulmonary hypertension		OMIM:178400	oio:hasRelatedSynonym
MONDO:0008348	pulmonary nodular lymphoid hyperplasia	OMIM:178610	pulmonary nodular lymphoid hyperplasia, familial	oio:hasExactSynonym	pulmonary nodular lymphoid hyperplasia, familial		OMIM:178610	oio:hasRelatedSynonym
MONDO:0008349	pulmonic stenosis, atrial septal defect, and unique electrocardiographic abnormalities	OMIM:178650	pulmonic stenosis, atrial septal defect, and unique electrocardiographic abnormalities	oio:hasExactSynonym	Ciuffo syndrome		OMIM:178650	oio:hasRelatedSynonym
MONDO:0008353	pruritic urticarial papules and plaques of pregnancy	OMIM:178995	pruritic urticarial papules and plaques of pregnancy	oio:hasExactSynonym	PUPPP	MONDO:ABBREVIATION	OMIM:178995, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008355	pyloric stenosis, infantile hypertrophic, 1	OMIM:179010	pyloric stenosis, infantile hypertrophic, 1	oio:hasExactSynonym	pyloric stenosis, infantile		OMIM:179010	oio:hasRelatedSynonym
MONDO:0008355	pyloric stenosis, infantile hypertrophic, 1	OMIM:179010	pyloric stenosis, infantile hypertrophic, 1	oio:hasExactSynonym	pyloric stenosis, infantile hypertrophic		OMIM:179010	oio:hasRelatedSynonym
MONDO:0008358	radial ray hypoplasia-choanal atresia syndrome	OMIM:179270	radial ray hypoplasia with choanal atresia	oio:hasExactSynonym	radial RAY hypoplasia with choanal atresia		OMIM:179270	oio:hasRelatedSynonym
MONDO:0008359	radio-renal syndrome	OMIM:179280	radial-renal syndrome	oio:hasExactSynonym	radial-renal syndrome		OMIM:179280	oio:hasRelatedSynonym
MONDO:0008364	Raynaud disease	OMIM:179600	raynaud disease	oio:hasExactSynonym	cold fingers, hereditary		OMIM:179600	oio:hasRelatedSynonym
MONDO:0008365	recombinant 8 syndrome	OMIM:179613	recombinant chromosome 8 syndrome	oio:hasExactSynonym	RECOMBINANT chromosome 8 syndrome		OMIM:179613	oio:hasRelatedSynonym
MONDO:0008365	recombinant 8 syndrome	OMIM:179613	recombinant chromosome 8 syndrome	oio:hasExactSynonym	chromosome 8Q22.1-qter Duplication and 8Pter-p23.1 deletion		OMIM:179613	oio:hasRelatedSynonym
MONDO:0008366	red cell permeability defect	OMIM:179650	red cell permeability defect	oio:hasExactSynonym	elliptocytosis with transverse slitlike changes		OMIM:179650	oio:hasRelatedSynonym
MONDO:0008367	red cell phospholipid defect with hemolysis	OMIM:179700	red cell phospholipid defect with hemolysis	oio:hasExactSynonym	high Red cell phosphatidylcholine hemolytic Anemia		OMIM:179700	oio:hasRelatedSynonym
MONDO:0008367	red cell phospholipid defect with hemolysis	OMIM:179700	red cell phospholipid defect with hemolysis	oio:hasExactSynonym	leaky Red cell syndrome		OMIM:179700	oio:hasRelatedSynonym
MONDO:0008367	red cell phospholipid defect with hemolysis	OMIM:179700	red cell phospholipid defect with hemolysis	oio:hasExactSynonym	phosphatidylcholine Red cell Membrane disorder		OMIM:179700	oio:hasRelatedSynonym
MONDO:0008368	autosomal dominant distal renal tubular acidosis	OMIM:179800	renal tubular acidosis, distal, 1	oio:hasExactSynonym	RTA, classic type		OMIM:179800	oio:hasRelatedSynonym
MONDO:0008368	autosomal dominant distal renal tubular acidosis	OMIM:179800	renal tubular acidosis, distal, 1	oio:hasExactSynonym	RTA, distal type, autosomal dominant		OMIM:179800	oio:hasRelatedSynonym
MONDO:0008368	autosomal dominant distal renal tubular acidosis	OMIM:179800	renal tubular acidosis, distal, 1	oio:hasExactSynonym	RTA, gradient type		OMIM:179800	oio:hasRelatedSynonym
MONDO:0008368	autosomal dominant distal renal tubular acidosis	OMIM:179800	renal tubular acidosis, distal, 1	oio:hasExactSynonym	renal tubular acidosis 1		OMIM:179800	oio:hasRelatedSynonym
MONDO:0008369	proximal renal tubular acidosis	OMIM:179830	renal tubular acidosis, proximal	oio:hasExactSynonym	RTA, proximal type		OMIM:179830	oio:hasRelatedSynonym
MONDO:0008369	proximal renal tubular acidosis	OMIM:179830	renal tubular acidosis, proximal	oio:hasExactSynonym	RTA, rate type		OMIM:179830	oio:hasRelatedSynonym
MONDO:0008369	proximal renal tubular acidosis	OMIM:179830	renal tubular acidosis, proximal	oio:hasExactSynonym	renal tubular acidosis 2		OMIM:179830	oio:hasRelatedSynonym
MONDO:0008369	proximal renal tubular acidosis	OMIM:179830	renal tubular acidosis, proximal	oio:hasExactSynonym	renal tubular acidosis, proximal		OMIM:179830	oio:hasRelatedSynonym
MONDO:0008372	retinal aplasia	OMIM:179900	retinal aplasia	oio:hasExactSynonym	amaurosis congenita		OMIM:179900	oio:hasRelatedSynonym
MONDO:0008373	retinal arterial tortuosity	OMIM:180000	retinal arteries, tortuosity of	oio:hasExactSynonym	retinal arteries, tortuosity OF		OMIM:180000, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008373	retinal arterial tortuosity	OMIM:180000	retinal arteries, tortuosity of	oio:hasExactSynonym	RATOR	MONDO:ABBREVIATION	OMIM:180000, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008374	retinal cone dystrophy type 1	OMIM:180020	retinal cone dystrophy 1	oio:hasExactSynonym	cone dystrophy, autosomal dominant		OMIM:180020	oio:hasRelatedSynonym
MONDO:0008374	retinal cone dystrophy type 1	OMIM:180020	retinal cone dystrophy 1	oio:hasExactSynonym	retinal cone Degeneration		OMIM:180020	oio:hasRelatedSynonym
MONDO:0008374	retinal cone dystrophy type 1	OMIM:180020	retinal cone dystrophy 1	oio:hasExactSynonym	retinal cone dystrophy 1		OMIM:180020, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008374	retinal cone dystrophy type 1	OMIM:180020	retinal cone dystrophy 1	oio:hasExactSynonym	RCD1	MONDO:ABBREVIATION	OMIM:180020, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008377	retinitis pigmentosa 1	OMIM:268000	retinitis pigmentosa	oio:hasExactSynonym	retinitis pigmentosa		OMIM:268000, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008377	retinitis pigmentosa 1	OMIM:268000	retinitis pigmentosa	oio:hasExactSynonym	RP	MONDO:ABBREVIATION	OMIM:268000, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008381	dominant pericentral pigmentary retinopathy	OMIM:180210	retinopathy, pericentral pigmentary, dominant	oio:hasExactSynonym	retinopathy, pericentral pigmentary, dominant		OMIM:180210	oio:hasRelatedSynonym
MONDO:0008383	rheumatoid arthritis	OMIM:180300	rheumatoid arthritis	oio:hasExactSynonym	rheumatoid arthritis, susceptibility to		OMIM:180300	oio:hasRelatedSynonym
MONDO:0008385	rhiny	OMIM:123050	craniorhiny	oio:hasExactSynonym	craniorhiny		OMIM:180360	oio:hasRelatedSynonym
MONDO:0008386	Axenfeld-Rieger syndrome type 1	OMIM:180500	axenfeld-rieger syndrome, type 1	oio:hasExactSynonym	Axenfeld-Rieger syndrome, type 1		OMIM:180500, MONDO:Lexical	oio:hasRelatedSynonym
MONDO:0008386	Axenfeld-Rieger syndrome type 1	OMIM:180500	axenfeld-rieger syndrome, type 1	oio:hasExactSynonym	Rgs		OMIM:180500	oio:hasRelatedSynonym
MONDO:0008386	Axenfeld-Rieger syndrome type 1	OMIM:180500	axenfeld-rieger syndrome, type 1	oio:hasExactSynonym	Rieg		OMIM:180500	oio:hasRelatedSynonym
MONDO:0008386	Axenfeld-Rieger syndrome type 1	OMIM:180500	axenfeld-rieger syndrome, type 1	oio:hasExactSynonym	Rieger syndrome, type 1		OMIM:180500	oio:hasRelatedSynonym
MONDO:0008387	ring dermoid of cornea	OMIM:180550	ring dermoid of cornea	oio:hasExactSynonym	RING dermoid of cornea		OMIM:180550	oio:hasRelatedSynonym
MONDO:0008387	ring dermoid of cornea	OMIM:180550	ring dermoid of cornea	oio:hasExactSynonym	RDC	MONDO:ABBREVIATION	OMIM:180550, MONDO:Lexical	oio:hasRelatedSynonym
