subject_id	object_id	in_any_source	subject_label	object_label	in_icd10cm	in_ordo	in_ncit	in_icd10who	in_icd11foundation	in_omim	in_doid
MONDO:0020391	MONDO:0015239	True	pulmonary artery coming from the aorta	abnormal origin of the pulmonary artery	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020393	MONDO:0017727	True	discrete fibromuscular subaortic stenosis	fixed subaortic stenosis	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020394	MONDO:0017727	True	tunnel subaortic stenosis	fixed subaortic stenosis	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020395	MONDO:0017865	True	valvar pulmonary stenosis	congenital pulmonary valve stenosis	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020396	MONDO:0020289	True	anomaly of the tricuspid valve chordae	congenital tricuspid malformation	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020397	MONDO:0020289	True	parachute tricuspid valve	congenital tricuspid malformation	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020398	MONDO:0019817	True	congenital mitral stenosis	congenital mitral valve insufficiency and/or stenosis	SUPPORTED	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020399	MONDO:0019817	True	congenital hypoplasia of the mitral valve annulus	congenital mitral valve insufficiency and/or stenosis	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020400	MONDO:0019817	True	congenital supravalvular mitral ring	congenital mitral valve insufficiency and/or stenosis	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020401	MONDO:0019817	True	congenital unguarded mitral orifice	congenital mitral valve insufficiency and/or stenosis	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020402	MONDO:0019817	True	congenital accessory mitral valve tissue	congenital mitral valve insufficiency and/or stenosis	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020403	MONDO:0019817	True	congenital mitral valve agenesis	congenital mitral valve insufficiency and/or stenosis	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020404	MONDO:0019817	True	shone complex	congenital mitral valve insufficiency and/or stenosis	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020405	MONDO:0019818	True	straddling and/or overriding mitral valve	cleft mitral valve	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020407	MONDO:0015273	True	complete atrioventricular canal-ventricle hypoplasia syndrome	complete atrioventricular canal	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020408	MONDO:0015273	True	complete atrioventricular canal-tetralogy of fallot syndrome	complete atrioventricular canal	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020410	MONDO:0018082	True	aorto-right ventricular tunnel	aorto-ventricular tunnel	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020411	MONDO:0018082	True	aorto-left ventricular tunnel	aorto-ventricular tunnel	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020412	MONDO:0020292	True	congenital patent ductus arteriosus aneurysm	congenital anomaly of the great arteries	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020413	MONDO:0015236	True	encircling double aortic arch	aortic arch defects	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020414	MONDO:0015236	True	persistent fifth aortic arch	aortic arch defects	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020415	MONDO:0015236	True	Kommerell diverticulum	aortic arch defects	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020416	MONDO:0015236	True	Neuhauser anomaly	aortic arch defects	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020417	MONDO:0015236	True	right aortic arch	aortic arch defects	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020418	MONDO:0015236	True	dysphagia lusoria	aortic arch defects	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020419	MONDO:0020292	True	pulmonary artery hypoplasia	congenital anomaly of the great arteries	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020420	MONDO:0020292	True	pulmonary branch stenosis	congenital anomaly of the great arteries	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020423	MONDO:0015203	True	stenosis or atrophy of the coronary ostium	coronary artery congenital malformation	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020425	MONDO:0015203	True	abnormal number of coronary ostia	coronary artery congenital malformation	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020426	MONDO:0015203	True	malposition of the coronary ostium	coronary artery congenital malformation	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020427	MONDO:0019512	True	Laubry-Pezzi syndrome	congenital heart malformation	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020428	MONDO:0019512	True	congenital Gerbode defect	congenital heart malformation	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020429	MONDO:0015450	True	cor triatriatum dexter	triatrial heart	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020430	MONDO:0015450	True	cor triatriatum sinister	triatrial heart	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020431	MONDO:0019512	True	juxtaposition of the atrial appendages	congenital heart malformation	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020432	MONDO:0019512	True	ectasia of the right atrial appendage	congenital heart malformation	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020433	MONDO:0019512	True	ectasia of the left appendage	congenital heart malformation	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020434	MONDO:0006664	True	atrial septal defect, ostium secundum type	atrial septal defect	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020435	MONDO:0006664	True	atrial septal defect, coronary sinus type	atrial septal defect	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020436	MONDO:0006664	True	atrial septal defect, sinus venosus type	atrial septal defect	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020437	MONDO:0006664	True	atrial septal defect, ostium primum type	atrial septal defect	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020438	MONDO:0019512	True	atrial septal aneurysm	congenital heart malformation	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020439	MONDO:0006664	True	patent foramen ovale	atrial septal defect	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0020440	MONDO:0019829	True	persistent left superior vena cava connecting to the left-sided atrium	congenital anomaly of superior vena cava	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020441	MONDO:0019829	True	right superior vena cava connecting to left-sided atrium	congenital anomaly of superior vena cava	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020442	MONDO:0019829	True	left superior vena cava persisting to left-sided atrium	congenital anomaly of superior vena cava	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020443	MONDO:0019829	True	absence of innominate vein	congenital anomaly of superior vena cava	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020444	MONDO:0019829	True	subaortic course of innominate vein	congenital anomaly of superior vena cava	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020445	MONDO:0019829	True	agenesis of the superior vena cava	congenital anomaly of superior vena cava	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020448	MONDO:0019830	True	right inferior vena cava connecting to left-sided atrium	congenital anomaly of the inferior vena cava	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020449	MONDO:0019830	True	persistent eustachian valve	congenital anomaly of the inferior vena cava	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020450	MONDO:0019830	True	azygos continuation of the inferior vena cava	congenital anomaly of the inferior vena cava	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020451	MONDO:0019830	True	congenital stenosis of the inferior vena cava	congenital anomaly of the inferior vena cava	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020452	MONDO:0019830	True	inferior vena cava interruption	congenital anomaly of the inferior vena cava	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020453	MONDO:0017705	True	congenital partial pulmonary venous return anomaly	congenital pulmonary venous return anomaly	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020454	MONDO:0017300	True	congenital complete agenesis of pericardium	congenital pericardium anomaly	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020455	MONDO:0017300	True	congenital partial agenesis of pericardium	congenital pericardium anomaly	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020456	MONDO:0017300	True	pleuro-pericardial cyst	congenital pericardium anomaly	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020458	MONDO:0006506	True	hemolytic anemia due to erythrocyte adenosine deaminase overproduction	congenital nonspherocytic hemolytic anemia	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	SUPPORTED
MONDO:0020458	MONDO:0019236	True	hemolytic anemia due to erythrocyte adenosine deaminase overproduction	inborn disorder of purine metabolism	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020459	MONDO:0019050	True	unstable hemoglobin disease	inherited hemoglobinopathy	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020463	MONDO:0020161	True	isolated congenital ectropion	congenital ectropion	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020466	MONDO:0019499	True	monosomy X	Turner syndrome	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020470	MONDO:0015161	True	49,XYYYY syndrome	multiple congenital anomalies/dysmorphic syndrome without intellectual disability	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020472	MONDO:0019499	True	Turner syndrome due to structural X chromosome anomalies	Turner syndrome	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020473	MONDO:0019701	True	dappled diaphyseal dysplasia	chondrodysplasia punctata	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020475	MONDO:0019287	True	dermotrichic syndrome	ectodermal dysplasia syndrome	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020476	MONDO:0017704	True	mesial temporal lobe epilepsy with hippocampal sclerosis	familial partial epilepsy	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020478	MONDO:0016387	True	Leber plus disease	mitochondrial oxidative phosphorylation disorder	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020480	MONDO:0004689	True	sulfite oxidase deficiency due to molybdenum cofactor deficiency	inborn metal metabolism disorder	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0020480	MONDO:0019358	True	sulfite oxidase deficiency due to molybdenum cofactor deficiency	encephalopathy due to sulfite oxidase deficiency	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020481	MONDO:0018959	True	myotonia fluctuans	potassium-aggravated myotonia	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020482	MONDO:0018959	True	myotonia permanens	potassium-aggravated myotonia	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020483	MONDO:0018959	True	acetazolamide-responsive myotonia	potassium-aggravated myotonia	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020485	MONDO:0100150	True	King-Denborough syndrome	RYR1-related myopathy	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020487	MONDO:0005823	True	Pontiac fever	legionellosis	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0020488	MONDO:0019037	True	atypical progressive supranuclear palsy syndrome	progressive supranuclear palsy	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020491	MONDO:0002320	True	subcortical band heterotopia	congenital nervous system disorder	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0020494	MONDO:0016910	True	oculootodental syndrome	partial deletion of the long arm of chromosome 11	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020496	MONDO:0017410	True	familial porencephaly	porencephaly	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS
MONDO:0020500	MONDO:0018087	True	Marburg hemorrhagic fever	viral hemorrhagic fever	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020501	MONDO:0018087	True	Crimean-Congo hemorrhagic fever	viral hemorrhagic fever	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020504	MONDO:0019052	True	hereditary recurrent myoglobinuria	inborn errors of metabolism	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020505	MONDO:0019046	True	ravine syndrome	leukodystrophy	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020507	MONDO:0800448	True	leukoencephalopathy with vanishing white matter 1	leukoencephalopathy with vanishing white matter	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	SUPPORTED
MONDO:0020508	MONDO:0017987	True	primary syringomyelia	syringomyelia	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020509	MONDO:0017987	True	secondary syringomyelia	syringomyelia	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020510	MONDO:0020508	True	idiopathic syringomyelia	primary syringomyelia	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020511	MONDO:0004967	True	precursor B-cell acute lymphoblastic leukemia	acute lymphoblastic leukemia	UNSUPPORTED-MISSING	SUPPORTED	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0020512	MONDO:0004967	True	precursor T-cell acute lymphoblastic leukemia	acute lymphoblastic leukemia	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020513	MONDO:0003669	True	spermatocytic seminoma	testicular seminoma	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED
MONDO:0020516	MONDO:0002120	True	thymic neuroendocrine carcinoma	neuroendocrine carcinoma	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020516	MONDO:0006451	True	thymic neuroendocrine carcinoma	thymic carcinoma	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020517	MONDO:0018310	True	eosinophilic granuloma	Langerhans cell histiocytosis	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020519	MONDO:0018310	True	hand-Schuller-Christian disease	Langerhans cell histiocytosis	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING
MONDO:0020525	MONDO:0016391	True	transient neonatal diabetes mellitus	neonatal diabetes mellitus	UNSUPPORTED-MISSING	UNSUPPORTED-MISSING	UNSUPPORTED-SUBCLASS	UNSUPPORTED-MISSING	SUPPORTED	UNSUPPORTED-MISSING	SUPPORTED
