subject_id	subject_label
NCIT:C123049	Congenital Nephrotic Syndrome - Treponema Pallidum Associated
NCIT:C27338	Congenital Neuropathy
NCIT:C4806	Congenital Nevus Araneus
NCIT:C131427	Congenital Ovarian Failure
NCIT:C142823	Congenital Peribronchial Myofibroblastic Tumor
NCIT:C27124	Congenital Phimosis
NCIT:C101199	Congenital Phrenic Nerve Palsy
NCIT:C61247	Congenital Platelets Abnormality
NCIT:C103923	Congenital Postural Scoliosis
NCIT:C99897	Congenital Pulmonary Artery Stenosis
NCIT:C103935	Congenital Pulmonary Valve Insufficiency
NCIT:C123026	Congenital Renal Hypoplasia
NCIT:C103185	Congenital Reproductive System Abnormality
NCIT:C97173	Congenital Respiratory System Disorder
NCIT:C97174	Congenital Skin Disorder
NCIT:C35593	Congenital Spondylolysis
NCIT:C34502	Congenital Spondylolysis, Lumbosacral Region
NCIT:C101197	Congenital Supraventricular Tachycardia
NCIT:C97151	Congenital Systemic Disorder
NCIT:C27112	Congenital Thyroid Gland Aplasia
NCIT:C27304	Congenital Thyroid Gland Disorder
NCIT:C27113	Congenital Thyroid Gland Hypoplasia
NCIT:C101195	Congenital Unilateral Cataract
NCIT:C98885	Congenital Urinary System Abnormality
NCIT:C116799	Congenital Varicella Zoster Infection
NCIT:C98886	Congenital Vena Cava Abnormality
NCIT:C101196	Congenital Ventricular Tachycardia
NCIT:C36287	Congenital or Acquired Anatomic Abnormality
NCIT:C173129	Congestive Hepatopathy
NCIT:C174402	Conjunctival Adenosquamous Carcinoma
NCIT:C175499	Conjunctival Angiosarcoma
NCIT:C174452	Conjunctival Blue Nevus
NCIT:C174403	Conjunctival Carcinoma
NCIT:C174418	Conjunctival Compound Nevus
NCIT:C175433	Conjunctival Diffuse Large B-Cell Lymphoma
NCIT:C175430	Conjunctival Follicular Lymphoma
NCIT:C175497	Conjunctival Hemangioma
NCIT:C174416	Conjunctival Junctional Nevus
NCIT:C4578	Conjunctival Kaposi Sarcoma
NCIT:C174390	Conjunctival Keratoacanthoma
NCIT:C175500	Conjunctival Leiomyosarcoma
NCIT:C175498	Conjunctival Lymphangioma
NCIT:C100054	Conjunctival Melanocytic Intraepithelial Neoplasia
NCIT:C175431	Conjunctival Mucosa-Associated Lymphoid Tissue Lymphoma
NCIT:C175495	Conjunctival Myxoma
NCIT:C175432	Conjunctival Non-Hodgkin Lymphoma
NCIT:C174388	Conjunctival Oncocytoma
NCIT:C174409	Conjunctival Pseudoepitheliomatous Hyperplasia
NCIT:C174408	Conjunctival Pseudoglandular Hyperplasia
NCIT:C174407	Conjunctival Reactive Epithelial Hyperplasia
NCIT:C175429	Conjunctival Reactive Lymphoid Hyperplasia
NCIT:C175501	Conjunctival Rhabdomyosarcoma
NCIT:C175502	Conjunctival Sarcoma
NCIT:C174404	Conjunctival Sebaceous Carcinoma
NCIT:C174398	Conjunctival Spindle Cell Carcinoma
NCIT:C174493	Conjunctival Spitz Nevus
NCIT:C6224	Conjunctival Squamous Papilloma
NCIT:C175494	Conjunctival Stromal Tumor
NCIT:C174426	Conjunctival Subepithelial Nevus
NCIT:C8371	Connective Tissue Nevus
NCIT:C27574	Connective and Soft Tissue Disorder
NCIT:C62277	Connective and Soft Tissue Neoplasm (Antiquated)
NCIT:C131658	Consumptive Coagulopathy
NCIT:C3668	Contact Hypersensitivity
NCIT:C50504	Contact Lens Overwear Syndrome
NCIT:C123177	Continent Epispadias
NCIT:C99390	Contralateral Breast Carcinoma
NCIT:C120187	Contrasexual Sexual Development
NCIT:C123129	Contrast - Induced Nephropathy
NCIT:C27492	Conventional Alveolar Rhabdomyosarcoma
NCIT:C49179	Conventional Cardiac Rhabdomyoma
NCIT:C178563	Conventional Chordoma
NCIT:C49104	Conventional Dermatofibrosarcoma Protuberans
NCIT:C27501	Conventional Extraskeletal Myxoid Chondrosarcoma
NCIT:C172846	Conventional Follicular Dendritic Cell Sarcoma
NCIT:C121677	Conventional Schwannoma
NCIT:C124589	Cor Triloculare
NCIT:C122688	Core Binding Factor Acute Myeloid Leukemia
NCIT:C34514	Corn
NCIT:C50507	Corneal Decompensation
NCIT:C118862	Corneal Delle
NCIT:C4579	Corneal Kaposi Sarcoma
NCIT:C168177	Coronary Artery Ectasia
NCIT:C100070	Coronary Venous Dissection
NCIT:C181757	Coronavirus Infection
NCIT:C179884	Corpus Callosum Neoplasm
NCIT:C135177	Cortical Cataract
NCIT:C135197	Cortical Cataract Grade 1
NCIT:C135198	Cortical Cataract Grade 2
NCIT:C135199	Cortical Cataract Grade 3
NCIT:C135200	Cortical Cataract Grade 4
NCIT:C180992	Cranial Nerve II Palsy
NCIT:C180994	Cranial Nerve IV Palsy
NCIT:C78248	Cranial Nerve Infection
NCIT:C180995	Cranial Nerve V Palsy
NCIT:C180996	Cranial Nerve VIII Palsy
NCIT:C180997	Cranial Nerve X Palsy
NCIT:C180998	Cranial Nerve XI Palsy
NCIT:C180999	Cranial Nerve XII Palsy
NCIT:C173926	Craniofacial Fibrous Dysplasia
NCIT:C124518	Craniofenestria
NCIT:C84654	Craniomandibular Disorder
NCIT:C124519	Cranioschisis
NCIT:C131430	Craniotubular Hyperostosis
NCIT:C160974	Cribriform Adenocarcinoma of Minor Salivary Gland
NCIT:C121963	Cribriform Neuroepithelial Tumor
NCIT:C173147	Crisponi/Cold-Induced Sweating Syndrome-1
NCIT:C173148	Crisponi/Cold-Induced Sweating Syndrome-2
NCIT:C122793	Critical Illness Myopathy
NCIT:C35210	Crohn Disease of Small Intestine
NCIT:C96497	Crohn Disease-Associated Colorectal Adenocarcinoma
NCIT:C154342	Crooke Cell Tumor
NCIT:C123050	Cryoglobulinemic Glomerulonephritis
NCIT:C123179	Cryoglobulinemic Glomerulonephritis Secondary to Systemic Disease
NCIT:C82902	Crypt Abscess
NCIT:C35590	Cryptococcal Gastroenteritis
NCIT:C174113	Cryptococcal Meningitis
NCIT:C35361	Cryptococcal Pneumonia
NCIT:C98908	Cryptophthalmos Syndrome
NCIT:C35591	Cryptosporidial Gastroenteritis
NCIT:C158967	Crystal-Storing Histiocytosis
NCIT:C118864	Crystalline Lens Dislocation
NCIT:C178901	Current Cytomegalovirus Infection
NCIT:C178902	Current EBV Infection
NCIT:C178904	Current HIV Infection
NCIT:C178903	Current Hepatitis B Infection
NCIT:C178905	Current Seasonal Coronavirus Infection
NCIT:C50517	Cusp Tear
NCIT:C172160	Cutaneous Acute Graft versus Host Disease
NCIT:C45272	Cutaneous Adult T-Cell Leukemia/Lymphoma
NCIT:C45271	Cutaneous Angioimmunoblastic T-Cell Lymphoma
NCIT:C177548	Cutaneous Arteriovenous Malformation/Hemangioma
NCIT:C45241	Cutaneous B Lymphoblastic Leukemia/Lymphoma
NCIT:C168651	Cutaneous Burkitt Lymphoma
NCIT:C45264	Cutaneous Chronic Lymphocytic Leukemia
NCIT:C172204	Cutaneous Epithelioid Angiomatous Nodule
NCIT:C168991	Cutaneous Erdheim-Chester Disease
NCIT:C98957	Cutaneous Fistula
NCIT:C7218	Cutaneous Follicular Lymphoma
NCIT:C45240	Cutaneous Hematopoietic and Lymphoid Cell Neoplasm
NCIT:C168980	Cutaneous Histiocytic and Dendritic Cell Neoplasm
NCIT:C168984	Cutaneous Indeterminate Dendritic Cell Tumor
NCIT:C168983	Cutaneous Langerhans Cell Histiocytosis
NCIT:C34768	Cutaneous Leishmaniasis
NCIT:C171101	Cutaneous Lymphoma
NCIT:C45267	Cutaneous Lymphomatoid Granulomatosis
NCIT:C7614	Cutaneous Lymphoproliferative Disorder
NCIT:C128801	Cutaneous Malignant Melanoma 2
NCIT:C45266	Cutaneous Mantle Cell Lymphoma
NCIT:C45249	Cutaneous Mature B-Cell Neoplasm
NCIT:C45250	Cutaneous Mature T-Cell and NK-Cell Neoplasm
NCIT:C90514	Cutaneous Melanoma by AJCC v6 Stage
NCIT:C91231	Cutaneous Melanoma by AJCC v7 Stage
NCIT:C137646	Cutaneous Melanoma by AJCC v8 Clinical Stage
NCIT:C137657	Cutaneous Melanoma by AJCC v8 Pathologic Stage
NCIT:C137645	Cutaneous Melanoma by AJCC v8 Stage
NCIT:C155305	Cutaneous Melanoma of the Extremity
NCIT:C45268	Cutaneous Nasal Type Extranodal NK/T-Cell Lymphoma
NCIT:C4479	Cutaneous Neural Neoplasm
NCIT:C121968	Cutaneous Neurocristic Hamartoma
NCIT:C128451	Cutaneous Neurofibroma
NCIT:C172621	Cutaneous Perineurioma
NCIT:C185044	Cutaneous Plasmacytoma
NCIT:C8957	Cutaneous Precancerous Condition
NCIT:C45238	Cutaneous Precursor Lymphoid Neoplasm
NCIT:C168986	Cutaneous Rosai-Dorfman Disease
NCIT:C34457	Cutaneous Schistosomiasis
NCIT:C133252	Cutaneous Squamous Cell Carcinoma of the Head and Neck
NCIT:C133253	Cutaneous Squamous Cell Carcinoma of the Head and Neck by AJCC v8 Stage
NCIT:C45242	Cutaneous T Lymphoblastic Leukemia/Lymphoma
NCIT:C3923	Cutis Marmorata
NCIT:C50519	Cyclitis
NCIT:C124522	Cyclopia
NCIT:C43344	Cylindrocarcinoma
NCIT:C34519	Cystic Endometrial Hyperplasia
NCIT:C121562	Cystic Fibrosis Pulmonary Exacerbation
NCIT:C103233	Cystic Fibrosis with Meconium Ileus
NCIT:C82890	Cystic Oncocytic Neoplasm
NCIT:C99112	Cystic Periventricular Leukomalacia
NCIT:C45754	Cystic Tumor of the Atrioventricular Node
NCIT:C123244	Cystine Urolithiasis
NCIT:C96228	Cystitis Cystica and Glandularis
NCIT:C122687	Cytogenetically Normal Acute Myeloid Leukemia
NCIT:C27217	Cytomegaloviral Gastritis
NCIT:C35402	Cytomegalovirus Colitis
NCIT:C27218	Cytomegalovirus Esophagitis
NCIT:C35660	Cytomegalovirus Gastroenteritis
NCIT:C121975	DDIT4L Acute Lymphoblastic Leukemia
NCIT:C122658	DNA Ligase I Deficiency
NCIT:C176799	DOCK2-Associated Immunodeficiency
NCIT:C7850	DS Stage I Plasma Cell Myeloma
NCIT:C181859	DS Stage IA Plasma Cell Myeloma
NCIT:C181860	DS Stage IB Plasma Cell Myeloma
NCIT:C7851	DS Stage II Plasma Cell Myeloma
NCIT:C181862	DS Stage IIA Plasma Cell Myeloma
NCIT:C181864	DS Stage IIB Plasma Cell Myeloma
NCIT:C7852	DS Stage III Plasma Cell Myeloma
NCIT:C181865	DS Stage IIIA Plasma Cell Myeloma
NCIT:C181866	DS Stage IIIB Plasma Cell Myeloma
NCIT:C186308	Dactylomegaly
NCIT:C175520	Dairy or Lactose Intolerance Allergy
NCIT:C27644	Deafness
NCIT:C84650	Deafness due to Connexin 26 Gene Anomaly
NCIT:C174444	Deafness, Autosomal Dominant 36
NCIT:C175700	Deafness, Autosomal Dominant 41
NCIT:C174436	Deafness, Autosomal Recessive 36
NCIT:C158787	Deafness, Autosomal Recessive 4, with Enlarged Vestibular Aqueduct
NCIT:C48876	Dedifferentiated Chordoma
NCIT:C38107	Dedifferentiated Dermatofibrosarcoma Protuberans
NCIT:C179932	Dedifferentiated Gastrointestinal Stromal Tumor
NCIT:C178222	Dedifferentiated Leiomyosarcoma
NCIT:C6936	Deep (Aggressive) Angiomyxoma
NCIT:C121651	Deep Circumscribed Morphea
NCIT:C6498	Deep Lipoma
NCIT:C7576	Deep Penetrating Nevus
NCIT:C49343	Deep Vein Thrombosis
NCIT:C131431	Defective Thyroglobulin Synthesis
NCIT:C131432	Defective Thyroglobulin Transport
NCIT:C176594	Defects in Intrinsic and Innate Immunity
NCIT:C35096	Deformity of Forearm
NCIT:C27090	Degenerative Disorder
NCIT:C50527	Dehiscence
NCIT:C114853	Delayed Graft Function
NCIT:C95073	Delayed Sleep Phase Type Circadian Rhythm Sleep Disorder
NCIT:C5305	Deletion of Chromosome 22 Associated Meningioma
NCIT:C5306	Deletion of Chromosome 3p Associated Meningioma
NCIT:C5294	Deletion of the Short Arm of Chromosome 1 (1p) Associated Meningioma
NCIT:C2981	Delirium
NCIT:C92639	Delirium Due to a General Medical Condition
NCIT:C35797	Demyelinating Encephalopathy
NCIT:C154339	Densely Granulated Corticotroph Pituitary Neuroendocrine Tumor
NCIT:C45931	Densely Granulated Lactotroph Pituitary Neuroendocrine Tumor
NCIT:C45925	Densely Granulated Somatotroph Pituitary Neuroendocrine Tumor
NCIT:C172328	Dental Agenesis
NCIT:C35596	Dental Developmental Disorder
NCIT:C35598	Dental Pain and Sensation Disorder
NCIT:C35140	Dental Phobia
NCIT:C35597	Dental Surface Disorder
NCIT:C36069	Dental and Periodontal Infection
NCIT:C54323	Dentinogenic Ghost Cell Tumor
NCIT:C97080	Denture-Induced Fibrous Hyperplasia
NCIT:C121209	Denys-Drash Syndrome, Incomplete
NCIT:C4473	Dermal Duct Tumor
NCIT:C6484	Dermal Fibroma
NCIT:C121680	Dermal Nerve Sheath Myxoma
NCIT:C35309	Dermatitis due to Acids
NCIT:C35310	Dermatitis due to Alkalis
NCIT:C35311	Dermatitis due to Dichromate
NCIT:C35224	Dermatitis due to Unspecified Substance Taken Internally
NCIT:C38108	Dermatofibrosarcoma Protuberans with Giant Cell Fibroblastoma-Like Differentiation
NCIT:C38105	Dermatofibrosarcoma Protuberans with Myoid Differentiation
NCIT:C170888	Dermatomyofibroma
NCIT:C27554	Dermatosis
NCIT:C6428	Descending Colon Neuroendocrine Tumor G1
NCIT:C27515	Desmoplastic Fibroblastoma
NCIT:C3740	Desmoplastic Fibroma
NCIT:C6747	Desmoplastic Mesothelioma
NCIT:C178507	Desmoplastic Myxoid Tumor of the Pineal Region, SMARCB1-Mutant
NCIT:C48614	Desmoplastic Neurotropic Melanoma
NCIT:C27522	Desmoplastic Trichilemmoma
NCIT:C27524	Desmoplastic Trichoepithelioma
NCIT:C70634	Destructive Arthritis
NCIT:C116942	Developmental Delay
NCIT:C89330	Developmental Disorder
NCIT:C118200	Developmental Regression
NCIT:C179866	Developmental and Epileptic Encephalopathy 1
NCIT:C172096	Developmental and Epileptic Encephalopathy 11
NCIT:C188139	Developmental and Epileptic Encephalopathy 13
NCIT:C188141	Developmental and Epileptic Encephalopathy 14
NCIT:C147070	Developmental and Epileptic Encephalopathy 2
NCIT:C168597	Developmental and Epileptic Encephalopathy 25
NCIT:C175047	Developmental and Epileptic Encephalopathy 26
NCIT:C185237	Developmental and Epileptic Encephalopathy 31
NCIT:C155998	Developmental and Epileptic Encephalopathy 32
NCIT:C142803	Developmental and Epileptic Encephalopathy 36
NCIT:C188142	Developmental and Epileptic Encephalopathy 42
NCIT:C177545	Developmental and Epileptic Encephalopathy 46
NCIT:C147071	Developmental and Epileptic Encephalopathy 6A
NCIT:C179296	Developmental and Epileptic Encephalopathy 76
NCIT:C78255	Device-Related Infection
NCIT:C99096	Dextro-Transposition of the Great Arteries
NCIT:C101185	Dextro-Transposition of the Great Vessels with Intact Ventricular Septum
NCIT:C101186	Dextro-Transposition of the Great Vessels with Ventricular Septal Defect
NCIT:C101032	Dextrocardia Situs Solitus
NCIT:C95993	Di Guglielmo Syndrome
NCIT:C84420	Diabetic Eye Disease
NCIT:C111909	Diabetic Fetopathy
NCIT:C114722	Dialysis Catheter Embolism
NCIT:C114727	Dialysis Catheter Exit Site Infection
NCIT:C114723	Dialysis Catheter Infection
NCIT:C114726	Dialysis Catheter Tunnel Infection
NCIT:C50531	Dialysis Encephalopathy
NCIT:C50532	Dialyzer First Use Syndrome
NCIT:C176911	Diamond-Blackfan Anemia 1
NCIT:C176919	Diamond-Blackfan Anemia 10
NCIT:C176920	Diamond-Blackfan Anemia 11
NCIT:C176912	Diamond-Blackfan Anemia 3
NCIT:C176913	Diamond-Blackfan Anemia 4
NCIT:C176914	Diamond-Blackfan Anemia 5
NCIT:C176915	Diamond-Blackfan Anemia 6
NCIT:C176916	Diamond-Blackfan Anemia 7
NCIT:C176917	Diamond-Blackfan Anemia 8
NCIT:C176918	Diamond-Blackfan Anemia 9
NCIT:C111886	Diaper Dermatitis
NCIT:C98912	Diaphragmatic Eventration
NCIT:C34687	Diaphragmatic Hernia
NCIT:C123226	Diarrhea-associated Hemolytic Uremic Syndrome
NCIT:C156311	Diastrophic Dysplasia
NCIT:C5129	Diencephalic Glioblastoma
NCIT:C5125	Diencephalic Neoplasm
NCIT:C162539	Differentiated (Simplex) Penile Intraepithelial Neoplasia
NCIT:C35819	Differentiated Granulocytic Sarcoma
NCIT:C187648	Differentiated High Grade Thyroid Gland Carcinoma
NCIT:C164249	Differentiated Intraepithelial Neoplasia
NCIT:C66813	Differentiated Retinoblastoma
NCIT:C140959	Differentiated Thyroid Gland Carcinoma by AJCC v7 Stage
NCIT:C140965	Differentiated Thyroid Gland Carcinoma by AJCC v8 Stage
NCIT:C129274	Diffuse Astrocytoma, IDH-Wildtype
NCIT:C185195	Diffuse Astrocytoma, MYB-Altered
NCIT:C185196	Diffuse Astrocytoma, MYBL1-Altered
NCIT:C129277	Diffuse Astrocytoma, Not Otherwise Specified
NCIT:C37209	Diffuse Blastoid B-Cell Lymphoma
NCIT:C35407	Diffuse C-Cell Hyperplasia
NCIT:C4338	Diffuse Centroblastic-Centrocytic Lymphoma
NCIT:C84670	Diffuse Cerebral Sclerosis of Schilder
NCIT:C122806	Diffuse Endocapillary Glomerulonephritis
NCIT:C7264	Diffuse Follicular Lymphoma
NCIT:C129325	Diffuse Glioma
NCIT:C185935	Diffuse Glioneuronal Tumor with Oligodendroglioma-Like Features and Nuclear Clusters
NCIT:C131436	Diffuse Goiter
NCIT:C185371	Diffuse Hemispheric Glioma, H3 G34-Mutant
NCIT:C97081	Diffuse Hyperplasia
NCIT:C66851	Diffuse Hyperplastic Perilobar Nephroblastomatosis
NCIT:C131843	Diffuse KATP-Associated Hyperinsulinism
NCIT:C127933	Diffuse Laminar Endocervical Hyperplasia
NCIT:C36081	Diffuse Large B-Cell Lymphoma Activated B-Cell Type
NCIT:C27856	Diffuse Large B-Cell Lymphoma Arising in HHV8-Positive Multicentric Castleman Disease
NCIT:C80289	Diffuse Large B-Cell Lymphoma Associated with Chronic Inflammation
NCIT:C36080	Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type
NCIT:C7246	Diffuse Large B-Cell Lymphoma Post-Transplant Lymphoproliferative Disorder
NCIT:C45231	Diffuse Large B-Cell Lymphoma Unclassifiable
NCIT:C141254	Diffuse Large B-Cell Lymphoma by Ann Arbor Stage
NCIT:C80280	Diffuse Large B-Cell Lymphoma, Not Otherwise Specified
NCIT:C148392	Diffuse Large B-Cell Lymphoma, Not Otherwise Specified Molecular Subtypes
NCIT:C45219	Diffuse Large B-Cell Lymphoma, Not Otherwise Specified by Gene Expression Profile
NCIT:C39855	Diffuse Leiomyomatosis Syndrome
NCIT:C129424	Diffuse Leptomeningeal Glioneuronal Tumor
NCIT:C185221	Diffuse Low Grade Glioma, BRAF p.V600E-Mutant
NCIT:C185219	Diffuse Low Grade Glioma, FGFR1 Tyrosine Kinase Domain-Duplicated
NCIT:C185220	Diffuse Low Grade Glioma, FGFR1-Mutant
NCIT:C185218	Diffuse Low Grade Glioma, MAPK Pathway-Altered
NCIT:C27822	Diffuse Malignant Lymphoma
NCIT:C8420	Diffuse Malignant Mesothelioma
NCIT:C182151	Diffuse Midline Glioma
NCIT:C185370	Diffuse Midline Glioma with EZHIP Overexpression
NCIT:C185369	Diffuse Midline Glioma, EGFR-Mutant
NCIT:C185368	Diffuse Midline Glioma, H3 K27-Altered
NCIT:C129309	Diffuse Midline Glioma, H3 K27M-Mutant
NCIT:C3463	Diffuse Mixed Cell Lymphoma
NCIT:C8426	Diffuse Neurofibroma
NCIT:C182436	Diffuse Non-Pontine Midline Glioma
NCIT:C185470	Diffuse Pediatric-Type High Grade Glioma MYCN
NCIT:C185469	Diffuse Pediatric-Type High Grade Glioma RTK1
NCIT:C185468	Diffuse Pediatric-Type High Grade Glioma RTK2
NCIT:C185467	Diffuse Pediatric-Type High Grade Glioma, H3-Wildtype and IDH-Wildtype
NCIT:C45630	Diffuse Pulmonary Lymphangiomatosis
NCIT:C66815	Diffuse Retinoblastoma
NCIT:C182357	Diffusion Restriction
NCIT:C35180	Digestive System Carcinoma In Situ
NCIT:C172850	Digestive System Diffuse Large B-Cell Lymphoma
NCIT:C96466	Digestive System Filiform Serrated Adenoma
NCIT:C78319	Digestive System Fistula
NCIT:C7741	Digestive System Hemangioma
NCIT:C38163	Digestive System Hodgkin Lymphoma
NCIT:C172851	Digestive System Inflammatory Myofibroblastic Tumor
NCIT:C8962	Digestive System Intraepithelial Neoplasia
NCIT:C172955	Digestive System Kaposi Sarcoma
NCIT:C154617	Digestive System Large Cell Neuroendocrine Carcinoma
NCIT:C172942	Digestive System Leiomyoma
NCIT:C172951	Digestive System Leiomyosarcoma
NCIT:C172945	Digestive System Lipoma
NCIT:C95405	Digestive System Neuroendocrine Carcinoma
NCIT:C7709	Digestive System Neuroendocrine Tumor G1
NCIT:C96166	Digestive System Neuroendocrine Tumor G2
NCIT:C172660	Digestive System Neuroendocrine Tumor G3
NCIT:C135129	Digestive System Neuroendocrine Tumor by AJCC v7 Stage
NCIT:C38161	Digestive System Non-Hodgkin Lymphoma
NCIT:C7659	Digestive System Precancerous Condition
NCIT:C172952	Digestive System Rhabdomyosarcoma
NCIT:C172849	Digestive System Sarcoma
NCIT:C154641	Digestive System Small Cell Neuroendocrine Carcinoma
NCIT:C172852	Digestive System Soft Tissue Neoplasm
NCIT:C172940	Digestive System Solitary Fibrous Tumor
NCIT:C162848	Digital Papillary Adenoma
NCIT:C3964	Dihydrouracil Dehydrogenase Deficiency
NCIT:C165596	Dilated Cardiomyopathy-1A
NCIT:C174435	Dilated Cardiomyopathy-1DD
NCIT:C182078	Dilated Cardiomyopathy-1G
NCIT:C173625	Dilated Cardiomyopathy-1P
NCIT:C187983	Dilated Cardiomyopathy-1W
NCIT:C186785	Dilated Cardiomyopathy-2C
NCIT:C174217	Dilated Cardiomyopathy-Hypergonadotropic Hypogonadism Syndrome
NCIT:C116599	Diplegia
NCIT:C50534	Direct Contact Transmission Infection
NCIT:C34691	Direct Inguinal Hernia
NCIT:C98914	Discordant Ventriculoarterial Connection
NCIT:C7057	Disease, Disorder or Finding
NCIT:C50536	Disfigurement
NCIT:C27551	Disorder by Site
NCIT:C120195	Disorder of AMH
NCIT:C120196	Disorder of AMH Receptor
NCIT:C120375	Disorder of Androgen Synthesis
NCIT:C121669	Disordered Eating
NCIT:C35005	Disorganized Type Schizophrenia
NCIT:C99753	Disruptive Behavior Disorder
NCIT:C27185	Disseminated Adenocarcinoma
NCIT:C113669	Disseminated Bacillus Calmette-Guerin Infection
NCIT:C27469	Disseminated Carcinoma
NCIT:C81772	Disseminated Juvenile Xanthogranuloma
NCIT:C116809	Disseminated Listeriosis
NCIT:C27470	Disseminated Malignant Neoplasm
NCIT:C113672	Disseminated Oka Varicella Zoster Virus Infection
NCIT:C4829	Disseminated Squamous Cell Carcinoma
NCIT:C94329	Dissociative Fugue
NCIT:C130986	Distal 18q Deletion Syndrome
NCIT:C7976	Distal Bile Duct Adenocarcinoma
NCIT:C134810	Distal Bile Duct Cancer by AJCC v7 Stage
NCIT:C134811	Distal Bile Duct Cancer by AJCC v8 Stage
NCIT:C152036	Distal Esophagus Adenocarcinoma
NCIT:C150037	Distal Esophagus Squamous Cell Carcinoma
NCIT:C115210	Distal Urethral Carcinoma
NCIT:C35933	Distantly Metastatic Malignant Neoplasm
NCIT:C121629	Disturbance of Temperature Regulation
NCIT:C26753	Diverticulum
NCIT:C172311	Dog Allergy
NCIT:C154519	Double Pituitary Neuroendocrine Tumors of Distinct Lineages
NCIT:C138899	Double-Expressor Lymphoma
NCIT:C161609	Double-Negative Prostate Carcinoma
NCIT:C5439	Drop Metastasis in the Spinal Cord
NCIT:C112203	Drug Induced Cutaneous Lupus Erythematosus
NCIT:C97082	Drug Induced Gingival Hyperplasia
NCIT:C172076	Drug Resistant Bacterial Infection
NCIT:C121946	Drug- and Toxin-Induced Pulmonary Arterial Hypertension
NCIT:C35343	Drug-Induced Aplastic Anemia
NCIT:C114583	Drug-Induced Nephropathy
NCIT:C123014	Drug-Induced Tubulointerstitial Nephritis
NCIT:C70613	Drug/Toxin-Induced Aplastic Anemia
NCIT:C121748	Dual Oxidase 2 Deficiency
NCIT:C43349	Ductal Eccrine Carcinoma with Abundant Fibromyxoid Stroma
NCIT:C43346	Ductal Eccrine Carcinoma with Spindle Cell Elements
NCIT:C97072	Ductal Plate Malformation
NCIT:C111779	Ductus Venosus Agenesis
NCIT:C4932	Duodenal Adenoma
NCIT:C82972	Duodenal Extraskeletal Osteosarcoma
NCIT:C78256	Duodenal Fistula
NCIT:C78258	Duodenal Infection
NCIT:C6425	Duodenal Neuroendocrine Tumor G1
NCIT:C160442	Duodenal Neuroendocrine Tumor G2
NCIT:C172672	Duodenal Neuroendocrine Tumor G3
NCIT:C135075	Duodenal Neuroendocrine Tumor by AJCC v8 Stage
NCIT:C98918	Duodenal Web
NCIT:C138185	Duodenal-Type Follicular Lymphoma
NCIT:C98915	Duplex Kidney
NCIT:C98917	Duplicated Ureter
NCIT:C95991	Dural Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue
NCIT:C79549	Dysarthria
NCIT:C173131	Dyschromatosis Universalis Hereditaria
NCIT:C180532	Dysembryoplastic Neuroepithelial-Like Tumor of the Septum Pellucidum
NCIT:C123227	Dysfunctional Elimination Syndrome
NCIT:C182452	Dysgraphia
NCIT:C176921	Dyskeratosis Congenita, Autosomal Dominant 1
NCIT:C176922	Dyskeratosis Congenita, Autosomal Dominant 2
NCIT:C176923	Dyskeratosis Congenita, Autosomal Dominant 3
NCIT:C176924	Dyskeratosis Congenita, Autosomal Dominant 6
NCIT:C176925	Dyskeratosis Congenita, Autosomal Recessive 1
NCIT:C176926	Dyskeratosis Congenita, Autosomal Recessive 2
NCIT:C176927	Dyskeratosis Congenita, Autosomal Recessive 3
NCIT:C176928	Dyskeratosis Congenita, Autosomal Recessive 5
NCIT:C176929	Dyskeratosis Congenita, Autosomal Recessive 6
NCIT:C34559	Dysmenorrhea
NCIT:C86950	Dysphonia
NCIT:C157577	Dystonia 12
NCIT:C168729	Dystonia 16
NCIT:C178217	EBV-Associated Smooth Muscle Tumor
NCIT:C172847	EBV-Positive Inflammatory Follicular Dendritic Cell Sarcoma
NCIT:C150704	EBV-Positive Inflammatory Follicular Dendritic Cell Sarcoma of the Digestive System
NCIT:C131906	EBV-Positive Mucocutaneous Ulcer
NCIT:C27694	EBV-Related Burkitt Lymphoma
NCIT:C27690	EBV-Related Carcinoma
NCIT:C27695	EBV-Related Clonal Post-Transplant Lymphoproliferative Disorder
NCIT:C162304	EBV-Related Gastric Carcinoma
NCIT:C27692	EBV-Related Hodgkin Lymphoma
NCIT:C162306	EBV-Related Leiomyosarcoma
NCIT:C27691	EBV-Related Lymphoma
NCIT:C159717	EBV-Related Lymphoproliferative Disorder
NCIT:C27689	EBV-Related Malignant Neoplasm
NCIT:C27693	EBV-Related Non-Hodgkin Lymphoma
NCIT:C27696	EBV-Related Post-Transplant Lymphoproliferative Disorder
NCIT:C162305	EBV-Related Sarcoma
NCIT:C186591	ELP1-Associated Medulloblastoma
NCIT:C186592	ELP1-Medulloblastoma Syndrome
NCIT:C104031	ENSAT Stage I Adrenal Cortical Carcinoma
NCIT:C104032	ENSAT Stage II Adrenal Cortical Carcinoma
NCIT:C104033	ENSAT Stage III Adrenal Cortical Carcinoma
NCIT:C104034	ENSAT Stage IV Adrenal Cortical Carcinoma
NCIT:C165671	EWSR1-Negative Small Round Cell Tumor
NCIT:C177278	EWSR1-SMAD3-Positive Fibroblastic Tumor
NCIT:C148398	EZB Diffuse Large B-Cell Lymphoma
NCIT:C54262	Ear Carcinoma
