mondo_id	mondo_label	synonym_scope	synonym_scope_mondo	synonym	synonym_exact	synonym_broad	synonym_narrow	synonym_related	source_id	source_label	synonym_type	mondo_evidence	case
MONDO:0008421	flat face-microstomia-ear anomaly syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	SIMOSA craniofacial syndrome	SIMOSA craniofacial syndrome				Orphanet:1968	Flat face-microstomia-ear anomaly syndrome		OMIM:182150	
MONDO:0008433	small cell lung carcinoma	oio:hasExactSynonym	oio:hasBroadSynonym	SCLC	SCLC				Orphanet:70573	Small cell lung cancer	MONDO:ABBREVIATION	Orphanet:70573, OMIM:182280, NCIT:C4917, DOID:5409	
MONDO:0008453	adult-onset proximal spinal muscular atrophy, autosomal dominant	oio:hasExactSynonym	oio:hasRelatedSynonym	SMAFK	SMAFK				Orphanet:209335	Autosomal dominant adult-onset proximal spinal muscular atrophy	MONDO:ABBREVIATION	OMIM:182980, MONDO:Lexical	
MONDO:0008460	splenogonadal fusion-limb defects-micrognathia syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Sgfld syndrome	Sgfld syndrome				Orphanet:2063	Splenogonadal fusion-limb defects-micrognathia syndrome		OMIM:183300	
MONDO:0008471	spondyloepiphyseal dysplasia congenita	oio:hasExactSynonym	oio:hasRelatedSynonym	congenital spondyloepiphyseal dysplasia	congenital spondyloepiphyseal dysplasia				Orphanet:94068	Spondyloepiphyseal dysplasia congenita		ORCID:0000-0001-8612-1062, Orphanet:94068	
MONDO:0008485	sebocystomatosis	oio:hasExactSynonym	oio:hasRelatedSynonym	STEATOCYSTOMA multiplex	STEATOCYSTOMA multiplex				Orphanet:841	Sebocystomatosis		OMIM:184500	
MONDO:0008488	holoprosencephaly-radial heart renal anomalies syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	STEINFELD syndrome	STEINFELD syndrome				Orphanet:3186	Holoprosencephaly-radial heart renal anomalies syndrome		OMIM:184705	
MONDO:0008491	stiff-person syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	SPS	SPS				Orphanet:1509	Coxopodopatellar syndrome	MONDO:ABBREVIATION	Orphanet:3198, OMIM:184850, MONDO:Lexical	
MONDO:0008491	stiff-person syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	SMS	SMS				Orphanet:3198	Stiff person spectrum disorder	MONDO:ABBREVIATION	Orphanet:3198	
MONDO:0008491	stiff-person syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	SPS	SPS				Orphanet:3198	Stiff person spectrum disorder	MONDO:ABBREVIATION	Orphanet:3198, OMIM:184850, MONDO:Lexical	
MONDO:0008499	short stature-wormian bones-dextrocardia syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	STRATTON-PARKER syndrome	STRATTON-PARKER syndrome				Orphanet:2863	Short stature-wormian bones-dextrocardia syndrome		OMIM:185120	
MONDO:0008520	brachydactyly-elbow wrist dysplasia syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	LIEBENBERG syndrome	LIEBENBERG syndrome				Orphanet:1275	Brachydactyly-elbow wrist dysplasia syndrome		OMIM:186550	
MONDO:0008558	autoimmune thrombocytopenic purpura	oio:hasExactSynonym	oio:hasRelatedSynonym	immune thrombocytopenic purpura	immune thrombocytopenic purpura				Orphanet:3002	Immune thrombocytopenia		OMIM:188030	
MONDO:0008582	tooth and nail syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	WITKOP syndrome	WITKOP syndrome				Orphanet:2228	Hypodontia-dysplasia of nails syndrome		OMIM:189500	
MONDO:0008594	familial multiple discoid fibromas	oio:hasExactSynonym	oio:hasRelatedSynonym	familial multiple trichodiscomas	familial multiple trichodiscomas				Orphanet:538756	Familial multiple discoid fibromas		GARD:0008479	
MONDO:0008608	Down syndrome	oio:hasExactSynonym	oio:hasNarrowSynonym	trisomy 21	trisomy 21				Orphanet:870	Down syndrome		Orphanet:870, OMIM:190685, NCIT:C2993	
MONDO:0008620	upper limb mesomelic dysplasia	oio:hasExactSynonym	oio:hasRelatedSynonym	ulna hypoplasia	ulna hypoplasia				Orphanet:2497	Upper limb mesomelic dysplasia, type Fryns		Orphanet:2497	
MONDO:0008713	acrodermatitis enteropathica	oio:hasExactSynonym	oio:hasRelatedSynonym	ae	ae				Orphanet:622014	Autoimmune encephalitis		GARD:0005723	
MONDO:0008720	congenital isolated adrenocorticotropic hormone deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	IAD	IAD				Orphanet:480512	Idiopathic ductopenia	MONDO:ABBREVIATION	OMIM:201400, MONDO:Lexical	
MONDO:0008721	medium chain acyl-CoA dehydrogenase deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	Carnitine deficiency secondary to medium-chain acyl-Coa dehydrogenase deficiency	Carnitine deficiency secondary to medium-chain acyl-Coa dehydrogenase deficiency				Orphanet:42	Medium chain acyl-CoA dehydrogenase deficiency		OMIM:201450	
MONDO:0008722	short chain acyl-CoA dehydrogenase deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	Acads deficiency	Acads deficiency				Orphanet:26792	Short chain acyl-CoA dehydrogenase deficiency		OMIM:201470	
MONDO:0008722	short chain acyl-CoA dehydrogenase deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	Scad deficiency	Scad deficiency				Orphanet:26792	Short chain acyl-CoA dehydrogenase deficiency		OMIM:201470	
MONDO:0008759	oxoglutaricaciduria	oio:hasExactSynonym	oio:hasRelatedSynonym	ALPHA-ketoglutarate dehydrogenase deficiency	ALPHA-ketoglutarate dehydrogenase deficiency				Orphanet:31	Oxoglutaric aciduria		OMIM:203740	
MONDO:0008771	amelogenesis imperfecta type 1G	oio:hasExactSynonym	oio:hasRelatedSynonym	amelogenesis imperfecta-nephrocalcinosis syndrome	amelogenesis imperfecta-nephrocalcinosis syndrome				Orphanet:1031	Enamel-renal syndrome		Orphanet:1031	
MONDO:0008809	polyneuropathy-hand defect syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	congenital aplasia of the extensor muscles of the fingers and thumb associated with generalized polyneuropathy	congenital aplasia of the extensor muscles of the fingers and thumb associated with generalized polyneuropathy				Orphanet:2926	Digital extensor muscle aplasia-polyneuropathy		MESH:C535624, GARD:0002589	
MONDO:0008811	XK aprosencephaly	oio:hasExactSynonym	oio:hasRelatedSynonym	Xk syndrome	Xk syndrome				Orphanet:3469	XK aprosencephaly syndrome		OMIM:207770	
MONDO:0008818	arterial tortuosity syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	ATS	ATS				Orphanet:3342	Arterial tortuosity syndrome	MONDO:ABBREVIATION	Orphanet:3342, OMIM:208050, MONDO:Lexical	
MONDO:0008818	arterial tortuosity syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	ATS	ATS				Orphanet:595109	Atypical Timothy syndrome	MONDO:ABBREVIATION	Orphanet:3342, OMIM:208050, MONDO:Lexical	
MONDO:0008825	arthrogryposis multiplex congenita-whistling face syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	ILLUM syndrome	ILLUM syndrome				Orphanet:1150	Arthrogryposis multiplex congenita-whistling face syndrome		OMIM:208155	
MONDO:0008832	right atrial isomerism	oio:hasExactSynonym	oio:hasRelatedSynonym	RAI	RAI				Orphanet:97548	Right sided atrial isomerism	MONDO:ABBREVIATION	OMIM:208530, MONDO:Lexical	
MONDO:0008855	MHC class II deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	Bare lymphocyte syndrome type 2	Bare lymphocyte syndrome type 2				Orphanet:572	Immunodeficiency by defective expression of MHC class II		Orphanet:572, MESH:C537079, GARD:0000824	
MONDO:0008870	bird headed-dwarfism, Montreal type	oio:hasExactSynonym	oio:hasRelatedSynonym	Bird-headed dwarfism, Montreal type	Bird-headed dwarfism, Montreal type				Orphanet:2617	Microcephalic primordial dwarfism, Montreal type		OMIM:210700	
MONDO:0008896	campomelia, Cumming type	oio:hasExactSynonym	oio:hasRelatedSynonym	Cumming syndrome	Cumming syndrome				Orphanet:1318	Campomelia, Cumming type		OMIM:211890	
MONDO:0008918	carnitine-acylcarnitine translocase deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	Cact deficiency	Cact deficiency				Orphanet:159	Carnitine-acylcarnitine translocase deficiency		OMIM:212138	
MONDO:0008947	bilateral striopallidodentate calcinosis	oio:hasExactSynonym	oio:hasNarrowSynonym	idiopathic basal ganglia calcification	idiopathic basal ganglia calcification				Orphanet:1980	Bilateral striopallidodentate calcinosis		Orphanet:1980	
MONDO:0008959	CHAND syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	curly hair-ankyloblepharon-nail dysplasia syndrome	curly hair-ankyloblepharon-nail dysplasia syndrome				Orphanet:1401	CHAND syndrome		OMIM:214350	
MONDO:0008967	congenital bile acid synthesis defect 4	oio:hasExactSynonym	oio:hasBroadSynonym	AMACR deficiency	AMACR deficiency				Orphanet:79095	Congenital bile acid synthesis defect type 4		Orphanet:79095	
MONDO:0009031	craniodiaphyseal dysplasia	oio:hasExactSynonym	oio:hasRelatedSynonym	CDD	CDD				Orphanet:505652	CDKL5-deficiency disorder	MONDO:ABBREVIATION	OMIM:218300, OMIM:122860, MONDO:Lexical	
MONDO:0009034	craniofacial dyssynostosis	oio:hasExactSynonym	oio:hasRelatedSynonym	bilateral lambdoid and sagittal synostosis	bilateral lambdoid and sagittal synostosis				Orphanet:1516	Non-syndromic bilambdoid and sagittal craniosynostosis		OMIM:218350	
MONDO:0009053	ALDH18A1-related de Barsy syndrome	oio:hasExactSynonym	oio:hasBroadSynonym	P5CS deficiency	P5CS deficiency				Orphanet:35664	ALDH18A1-related De Barsy syndrome		Orphanet:35664	
MONDO:0009054	autosomal recessive cutis laxa type 2, classic type	oio:hasExactSynonym	oio:hasRelatedSynonym	ARCL2A	ARCL2A				Orphanet:357058	Autosomal recessive cutis laxa type 2A	MONDO:ABBREVIATION	OMIM:219200, MONDO:Lexical	
MONDO:0009054	autosomal recessive cutis laxa type 2, classic type	oio:hasExactSynonym	oio:hasRelatedSynonym	Arcl2	Arcl2				Orphanet:90350	Autosomal recessive cutis laxa type 2		OMIM:219200	
MONDO:0009107	diastrophic dysplasia	oio:hasExactSynonym	oio:hasRelatedSynonym	DD	DD				Orphanet:1653	Dentin dysplasia	MONDO:ABBREVIATION	OMIM:222600	
MONDO:0009107	diastrophic dysplasia	oio:hasExactSynonym	oio:hasRelatedSynonym	diastrophic dwarfism	diastrophic dwarfism				Orphanet:628	Diastrophic dysplasia		Orphanet:628	
MONDO:0009110	dicarboxylic aminoaciduria	oio:hasExactSynonym	oio:hasRelatedSynonym	glutamate-aspartate Transport defect	glutamate-aspartate Transport defect				Orphanet:2195	Dicarboxylic aminoaciduria		OMIM:222730	
MONDO:0009151	cleft lip/palate-ectodermal dysplasia syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	CLPED1	CLPED1				Orphanet:3253	Cleft lip/palate-ectodermal dysplasia syndrome	MONDO:ABBREVIATION	Orphanet:3253, OMIM:225060, MONDO:Lexical, DOID:0060773	
MONDO:0009159	Ehlers-Danlos syndrome, cardiac valvular type	oio:hasExactSynonym	oio:hasRelatedSynonym	Cardiac-valvular EDS	Cardiac-valvular EDS				Orphanet:230851	Cardiac-valvular Ehlers-Danlos syndrome		GARD:0012613	
MONDO:0009159	Ehlers-Danlos syndrome, cardiac valvular type	oio:hasExactSynonym	oio:hasRelatedSynonym	cvEDS	cvEDS				Orphanet:230851	Cardiac-valvular Ehlers-Danlos syndrome		GARD:0012613	
MONDO:0009161	Ehlers-Danlos syndrome, dermatosparaxis type	oio:hasExactSynonym	oio:hasRelatedSynonym	dEDS	dEDS				Orphanet:1901	Dermatosparaxis Ehlers-Danlos syndrome		GARD:0002089	
MONDO:0009161	Ehlers-Danlos syndrome, dermatosparaxis type	oio:hasExactSynonym	oio:hasRelatedSynonym	dermatosparaxis EDS	dermatosparaxis EDS				Orphanet:1901	Dermatosparaxis Ehlers-Danlos syndrome		GARD:0002089	
MONDO:0009169	endocardial fibroelastosis	oio:hasExactSynonym	oio:hasRelatedSynonym	endomyocardial fibroelastosis	endomyocardial fibroelastosis				Orphanet:2022	Endocardial fibroelastosis		Orphanet:2022	
MONDO:0009179	recessive dystrophic epidermolysis bullosa	oio:hasExactSynonym	oio:hasNarrowSynonym	severe generalized RDEB	severe generalized RDEB				Orphanet:79408	Autosomal recessive generalized dystrophic epidermolysis bullosa, severe form		Orphanet:79408, DOID:0060642	
MONDO:0009182	junctional epidermolysis bullosa Herlitz type	oio:hasExactSynonym	oio:hasRelatedSynonym	junctional epidermolysis bullosa, Herlitz type	junctional epidermolysis bullosa, Herlitz type				Orphanet:79404	Severe generalized junctional epidermolysis bullosa		GARD:0002153	
MONDO:0009183	junctional epidermolysis bullosa with pyloric atresia	oio:hasExactSynonym	oio:hasRelatedSynonym	JEB-Pa	JEB-Pa				Orphanet:79403	Junctional epidermolysis bullosa with pyloric atresia		OMIM:226730	
MONDO:0009212	congenital factor X deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	Stuart-Prower Factor deficiency	Stuart-Prower Factor deficiency				Orphanet:328	Congenital factor X deficiency		OMIM:227600	
MONDO:0009242	brittle cornea syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Ehlers-Danlos syndrome type 6b	Ehlers-Danlos syndrome type 6b				Orphanet:90354	Brittle cornea syndrome			
MONDO:0009255	galactokinase deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	Galk deficiency	Galk deficiency				Orphanet:79237	Galactokinase deficiency		OMIM:230200	
MONDO:0009257	galactose epimerase deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	Gale deficiency	Gale deficiency				Orphanet:79238	Galactose epimerase deficiency		OMIM:230350	
MONDO:0009258	classic galactosemia	oio:hasExactSynonym	oio:hasRelatedSynonym	Galt deficiency	Galt deficiency				Orphanet:79239	Classic galactosemia		OMIM:230400	
MONDO:0009260	GM1 gangliosidosis type 1	oio:hasExactSynonym	oio:hasRelatedSynonym	Beta-galactosidase-1 deficiency	Beta-galactosidase-1 deficiency				Orphanet:354	GM1 gangliosidosis		OMIM:230500	
MONDO:0009260	GM1 gangliosidosis type 1	oio:hasExactSynonym	oio:hasRelatedSynonym	Glb1 deficiency	Glb1 deficiency				Orphanet:354	GM1 gangliosidosis		OMIM:230500	
MONDO:0009277	glaucoma 3A	oio:hasExactSynonym	oio:hasBroadSynonym	buphthalmos	buphthalmos				Orphanet:98976	Congenital glaucoma		OMIM:231300, DOID:11211	
MONDO:0009282	multiple acyl-CoA dehydrogenase deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	EMA	EMA				Orphanet:139431	Epilepsy with eyelid myoclonia	MONDO:ABBREVIATION	GARD:0006523	
MONDO:0009283	glutaric acidemia type 3	oio:hasExactSynonym	oio:hasRelatedSynonym	glutaryl-Coa oxidase deficiency	glutaryl-Coa oxidase deficiency				Orphanet:35706	Glutaric acidemia type 3		OMIM:231690	
MONDO:0009287	glycogen storage disease due to glucose-6-phosphatase deficiency type IA	oio:hasExactSynonym	oio:hasRelatedSynonym	Von Gierke disease	Von Gierke disease				Orphanet:364	Glycogen storage disease due to glucose-6-phosphatase deficiency		OMIM:232200	
MONDO:0009287	glycogen storage disease due to glucose-6-phosphatase deficiency type IA	oio:hasExactSynonym	oio:hasRelatedSynonym	hepatorenal glycogenosis	hepatorenal glycogenosis				Orphanet:364	Glycogen storage disease due to glucose-6-phosphatase deficiency		OMIM:232200	
MONDO:0009291	glycogen storage disease III	oio:hasExactSynonym	oio:hasRelatedSynonym	Gde deficiency	Gde deficiency				Orphanet:366	Glycogen storage disease due to glycogen debranching enzyme deficiency		OMIM:232400	
MONDO:0009312	lipodystrophy due to peptidic growth factors deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	Werner-like syndrome due to combined Growth Factor deficiency	Werner-like syndrome due to combined Growth Factor deficiency				Orphanet:1979	Lipodystrophy due to peptidic growth factors deficiency		OMIM:233805	
MONDO:0009333	mullerian derivatives-lymphangiectasia-polydactyly syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Urioste syndrome	Urioste syndrome				Orphanet:1655	Müllerian derivatives-lymphangiectasia-polydactyly syndrome		OMIM:235255	
MONDO:0009339	congenital bile acid synthesis defect 2	oio:hasExactSynonym	oio:hasRelatedSynonym	cholestasis with Delta(4)-3-oxosteroid 5-Beta-reductase deficiency	cholestasis with Delta(4)-3-oxosteroid 5-Beta-reductase deficiency				Orphanet:79303	Congenital bile acid synthesis defect type 2		OMIM:235555	
MONDO:0009352	classic homocystinuria	oio:hasExactSynonym	oio:hasRelatedSynonym	homocystinuria due to CBS deficiency	homocystinuria due to CBS deficiency				Orphanet:394	Homocystinuria due to cystathionine beta-synthase deficiency		GARD:0006667	
MONDO:0009369	non-immune hydrops fetalis	oio:hasExactSynonym	oio:hasRelatedSynonym	NIHF	NIHF				Orphanet:363999	Non-immune hydrops fetalis	MONDO:ABBREVIATION	OMIM:236750, MONDO:Lexical	
MONDO:0009377	hyperammonemia due to N-acetylglutamate synthase deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	Nags deficiency	Nags deficiency				Orphanet:927	Hyperammonemia due to N-acetylglutamate synthase deficiency		OMIM:237310	
MONDO:0009379	Rotor syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	hyperbilirubinemia, ROTOR type	hyperbilirubinemia, ROTOR type				Orphanet:3111	Rotor syndrome		OMIM:237450, MONDO:Lexical	
MONDO:0009393	ornithine translocase deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	Hhh syndrome	Hhh syndrome				Orphanet:415	Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome		OMIM:238970	
MONDO:0009395	hyperostosis corticalis generalisata	oio:hasExactSynonym	oio:hasRelatedSynonym	VAN Buchem disease	VAN Buchem disease				Orphanet:3416	Hyperostosis corticalis generalisata		OMIM:239100	
MONDO:0009406	hypertrichotic osteochondrodysplasia Cantu type	oio:hasExactSynonym	oio:hasRelatedSynonym	hypertrichotic osteochondrodysplasia	hypertrichotic osteochondrodysplasia				Orphanet:1517	Cantú syndrome		OMIM:239850, GARD:0008585	
MONDO:0009459	channelopathy-associated congenital insensitivity to pain, autosomal recessive	oio:hasExactSynonym	oio:hasRelatedSynonym	CIP	CIP				Orphanet:64752	Hereditary sensory and autonomic neuropathy type 5	MONDO:ABBREVIATION	OMIM:243000, MONDO:Lexical	
MONDO:0009465	multiple intestinal atresia	oio:hasExactSynonym	oio:hasRelatedSynonym	familial intestinal polyatresia syndrome	familial intestinal polyatresia syndrome				Orphanet:2300	Multiple intestinal atresia		Orphanet:2300, OMIM:243150	
MONDO:0009465	multiple intestinal atresia	oio:hasExactSynonym	oio:hasRelatedSynonym	CID-MIA/early-onset IBD	CID-MIA/early-onset IBD				Orphanet:436252	Combined immunodeficiency-enteropathy spectrum		Orphanet:436252	
MONDO:0009473	isotretinoin-like syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	microtia-aortic Arch syndrome	microtia-aortic Arch syndrome				Orphanet:2306	Isotretinoin-like syndrome		OMIM:243440	
MONDO:0009475	isovaleric acidemia	oio:hasExactSynonym	oio:hasRelatedSynonym	isovaleric acid Coa dehydrogenase deficiency	isovaleric acid Coa dehydrogenase deficiency				Orphanet:33	Isovaleric acidemia		OMIM:243500	
MONDO:0009485	oculocerebrofacial syndrome, Kaufman type	oio:hasExactSynonym	oio:hasRelatedSynonym	kos	kos				Orphanet:254519	Kagami-Ogata syndrome		OMIM:244450	
MONDO:0009485	oculocerebrofacial syndrome, Kaufman type	oio:hasExactSynonym	oio:hasRelatedSynonym	KOS	KOS				Orphanet:254519	Kagami-Ogata syndrome	MONDO:ABBREVIATION	OMIM:244450, MONDO:Lexical	
MONDO:0009490	Papillon-Lefevre disease	oio:hasExactSynonym	oio:hasRelatedSynonym	Pls	Pls				Orphanet:35689	Primary lateral sclerosis		OMIM:245000	
MONDO:0009490	Papillon-Lefevre disease	oio:hasExactSynonym	oio:hasRelatedSynonym	Pls	Pls				Orphanet:678	Papillon-Lefèvre syndrome		OMIM:245000	
MONDO:0009490	Papillon-Lefevre disease	oio:hasExactSynonym	oio:hasRelatedSynonym	Pls	Pls				Orphanet:99969	Pleomorphic liposarcoma		OMIM:245000	
MONDO:0009492	succinyl-CoA:3-ketoacid CoA transferase deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	Scot deficiency	Scot deficiency				Orphanet:832	Succinyl-CoA:3-oxoacid CoA transferase deficiency		OMIM:245050	
MONDO:0009509	Landau-Kleffner syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	benign epilepsy of childhood with centrotemporal spikes	benign epilepsy of childhood with centrotemporal spikes				Orphanet:1945	Rolandic epilepsy		OMIM:245570	
MONDO:0009520	3-hydroxy-3-methylglutaric aciduria	oio:hasExactSynonym	oio:hasRelatedSynonym	HMG-Coa lyase deficiency	HMG-Coa lyase deficiency				Orphanet:20	3-hydroxy-3-methylglutaric aciduria		OMIM:246450	
MONDO:0009529	pyruvate dehydrogenase E3 deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	Dld deficiency	Dld deficiency				Orphanet:2394	Pyruvate dehydrogenase E3 deficiency		OMIM:246900	
MONDO:0009530	lipoid proteinosis	oio:hasExactSynonym	oio:hasRelatedSynonym	hyalinosis cutis Et mucosae	hyalinosis cutis Et mucosae				Orphanet:530	Lipoid proteinosis		OMIM:247100	
MONDO:0009549	severe early-childhood-onset retinal dystrophy	oio:hasExactSynonym	oio:hasRelatedSynonym	fundus flavimaculatus	fundus flavimaculatus				Orphanet:827	Stargardt disease		OMIM:248200	
MONDO:0009556	malonic aciduria	oio:hasExactSynonym	oio:hasRelatedSynonym	malonic acidemia	malonic acidemia				Orphanet:943	Malonic aciduria		GARD:0003371	
MONDO:0009557	mandibuloacral dysplasia with type A lipodystrophy	oio:hasExactSynonym	oio:hasRelatedSynonym	MADA	MADA				Orphanet:90153	Mandibuloacral dysplasia with type A lipodystrophy	MONDO:ABBREVIATION	OMIM:248370, MONDO:Lexical	
MONDO:0009560	oculotrichoanal syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	MANITOBA oculotrichoanal syndrome	MANITOBA oculotrichoanal syndrome				Orphanet:2717	Oculotrichoanal syndrome		OMIM:248450, MONDO:Lexical	
MONDO:0009561	alpha-mannosidosis	oio:hasExactSynonym	oio:hasRelatedSynonym	lysosomal Alpha-D-mannosidase deficiency	lysosomal Alpha-D-mannosidase deficiency				Orphanet:61	Alpha-mannosidosis		OMIM:248500	
MONDO:0009563	maple syrup urine disease	oio:hasExactSynonym	oio:hasRelatedSynonym	dihydrolipoamide dehydrogenase deficiency	dihydrolipoamide dehydrogenase deficiency				Orphanet:2394	Pyruvate dehydrogenase E3 deficiency		OMIM:246900, DOID:9269	
MONDO:0009585	encephalopathy due to beta-mercaptolactate-cysteine disulfiduria	oio:hasExactSynonym	oio:hasRelatedSynonym	MCDU	MCDU				Orphanet:1035	Beta-mercaptolactate cysteine disulfiduria	MONDO:ABBREVIATION	OMIM:249650, MONDO:Lexical	
MONDO:0009591	metachromatic leukodystrophy, juvenile form	oio:hasExactSynonym	oio:hasRelatedSynonym	Mld	Mld				Orphanet:512	Metachromatic leukodystrophy		OMIM:250100	
MONDO:0009591	metachromatic leukodystrophy, juvenile form	oio:hasExactSynonym	oio:hasRelatedSynonym	arylsulfatase A deficiency	arylsulfatase A deficiency				Orphanet:512	Metachromatic leukodystrophy		OMIM:250100, GARD:0003230	
MONDO:0009591	metachromatic leukodystrophy, juvenile form	oio:hasExactSynonym	oio:hasRelatedSynonym	MLD	MLD				Orphanet:512	Metachromatic leukodystrophy	MONDO:ABBREVIATION	OMIM:250100, GARD:0003230	
MONDO:0009595	cartilage-hair hypoplasia	oio:hasExactSynonym	oio:hasRelatedSynonym	metaphyseal chondrodysplasia, Mckusick type	metaphyseal chondrodysplasia, Mckusick type				Orphanet:175	Cartilage-hair hypoplasia		OMIM:250250	
MONDO:0009603	3-hydroxyisobutyryl-CoA hydrolase deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	valine metabolic defect	valine metabolic defect				Orphanet:88639	Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency		Orphanet:88639, OMIM:250620	
MONDO:0009607	methionine adenosyltransferase deficiency	oio:hasExactSynonym	oio:hasRelatedSynonym	Mat I/III deficiency	Mat I/III deficiency				Orphanet:168598	Methionine adenosyltransferase I/III deficiency		OMIM:250850	
MONDO:0009610	3-methylglutaconic aciduria type 1	oio:hasExactSynonym	oio:hasRelatedSynonym	3-methylglutaconyl-Coa hydratase deficiency	3-methylglutaconyl-Coa hydratase deficiency				Orphanet:67046	3-methylglutaconic aciduria type 1		OMIM:250950	
MONDO:0009619	microcephaly-micromelia syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	MIMIS	MIMIS				Orphanet:572768	Microcephaly-micromelia syndrome	MONDO:ABBREVIATION	OMIM:251230	
MONDO:0009661	mucopolysaccharidosis type 6	oio:hasExactSynonym	oio:hasRelatedSynonym	Arsb deficiency	Arsb deficiency				Orphanet:583	Mucopolysaccharidosis type 6		OMIM:253200	
MONDO:0009669	spinal muscular atrophy, type 1	oio:hasExactSynonym	oio:hasBroadSynonym	infantile spinal muscular atrophy	infantile spinal muscular atrophy				Orphanet:83330	Proximal spinal muscular atrophy type 1		Orphanet:83330	
MONDO:0009670	lethal congenital contracture syndrome 1	oio:hasExactSynonym	oio:hasRelatedSynonym	Lccs	Lccs				Orphanet:294965	Lethal congenital contracture syndrome		OMIM:253310	
MONDO:0009672	spinal muscular atrophy, type III	oio:hasExactSynonym	oio:hasBroadSynonym	juvenile spinal muscular atrophy	juvenile spinal muscular atrophy				Orphanet:83419	Proximal spinal muscular atrophy type 3		Orphanet:83419	
MONDO:0009683	autosomal recessive limb-girdle muscular dystrophy type 2H	oio:hasExactSynonym	oio:hasRelatedSynonym	limb-girdle muscular dystrophy type 2H	limb-girdle muscular dystrophy type 2H				Orphanet:1878	TRIM32-related limb-girdle muscular dystrophy R8		GARD:0003844	
MONDO:0009692	primary myelofibrosis	oio:hasExactSynonym	oio:hasNarrowSynonym	myelofibrosis with myeloid metaplasia	myelofibrosis with myeloid metaplasia				Orphanet:824	Primary myelofibrosis		Orphanet:824, OMIM:254450	
MONDO:0009697	Lafora disease	oio:hasExactSynonym	oio:hasRelatedSynonym	Epm2	Epm2				Orphanet:501	Lafora disease		OMIM:254780	
MONDO:0009698	Unverricht-Lundborg syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	Uld	Uld				Orphanet:308	Progressive myoclonic epilepsy type 1		OMIM:254800	
MONDO:0009698	Unverricht-Lundborg syndrome	oio:hasExactSynonym	oio:hasRelatedSynonym	EPM1	EPM1				Orphanet:308	Progressive myoclonic epilepsy type 1	MONDO:ABBREVIATION	GARD:0003876	
MONDO:0009708	myopathy, myosin storage, autosomal recessive	oio:hasExactSynonym	oio:hasRelatedSynonym	MSMB	MSMB				Orphanet:636970	Autosomal recessive myosin storage myopathy	MONDO:ABBREVIATION	OMIM:255160, MONDO:Lexical	
MONDO:0009722	Bailey-Bloch congenital myopathy	oio:hasExactSynonym	oio:hasRelatedSynonym	NAM	NAM				Orphanet:206569	Immune-mediated necrotizing myopathy	MONDO:DEPRECATED	OMIM:255995, MONDO:Lexical	
MONDO:0009727	atelosteogenesis type II	oio:hasExactSynonym	oio:hasRelatedSynonym	De la Chapelle dysplasia	De la Chapelle dysplasia				Orphanet:56304	Atelosteogenesis type II		Orphanet:56304	
