mondo_id	mondo_label	source_id	source_label	synonym_scope	synonym	synonym_type
MONDO:0009867	lethal congenital glycogen storage disease of heart	OMIM:261740	glycogen storage disease of heart, lethal congenital	oio:hasExactSynonym	phosphorylase kinase deficiency of heart	
MONDO:0009868	glycogen storage disease IXb	OMIM:261750	glycogen storage disease ixb	oio:hasExactSynonym	GSD IXb	
MONDO:0009868	glycogen storage disease IXb	OMIM:261750	glycogen storage disease ixb	oio:hasExactSynonym	glycogen storage disease IXb	
MONDO:0009868	glycogen storage disease IXb	OMIM:261750	glycogen storage disease ixb	oio:hasExactSynonym	GSD9B	MONDO:ABBREVIATION
MONDO:0009869	isolated Pierre-Robin syndrome	OMIM:261800	pierre robin syndrome	oio:hasExactSynonym	Pierre Robin Sequence	
MONDO:0009870	pili torti	OMIM:261900	pili torti, early-onset	oio:hasExactSynonym	twisted hair	
MONDO:0009871	pili torti-developmental delay-neurological abnormalities syndrome	OMIM:261990	abnormal hair, joint laxity, and developmental delay	oio:hasExactSynonym	abnormal hair, joint laxity, and developmental delay	
MONDO:0009872	Bjornstad syndrome	OMIM:262000	bjornstad syndrome	oio:hasExactSynonym	Bjornstad syndrome	MONDO:CLINGEN_LABEL
MONDO:0009874	Rabson-Mendenhall syndrome	OMIM:262190	pineal hyperplasia, insulin-resistant diabetes mellitus, and somatic abnormalities	oio:hasExactSynonym	Rabson-Mendenhall syndrome	
MONDO:0009875	achromatopsia 3	OMIM:262300	achromatopsia 3	oio:hasExactSynonym	achromatopsia 3	
MONDO:0009875	achromatopsia 3	OMIM:262300	achromatopsia 3	oio:hasExactSynonym	ACHM3	MONDO:ABBREVIATION
MONDO:0009876	isolated growth hormone deficiency type IA	OMIM:262400	isolated growth hormone deficiency, type 1a	oio:hasExactSynonym	Illig-type growth hormone deficiency	
MONDO:0009876	isolated growth hormone deficiency type IA	OMIM:262400	isolated growth hormone deficiency, type 1a	oio:hasExactSynonym	primordial dwarfism	
MONDO:0009876	isolated growth hormone deficiency type IA	OMIM:262400	isolated growth hormone deficiency, type 1a	oio:hasExactSynonym	sexual ateleiotic dwarfism	
MONDO:0009877	Laron syndrome	OMIM:262500	laron syndrome	oio:hasExactSynonym	Growth hormone receptor deficiency	
MONDO:0009877	Laron syndrome	OMIM:262500	laron syndrome	oio:hasExactSynonym	Laron syndrome	
MONDO:0009878	pituitary hormone deficiency, combined, 2	OMIM:262600	pituitary hormone deficiency, combined, 2	oio:hasExactSynonym	pituitary hormone deficiency, combined, 2	MONDO:CLINGEN_LABEL
MONDO:0009879	short stature due to growth hormone qualitative anomaly	OMIM:262650	kowarski syndrome	oio:hasExactSynonym	Kowarski syndrome	
MONDO:0009881	pituitary dwarfism with large sella turcica	OMIM:262710	pituitary dwarfism with large sella turcica	oio:hasExactSynonym	pituitary dwarfism with large sella turcica	
MONDO:0009882	plasma clot retraction factor, deficiency of	OMIM:262800	plasma clot retraction factor, deficiency of	oio:hasExactSynonym	plasma clot retraction factor, deficiency of	
MONDO:0009883	alpha-2-plasmin inhibitor deficiency	OMIM:262850	alpha-2-plasmin inhibitor deficiency	oio:hasExactSynonym	plasmin inhibitor deficiency	
MONDO:0009883	alpha-2-plasmin inhibitor deficiency	OMIM:262850	alpha-2-plasmin inhibitor deficiency	oio:hasExactSynonym	alpha-2-plasmin inhibitor deficiency	MONDO:CLINGEN_LABEL
MONDO:0009884	platelet prostacyclin receptor defect	OMIM:262875	platelet prostacyclin receptor defect	oio:hasExactSynonym	platelet prostacyclin receptor defect	
MONDO:0009885	Scott syndrome	OMIM:262890	scott syndrome	oio:hasExactSynonym	prothrombin consumption deficiency	
MONDO:0009885	Scott syndrome	OMIM:262890	scott syndrome	oio:hasExactSynonym	SCTS	MONDO:ABBREVIATION
MONDO:0009885	Scott syndrome	OMIM:262890	scott syndrome	oio:hasExactSynonym	Scott syndrome	MONDO:CLINGEN_LABEL
MONDO:0009886	pleoconial myopathy with salt craving	OMIM:262900	pleoconial myopathy with salt craving	oio:hasExactSynonym	pleoconial myopathy with salt craving	
MONDO:0009888	polycystic kidney, cataract, and congenital blindness	OMIM:263100	polycystic kidney, cataract, and congenital blindness	oio:hasExactSynonym	polycystic kidney, cataract, and congenital blindness	
MONDO:0009890	Gillessen-Kaesbach-Nishimura syndrome	OMIM:263210	gillessen-kaesbach-nishimura syndrome	oio:hasExactSynonym	Gillessen-Kaesbach-Nishimura syndrome	
MONDO:0009891	acquired polycythemia vera	OMIM:263300	polycythemia vera	oio:hasExactSynonym	polycythemia rubra vera	
MONDO:0009891	acquired polycythemia vera	OMIM:263300	polycythemia vera	oio:hasExactSynonym	polycythemia vera	
MONDO:0009891	acquired polycythemia vera	OMIM:263300	polycythemia vera	oio:hasExactSynonym	PV	MONDO:ABBREVIATION
MONDO:0009893	polydactyly, postaxial, type A5	OMIM:263450	polydactyly, postaxial, type a5	oio:hasExactSynonym	polydactyly, postaxial, type A5	
MONDO:0009894	short-rib thoracic dysplasia 6 with or without polydactyly	OMIM:263520	short-rib thoracic dysplasia 6 with or without polydactyly	oio:hasExactSynonym	Majewski syndrome	
MONDO:0009894	short-rib thoracic dysplasia 6 with or without polydactyly	OMIM:263520	short-rib thoracic dysplasia 6 with or without polydactyly	oio:hasExactSynonym	SRTD6	MONDO:ABBREVIATION
MONDO:0009894	short-rib thoracic dysplasia 6 with or without polydactyly	OMIM:263520	short-rib thoracic dysplasia 6 with or without polydactyly	oio:hasExactSynonym	short-rib thoracic dysplasia 6 with or without polydactyly	MONDO:CLINGEN_LABEL
MONDO:0009896	polymyoclonus, infantile	OMIM:263550	polymyoclonus, infantile	oio:hasExactSynonym	polymyoclonus, infantile	
MONDO:0009898	polysaccharide, storage of unusual	OMIM:263600	polysaccharide, storage of unusual	oio:hasExactSynonym	polysaccharide, storage of unusual	
MONDO:0009899	polyhydramnios, chronic idiopathic	OMIM:263610	polyhydramnios, chronic idiopathic	oio:hasExactSynonym	polyhydramnios, chronic idiopathic	
MONDO:0009900	polysyndactyly-cardiac malformation syndrome	OMIM:263630	polysyndactyly with cardiac malformation	oio:hasExactSynonym	Bonneau syndrome	
MONDO:0009901	Bartsocas-Papas syndrome 1	OMIM:263650	bartsocas-papas syndrome 1	oio:hasExactSynonym	popliteal pterygium syndrome, Bartsocas-Papas type 1	
MONDO:0009901	Bartsocas-Papas syndrome 1	OMIM:263650	bartsocas-papas syndrome 1	oio:hasExactSynonym	popliteal pterygium syndrome, lethal type	
MONDO:0009902	cutaneous porphyria	OMIM:263700	porphyria, congenital erythropoietic	oio:hasExactSynonym	CEP	MONDO:ABBREVIATION
MONDO:0009903	postaxial acrofacial dysostosis	OMIM:263750	postaxial acrofacial dysostosis	oio:hasExactSynonym	Miller Syndrome	
MONDO:0009903	postaxial acrofacial dysostosis	OMIM:263750	postaxial acrofacial dysostosis	oio:hasExactSynonym	Miller syndrome	
MONDO:0009903	postaxial acrofacial dysostosis	OMIM:263750	postaxial acrofacial dysostosis	oio:hasExactSynonym	POADS	MONDO:ABBREVIATION
MONDO:0009903	postaxial acrofacial dysostosis	OMIM:263750	postaxial acrofacial dysostosis	oio:hasExactSynonym	postaxial acrofacial dysostosis	MONDO:CLINGEN_LABEL
MONDO:0009904	Gitelman syndrome	OMIM:263800	gitelman syndrome	oio:hasExactSynonym	hypomagnesemia-hypokalemia, primary renotubular, with hypocalciuria	
MONDO:0009904	Gitelman syndrome	OMIM:263800	gitelman syndrome	oio:hasExactSynonym	Gitelman syndrome	MONDO:CLINGEN_LABEL
MONDO:0009905	urban-Rogers-Meyer syndrome	OMIM:264010	prader-willi habitus, osteopenia, and camptodactyly	oio:hasExactSynonym	urban-Rogers-Meyer syndrome	
MONDO:0009906	prenatal bowing	OMIM:264050	prenatal bowing	oio:hasExactSynonym	prenatal bowing	
MONDO:0009907	Prepapillary vascular loops	OMIM:264060	prepapillary vascular loops	oio:hasExactSynonym	Prepapillary vascular loops	
MONDO:0009908	pterin-4 alpha-carbinolamine dehydratase 1 deficiency	OMIM:264070	hyperphenylalaninemia, bh4-deficient, d	oio:hasExactSynonym	CADH deficiency	
MONDO:0009908	pterin-4 alpha-carbinolamine dehydratase 1 deficiency	OMIM:264070	hyperphenylalaninemia, bh4-deficient, d	oio:hasExactSynonym	PCBD deficiency	
MONDO:0009908	pterin-4 alpha-carbinolamine dehydratase 1 deficiency	OMIM:264070	hyperphenylalaninemia, bh4-deficient, d	oio:hasExactSynonym	hyperphenylalaninemia with primapterinuria	
MONDO:0009909	progesterone resistance	OMIM:264080	progesterone resistance	oio:hasExactSynonym	progesterone resistance	
MONDO:0009910	Wiedemann-Rautenstrauch syndrome	OMIM:264090	wiedemann-rautenstrauch syndrome	oio:hasExactSynonym	Wiedemann-Rautenstrauch syndrome	
MONDO:0009911	prolactin deficiency, isolated	OMIM:264110	prolactin deficiency, isolated	oio:hasExactSynonym	prolactin deficiency, isolated	
MONDO:0009912	prolactin deficiency with obesity and enlarged testes	OMIM:264120	prolactin deficiency with obesity and enlarged testes	oio:hasExactSynonym	prolactin deficiency with obesity and enlarged testes	
MONDO:0009913	prune belly syndrome with pulmonic stenosis, intellectual disability, and deafness	OMIM:264140	prune belly syndrome with pulmonic stenosis, impaired intellectual development, and deafness	oio:hasExactSynonym	prune belly syndrome with pulmonic stenosis, mental retardation, and deafness	MONDO:DEPRECATED
MONDO:0009914	pseudodiastrophic dysplasia	OMIM:264180	pseudodiastrophic dysplasia	oio:hasExactSynonym	pseudodiastrophic dysplasia	
MONDO:0009918	fundus dystrophy, pseudoinflammatory, recessive form	OMIM:264420	fundus dystrophy, pseudoinflammatory, recessive form	oio:hasExactSynonym	fundus dystrophy, pseudoinflammatory, recessive form	
MONDO:0009919	peroxisomal acyl-CoA oxidase deficiency	OMIM:264470	peroxisomal acyl-coa oxidase deficiency	oio:hasExactSynonym	peroxisomal acyl-CoA oxidase deficiency	MONDO:CLINGEN_LABEL
MONDO:0009920	Acrootoocular syndrome	OMIM:264475	pseudopapilledema, ocular hypotelorism, blepharophimosis, and hand anomalies	oio:hasExactSynonym	acrootoocular syndrome	
MONDO:0009922	Pseudouridinuria and mental defect	OMIM:264500	pseudouridinuria and mental defect	oio:hasExactSynonym	Pseudouridinuria and mental defect	
MONDO:0009923	46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency	OMIM:264600	pseudovaginal perineoscrotal hypospadias	oio:hasExactSynonym	pseudovaginal perineoscrotal hypospadias	
MONDO:0009925	autosomal recessive inherited pseudoxanthoma elasticum	OMIM:264800	pseudoxanthoma elasticum	oio:hasExactSynonym	Gronblad-Strandberg syndrome	
MONDO:0009925	autosomal recessive inherited pseudoxanthoma elasticum	OMIM:264800	pseudoxanthoma elasticum	oio:hasExactSynonym	Pseudoxanthoma Elasticum	
MONDO:0009925	autosomal recessive inherited pseudoxanthoma elasticum	OMIM:264800	pseudoxanthoma elasticum	oio:hasExactSynonym	PXE	MONDO:ABBREVIATION
MONDO:0009926	autosomal recessive multiple pterygium syndrome	OMIM:265000	multiple pterygium syndrome, escobar variant	oio:hasExactSynonym	Escobar syndrome	
MONDO:0009926	autosomal recessive multiple pterygium syndrome	OMIM:265000	multiple pterygium syndrome, escobar variant	oio:hasExactSynonym	EVMPS	MONDO:ABBREVIATION
MONDO:0009927	3MC syndrome 2	OMIM:265050	3mc syndrome 2	oio:hasExactSynonym	3MC syndrome 2	MONDO:CLINGEN_LABEL
MONDO:0009928	pulmonary alveolar microlithiasis	OMIM:265100	pulmonary alveolar microlithiasis	oio:hasExactSynonym	pulmonary alveolar microlithiasis	MONDO:CLINGEN_LABEL
MONDO:0009929	surfactant metabolism dysfunction, pulmonary, 1	OMIM:265120	surfactant metabolism dysfunction, pulmonary, 1	oio:hasExactSynonym	interstitial lung disease due to surfactant Protein B deficiency	
MONDO:0009929	surfactant metabolism dysfunction, pulmonary, 1	OMIM:265120	surfactant metabolism dysfunction, pulmonary, 1	oio:hasExactSynonym	pulmonary alveolar proteinosis, congenital, 1	
MONDO:0009929	surfactant metabolism dysfunction, pulmonary, 1	OMIM:265120	surfactant metabolism dysfunction, pulmonary, 1	oio:hasExactSynonym	surfactant metabolism dysfunction, pulmonary, 1	
MONDO:0009929	surfactant metabolism dysfunction, pulmonary, 1	OMIM:265120	surfactant metabolism dysfunction, pulmonary, 1	oio:hasExactSynonym	SMDP1	MONDO:ABBREVIATION
MONDO:0009932	pulmonary bullae causing pneumothorax	OMIM:265200	pulmonary bullae causing pneumothorax	oio:hasExactSynonym	pulmonary bullae causing pneumothorax	
MONDO:0009934	alveolar capillary dysplasia with misalignment of pulmonary veins	OMIM:265380	alveolar capillary dysplasia with misalignment of pulmonary veins	oio:hasExactSynonym	ACDMPV	MONDO:ABBREVIATION
MONDO:0009934	alveolar capillary dysplasia with misalignment of pulmonary veins	OMIM:265380	alveolar capillary dysplasia with misalignment of pulmonary veins	oio:hasExactSynonym	alveolar capillary dysplasia with misalignment of pulmonary veins	MONDO:CLINGEN_LABEL
MONDO:0009937	pulmonary venoocclusive disease	OMIM:265450	pulmonary venoocclusive disease 1, autosomal dominant	oio:hasExactSynonym	PVOD	MONDO:ABBREVIATION
MONDO:0009938	pulmonic stenosis	OMIM:265500	pulmonic stenosis	oio:hasExactSynonym	pulmonic stenosis	
MONDO:0009939	pulmonic stenosis and congenital nephrosis	OMIM:265600	pulmonic stenosis and congenital nephrosis	oio:hasExactSynonym	pulmonic stenosis and congenital nephrosis	
MONDO:0009940	pycnodysostosis	OMIM:265800	pycnodysostosis	oio:hasExactSynonym	Pyknodysostosis	
MONDO:0009940	pycnodysostosis	OMIM:265800	pycnodysostosis	oio:hasExactSynonym	pycnodysostosis	
MONDO:0009942	pyknoachondrogenesis	OMIM:265880	pyknoachondrogenesis	oio:hasExactSynonym	pyknoachondrogenesis	
MONDO:0009943	Pyle disease	OMIM:215050	chondrodysplasia calcificans metaphysealis	oio:hasExactSynonym	chondrodysplasia calcificans metaphysealis	
MONDO:0009943	Pyle disease	OMIM:265900	pyle disease	oio:hasExactSynonym	Pyle disease	
MONDO:0009943	Pyle disease	OMIM:265900	pyle disease	oio:hasExactSynonym	metaphyseal dysplasia, Pyle type	
MONDO:0009944	pyloric atresia	OMIM:265950	pyloric atresia	oio:hasExactSynonym	pyloric atresia	
MONDO:0009946	hemolytic anemia due to pyrimidine 5' nucleotidase deficiency	OMIM:266120	uridine 5-prime monophosphate hydrolase deficiency, hemolytic anemia due to	oio:hasExactSynonym	P5N deficiency	
MONDO:0009946	hemolytic anemia due to pyrimidine 5' nucleotidase deficiency	OMIM:266120	uridine 5-prime monophosphate hydrolase deficiency, hemolytic anemia due to	oio:hasExactSynonym	UMPH1 deficiency	
MONDO:0009948	pyropoikilocytosis, hereditary	OMIM:266140	pyropoikilocytosis, hereditary	oio:hasExactSynonym	pyropoikilocytosis, hereditary	
MONDO:0009949	pyruvate carboxylase deficiency disease	OMIM:266150	pyruvate carboxylase deficiency	oio:hasExactSynonym	Leigh necrotizing encephalopathy due to pyruvate carboxylase deficiency	
MONDO:0009949	pyruvate carboxylase deficiency disease	OMIM:266150	pyruvate carboxylase deficiency	oio:hasExactSynonym	Leigh syndrome due to pyruvate carboxylase deficiency	
MONDO:0009950	pyruvate kinase deficiency of red cells	OMIM:266200	pyruvate kinase deficiency of red cells	oio:hasExactSynonym	PK deficiency	
MONDO:0009950	pyruvate kinase deficiency of red cells	OMIM:266200	pyruvate kinase deficiency of red cells	oio:hasExactSynonym	pyruvate kinase deficiency of erythrocyte	
MONDO:0009950	pyruvate kinase deficiency of red cells	OMIM:266200	pyruvate kinase deficiency of red cells	oio:hasExactSynonym	pyruvate kinase deficiency of red cells	
MONDO:0009951	radiculoneuropathy, fatal neonatal	OMIM:266250	radiculoneuropathy, fatal neonatal	oio:hasExactSynonym	Radiculoneuropathy, fatal neonatal	
MONDO:0009953	leukocyte adhesion deficiency type II	OMIM:129400	rapp-hodgkin syndrome	oio:hasExactSynonym	RHS	MONDO:ABBREVIATION
MONDO:0009953	leukocyte adhesion deficiency type II	OMIM:266265	congenital disorder of glycosylation, type iic	oio:hasExactSynonym	CDG IIc	
MONDO:0009953	leukocyte adhesion deficiency type II	OMIM:266265	congenital disorder of glycosylation, type iic	oio:hasExactSynonym	Rambam-Hasharon syndrome	
MONDO:0009953	leukocyte adhesion deficiency type II	OMIM:266265	congenital disorder of glycosylation, type iic	oio:hasExactSynonym	CDG2C	MONDO:ABBREVIATION
MONDO:0009954	Ramon syndrome	OMIM:266270	ramon syndrome	oio:hasExactSynonym	Ramon syndrome	
MONDO:0009955	rapadilino syndrome	OMIM:266280	rapadilino syndrome	oio:hasExactSynonym	rapadilino syndrome	
MONDO:0009956	red skin pigment anomaly of new guinea	OMIM:266350	red skin pigment anomaly of new guinea	oio:hasExactSynonym	red skin pigment anomaly of new guinea	
MONDO:0009957	Reese retinal dysplasia	OMIM:266400	reese retinal dysplasia	oio:hasExactSynonym	Reese retinal dysplasia	
MONDO:0009958	adult Refsum disease	OMIM:266500	refsum disease, classic	oio:hasExactSynonym	HMSN 4	
MONDO:0009958	adult Refsum disease	OMIM:266500	refsum disease, classic	oio:hasExactSynonym	Refsum disease, adult, 1	
MONDO:0009958	adult Refsum disease	OMIM:266500	refsum disease, classic	oio:hasExactSynonym	Refsum disease, classic	
MONDO:0009958	adult Refsum disease	OMIM:266500	refsum disease, classic	oio:hasExactSynonym	hereditary motor and sensory neuropathy 4	
MONDO:0009958	adult Refsum disease	OMIM:266500	refsum disease, classic	oio:hasExactSynonym	heredopathia atactica polyneuritiformis	
MONDO:0009958	adult Refsum disease	OMIM:266500	refsum disease, classic	oio:hasExactSynonym	phytanic acid oxidase deficiency	
MONDO:0009959	peroxisome biogenesis disorder type 3B	OMIM:266510	peroxisome biogenesis disorder 3b	oio:hasExactSynonym	peroxisome biogenesis disorder 3B	MONDO:CLINGEN_LABEL
MONDO:0009959	peroxisome biogenesis disorder type 3B	OMIM:601539	peroxisome biogenesis disorder 1b	oio:hasExactSynonym	infantile phytanic acid storage disease	
MONDO:0009960	inflammatory bowel disease 1	OMIM:266600	inflammatory bowel disease (crohn disease) 1	oio:hasExactSynonym	IBD1	MONDO:ABBREVIATION
MONDO:0009961	renal and mullerian duct hypoplasia	OMIM:266810	renal and mullerian duct hypoplasia	oio:hasExactSynonym	renal and mullerian duct hypoplasia	
MONDO:0009962	Senior-Loken syndrome 1	OMIM:266900	senior-loken syndrome 1	oio:hasExactSynonym	Senior-Loken syndrome 1	
MONDO:0009963	Ulbright-Hodes syndrome	OMIM:266910	renal dysplasia-limb defects syndrome	oio:hasExactSynonym	renal dysplasia-limb defects syndrome	
MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly	OMIM:266920	short-rib thoracic dysplasia 9 with or without polydactyly	oio:hasExactSynonym	Conorenal syndrome	
MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly	OMIM:266920	short-rib thoracic dysplasia 9 with or without polydactyly	oio:hasExactSynonym	Mainzer-Saldino syndrome	
MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly	OMIM:266920	short-rib thoracic dysplasia 9 with or without polydactyly	oio:hasExactSynonym	SRTD9	MONDO:ABBREVIATION
MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly	OMIM:266920	short-rib thoracic dysplasia 9 with or without polydactyly	oio:hasExactSynonym	short-rib thoracic dysplasia 9 with or without polydactyly	MONDO:CLINGEN_LABEL
MONDO:0009965	Perlman syndrome	OMIM:267000	perlman syndrome	oio:hasExactSynonym	Perlman syndrome	MONDO:CLINGEN_LABEL
MONDO:0009966	NPHP3-related Meckel-like syndrome	OMIM:267010	meckel syndrome, type 7	oio:hasExactSynonym	Goldston syndrome	
MONDO:0009966	NPHP3-related Meckel-like syndrome	OMIM:267010	meckel syndrome, type 7	oio:hasExactSynonym	MKS7	MONDO:ABBREVIATION
MONDO:0009967	renal tubular acidosis 3	OMIM:267200	renal tubular acidosis 3	oio:hasExactSynonym	RTA, bicarbonate-wasting type	
MONDO:0009967	renal tubular acidosis 3	OMIM:267200	renal tubular acidosis 3	oio:hasExactSynonym	RTA, dislocation type	
MONDO:0009967	renal tubular acidosis 3	OMIM:267200	renal tubular acidosis 3	oio:hasExactSynonym	renal tubular acidosis 3	
MONDO:0009968	renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss	OMIM:267300	renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss	oio:hasExactSynonym	renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss	MONDO:CLINGEN_LABEL
MONDO:0009971	respiratory distress syndrome in premature infants	OMIM:267450	respiratory distress syndrome 1n premature infants	oio:hasExactSynonym	RDS of prematurity	
MONDO:0009972	respiratory underresponsiveness to hypoxia and hypercapnia	OMIM:267480	respiratory underresponsiveness to hypoxia and hypercapnia	oio:hasExactSynonym	respiratory underresponsiveness to hypoxia and hypercapnia	
MONDO:0009973	reticular dysgenesis	OMIM:267500	reticular dysgenesis	oio:hasExactSynonym	severe combined immunodeficiency with leukopenia	
MONDO:0009973	reticular dysgenesis	OMIM:267500	reticular dysgenesis	oio:hasExactSynonym	reticular dysgenesis	MONDO:CLINGEN_LABEL
MONDO:0009974	familial hemophagocytic lymphohistiocytosis type 1	OMIM:267700	hemophagocytic lymphohistiocytosis, familial, 1	oio:hasExactSynonym	FHL1	MONDO:ABBREVIATION
MONDO:0009974	familial hemophagocytic lymphohistiocytosis type 1	OMIM:267700	hemophagocytic lymphohistiocytosis, familial, 1	oio:hasExactSynonym	HLH1	MONDO:ABBREVIATION
MONDO:0009974	familial hemophagocytic lymphohistiocytosis type 1	OMIM:267700	hemophagocytic lymphohistiocytosis, familial, 1	oio:hasExactSynonym	HPLH1	MONDO:ABBREVIATION
MONDO:0009975	reticulum cell sarcoma	OMIM:267730	reticulum cell sarcoma	oio:hasExactSynonym	Reticulum cell sarcoma	
MONDO:0009975	reticulum cell sarcoma	OMIM:267730	reticulum cell sarcoma	oio:hasExactSynonym	reticulum cell sarcoma	
MONDO:0009976	retinal degeneration and epilepsy	OMIM:267740	retinal degeneration and epilepsy	oio:hasExactSynonym	retinal degeneration and epilepsy	
MONDO:0009979	reticular dystrophy of the retinal pigment epithelium	OMIM:179840	reticular dystrophy of retinal pigment epithelium	oio:hasExactSynonym	reticular dystrophy of retinal pigment epithelium	
MONDO:0009980	retinal telangiectasia and hypogammaglobulinemia	OMIM:267900	retinal telangiectasia and hypogammaglobulinemia	oio:hasExactSynonym	retinal telangiectasia and hypogammaglobulinemia	
MONDO:0009982	retinitis pigmentosa inversa with deafness	OMIM:268010	retinitis pigmentosa inversa with deafness	oio:hasExactSynonym	retinitis pigmentosa inversa with deafness	
MONDO:0009985	retinohepatoendocrinologic syndrome	OMIM:268040	retinohepatoendocrinologic syndrome	oio:hasExactSynonym	retinohepatoendocrinologic syndrome	
MONDO:0009986	retinopathy, pigmentary, and intellectual disability	OMIM:268050	mirhosseini-holmes-walton syndrome	oio:hasExactSynonym	retinopathy, pigmentary, and mental retardation	MONDO:DEPRECATED
MONDO:0009988	retinoschisis of fovea	OMIM:268080	retinoschisis of fovea	oio:hasExactSynonym	retinoschisis of fovea	
MONDO:0009990	Revesz syndrome	OMIM:268130	revesz syndrome	oio:hasExactSynonym	Revesz syndrome	
MONDO:0009990	Revesz syndrome	OMIM:268130	revesz syndrome	oio:hasExactSynonym	dyskeratosis congenita, autosomal dominant 5	
MONDO:0009990	Revesz syndrome	OMIM:268130	revesz syndrome	oio:hasExactSynonym	exudative retinopathy with bone marrow failure	
MONDO:0009992	myoglobinuria, acute recurrent, autosomal recessive	OMIM:268200	myoglobinuria, acute recurrent, autosomal recessive	oio:hasExactSynonym	myoglobinuria, acute recurrent, autosomal recessive	MONDO:CLINGEN_LABEL
MONDO:0010000	rod-cone dystrophy, sensorineural deafness, and Fanconi-type renal dysfunction	OMIM:268315	rod-cone dystrophy, sensorineural deafness, and fanconi-type renal dysfunction	oio:hasExactSynonym	rod-cone dystrophy, sensorineural deafness, and Fanconi-type renal dysfunction	
MONDO:0010002	Rothmund-Thomson syndrome	OMIM:268400	rothmund-thomson syndrome, type 2	oio:hasExactSynonym	Rothmund-Thomson syndrome	MONDO:CLINGEN_LABEL
MONDO:0010002	Rothmund-Thomson syndrome	OMIM:312750	rett syndrome	oio:hasExactSynonym	RTS	MONDO:ABBREVIATION
MONDO:0010003	Rowley-Rosenberg syndrome	OMIM:268500	rowley-rosenberg syndrome	oio:hasExactSynonym	Rowley-Rosenberg syndrome	
MONDO:0010005	saccharopinuria	OMIM:268700	saccharopinuria	oio:hasExactSynonym	saccharopine dehydrogenase deficiency	
MONDO:0010005	saccharopinuria	OMIM:268700	saccharopinuria	oio:hasExactSynonym	saccharopinuria	
MONDO:0010006	Sandhoff disease	OMIM:268800	sandhoff disease	oio:hasExactSynonym	Hexosaminidases A and B deficiency	
MONDO:0010006	Sandhoff disease	OMIM:268800	sandhoff disease	oio:hasExactSynonym	Sandhoff disease	MONDO:CLINGEN_LABEL
MONDO:0010008	sarcosinemia	OMIM:268900	sarcosinemia	oio:hasExactSynonym	sarcosinemia	MONDO:CLINGEN_LABEL
MONDO:0010010	Schinzel-Giedion syndrome	OMIM:182212	shprintzen-goldberg craniosynostosis syndrome	oio:hasExactSynonym	SGS	MONDO:ABBREVIATION
MONDO:0010010	Schinzel-Giedion syndrome	OMIM:269150	schinzel-giedion midface retraction syndrome	oio:hasExactSynonym	SGS	MONDO:ABBREVIATION
MONDO:0010011	schizencephaly	OMIM:269160	schizencephaly	oio:hasExactSynonym	schizencephaly	MONDO:CLINGEN_LABEL
MONDO:0010012	autoimmune polyendocrinopathy type 2	OMIM:269200	autoimmune polyendocrine syndrome, type 2	oio:hasExactSynonym	Schmidt syndrome	
MONDO:0010012	autoimmune polyendocrinopathy type 2	OMIM:269200	autoimmune polyendocrine syndrome, type 2	oio:hasExactSynonym	APS2	MONDO:ABBREVIATION
MONDO:0010013	schneckenbecken dysplasia	OMIM:269250	schneckenbecken dysplasia	oio:hasExactSynonym	schneckenbecken dysplasia	MONDO:CLINGEN_LABEL
MONDO:0010015	anterior segment dysgenesis 7	OMIM:269400	anterior segment dysgenesis 7	oio:hasExactSynonym	anterior segment dysgenesis 7	
MONDO:0010015	anterior segment dysgenesis 7	OMIM:269400	anterior segment dysgenesis 7	oio:hasExactSynonym	sclerocornea with other ocular anomalies	
MONDO:0010016	sclerosteosis 1	OMIM:269500	sclerosteosis 1	oio:hasExactSynonym	SOST1	MONDO:ABBREVIATION
MONDO:0010016	sclerosteosis 1	OMIM:269500	sclerosteosis 1	oio:hasExactSynonym	sclerosteosis 1	MONDO:CLINGEN_LABEL
MONDO:0010018	second metatarsal-metacarpal syndrome	OMIM:269630	second metatarsal-metacarpal syndrome	oio:hasExactSynonym	second metatarsal-metacarpal syndrome	
MONDO:0010019	secretory component deficiency	OMIM:269650	secretory component deficiency	oio:hasExactSynonym	secretory component deficiency	
MONDO:0010020	congenital generalized lipodystrophy type 2	OMIM:269700	lipodystrophy, congenital generalized, type 2	oio:hasExactSynonym	CGL2	MONDO:ABBREVIATION
MONDO:0010021	seizures, benign familial neonatal, autosomal recessive	OMIM:269720	seizures, benign familial neonatal, autosomal recessive	oio:hasExactSynonym	seizures, benign familial neonatal, autosomal recessive	
MONDO:0010022	senile plaque formation	OMIM:269800	senile plaque formation	oio:hasExactSynonym	senile plaque formation	
MONDO:0010024	Beemer-Langer syndrome	OMIM:269860	short-rib thoracic dysplasia 12	oio:hasExactSynonym	Beemer-Langer syndrome	
MONDO:0010025	short stature-obesity syndrome	OMIM:269870	short stature-obesity syndrome	oio:hasExactSynonym	short stature-obesity syndrome	
