subject_id	subject_label	comment
ICD10WHO:F70-F79		Unmapped
ICD10WHO:F70.0		Unmapped
ICD10WHO:F70.1		Unmapped
ICD10WHO:F70.8		Unmapped
ICD10WHO:F70.9		Unmapped
ICD10WHO:F71		Unmapped
ICD10WHO:F71.0		Unmapped
ICD10WHO:F71.1		Unmapped
ICD10WHO:F71.8		Unmapped
ICD10WHO:F71.9		Unmapped
ICD10WHO:F72		Unmapped
ICD10WHO:F72.0		Unmapped
ICD10WHO:F72.1		Unmapped
ICD10WHO:F72.8		Unmapped
ICD10WHO:F72.9		Unmapped
ICD10WHO:F73		Unmapped
ICD10WHO:F73.0		Unmapped
ICD10WHO:F73.1		Unmapped
ICD10WHO:F73.8		Unmapped
ICD10WHO:F73.9		Unmapped
ICD10WHO:F78		Unmapped
ICD10WHO:F78.0		Unmapped
ICD10WHO:F78.1		Unmapped
ICD10WHO:F78.8		Unmapped
ICD10WHO:F78.9		Unmapped
ICD10WHO:F79		Unmapped
ICD10WHO:F79.0		Unmapped
ICD10WHO:F79.1		Unmapped
ICD10WHO:F79.8		Unmapped
ICD10WHO:F79.9		Unmapped
ICD10WHO:F80		Unmapped
ICD10WHO:F80-F89		Unmapped
ICD10WHO:F80.0		Unmapped
ICD10WHO:F80.1		Unmapped
ICD10WHO:F80.2		Unmapped
ICD10WHO:F80.3		Unmapped
ICD10WHO:F80.8		Unmapped
ICD10WHO:F80.9		Unmapped
ICD10WHO:F81		Unmapped
ICD10WHO:F81.0		Unmapped
ICD10WHO:F81.1		Unmapped
ICD10WHO:F81.2		Unmapped
ICD10WHO:F81.3		Unmapped
ICD10WHO:F81.8		Unmapped
ICD10WHO:F81.9		Unmapped
ICD10WHO:F82		Unmapped
ICD10WHO:F83		Unmapped
ICD10WHO:F84		Unmapped
ICD10WHO:F84.0		Unmapped
ICD10WHO:F84.1		Unmapped
ICD10WHO:F84.2		Unmapped
ICD10WHO:F84.3		Unmapped
ICD10WHO:F84.4		Unmapped
ICD10WHO:F84.5		Unmapped
ICD10WHO:F84.8		Unmapped
ICD10WHO:F84.9		Unmapped
ICD10WHO:F88		Unmapped
ICD10WHO:F89		Unmapped
ICD10WHO:F90		Unmapped
ICD10WHO:F90-F98		Unmapped
ICD10WHO:F90.0		Unmapped
ICD10WHO:F90.1		Unmapped
ICD10WHO:F90.8		Unmapped
ICD10WHO:F90.9		Unmapped
ICD10WHO:F91		Unmapped
ICD10WHO:F91.0		Unmapped
ICD10WHO:F91.1		Unmapped
ICD10WHO:F91.2		Unmapped
ICD10WHO:F91.3		Unmapped
ICD10WHO:F91.8		Unmapped
ICD10WHO:F91.9		Unmapped
ICD10WHO:F92		Unmapped
ICD10WHO:F92.0		Unmapped
ICD10WHO:F92.8		Unmapped
ICD10WHO:F92.9		Unmapped
ICD10WHO:F93		Unmapped
ICD10WHO:F93.0		Unmapped
ICD10WHO:F93.1		Unmapped
ICD10WHO:F93.2		Unmapped
ICD10WHO:F93.3		Unmapped
ICD10WHO:F93.8		Unmapped
ICD10WHO:F93.9		Unmapped
ICD10WHO:F94		Unmapped
ICD10WHO:F94.0		Unmapped
ICD10WHO:F94.1		Unmapped
ICD10WHO:F94.2		Unmapped
ICD10WHO:F94.8		Unmapped
ICD10WHO:F94.9		Unmapped
ICD10WHO:F95		Unmapped
ICD10WHO:F95.0		Unmapped
ICD10WHO:F95.1		Unmapped
ICD10WHO:F95.2		Unmapped
ICD10WHO:F95.8		Unmapped
ICD10WHO:F95.9		Unmapped
ICD10WHO:F98		Unmapped
ICD10WHO:F98.0		Unmapped
ICD10WHO:F98.1		Unmapped
ICD10WHO:F98.2		Unmapped
ICD10WHO:F98.3		Unmapped
ICD10WHO:F98.4		Unmapped
ICD10WHO:F98.5		Unmapped
ICD10WHO:F98.6		Unmapped
ICD10WHO:F98.8		Unmapped
ICD10WHO:F98.9		Unmapped
ICD10WHO:F99		Unmapped
ICD10WHO:F99-F99		Unmapped
ICD10WHO:G00		Unmapped
ICD10WHO:G00-G09		Unmapped
ICD10WHO:G00.0		Unmapped
ICD10WHO:G00.1		Unmapped
ICD10WHO:G00.2		Unmapped
ICD10WHO:G00.3		Unmapped
ICD10WHO:G00.8		Unmapped
ICD10WHO:G00.9		Unmapped
ICD10WHO:G01		Unmapped
ICD10WHO:G02		Unmapped
ICD10WHO:G02.0		Unmapped
ICD10WHO:G02.1		Unmapped
ICD10WHO:G02.8		Unmapped
ICD10WHO:G03		Unmapped
ICD10WHO:G03.0		Unmapped
ICD10WHO:G03.1		Unmapped
ICD10WHO:G03.2		Unmapped
ICD10WHO:G03.8		Unmapped
ICD10WHO:G03.9		Unmapped
ICD10WHO:G04		Unmapped
ICD10WHO:G04.0		Unmapped
ICD10WHO:G04.1		Unmapped
ICD10WHO:G04.2		Unmapped
ICD10WHO:G04.8		Unmapped
ICD10WHO:G04.9		Unmapped
ICD10WHO:G05		Unmapped
ICD10WHO:G05.0		Unmapped
ICD10WHO:G05.1		Unmapped
ICD10WHO:G05.2		Unmapped
ICD10WHO:G05.8		Unmapped
ICD10WHO:G06		Unmapped
ICD10WHO:G06.0		Unmapped
ICD10WHO:G06.1		Unmapped
ICD10WHO:G06.2		Unmapped
ICD10WHO:G07		Unmapped
ICD10WHO:G08		Unmapped
ICD10WHO:G09		Unmapped
ICD10WHO:G10		Unmapped
ICD10WHO:G10-G14		Unmapped
ICD10WHO:G11		Unmapped
ICD10WHO:G11.0		Unmapped
ICD10WHO:G11.1		Unmapped
ICD10WHO:G11.2		Unmapped
ICD10WHO:G11.3		Unmapped
ICD10WHO:G11.4		Unmapped
ICD10WHO:G11.8		Unmapped
ICD10WHO:G11.9		Unmapped
ICD10WHO:G12		Unmapped
ICD10WHO:G12.0		Unmapped
ICD10WHO:G12.1		Unmapped
ICD10WHO:G12.2		Unmapped
ICD10WHO:G12.8		Unmapped
ICD10WHO:G12.9		Unmapped
ICD10WHO:G13		Unmapped
ICD10WHO:G13.0		Unmapped
ICD10WHO:G13.1		Unmapped
ICD10WHO:G13.2		Unmapped
ICD10WHO:G13.8		Unmapped
ICD10WHO:G14		Unmapped
ICD10WHO:G20		Unmapped
ICD10WHO:G20-G26		Unmapped
ICD10WHO:G21		Unmapped
ICD10WHO:G21.0		Unmapped
ICD10WHO:G21.1		Unmapped
ICD10WHO:G21.2		Unmapped
ICD10WHO:G21.3		Unmapped
ICD10WHO:G21.4		Unmapped
ICD10WHO:G21.8		Unmapped
ICD10WHO:G21.9		Unmapped
ICD10WHO:G22		Unmapped
ICD10WHO:G23		Unmapped
ICD10WHO:G23.0		Unmapped
ICD10WHO:G23.1		Unmapped
ICD10WHO:G23.2		Unmapped
ICD10WHO:G23.3		Unmapped
ICD10WHO:G23.8		Unmapped
ICD10WHO:G23.9		Unmapped
ICD10WHO:G24		Unmapped
ICD10WHO:G24.0		Unmapped
ICD10WHO:G24.1		Unmapped
ICD10WHO:G24.2		Unmapped
ICD10WHO:G24.3		Unmapped
ICD10WHO:G24.4		Unmapped
ICD10WHO:G24.5		Unmapped
ICD10WHO:G24.8		Unmapped
ICD10WHO:G24.9		Unmapped
ICD10WHO:G25		Unmapped
ICD10WHO:G25.0		Unmapped
ICD10WHO:G25.1		Unmapped
ICD10WHO:G25.2		Unmapped
ICD10WHO:G25.3		Unmapped
ICD10WHO:G25.4		Unmapped
ICD10WHO:G25.5		Unmapped
ICD10WHO:G25.6		Unmapped
ICD10WHO:G25.8		Unmapped
ICD10WHO:G25.9		Unmapped
ICD10WHO:G26		Unmapped
ICD10WHO:G30		Unmapped
ICD10WHO:G30-G32		Unmapped
ICD10WHO:G30.0		Unmapped
ICD10WHO:G30.1		Unmapped
ICD10WHO:G30.8		Unmapped
ICD10WHO:G30.9		Unmapped
ICD10WHO:G31		Unmapped
ICD10WHO:G31.0		Unmapped
ICD10WHO:G31.1		Unmapped
ICD10WHO:G31.2		Unmapped
ICD10WHO:G31.8		Unmapped
ICD10WHO:G31.9		Unmapped
ICD10WHO:G32		Unmapped
ICD10WHO:G32.0		Unmapped
ICD10WHO:G32.8		Unmapped
ICD10WHO:G35		Unmapped
ICD10WHO:G35-G37		Unmapped
ICD10WHO:G36		Unmapped
ICD10WHO:G36.0		Unmapped
ICD10WHO:G36.1		Unmapped
ICD10WHO:G36.8		Unmapped
ICD10WHO:G36.9		Unmapped
ICD10WHO:G37		Unmapped
ICD10WHO:G37.0		Unmapped
ICD10WHO:G37.1		Unmapped
ICD10WHO:G37.2		Unmapped
ICD10WHO:G37.3		Unmapped
ICD10WHO:G37.4		Unmapped
ICD10WHO:G37.5		Unmapped
ICD10WHO:G37.8		Unmapped
ICD10WHO:G37.9		Unmapped
ICD10WHO:G40-G47		Unmapped
ICD10WHO:G40.0		Unmapped
ICD10WHO:G40.1		Unmapped
ICD10WHO:G40.2		Unmapped
ICD10WHO:G40.3		Unmapped
ICD10WHO:G40.4		Unmapped
ICD10WHO:G40.5		Unmapped
ICD10WHO:G40.6		Unmapped
ICD10WHO:G40.7		Unmapped
ICD10WHO:G40.8		Unmapped
ICD10WHO:G40.9		Unmapped
ICD10WHO:G41		Unmapped
ICD10WHO:G41.0		Unmapped
ICD10WHO:G41.1		Unmapped
ICD10WHO:G41.2		Unmapped
ICD10WHO:G41.8		Unmapped
ICD10WHO:G41.9		Unmapped
ICD10WHO:G43		Unmapped
ICD10WHO:G43.0		Unmapped
ICD10WHO:G43.1		Unmapped
ICD10WHO:G43.2		Unmapped
ICD10WHO:G43.3		Unmapped
ICD10WHO:G43.8		Unmapped
ICD10WHO:G43.9		Unmapped
ICD10WHO:G44		Unmapped
ICD10WHO:G44.0		Unmapped
ICD10WHO:G44.1		Unmapped
ICD10WHO:G44.2		Unmapped
ICD10WHO:G44.3		Unmapped
ICD10WHO:G44.4		Unmapped
ICD10WHO:G44.8		Unmapped
ICD10WHO:G45		Unmapped
ICD10WHO:G45.0		Unmapped
ICD10WHO:G45.1		Unmapped
ICD10WHO:G45.2		Unmapped
ICD10WHO:G45.3		Unmapped
ICD10WHO:G45.4		Unmapped
ICD10WHO:G45.8		Unmapped
ICD10WHO:G45.9		Unmapped
ICD10WHO:G46		Unmapped
ICD10WHO:G46.0		Unmapped
ICD10WHO:G46.1		Unmapped
ICD10WHO:G46.2		Unmapped
ICD10WHO:G46.3		Unmapped
ICD10WHO:G46.4		Unmapped
ICD10WHO:G46.5		Unmapped
ICD10WHO:G46.6		Unmapped
ICD10WHO:G46.7		Unmapped
ICD10WHO:G46.8		Unmapped
ICD10WHO:G47		Unmapped
ICD10WHO:G47.1		Unmapped
ICD10WHO:G47.2		Unmapped
ICD10WHO:G47.3		Unmapped
ICD10WHO:G47.4		Unmapped
ICD10WHO:G47.8		Unmapped
ICD10WHO:G47.9		Unmapped
ICD10WHO:G50		Unmapped
ICD10WHO:G50-G59		Unmapped
ICD10WHO:G50.0		Unmapped
ICD10WHO:G50.1		Unmapped
ICD10WHO:G50.8		Unmapped
ICD10WHO:G50.9		Unmapped
ICD10WHO:G51		Unmapped
ICD10WHO:G51.0		Unmapped
ICD10WHO:G51.1		Unmapped
ICD10WHO:G51.2		Unmapped
ICD10WHO:G51.3		Unmapped
ICD10WHO:G51.4		Unmapped
ICD10WHO:G51.8		Unmapped
ICD10WHO:G51.9		Unmapped
ICD10WHO:G52		Unmapped
ICD10WHO:G52.0		Unmapped
ICD10WHO:G52.1		Unmapped
ICD10WHO:G52.2		Unmapped
ICD10WHO:G52.3		Unmapped
ICD10WHO:G52.7		Unmapped
ICD10WHO:G52.8		Unmapped
ICD10WHO:G52.9		Unmapped
ICD10WHO:G53		Unmapped
ICD10WHO:G53.0		Unmapped
ICD10WHO:G53.1		Unmapped
ICD10WHO:G53.2		Unmapped
ICD10WHO:G53.3		Unmapped
ICD10WHO:G53.8		Unmapped
ICD10WHO:G54		Unmapped
ICD10WHO:G54.0		Unmapped
ICD10WHO:G54.1		Unmapped
ICD10WHO:G54.2		Unmapped
ICD10WHO:G54.3		Unmapped
ICD10WHO:G54.4		Unmapped
ICD10WHO:G54.5		Unmapped
ICD10WHO:G54.6		Unmapped
ICD10WHO:G54.7		Unmapped
ICD10WHO:G54.8		Unmapped
ICD10WHO:G54.9		Unmapped
ICD10WHO:G55		Unmapped
ICD10WHO:G55.0		Unmapped
ICD10WHO:G55.1		Unmapped
ICD10WHO:G55.2		Unmapped
ICD10WHO:G55.3		Unmapped
ICD10WHO:G55.8		Unmapped
ICD10WHO:G56		Unmapped
ICD10WHO:G56.0		Unmapped
ICD10WHO:G56.1		Unmapped
ICD10WHO:G56.2		Unmapped
ICD10WHO:G56.3		Unmapped
ICD10WHO:G56.8		Unmapped
ICD10WHO:G56.9		Unmapped
ICD10WHO:G57		Unmapped
ICD10WHO:G57.0		Unmapped
ICD10WHO:G57.1		Unmapped
ICD10WHO:G57.2		Unmapped
ICD10WHO:G57.3		Unmapped
ICD10WHO:G57.4		Unmapped
ICD10WHO:G57.5		Unmapped
ICD10WHO:G57.6		Unmapped
ICD10WHO:G57.8		Unmapped
ICD10WHO:G57.9		Unmapped
ICD10WHO:G58		Unmapped
ICD10WHO:G58.0		Unmapped
ICD10WHO:G58.7		Unmapped
ICD10WHO:G58.8		Unmapped
ICD10WHO:G58.9		Unmapped
ICD10WHO:G59		Unmapped
ICD10WHO:G59.0		Unmapped
ICD10WHO:G59.8		Unmapped
ICD10WHO:G60		Unmapped
ICD10WHO:G60-G64		Unmapped
ICD10WHO:G60.0		Unmapped
ICD10WHO:G60.1		Unmapped
ICD10WHO:G60.2		Unmapped
ICD10WHO:G60.3		Unmapped
ICD10WHO:G60.8		Unmapped
ICD10WHO:G60.9		Unmapped
ICD10WHO:G61		Unmapped
ICD10WHO:G61.0		Unmapped
ICD10WHO:G61.1		Unmapped
ICD10WHO:G61.8		Unmapped
ICD10WHO:G61.9		Unmapped
ICD10WHO:G62		Unmapped
ICD10WHO:G62.0		Unmapped
ICD10WHO:G62.1		Unmapped
ICD10WHO:G62.2		Unmapped
ICD10WHO:G62.8		Unmapped
ICD10WHO:G62.9		Unmapped
ICD10WHO:G63		Unmapped
ICD10WHO:G63.0		Unmapped
ICD10WHO:G63.1		Unmapped
ICD10WHO:G63.2		Unmapped
ICD10WHO:G63.3		Unmapped
ICD10WHO:G63.4		Unmapped
ICD10WHO:G63.5		Unmapped
ICD10WHO:G63.6		Unmapped
ICD10WHO:G63.8		Unmapped
ICD10WHO:G64		Unmapped
ICD10WHO:G70		Unmapped
ICD10WHO:G70-G73		Unmapped
ICD10WHO:G70.0		Unmapped
ICD10WHO:G70.1		Unmapped
ICD10WHO:G70.2		Unmapped
ICD10WHO:G70.8		Unmapped
ICD10WHO:G70.9		Unmapped
ICD10WHO:G71		Unmapped
ICD10WHO:G71.0		Unmapped
ICD10WHO:G71.1		Unmapped
ICD10WHO:G71.2		Unmapped
ICD10WHO:G71.3		Unmapped
ICD10WHO:G71.8		Unmapped
ICD10WHO:G71.9		Unmapped
ICD10WHO:G72		Unmapped
ICD10WHO:G72.0		Unmapped
ICD10WHO:G72.1		Unmapped
ICD10WHO:G72.2		Unmapped
ICD10WHO:G72.3		Unmapped
ICD10WHO:G72.4		Unmapped
ICD10WHO:G72.8		Unmapped
ICD10WHO:G72.9		Unmapped
ICD10WHO:G73		Unmapped
ICD10WHO:G73.0		Unmapped
ICD10WHO:G73.1		Unmapped
ICD10WHO:G73.2		Unmapped
ICD10WHO:G73.3		Unmapped
ICD10WHO:G73.4		Unmapped
ICD10WHO:G73.5		Unmapped
ICD10WHO:G73.6		Unmapped
ICD10WHO:G73.7		Unmapped
ICD10WHO:G80		Unmapped
ICD10WHO:G80-G83		Unmapped
ICD10WHO:G80.0		Unmapped
ICD10WHO:G80.1		Unmapped
ICD10WHO:G80.2		Unmapped
ICD10WHO:G80.3		Unmapped
ICD10WHO:G80.4		Unmapped
ICD10WHO:G80.8		Unmapped
ICD10WHO:G80.9		Unmapped
ICD10WHO:G81		Unmapped
ICD10WHO:G81.0		Unmapped
ICD10WHO:G81.1		Unmapped
ICD10WHO:G81.9		Unmapped
ICD10WHO:G82		Unmapped
ICD10WHO:G82.0		Unmapped
ICD10WHO:G82.1		Unmapped
ICD10WHO:G82.2		Unmapped
ICD10WHO:G82.3		Unmapped
ICD10WHO:G82.4		Unmapped
ICD10WHO:G82.5		Unmapped
ICD10WHO:G83		Unmapped
ICD10WHO:G83.0		Unmapped
ICD10WHO:G83.1		Unmapped
ICD10WHO:G83.2		Unmapped
ICD10WHO:G83.3		Unmapped
ICD10WHO:G83.4		Unmapped
ICD10WHO:G83.5		Unmapped
ICD10WHO:G83.6		Unmapped
ICD10WHO:G83.8		Unmapped
ICD10WHO:G83.9		Unmapped
ICD10WHO:G90		Unmapped
ICD10WHO:G90-G99		Unmapped
ICD10WHO:G90.0		Unmapped
ICD10WHO:G90.1		Unmapped
ICD10WHO:G90.2		Unmapped
ICD10WHO:G90.4		Unmapped
ICD10WHO:G90.5		Unmapped
ICD10WHO:G90.6		Unmapped
ICD10WHO:G90.7		Unmapped
ICD10WHO:G90.8		Unmapped
ICD10WHO:G90.9		Unmapped
ICD10WHO:G91		Unmapped
ICD10WHO:G91.0		Unmapped
ICD10WHO:G91.1		Unmapped
ICD10WHO:G91.2		Unmapped
ICD10WHO:G91.3		Unmapped
ICD10WHO:G91.8		Unmapped
ICD10WHO:G91.9		Unmapped
ICD10WHO:G92		Unmapped
ICD10WHO:G93		Unmapped
ICD10WHO:G93.0		Unmapped
ICD10WHO:G93.1		Unmapped
ICD10WHO:G93.2		Unmapped
ICD10WHO:G93.3		Unmapped
ICD10WHO:G93.4		Unmapped
ICD10WHO:G93.5		Unmapped
ICD10WHO:G93.6		Unmapped
ICD10WHO:G93.7		Unmapped
ICD10WHO:G93.8		Unmapped
ICD10WHO:G93.9		Unmapped
ICD10WHO:G94		Unmapped
ICD10WHO:G94.0		Unmapped
ICD10WHO:G94.1		Unmapped
ICD10WHO:G94.2		Unmapped
ICD10WHO:G94.3		Unmapped
ICD10WHO:G94.8		Unmapped
ICD10WHO:G95		Unmapped
ICD10WHO:G95.0		Unmapped
ICD10WHO:G95.1		Unmapped
ICD10WHO:G95.2		Unmapped
ICD10WHO:G95.8		Unmapped
ICD10WHO:G95.9		Unmapped
ICD10WHO:G96		Unmapped
ICD10WHO:G96.0		Unmapped
ICD10WHO:G96.1		Unmapped
ICD10WHO:G96.8		Unmapped
ICD10WHO:G96.9		Unmapped
ICD10WHO:G97		Unmapped
ICD10WHO:G97.0		Unmapped
ICD10WHO:G97.1		Unmapped
ICD10WHO:G97.2		Unmapped
ICD10WHO:G97.8		Unmapped
ICD10WHO:G97.9		Unmapped
ICD10WHO:G98		Unmapped
ICD10WHO:G99		Unmapped
ICD10WHO:G99.0		Unmapped
ICD10WHO:G99.1		Unmapped
ICD10WHO:G99.2		Unmapped
ICD10WHO:G99.8		Unmapped
ICD10WHO:H00		Unmapped
ICD10WHO:H00.0		Unmapped
ICD10WHO:H00.1		Unmapped
ICD10WHO:H01		Unmapped
ICD10WHO:H01.0		Unmapped
ICD10WHO:H01.1		Unmapped
ICD10WHO:H01.8		Unmapped
ICD10WHO:H01.9		Unmapped
ICD10WHO:H02		Unmapped
ICD10WHO:H02.0		Unmapped
ICD10WHO:H02.1		Unmapped
ICD10WHO:H02.2		Unmapped
ICD10WHO:H02.3		Unmapped
ICD10WHO:H02.4		Unmapped
ICD10WHO:H02.5		Unmapped
ICD10WHO:H02.6		Unmapped
ICD10WHO:H02.7		Unmapped
ICD10WHO:H02.8		Unmapped
ICD10WHO:H02.9		Unmapped
ICD10WHO:H03		Unmapped
ICD10WHO:H03.0		Unmapped
ICD10WHO:H03.1		Unmapped
ICD10WHO:H03.8		Unmapped
ICD10WHO:H04		Unmapped
ICD10WHO:H04.0		Unmapped
ICD10WHO:H04.1		Unmapped
ICD10WHO:H04.2		Unmapped
ICD10WHO:H04.3		Unmapped
ICD10WHO:H04.4		Unmapped
ICD10WHO:H04.5		Unmapped
ICD10WHO:H04.6		Unmapped
ICD10WHO:H04.8		Unmapped
ICD10WHO:H04.9		Unmapped
ICD10WHO:H05		Unmapped
ICD10WHO:H05.0		Unmapped
ICD10WHO:H05.1		Unmapped
ICD10WHO:H05.2		Unmapped
ICD10WHO:H05.3		Unmapped
ICD10WHO:H05.4		Unmapped
ICD10WHO:H05.5		Unmapped
ICD10WHO:H05.8		Unmapped
ICD10WHO:H05.9		Unmapped
ICD10WHO:H06		Unmapped
ICD10WHO:H06.0		Unmapped
ICD10WHO:H06.1		Unmapped
ICD10WHO:H06.2		Unmapped
ICD10WHO:H06.3		Unmapped
ICD10WHO:H10		Unmapped
ICD10WHO:H10-H13		Unmapped
ICD10WHO:H10.0		Unmapped
ICD10WHO:H10.1		Unmapped
ICD10WHO:H10.2		Unmapped
ICD10WHO:H10.3		Unmapped
ICD10WHO:H10.4		Unmapped
ICD10WHO:H10.5		Unmapped
ICD10WHO:H10.8		Unmapped
ICD10WHO:H10.9		Unmapped
ICD10WHO:H11		Unmapped
ICD10WHO:H11.0		Unmapped
ICD10WHO:H11.1		Unmapped
ICD10WHO:H11.2		Unmapped
ICD10WHO:H11.3		Unmapped
ICD10WHO:H11.4		Unmapped
ICD10WHO:H11.8		Unmapped
ICD10WHO:H11.9		Unmapped
ICD10WHO:H13		Unmapped
ICD10WHO:H13.0		Unmapped
ICD10WHO:H13.1		Unmapped
ICD10WHO:H13.2		Unmapped
ICD10WHO:H13.3		Unmapped
ICD10WHO:H13.8		Unmapped
ICD10WHO:H15		Unmapped
ICD10WHO:H15-H22		Unmapped
ICD10WHO:H15.0		Unmapped
ICD10WHO:H15.1		Unmapped
ICD10WHO:H15.8		Unmapped
ICD10WHO:H15.9		Unmapped
ICD10WHO:H16		Unmapped
ICD10WHO:H16.0		Unmapped
ICD10WHO:H16.1		Unmapped
ICD10WHO:H16.2		Unmapped
ICD10WHO:H16.3		Unmapped
ICD10WHO:H16.4		Unmapped
ICD10WHO:H16.8		Unmapped
ICD10WHO:H16.9		Unmapped
ICD10WHO:H17		Unmapped
ICD10WHO:H17.0		Unmapped
ICD10WHO:H17.1		Unmapped
ICD10WHO:H17.8		Unmapped
ICD10WHO:H17.9		Unmapped
ICD10WHO:H18		Unmapped
ICD10WHO:H18.0		Unmapped
ICD10WHO:H18.1		Unmapped
ICD10WHO:H18.2		Unmapped
ICD10WHO:H18.3		Unmapped
ICD10WHO:H18.4		Unmapped
ICD10WHO:H18.5		Unmapped
ICD10WHO:H18.6		Unmapped
ICD10WHO:H18.7		Unmapped
ICD10WHO:H18.8		Unmapped
ICD10WHO:H18.9		Unmapped
ICD10WHO:H19		Unmapped
ICD10WHO:H19.0		Unmapped
ICD10WHO:H19.1		Unmapped
ICD10WHO:H19.2		Unmapped
ICD10WHO:H19.3		Unmapped
ICD10WHO:H19.8		Unmapped
ICD10WHO:H20		Unmapped
ICD10WHO:H20.0		Unmapped
ICD10WHO:H20.1		Unmapped
ICD10WHO:H20.2		Unmapped
ICD10WHO:H20.8		Unmapped
ICD10WHO:H20.9		Unmapped
ICD10WHO:H21		Unmapped
ICD10WHO:H21.0		Unmapped
ICD10WHO:H21.1		Unmapped
ICD10WHO:H21.2		Unmapped
ICD10WHO:H21.3		Unmapped
ICD10WHO:H21.4		Unmapped
ICD10WHO:H21.5		Unmapped
ICD10WHO:H21.8		Unmapped
ICD10WHO:H21.9		Unmapped
ICD10WHO:H22		Unmapped
ICD10WHO:H22.0		Unmapped
ICD10WHO:H22.1		Unmapped
ICD10WHO:H22.8		Unmapped
ICD10WHO:H25		Unmapped
ICD10WHO:H25-H28		Unmapped
ICD10WHO:H25.0		Unmapped
ICD10WHO:H25.1		Unmapped
ICD10WHO:H25.2		Unmapped
ICD10WHO:H25.8		Unmapped
ICD10WHO:H25.9		Unmapped
ICD10WHO:H26		Unmapped
ICD10WHO:H26.0		Unmapped
ICD10WHO:H26.1		Unmapped
ICD10WHO:H26.2		Unmapped
ICD10WHO:H26.3		Unmapped
ICD10WHO:H26.4		Unmapped
ICD10WHO:H26.8		Unmapped
ICD10WHO:H26.9		Unmapped
ICD10WHO:H27		Unmapped
ICD10WHO:H27.0		Unmapped
ICD10WHO:H27.1		Unmapped
ICD10WHO:H27.8		Unmapped
ICD10WHO:H27.9		Unmapped
ICD10WHO:H28		Unmapped
ICD10WHO:H28.0		Unmapped
ICD10WHO:H28.1		Unmapped
ICD10WHO:H28.2		Unmapped
ICD10WHO:H28.8		Unmapped
ICD10WHO:H30		Unmapped
ICD10WHO:H30-H36		Unmapped
ICD10WHO:H30.0		Unmapped
ICD10WHO:H30.1		Unmapped
ICD10WHO:H30.2		Unmapped
ICD10WHO:H30.8		Unmapped
ICD10WHO:H30.9		Unmapped
ICD10WHO:H31		Unmapped
ICD10WHO:H31.0		Unmapped
ICD10WHO:H31.1		Unmapped
ICD10WHO:H31.2		Unmapped
ICD10WHO:H31.3		Unmapped
ICD10WHO:H31.4		Unmapped
ICD10WHO:H31.8		Unmapped
ICD10WHO:H31.9		Unmapped
ICD10WHO:H32		Unmapped
ICD10WHO:H32.0		Unmapped
ICD10WHO:H32.8		Unmapped
ICD10WHO:H33		Unmapped
ICD10WHO:H33.0		Unmapped
ICD10WHO:H33.1		Unmapped
ICD10WHO:H33.2		Unmapped
ICD10WHO:H33.3		Unmapped
ICD10WHO:H33.4		Unmapped
ICD10WHO:H33.5		Unmapped
ICD10WHO:H34		Unmapped
ICD10WHO:H34.0		Unmapped
ICD10WHO:H34.1		Unmapped
ICD10WHO:H34.2		Unmapped
ICD10WHO:H34.8		Unmapped
ICD10WHO:H34.9		Unmapped
ICD10WHO:H35		Unmapped
ICD10WHO:H35.0		Unmapped
ICD10WHO:H35.1		Unmapped
ICD10WHO:H35.2		Unmapped
ICD10WHO:H35.3		Unmapped
ICD10WHO:H35.4		Unmapped
ICD10WHO:H35.5		Unmapped
ICD10WHO:H35.6		Unmapped
ICD10WHO:H35.7		Unmapped
ICD10WHO:H35.8		Unmapped
ICD10WHO:H35.9		Unmapped
ICD10WHO:H36		Unmapped
ICD10WHO:H36.0		Unmapped
ICD10WHO:H36.8		Unmapped
ICD10WHO:H40		Unmapped
ICD10WHO:H40-H42		Unmapped
ICD10WHO:H40.0		Unmapped
ICD10WHO:H40.1		Unmapped
ICD10WHO:H40.2		Unmapped
ICD10WHO:H40.3		Unmapped
ICD10WHO:H40.4		Unmapped
ICD10WHO:H40.5		Unmapped
ICD10WHO:H40.6		Unmapped
ICD10WHO:H40.8		Unmapped
ICD10WHO:H40.9		Unmapped
ICD10WHO:H42		Unmapped
ICD10WHO:H42.0		Unmapped
ICD10WHO:H42.8		Unmapped
ICD10WHO:H43		Unmapped
ICD10WHO:H43-H45		Unmapped
ICD10WHO:H43.0		Unmapped
ICD10WHO:H43.1		Unmapped
ICD10WHO:H43.2		Unmapped
ICD10WHO:H43.3		Unmapped
ICD10WHO:H43.8		Unmapped
ICD10WHO:H43.9		Unmapped
ICD10WHO:H44		Unmapped
ICD10WHO:H44.0		Unmapped
ICD10WHO:H44.1		Unmapped
ICD10WHO:H44.2		Unmapped
ICD10WHO:H44.3		Unmapped
ICD10WHO:H44.4		Unmapped
ICD10WHO:H44.5		Unmapped
ICD10WHO:H44.6		Unmapped
ICD10WHO:H44.7		Unmapped
ICD10WHO:H44.8		Unmapped
ICD10WHO:H44.9		Unmapped
ICD10WHO:H45		Unmapped
ICD10WHO:H45.0		Unmapped
ICD10WHO:H45.1		Unmapped
ICD10WHO:H45.8		Unmapped
ICD10WHO:H46		Unmapped
ICD10WHO:H46-H48		Unmapped
ICD10WHO:H47		Unmapped
ICD10WHO:H47.0		Unmapped
ICD10WHO:H47.1		Unmapped
