subject_id	object_id	subject_label	object_label	in_icd10cm
MONDO:0014199	MONDO:0100062	developmental and epileptic encephalopathy, 17	developmental and epileptic encephalopathy	True
MONDO:0009246	MONDO:0003847	Friedreich ataxia and congenital glaucoma	hereditary disease	True
MONDO:0001430	MONDO:0006713	deep corneal vascularisation	corneal neovascularization	True
MONDO:0014605	MONDO:0002254	microcephaly-corpus callosum hypoplasia-intellectual disability-facial dysmorphism syndrome	syndromic disease	True
MONDO:0019889	MONDO:0016972	distal trisomy 22q	partial duplication of the long arm of chromosome 22	True
MONDO:0012251	MONDO:0019270	MEDNIK syndrome	erythrokeratoderma	True
MONDO:0044646	MONDO:0002320	early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome	congenital nervous system disorder	True
MONDO:0001223	MONDO:0005151	parathyroid gland disorder	endocrine system disorder	True
MONDO:0008980	MONDO:0015770	ataxia-hypogonadism-choroidal dystrophy syndrome	congenital hypogonadotropic hypogonadism	True
MONDO:0011195	MONDO:0010168	Usher syndrome type 1E	Usher syndrome type 1	True
MONDO:0002449	MONDO:0001515	nodular degeneration of cornea	corneal degeneration	True
MONDO:0002832	MONDO:0002447	endometrial transitional cell carcinoma	endometrial carcinoma	True
MONDO:0001322	MONDO:0021381	pericardium cancer	neoplasm of pericardium	True
MONDO:0007688	MONDO:0000508	Myhre syndrome	syndromic intellectual disability	True
MONDO:0017027	MONDO:0017026	primary interstitial lung disease specific to adulthood	interstitial lung disease specific to adulthood	True
MONDO:0002523	MONDO:0005093	cutaneous mucinosis	skin disorder	True
MONDO:0003307	MONDO:0002173	multiple mucosal neuroma	neuroma	True
MONDO:0019249	MONDO:0019214	mucopolysaccharidosis	inborn carbohydrate metabolic disorder	True
MONDO:0006412	MONDO:0015531	sinus histiocytosis with massive lymphadenopathy	non-Langerhans cell histiocytosis	True
MONDO:0010940	MONDO:0020573	inherited susceptibility to asthma	inherited disease susceptibility	True
MONDO:0012141	MONDO:0020573	orofacial cleft 6, susceptibility to	inherited disease susceptibility	True
MONDO:0007535	MONDO:0004849	emphysema, hereditary pulmonary	pulmonary emphysema	True
MONDO:0013714	MONDO:0044209	mannose-binding lectin deficiency	disorder of lectin complement activation pathway	True
MONDO:0019180	MONDO:0043218	hereditary hemorrhagic telangiectasia	neurovascular disorder	True
MONDO:0005352	MONDO:0000592	conduct disorder	specific developmental disorder	True
MONDO:0014771	MONDO:0018772	Joubert syndrome 26	Joubert syndrome	True
MONDO:0007768	MONDO:0017891	hyperparathyroidism 2 with jaw tumors	inherited renal cancer-predisposing syndrome	True
MONDO:0003988	MONDO:0003273	sternum lymphoma	sternum cancer	True
MONDO:0016899	MONDO:0016106	Duchenne and Becker muscular dystrophy	progressive muscular dystrophy	True
MONDO:0019191	MONDO:0001854	IgG4-related dacryoadenitis and sialadenitis	lacrimal apparatus disorder	True
MONDO:0004117	MONDO:0015072	ampulla of vater small cell neuroendocrine carcinoma	liver neuroendocrine carcinoma	True
MONDO:0005811	MONDO:0700053	infectious myxomatosis		True
MONDO:0014446	MONDO:0015229	Bardet-Biedl syndrome 18	Bardet-Biedl syndrome	True
MONDO:0001299	MONDO:0006626	diabetic autonomic neuropathy	diabetic neuropathy	True
MONDO:0024482	MONDO:0021539	eccrine sweat gland hamartoma	hamartoma of skin appendage	True
MONDO:0014014	MONDO:0017610	epidermolysis bullosa simplex 4, localized or generalized intermediate, autosomal recessive	epidermolysis bullosa simplex	True
MONDO:0010791	MONDO:0000866	myoglobinuria, recurrent	hereditary myoglobinuria	True
MONDO:0007962	MONDO:0003847	megalodactyly	hereditary disease	True
MONDO:0003635	MONDO:0006962	sebaceous breast carcinoma	sebaceous adenocarcinoma	True
MONDO:0030858	MONDO:0021094	immunodeficiency 75	immunodeficiency disease	True
MONDO:0002966	MONDO:0004699	splenic manifestation of prolymphocytic leukemia	gastrointestinal lymphoma	True
MONDO:0017852	MONDO:0020071	infantile spasms-broad thumbs syndrome	infantile epilepsy syndrome	True
MONDO:0017084	MONDO:0017059	leptomyelolipoma	neural tube closure defect	True
MONDO:0019339	MONDO:0700028	47,XYY syndrome		True
MONDO:0011819	MONDO:0019792	spinocerebellar ataxia type 19/22	autosomal dominant cerebellar ataxia type I	True
MONDO:0019336	MONDO:0021220	Gardner syndrome	eye neoplasm	True
MONDO:0019482	MONDO:0020082	dendritic cell sarcoma not otherwise specified	dendritic cell tumor	True
MONDO:0013153	MONDO:0016542	inflammatory bowel disease 28	immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome	True
MONDO:0021467	MONDO:0002513	benign neoplasm of renal pelvis	kidney benign neoplasm	True
MONDO:0017776	MONDO:0000316	nocardiosis	opportunistic bacterial infectious disease	True
MONDO:0014599	MONDO:0015802	intellectual disability, autosomal dominant 34	autosomal dominant non-syndromic intellectual disability	True
MONDO:0019883	MONDO:0016960	distal trisomy 9q	partial trisomy of the long arm of chromosome 9	True
MONDO:0005756	MONDO:0023369	ethmoid sinusitis		True
MONDO:0012024	MONDO:0019200	retinitis pigmentosa 26	retinitis pigmentosa	True
MONDO:0008926	MONDO:0006025	COFS syndrome	autosomal recessive disease	True
MONDO:0017629	MONDO:0020127	sodium channelopathy-related small fiber neuropathy	hereditary peripheral neuropathy	True
MONDO:0001298	MONDO:0003767	congenital mitral valve insufficiency	mitral valve disorder	True
MONDO:0035473	MONDO:0019520	warts-immunodeficiency-lymphedema-anogenital dysplasia syndrome	syndromic lymphedema	True
MONDO:0009319	MONDO:0004884	pantothenate kinase-associated neurodegeneration	eye degenerative disorder	True
MONDO:0011441	MONDO:0019369	complex regional pain syndrome type 1	complex regional pain syndrome	True
MONDO:0002971	MONDO:0005105	amelanotic melanoma	melanoma	True
MONDO:0017069	MONDO:0019351	spina bifida cystica	isolated spina bifida	True
MONDO:0001992	MONDO:0004970	rete testis adenocarcinoma	adenocarcinoma	True
MONDO:0006265	MONDO:0000402	laryngeal small cell carcinoma	small cell carcinoma	True
MONDO:0021157	MONDO:0002345	gonococcal cervicitis	cervicitis	True
MONDO:0013656	MONDO:0100172	intellectual disability, autosomal dominant 9	intellectual disability, autosomal dominant	True
MONDO:0016127	MONDO:0021167	bacterial myositis	myositis disease	True
MONDO:0042967	MONDO:0003767	rheumatic disease of mitral valve	mitral valve disorder	True
MONDO:0700178	MONDO:1011333	feline oral squamous cell carcinoma		True
MONDO:0002533	MONDO:0004972	papillary adenoma	adenoma	True
MONDO:0000482	MONDO:0000477	focal hand dystonia	focal dystonia	True
MONDO:0013932	MONDO:0100260	peroxisome biogenesis disorder 5A (Zellweger)		True
MONDO:0002403	MONDO:0000637	synovium cancer	musculoskeletal system cancer	True
MONDO:0021004	MONDO:0018454	brachydactyly	dysostosis of genetic origin	True
MONDO:0003008	MONDO:0100191	hereditary renal cell carcinoma		True
MONDO:0002642	MONDO:0007002	trochlear nerve neoplasm	trochlear nerve disorder	True
MONDO:0000271	MONDO:0006002	tuberculous salpingitis	urogenital tuberculosis	True
MONDO:0009584	MONDO:0002320	intellectual disability, Buenos-Aires type	congenital nervous system disorder	True
MONDO:0001120	MONDO:0006031	chronic frontal sinusitis	chronic rhinosinusitis	True
MONDO:0005787	MONDO:0000369	hepatic tuberculosis	abdominal tuberculosis	True
MONDO:0002000	MONDO:0024389	anaerobic meningitis	anaerobic bacteria infectious disease	True
MONDO:0013899	MONDO:0018096	Weill-Marchesani syndrome 3	Weill-Marchesani syndrome	True
MONDO:0002412	MONDO:0019214	disorder of glycogen metabolism	inborn carbohydrate metabolic disorder	True
MONDO:0042233	MONDO:0045033	disseminated candidiasis		True
MONDO:0010788	MONDO:0016333	Leber hereditary optic neuropathy	familial dilated cardiomyopathy	True
MONDO:0012685	MONDO:0004985	major affective disorder 5	bipolar disorder	True
MONDO:0011915	MONDO:0008004	mitral valve prolapse, myxomatous 2	familial mitral valve prolapse	True
MONDO:0004745	MONDO:0005294	priapism	peripheral vascular disease	True
MONDO:0014209	MONDO:0019064	early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome	hereditary spastic paraplegia	True
MONDO:0007955	MONDO:0003847	Meckel diverticulum	hereditary disease	True
MONDO:0019600	MONDO:0015951	xeroderma pigmentosum	hereditary photodermatosis	True
MONDO:0020823	MONDO:0006580	infantile miliaria	miliaria	True
MONDO:0016518	MONDO:0017675	isolated punctate palmoplantar keratoderma	punctate palmoplantar keratoderma	True
MONDO:0004008	MONDO:0004007	flat ductal epithelial atypia	breast intraductal proliferative lesion	True
MONDO:0020419	MONDO:0020287	pulmonary artery hypoplasia	pulmonary artery or pulmonary branch anomaly	True
MONDO:0017822	MONDO:0003429	mixed functioning pituitary adenoma	functioning pituitary gland adenoma	True
MONDO:0019532	MONDO:0020108	autoimmune hemolytic anemia, warm type	autoimmune hemolytic anemia	True
MONDO:0018137	MONDO:0018135	temperature-sensitive oculocutaneous albinism type 1	oculocutaneous albinism type 1	True
MONDO:0015821	MONDO:0015816	mycosis fungoides and variants	indolent primary cutaneous T-cell lymphoma	True
MONDO:0008965	MONDO:0015620	CHARGE syndrome	syndromic urogenital tract malformation	True
MONDO:0011260	MONDO:0002114	pancreatic lymphoma, familial	pancreas lymphoma	True
MONDO:0009130	MONDO:0002254	Dyggve-Melchior-Clausen disease	syndromic disease	True
MONDO:0013936	MONDO:0100264	peroxisome biogenesis disorder 6A (Zellweger)		True
MONDO:0013104	MONDO:0100047	basal cell carcinoma, susceptibility to, 4		True
MONDO:0006288	MONDO:0002120	malignant adrenal gland pheochromocytoma	neuroendocrine carcinoma	True
MONDO:0004702	MONDO:0002256	uterine cervix leukoplakia	cervix disorder	True
MONDO:0024245	MONDO:0024240	ductal eccrine adenocarcinoma	eccrine carcinoma	True
MONDO:0011533	MONDO:0017742	temtamy preaxial brachydactyly syndrome	disorder of O-xylosylglycan synthesis	True
MONDO:0015909	MONDO:0002280	aplastic anemia	anemia	True
MONDO:0014355	MONDO:0011581	cardiomyopathy, dilated, with wooly hair, keratoderma, and tooth agenesis	arrhythmogenic cardiomyopathy with wooly hair and keratoderma	True
MONDO:0003693	MONDO:0003460	clear cell cystadenofibroma	clear cell adenofibroma	True
MONDO:0006378	MONDO:0005112	pleural epithelioid mesothelioma	malignant pleural mesothelioma	True
MONDO:0006336	MONDO:0006335	ovarian endometrioid adenocarcinoma with squamous differentiation	ovarian endometrioid adenocarcinoma	True
MONDO:0004784	MONDO:0004979	allergic asthma	asthma	True
MONDO:0016865	MONDO:0012455	Kleefstra syndrome due to a point mutation	Kleefstra syndrome	True
MONDO:0004206	MONDO:0016982	pulmonary vein leiomyosarcoma	angiosarcoma	True
MONDO:0002398	MONDO:0024338	mucinous adenofibroma	mucinous neoplasm	True
MONDO:0002270	MONDO:0043424	viral gastritis	digestive system infectious disorder	True
MONDO:0021453	MONDO:0021231	benign neoplasm of retina	retina neoplasm	True
MONDO:0012517	MONDO:0100517	Gaucher disease due to saposin C deficiency		True
MONDO:0013626	MONDO:0005083	psoriasis 14, pustular	psoriasis	True
MONDO:0019036	MONDO:0005135	amoebiasis due to free-living amoebae	parasitic infectious disease	True
MONDO:0011274	MONDO:0015338	Muenke syndrome	syndromic craniosynostosis	True
MONDO:0012590	MONDO:0003847	XFE progeroid syndrome	hereditary disease	True
MONDO:0030332	MONDO:0016575	ciliary dyskinesia, primary, 46	primary ciliary dyskinesia	True
MONDO:0001586	MONDO:0005328	mucopolysaccharidosis type 1	eye disorder	True
MONDO:0006069	MONDO:0045058	ACTH-producing pituitary gland carcinoma	ACTH-producing pituitary gland neoplasm	True
MONDO:0005033	MONDO:0000640	ganglioneuroma	central nervous system primitive neuroectodermal neoplasm	True
MONDO:0020768	MONDO:0000425	X-linked deafness	X-linked disease	True
MONDO:0006465	MONDO:0004970	thyroid gland oncocytic follicular carcinoma	adenocarcinoma	True
MONDO:0013826	MONDO:0019588	autosomal recessive nonsyndromic hearing loss 86	hearing loss, autosomal recessive	True
MONDO:0006312	MONDO:0001572	myofibroma	leiomyoma	True
MONDO:0021300	MONDO:0004971	adenoid cystic carcinoma of oropharynx	adenoid cystic carcinoma	True
MONDO:0850269	MONDO:0018874	core binding factor acute myeloid leukemia	acute myeloid leukemia	True
MONDO:0002795	MONDO:0000640	adult central nervous system primitive neuroectodermal neoplasm	central nervous system primitive neuroectodermal neoplasm	True
MONDO:0015653	MONDO:0005027	monogenic epilepsy	epilepsy	True
MONDO:0008673	MONDO:0018237	acrofacial dysostosis, Weyers type	acrofacial dysostosis	True
MONDO:0003937	MONDO:0021166	spondylitis	inflammatory disease	True
MONDO:0013235	MONDO:0020573	pancreatic cancer, susceptibility to, 2	inherited disease susceptibility	True
MONDO:0010621	MONDO:0015950	CHILD syndrome	inherited skin tumor	True
MONDO:0013038	MONDO:0023603	CLOVES syndrome	hereditary disorder of connective tissue	True
MONDO:0859762	MONDO:0859000	SLC12A2-related autosomal dominant infantile-developmental delay-intellectual disability-sensorineural deafness syndrome	SLC12A2-related developmental delay-intellectual disability-sensorineural deafness syndrome	True
MONDO:0014376	MONDO:0000426	intellectual disability, autosomal dominant 27	autosomal dominant disease	True
MONDO:0850388	MONDO:0004378	childhood supratentorial embryonal tumor with multilayered rosettes, C19MC-altered	pediatric cerebral ependymoblastoma	True
MONDO:0019861	MONDO:0016409	thyroid hypoplasia	primary congenital hypothyroidism	True
MONDO:0006663	MONDO:0005087	perinatal asphyxia	respiratory system disorder	True
MONDO:0000376	MONDO:0004992	respiratory system cancer	cancer	True
MONDO:0054731	MONDO:0004983	spermatogenic failure 27	spermatogenic failure	True
MONDO:0003393	MONDO:0005046	thymus gland disorder	immune system disorder	True
MONDO:0016504	MONDO:0001422	primary unilateral adrenal hyperplasia	primary aldosteronism	True
MONDO:0000910	MONDO:0020605	retinitis pigmentosa 6	X-linked recessive disease	True
MONDO:0009105	MONDO:0019126	trichohepatoenteric syndrome	intractable diarrhea of infancy	True
MONDO:0014908	MONDO:0016660	microcephaly 17, primary, autosomal recessive	autosomal recessive primary microcephaly	True
MONDO:0024525	MONDO:0007600	Fanconi renotubular syndrome 1	primary Fanconi syndrome	True
MONDO:0009593	MONDO:0016763	spondylometaphyseal dysplasia, Sedaghatian type	spondylometaphyseal dysplasia	True
MONDO:0004441	MONDO:0020577	childhood ovarian embryonal carcinoma	childhood gonadal germ cell tumor	True
MONDO:0014219	MONDO:0006025	alacrima, achalasia, and intellectual disability syndrome	autosomal recessive disease	True
MONDO:0002680	MONDO:0700108	chronic wasting disease		True
MONDO:0019787	MONDO:0000588	autoimmune enteropathy	autoimmune disorder of gastrointestinal tract	True
MONDO:0700171	MONDO:0700170	horse melanoma		True
MONDO:0000620	MONDO:0000634	breast benign neoplasm	thoracic benign neoplasm	True
MONDO:0019607	MONDO:0011429	unspecified juvenile idiopathic arthritis	juvenile idiopathic arthritis	True
MONDO:0054806	MONDO:0016660	microcephaly 23, primary, autosomal recessive	autosomal recessive primary microcephaly	True
MONDO:0008477	MONDO:0016763	spondylometaphyseal dysplasia, Kozlowski type	spondylometaphyseal dysplasia	True
MONDO:0002482	MONDO:0021100	nipple neoplasm	breast neoplasm	True
MONDO:0008963	MONDO:0015541	Chediak-Higashi syndrome	hereditary hemophagocytic lymphohistiocytosis	True
MONDO:0018043	MONDO:0015161	Thomas syndrome	multiple congenital anomalies/dysmorphic syndrome without intellectual disability	True
MONDO:0014608	MONDO:0015483	mandibulofacial dysostosis with alopecia	mandibulofacial dysostosis	True
MONDO:0017045	MONDO:0015126	neuroectodermal-endocrine syndrome	polyendocrinopathy	True
MONDO:0044202	MONDO:0015427	episodic kinesigenic dyskinesia	paroxysmal dyskinesia	True
MONDO:0011787	MONDO:0017745	autosomal recessive limb-girdle muscular dystrophy type 2I	disorder of O-mannosylglycan synthesis	True
MONDO:0002938	MONDO:0005341	metatypical basal cell carcinoma	skin basal cell carcinoma	True
MONDO:0013276	MONDO:0007179	Reynolds syndrome	autoimmune disease	True
MONDO:0007698	MONDO:0015161	hand-foot-genital syndrome	multiple congenital anomalies/dysmorphic syndrome without intellectual disability	True
MONDO:0017391	MONDO:0020212	Grayson-Wilbrandt corneal dystrophy	superficial corneal dystrophy	True
MONDO:0014191	MONDO:0017990	catecholaminergic polymorphic ventricular tachycardia 5	catecholaminergic polymorphic ventricular tachycardia	True
MONDO:0016790	MONDO:0019243	tricarboxylic acid cycle disorder	inborn disorder of energy metabolism	True
MONDO:0001687	MONDO:0005129	diabetic cataract	cataract	True
MONDO:0005724	MONDO:0005135	cryptococcosis	parasitic infectious disease	True
MONDO:0009470	MONDO:0017579	Baraitser-Winter syndrome 1	Baraitser-Winter cerebrofrontofacial syndrome	True
MONDO:0021164	MONDO:0002036	posthitis	penile disorder	True
MONDO:0008465	MONDO:0015334	Patterson-Stevenson-Fontaine syndrome	branchial arch or oral-acral syndrome	True
MONDO:0001123	MONDO:0005964	chronic sphenoidal sinusitis	sphenoid sinusitis	True
MONDO:0006201	MONDO:0001763	ethmoid sinus adenoid cystic carcinoma	ethmoid sinus cancer	True
MONDO:0014483	MONDO:0019118	retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies	inherited retinal dystrophy	True
MONDO:0011561	MONDO:0015140	Alzheimer disease 6	early-onset autosomal dominant Alzheimer disease	True
MONDO:0004210	MONDO:0004211	colonic L-cell glucagon-like peptide producing tumor	L-cell glucagon-like peptide-producing neuroendocrine tumor	True
MONDO:0000599	MONDO:0004681	writing disorder	learning disability	True
MONDO:0004689	MONDO:0019052	inborn metal metabolism disorder	inborn errors of metabolism	True
MONDO:0007283	MONDO:0011060	cataract 42	early-onset non-syndromic cataract	True
MONDO:0011217	MONDO:0019702	desmosterolosis	neonatal osteosclerotic dysplasia	True
MONDO:0013646	MONDO:0015159	chromosome 8q21.11 deletion syndrome	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	True
MONDO:0000138	MONDO:0009943	metaphyseal chondrodysplasia	Pyle disease	True
MONDO:0007259	MONDO:0015159	craniofaciofrontodigital syndrome	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	True
MONDO:0016829	MONDO:0021189	familial visceral myopathy		True
MONDO:0005683	MONDO:0000314	brucellosis	primary bacterial infectious disease	True
MONDO:0800089	MONDO:0018230	primary bone dysplasia with disorganized development of skeletal components	skeletal dysplasia	True
MONDO:0021354	MONDO:0021581	tumor of adipose tissue	connective tissue neoplasm	True
MONDO:0032798	MONDO:0003847	ichthyotic keratoderma, spasticity, hypomyelination, and dysmorphic facial features	hereditary disease	True
MONDO:0010008	MONDO:0019239	sarcosinemia	inborn disorder of serine family metabolism	True
MONDO:0014343	MONDO:0015426	Desbuquois dysplasia 2	Desbuquois dysplasia	True
MONDO:0006150	MONDO:0002035	colon Burkitt lymphoma	colon lymphoma	True
MONDO:0009144	MONDO:0020289	Ebstein anomaly	congenital tricuspid malformation	True
MONDO:0019642	MONDO:0024299	vitamin D-dependent rickets, type 2	vitamin D-dependent rickets	True
MONDO:0005297	MONDO:0005247	urethritis	bacterial urinary tract infection	True
MONDO:0017304	MONDO:0020275	ocular albinism	oculocutaneous or ocular albinism	True
MONDO:0014710	MONDO:0019146	autosomal recessive mendelian susceptibility to mycobacterial diseases due to complete RORgamma receptor deficiency	inherited susceptibility to mycobacterial diseases	True
MONDO:0000816	MONDO:0003916	abdominal obesity-metabolic syndrome	overnutrition	True
MONDO:0022755	MONDO:0020639	chromosome 18 mosaic monosomy	monosomy	True
MONDO:0013635	MONDO:0019713	Adams-Oliver syndrome 2	non-syndromic limb reduction defect	True
MONDO:0018424	MONDO:0045022	inherited lipoic acid biosynthesis defect	disorder of organic acid metabolism	True
MONDO:0001457	MONDO:0001451	secondary vitreoretinal degeneration	peripheral retinal degeneration	True
MONDO:0017882	MONDO:0025294	Omsk hemorrhagic fever	tick-borne infectious disease	True
MONDO:0007888	MONDO:0006053	hereditary leiomyomatosis and renal cell cancer		True
MONDO:0002211	MONDO:0003778	B cell deficiency	inborn error of immunity	True
MONDO:0043512	MONDO:0005560	traumatic encephalopathy	brain disorder	True
MONDO:0007974	MONDO:0100172	intellectual disability, autosomal dominant 1	intellectual disability, autosomal dominant	True
MONDO:0012901	MONDO:0002242	inherited prekallikrein deficiency	coagulation protein disease	True
MONDO:0008822	MONDO:0017123	arthrogryposis, renal dysfunction, and cholestasis 1	arthrogryposis-renal dysfunction-cholestasis syndrome	True
MONDO:0002555	MONDO:0002546	trigeminal schwannoma	schwannoma	True
MONDO:0001318	MONDO:0004298	functional gastric disease	stomach disorder	True
MONDO:0021491	MONDO:0000636	benign neoplasm of gum	musculoskeletal system benign neoplasm	True
MONDO:0016080	MONDO:0015221	congenital bronchobiliary fistula	non-syndromic respiratory or mediastinal malformation	True
MONDO:0850267	MONDO:0018872	childhood acute megakaryoblastic leukemia	acute megakaryoblastic leukemia	True
MONDO:0004549	MONDO:0017853	cork-handlers' disease	hypersensitivity pneumonitis	True
MONDO:0042971	MONDO:0016511	congenital herpes virus infection	infectious embryofetopathy	True
MONDO:0021424	MONDO:0002531	hemangiopericytoma of skin	skin neoplasm	True
MONDO:0011010	MONDO:0015161	Matthew-Wood syndrome	multiple congenital anomalies/dysmorphic syndrome without intellectual disability	True
MONDO:0001096	MONDO:0003327	mediastinum ganglioneuroblastoma	peripheral ganglioneuroblastoma	True
MONDO:0014190	MONDO:0000732	combined oxidative phosphorylation defect type 17	combined oxidative phosphorylation deficiency	True
MONDO:0005499	MONDO:0100342	brain glioma	malignant glioma	True
MONDO:0004184	MONDO:0002118	urethral disorder	urinary system disorder	True
MONDO:0018851	MONDO:0002527	familial keratoacanthoma	keratoacanthoma	True
MONDO:0004208	MONDO:0005058	superior vena cava leiomyosarcoma	leiomyosarcoma	True
MONDO:0008871	MONDO:0957008	microcephalic osteodysplastic primordial dwarfism type I	hereditary cerebral malformation	True
MONDO:0016760	MONDO:0015159	microcephaly-microcornea syndrome, Seemanova type	multiple congenital anomalies/dysmorphic syndrome-intellectual disability	True
MONDO:0009925	MONDO:0100118	autosomal recessive inherited pseudoxanthoma elasticum	hereditary skin disorder	True
MONDO:0002132	MONDO:0024653	skull cancer	skull neoplasm	True
MONDO:0012243	MONDO:0003847	B-cell immunodeficiency, distal limb anomalies, and urogenital malformations	hereditary disease	True
MONDO:0010910	MONDO:0000022	enuresis, nocturnal, 1	nocturnal enuresis	True
MONDO:0009048	MONDO:0003847	curved nail of fourth toe	hereditary disease	True
MONDO:0014491	MONDO:0003778	immunodeficiency 37	inborn error of immunity	True
MONDO:0001704	MONDO:0024276	vaginal glandular neoplasm	glandular cell neoplasm	True
MONDO:0007178	MONDO:0003847	aurocephalosyndactyly	hereditary disease	True
MONDO:0030515	MONDO:0004983	spermatogenic failure 63	spermatogenic failure	True
MONDO:0013986	MONDO:0000732	combined oxidative phosphorylation defect type 14	combined oxidative phosphorylation deficiency	True
MONDO:0859306	MONDO:0003847	developmental delay with variable intellectual disability and dysmorphic facies	hereditary disease	True
MONDO:0012412	MONDO:0015700	complement component 7 deficiency	immunodeficiency due to a late component of complement deficiency	True
MONDO:0020500	MONDO:0018087	Marburg hemorrhagic fever	viral hemorrhagic fever	True
MONDO:0021925	MONDO:0021166	tracheobronchitis	inflammatory disease	True
MONDO:0012016	MONDO:0016231	capillary malformation-arteriovenous malformation syndrome	capillary malformation	True
MONDO:0004378	MONDO:0003142	pediatric cerebral ependymoblastoma	intracranial primitive neuroectodermal tumor	True
MONDO:0005806	MONDO:0005517	hypopharynx cancer	pharynx cancer	True
MONDO:0003097	MONDO:0003098	childhood mediastinal neurogenic neoplasm	mediastinal neural neoplasm	True
MONDO:0004278	MONDO:0003890	infiltrating bladder urothelial carcinoma sarcomatoid variant	infiltrating bladder urothelial carcinoma	True
MONDO:0005134	MONDO:0006704	experimental autoimmune encephalomyelitis	CNS demyelinating autoimmune disease	True
MONDO:0001584	MONDO:0003569	ocular motility disease	cranial nerve neuropathy	True
MONDO:0013579	MONDO:0000688	methylmalonate semialdehyde dehydrogenase deficiency	inborn organic aciduria	True
MONDO:0018189	MONDO:0019216	autosomal recessive cerebellar ataxia - pyramidal signs - nystagmus - oculomotor apraxia syndrome	inborn disorder of amino acid transport	True
MONDO:0009423	MONDO:0003847	hypokalemic alkalosis, familial, with specific renal tubulopathy	hereditary disease	True
MONDO:0017404	MONDO:0010436	distal Xq28 microduplication syndrome	chromosome Xq28 duplication syndrome	True
MONDO:0008526	MONDO:0003847	talonavicular coalition	hereditary disease	True
MONDO:0001648	MONDO:0001649	esophageal candidiasis	fungal esophagitis	True
MONDO:0017292	MONDO:0005061	well-differentiated fetal adenocarcinoma of the lung	lung adenocarcinoma	True
MONDO:0015059	MONDO:0005395	progressive non-fluent aphasia	movement disorder	True
MONDO:0015012	MONDO:0800088	mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders	lysosomal storage disease with skeletal involvement	True
MONDO:0012440	MONDO:0100246	migraine with or without aura, susceptibility to, 10	migraine with or without aura, susceptibility to	True
MONDO:0034186	MONDO:0019222	autosomal recessive extra-oral halitosis	inborn disorder of methionine cycle and sulfur amino acid metabolism	True
MONDO:0008653	MONDO:0017329	vesicoureteral reflux 1	familial vesicoureteral reflux	True
MONDO:0001372	MONDO:0001187	bladder neck cancer	urinary bladder cancer	True
MONDO:0015650	MONDO:0005027	epilepsy syndrome	epilepsy	True
MONDO:0005845	MONDO:0019956	meningoencephalitis	encephalitis	True
MONDO:0020787	MONDO:0014631	hypomagnesemia, seizures, and intellectual disability 1	hypomagnesemia, seizures, and intellectual disability	True
MONDO:0012059	MONDO:0019673	polydactyly, postaxial, type A4	postaxial polydactyly type A	True
MONDO:0012473	MONDO:0003847	right pulmonary artery, anomalous origin of, familial	hereditary disease	True
MONDO:0006701	MONDO:0006373	chromophobe adenoma	pituitary gland adenoma	True
MONDO:0009230	MONDO:0003847	fibrosclerosis, multifocal	hereditary disease	True
MONDO:0017747	MONDO:0017741	disorder of fucoglycosan synthesis	disorder of protein O-glycosylation	True
MONDO:0019498	MONDO:0002875	tungiasis	parasitic ectoparasitic infectious disease	True
MONDO:0024934	MONDO:0005583	fish disease	non-human animal disease	True
MONDO:0043458	MONDO:0021178	radiation injury	injury	True
MONDO:0001700	MONDO:0002281	megaloblastic anemia	macrocytic anemia	True
MONDO:0013122	MONDO:0100236	glaucoma 3, primary congenital, D		True
MONDO:0008647	MONDO:0024573	hypertrophic cardiomyopathy 1	familial hypertrophic cardiomyopathy	True
MONDO:0007142	MONDO:0000426	Townes-Brocks syndrome	autosomal dominant disease	True
MONDO:0033482	MONDO:0020380	spinocerebellar ataxia 47	autosomal dominant cerebellar ataxia	True
MONDO:0012471	MONDO:0018866	Aicardi-Goutieres syndrome 3	Aicardi-Goutieres syndrome	True
MONDO:0017814	MONDO:0017207	primary bone lymphoma	primary organ-specific lymphoma	True
MONDO:0010693	MONDO:0005712	nystagmus 1, congenital, X-linked	congenital nystagmus	True
MONDO:0017794	MONDO:0017010	Xq12-q13.3 duplication syndrome	partial duplication of the long arm of chromosome X	True
MONDO:0016601	MONDO:0008988	adult-onset citrullinemia type I	citrullinemia type I	True
MONDO:0007099	MONDO:0018634	familial visceral amyloidosis	hereditary amyloidosis	True
MONDO:0030933	MONDO:0018772	Joubert syndrome 37	Joubert syndrome	True
MONDO:0032692	MONDO:0009627	Galloway-Mowat syndrome 7	Galloway-Mowat syndrome	True
MONDO:0009194	MONDO:0005108	immunodeficiency 32B	viral infectious disease	True
MONDO:0016366	MONDO:0015323	maternal phenylketonuria	teratogenic Pierre Robin syndrome	True
MONDO:0011017	MONDO:0006025	Naxos disease	autosomal recessive disease	True
MONDO:0002761	MONDO:0006006	cervical verrucous carcinoma	verrucous carcinoma	True
MONDO:0002387	MONDO:0002397	liver angiosarcoma	liver sarcoma	True
