mondo_id	mondo_label	synonym_scope	synonym_scope_mondo	synonym	synonym_exact	synonym_broad	synonym_narrow	synonym_related	source_id	source_label	synonym_type	mondo_evidence	case
MONDO:0011262	camptodactyly, myopia, and fibrosis of the medial rectus muscle of eye	oio:hasExactSynonym		Rozin camptodactyly syndrome	Rozin camptodactyly syndrome				Orphanet:1323	Camptodactyly-joint contractures-facial skeletal defects syndrome			
MONDO:0011362	myopathy, myofibrillar, 9, with early respiratory failure	oio:hasExactSynonym		MFM-titinopathy	MFM-titinopathy				Orphanet:178464	Hereditary myopathy with early respiratory failure			
MONDO:0011362	myopathy, myofibrillar, 9, with early respiratory failure	oio:hasExactSynonym		Myofibrillar myopathy-titinopathy	Myofibrillar myopathy-titinopathy				Orphanet:178464	Hereditary myopathy with early respiratory failure			
MONDO:0011365	blepharophimosis - intellectual disability syndrome, SBBYS type	oio:hasExactSynonym		SBBYS variant of Ohdo syndrome	SBBYS variant of Ohdo syndrome				Orphanet:3047	Blepharophimosis-intellectual disability syndrome, SBBYS type			
MONDO:0011397	autosomal dominant cerebellar ataxia, deafness and narcolepsy	oio:hasExactSynonym		Autosomal dominant cerebellar ataxia-hearing loss-narcolepsy syndrome	Autosomal dominant cerebellar ataxia-hearing loss-narcolepsy syndrome				Orphanet:314404	Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome			
MONDO:0011398	dystrophic epidermolysis bullosa pruriginosa	oio:hasExactSynonym		DEB pruriginosa	DEB pruriginosa				Orphanet:89843	Dystrophic epidermolysis bullosa pruriginosa			
MONDO:0011417	hemochromatosis type 3	oio:hasExactSynonym		Hereditary hemochromatosis type 3	Hereditary hemochromatosis type 3				Orphanet:225123	TFR2-related hemochromatosis			
MONDO:0011462	pyogenic arthritis-pyoderma gangrenosum-acne syndrome	oio:hasExactSynonym		Pyogenic arthritis-pyoderma gangrenosum-acne syndrome	Pyogenic arthritis-pyoderma gangrenosum-acne syndrome				Orphanet:69126	PAPA syndrome			
MONDO:0011476	MHC class I deficiency	oio:hasExactSynonym		MHC class I deficiency	MHC class I deficiency				Orphanet:34592	Immunodeficiency by defective expression of MHC class I			
MONDO:0011479	postural orthostatic tachycardia syndrome	oio:hasExactSynonym		POTS due to NET deficiency	POTS due to NET deficiency				Orphanet:443236	Postural orthostatic tachycardia syndrome due to NET deficiency			
MONDO:0011500	Becker nevus syndrome	oio:hasExactSynonym		Becker melanosis	Becker melanosis				Orphanet:64755	Becker nevus syndrome			
MONDO:0011500	Becker nevus syndrome	oio:hasExactSynonym		Becker naevus syndrome	Becker naevus syndrome				Orphanet:64755	Becker nevus syndrome			
MONDO:0011500	Becker nevus syndrome	oio:hasExactSynonym		Pigmented hairy epidermal naevus	Pigmented hairy epidermal naevus				Orphanet:64755	Becker nevus syndrome			
MONDO:0011500	Becker nevus syndrome	oio:hasExactSynonym		Pigmented hairy epidermal nevus	Pigmented hairy epidermal nevus				Orphanet:64755	Becker nevus syndrome			
MONDO:0011517	pseudohyperaldosteronism type 2	oio:hasExactSynonym		Pseudohyperaldosteronism type 2	Pseudohyperaldosteronism type 2				Orphanet:88660	Hypertension due to gain-of-function mutations in the mineralocorticoid receptor			
MONDO:0011670	Ehlers-Danlos syndrome due to tenascin-X deficiency	oio:hasExactSynonym		Classical-like EDS type 1	Classical-like EDS type 1				Orphanet:230839	Classical-like Ehlers-Danlos syndrome type 1			
MONDO:0011670	Ehlers-Danlos syndrome due to tenascin-X deficiency	oio:hasExactSynonym		clEDS type 1	clEDS type 1				Orphanet:230839	Classical-like Ehlers-Danlos syndrome type 1			
MONDO:0011676	PHACE syndrome	oio:hasExactSynonym		PHACES syndrome	PHACES syndrome				Orphanet:42775	PHACE syndrome			
MONDO:0011724	encephalopathy due to GLUT1 deficiency	oio:hasExactSynonym		Classic GLUT1 deficiency syndrome	Classic GLUT1 deficiency syndrome				Orphanet:71277	Classic glucose transporter type 1 deficiency syndrome			
MONDO:0011724	encephalopathy due to GLUT1 deficiency	oio:hasExactSynonym		Classic GLUT1-DS	Classic GLUT1-DS				Orphanet:71277	Classic glucose transporter type 1 deficiency syndrome			
MONDO:0011778	multiple epiphyseal dysplasia, Al-Gazali type	oio:hasExactSynonym		Dysplasie épiphysaire multiple type Al-Gazali	Dysplasie épiphysaire multiple type Al-Gazali				Orphanet:166024	Multiple epiphyseal dysplasia-macrocephaly-facial dysmorphism syndrome			
MONDO:0011778	multiple epiphyseal dysplasia, Al-Gazali type	oio:hasExactSynonym		Multiple epiphyseal dysplasia, Al-Gazali type	Multiple epiphyseal dysplasia, Al-Gazali type				Orphanet:166024	Multiple epiphyseal dysplasia-macrocephaly-facial dysmorphism syndrome			
MONDO:0011787	autosomal recessive limb-girdle muscular dystrophy type 2I	oio:hasExactSynonym		Autosomal recessive limb-girdle muscular dystrophy type 2I	Autosomal recessive limb-girdle muscular dystrophy type 2I				Orphanet:34515	FKRP-related limb-girdle muscular dystrophy R9			
MONDO:0011787	autosomal recessive limb-girdle muscular dystrophy type 2I	oio:hasExactSynonym		FKRP-related LGMD R9	FKRP-related LGMD R9				Orphanet:34515	FKRP-related limb-girdle muscular dystrophy R9			
MONDO:0011787	autosomal recessive limb-girdle muscular dystrophy type 2I	oio:hasExactSynonym		LGMD due to FKRP deficiency	LGMD due to FKRP deficiency				Orphanet:34515	FKRP-related limb-girdle muscular dystrophy R9			
MONDO:0011787	autosomal recessive limb-girdle muscular dystrophy type 2I	oio:hasExactSynonym		LGMD type 2I	LGMD type 2I				Orphanet:34515	FKRP-related limb-girdle muscular dystrophy R9			
MONDO:0011804	autoimmune lymphoproliferative syndrome type 2B	oio:hasExactSynonym		ALPS-recurrent viral infections due to CASP8 deficiency	ALPS-recurrent viral infections due to CASP8 deficiency				Orphanet:275517	Autoimmune lymphoproliferative syndrome-recurrent viral infections due to CASP8 deficiency			
MONDO:0011804	autoimmune lymphoproliferative syndrome type 2B	oio:hasExactSynonym		Autoimmune lymphoproliferative syndrome-recurrent viral infections due to Caspase 8 deficiency	Autoimmune lymphoproliferative syndrome-recurrent viral infections due to Caspase 8 deficiency				Orphanet:275517	Autoimmune lymphoproliferative syndrome-recurrent viral infections due to CASP8 deficiency			
MONDO:0011823	developmental malformations-deafness-dystonia syndrome	oio:hasExactSynonym		Developmental malformations-hearing loss-dystonia syndrome	Developmental malformations-hearing loss-dystonia syndrome				Orphanet:79107	Developmental malformations-deafness-dystonia syndrome			
MONDO:0011841	biotin-responsive basal ganglia disease	oio:hasExactSynonym		Biotin-responsive basal ganglia disease	Biotin-responsive basal ganglia disease				Orphanet:65284	Biotin-thiamine-responsive basal ganglia disease			
MONDO:0011871	Niemann-Pick disease type B	oio:hasExactSynonym		Chronic visceral ASMD	Chronic visceral ASMD				Orphanet:77293	Chronic visceral acid sphingomyelinase deficiency			
MONDO:0011871	Niemann-Pick disease type B	oio:hasExactSynonym		NPD-B	NPD-B				Orphanet:77293	Chronic visceral acid sphingomyelinase deficiency			
MONDO:0011871	Niemann-Pick disease type B	oio:hasExactSynonym		Niemann-Pick disease type B	Niemann-Pick disease type B				Orphanet:77293	Chronic visceral acid sphingomyelinase deficiency			
MONDO:0011899	Noonan syndrome-like disorder with loose anagen hair	oio:hasExactSynonym		Mazzanti syndrome	Mazzanti syndrome				Orphanet:2701	Noonan syndrome-like disorder with loose anagen hair			
MONDO:0011922	nonimmune chronic idiopathic neutropenia of adults	oio:hasExactSynonym		Adult chronic idiopathic neutropenia	Adult chronic idiopathic neutropenia				Orphanet:2688	Adult idiopathic neutropenia			
MONDO:0011933	ALG2-congenital disorder of glycosylation	oio:hasExactSynonym		CDG-Ii	CDG-Ii				Orphanet:79326	ALG2-CDG			
MONDO:0011946	diaphanospondylodysostosis	oio:hasExactSynonym		DSD	DSD				Orphanet:66637	Diaphanospondylodysostosis			
MONDO:0011968	autosomal recessive limb-girdle muscular dystrophy type 2D	oio:hasExactSynonym		Alpha-sarcoglycan-related LGMD R3	Alpha-sarcoglycan-related LGMD R3				Orphanet:62	Alpha-sarcoglycan-related limb-girdle muscular dystrophy R3			
MONDO:0011968	autosomal recessive limb-girdle muscular dystrophy type 2D	oio:hasExactSynonym		Autosomal recessive limb-girdle muscular dystrophy type 2D	Autosomal recessive limb-girdle muscular dystrophy type 2D				Orphanet:62	Alpha-sarcoglycan-related limb-girdle muscular dystrophy R3			
MONDO:0011968	autosomal recessive limb-girdle muscular dystrophy type 2D	oio:hasExactSynonym		LGMD due to alpha-sarcoglycan deficiency	LGMD due to alpha-sarcoglycan deficiency				Orphanet:62	Alpha-sarcoglycan-related limb-girdle muscular dystrophy R3			
MONDO:0011968	autosomal recessive limb-girdle muscular dystrophy type 2D	oio:hasExactSynonym		LGMD type 2D	LGMD type 2D				Orphanet:62	Alpha-sarcoglycan-related limb-girdle muscular dystrophy R3			
MONDO:0011970	rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	oio:hasExactSynonym		Rolandic epilepsy exercise-induced dystonia	Rolandic epilepsy exercise-induced dystonia				Orphanet:163727	Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome			
MONDO:0011976	lipodystrophy-intellectual disability-deafness syndrome	oio:hasExactSynonym		Lipodystrophy-intellectual disability-hearing loss syndrome	Lipodystrophy-intellectual disability-hearing loss syndrome				Orphanet:50811	Lipodystrophy-intellectual disability-deafness syndrome			
MONDO:0011988	neutrophil immunodeficiency syndrome	oio:hasExactSynonym		Infantile leukocyte adhesion deficiency due to Rac family small GTPase 2 deficiency	Infantile leukocyte adhesion deficiency due to Rac family small GTPase 2 deficiency				Orphanet:183707	Infantile LAD-like disease due to RAC2 deficiency			
MONDO:0011997	Hermansky-Pudlak syndrome 2	oio:hasExactSynonym		Hermansky-Pudlak syndrome due to Adaptator-related protein complex 3 deficiency	Hermansky-Pudlak syndrome due to Adaptator-related protein complex 3 deficiency				Orphanet:183678	Hermansky-Pudlak syndrome due to AP-3 deficiency			
MONDO:0011997	Hermansky-Pudlak syndrome 2	oio:hasExactSynonym		Syndrome de Hermansky-Pudlak par déficit en adaptator-related protein complex 3	Syndrome de Hermansky-Pudlak par déficit en adaptator-related protein complex 3				Orphanet:183678	Hermansky-Pudlak syndrome due to AP-3 deficiency			
MONDO:0011997	Hermansky-Pudlak syndrome 2	oio:hasExactSynonym		Hermansky-Pudlak syndrome due to adaptator related protein complex 3 subunit beta1 deficiency	Hermansky-Pudlak syndrome due to adaptator related protein complex 3 subunit beta1 deficiency				Orphanet:664500	Hermansky-Pudlak syndrome due to AP3B1 deficiency			
MONDO:0011997	Hermansky-Pudlak syndrome 2	oio:hasExactSynonym		Hermansky-Pudlak syndrome with neutropenia due to AP3B1 deficiency	Hermansky-Pudlak syndrome with neutropenia due to AP3B1 deficiency				Orphanet:664500	Hermansky-Pudlak syndrome due to AP3B1 deficiency			
MONDO:0012034	autosomal dominant limb-girdle muscular dystrophy type 1F	oio:hasExactSynonym		Autosomal dominant limb-girdle muscular dystrophy type 1F	Autosomal dominant limb-girdle muscular dystrophy type 1F				Orphanet:55595	TNP03-related limb-girdle muscular dystrophy D2			
MONDO:0012034	autosomal dominant limb-girdle muscular dystrophy type 1F	oio:hasExactSynonym		LGMD type 1F	LGMD type 1F				Orphanet:55595	TNP03-related limb-girdle muscular dystrophy D2			
MONDO:0012064	choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome	oio:hasExactSynonym		Choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome	Choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome				Orphanet:1200	Burn-McKeown syndrome			
MONDO:0012092	hereditary sensory and autonomic neuropathy type 5	oio:hasExactSynonym		CIP	CIP				Orphanet:64752	Hereditary sensory and autonomic neuropathy type 5			
MONDO:0012110	growth delay due to insulin-like growth factor type 1 deficiency	oio:hasExactSynonym		Growth delay-deafness-intellectual disability syndrome	Growth delay-deafness-intellectual disability syndrome				Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency			
MONDO:0012110	growth delay due to insulin-like growth factor type 1 deficiency	oio:hasExactSynonym		Growth delay-hearing loss-intellectual disability syndrome	Growth delay-hearing loss-intellectual disability syndrome				Orphanet:73272	Growth delay due to insulin-like growth factor type 1 deficiency			
MONDO:0012127	autosomal recessive limb-girdle muscular dystrophy type 2J	oio:hasExactSynonym		Autosomal recessive limb-girdle muscular dystrophy type 2J	Autosomal recessive limb-girdle muscular dystrophy type 2J				Orphanet:140922	Titin-related limb-girdle muscular dystrophy R10			
MONDO:0012127	autosomal recessive limb-girdle muscular dystrophy type 2J	oio:hasExactSynonym		LGMD type 2J	LGMD type 2J				Orphanet:140922	Titin-related limb-girdle muscular dystrophy R10			
MONDO:0012127	autosomal recessive limb-girdle muscular dystrophy type 2J	oio:hasExactSynonym		Titin-related LGMD R10	Titin-related LGMD R10				Orphanet:140922	Titin-related limb-girdle muscular dystrophy R10			
MONDO:0012190	epidermolysis bullosa simplex 7, with nephropathy and deafness	oio:hasExactSynonym		EBS with nephropathy	EBS with nephropathy				Orphanet:300333	Nephrotic syndrome-epidermolysis bullosa-sensorineural deafness syndrome			
MONDO:0012190	epidermolysis bullosa simplex 7, with nephropathy and deafness	oio:hasExactSynonym		Epidermolysis bullosa simplex with nephropathy	Epidermolysis bullosa simplex with nephropathy				Orphanet:300333	Nephrotic syndrome-epidermolysis bullosa-sensorineural deafness syndrome			
MONDO:0012190	epidermolysis bullosa simplex 7, with nephropathy and deafness	oio:hasExactSynonym		Nephrotic syndrome-hearing loss-epidermolysis bullosa syndrome	Nephrotic syndrome-hearing loss-epidermolysis bullosa syndrome				Orphanet:300333	Nephrotic syndrome-epidermolysis bullosa-sensorineural deafness syndrome			
MONDO:0012193	autosomal dominant limb-girdle muscular dystrophy type 1G	oio:hasExactSynonym		Autosomal dominant limb-girdle muscular dystrophy type 1G	Autosomal dominant limb-girdle muscular dystrophy type 1G				Orphanet:55596	HNRNPDL-related limb-girdle muscular dystrophy D3			
MONDO:0012193	autosomal dominant limb-girdle muscular dystrophy type 1G	oio:hasExactSynonym		HNRNPDL-related LGMD D3	HNRNPDL-related LGMD D3				Orphanet:55596	HNRNPDL-related limb-girdle muscular dystrophy D3			
MONDO:0012193	autosomal dominant limb-girdle muscular dystrophy type 1G	oio:hasExactSynonym		LGMD type 1G	LGMD type 1G				Orphanet:55596	HNRNPDL-related limb-girdle muscular dystrophy D3			
MONDO:0012209	branchiogenic deafness syndrome	oio:hasExactSynonym		Branchiogenic hearing loss syndrome	Branchiogenic hearing loss syndrome				Orphanet:50815	Branchiogenic deafness syndrome			
MONDO:0012248	autosomal recessive limb-girdle muscular dystrophy type 2K	oio:hasExactSynonym		Autosomal recessive limb-girdle muscular dystrophy type 2K	Autosomal recessive limb-girdle muscular dystrophy type 2K				Orphanet:86812	POMT1-related limb-girdle muscular dystrophy R11			
MONDO:0012248	autosomal recessive limb-girdle muscular dystrophy type 2K	oio:hasExactSynonym		LGMD type 2K	LGMD type 2K				Orphanet:86812	POMT1-related limb-girdle muscular dystrophy R11			
MONDO:0012248	autosomal recessive limb-girdle muscular dystrophy type 2K	oio:hasExactSynonym		POMT1-related LGMD R11	POMT1-related LGMD R11				Orphanet:86812	POMT1-related limb-girdle muscular dystrophy R11			
MONDO:0012251	MEDNIK syndrome	oio:hasExactSynonym		Intellectual disability-enteropathy-hearing loss-peripheral neuropathy-ichthyosis-keratodermia syndrome	Intellectual disability-enteropathy-hearing loss-peripheral neuropathy-ichthyosis-keratodermia syndrome				Orphanet:171851	MEDNIK syndrome			
MONDO:0012258	epidermolysis bullosa simplex 2E, with migratory circinate erythema	oio:hasExactSynonym		EBS with circinate migratory erythema	EBS with circinate migratory erythema				Orphanet:158681	Epidermolysis bullosa simplex with circinate migratory erythema			
MONDO:0012289	myofibrillar myopathy 5	oio:hasExactSynonym		FLNC-associated myofibrillar myopathy	FLNC-associated myofibrillar myopathy				Orphanet:171445	Muscle filaminopathy			
MONDO:0012289	myofibrillar myopathy 5	oio:hasExactSynonym		Filamin C-related filaminopathy	Filamin C-related filaminopathy				Orphanet:171445	Muscle filaminopathy			
MONDO:0012315	distal 10q deletion syndrome	oio:hasExactSynonym		Deletion 10qter	Deletion 10qter				Orphanet:96148	Distal deletion 10q			
MONDO:0012345	acral peeling skin syndrome	oio:hasExactSynonym		PSS 2	PSS 2				Orphanet:263534	Acral peeling skin syndrome			
MONDO:0012354	platelet-type bleeding disorder 8	oio:hasExactSynonym		Bleeding disorder due to ADP platelet receptor P2Y12 defect	Bleeding disorder due to ADP platelet receptor P2Y12 defect				Orphanet:36355	Bleeding disorder due to P2Y12 defect			
MONDO:0012400	cortical dysplasia-focal epilepsy syndrome	oio:hasExactSynonym		CNTNAP2-related DEE	CNTNAP2-related DEE				Orphanet:163681	CNTNAP2-related developmental and epileptic encephalopathy			
MONDO:0012414	neuronal ceroid lipofuscinosis 10	oio:hasExactSynonym		CNCL	CNCL				Orphanet:228337	CLN10 disease			
MONDO:0012414	neuronal ceroid lipofuscinosis 10	oio:hasExactSynonym		Neuronal ceroid cipofuscinosis type 10	Neuronal ceroid cipofuscinosis type 10				Orphanet:228337	CLN10 disease			
MONDO:0012504	camptodactyly-tall stature-scoliosis-hearing loss syndrome	oio:hasExactSynonym		Camptodactyly-tall stature-scoliosis-deafness syndrome	Camptodactyly-tall stature-scoliosis-deafness syndrome				Orphanet:85164	Camptodactyly-tall stature-scoliosis-hearing loss syndrome			
MONDO:0012526	hereditary angioedema type 3	oio:hasExactSynonym		F12-related HAE with normal C1 inhibitor	F12-related HAE with normal C1 inhibitor				Orphanet:100054	F12-related hereditary angioedema with normal C1Inh			
MONDO:0012541	deafness with labyrinthine aplasia, microtia, and microdontia	oio:hasExactSynonym		Hearing loss with labyrinthine aplasia, microtia, and microdontia	Hearing loss with labyrinthine aplasia, microtia, and microdontia				Orphanet:90024	Deafness with labyrinthine aplasia, microtia, and microdontia			
MONDO:0012541	deafness with labyrinthine aplasia, microtia, and microdontia	oio:hasExactSynonym		Microdontia-type I microtia-hearing loss syndrome	Microdontia-type I microtia-hearing loss syndrome				Orphanet:90024	Deafness with labyrinthine aplasia, microtia, and microdontia			
MONDO:0012545	neutral lipid storage myopathy	oio:hasExactSynonym		Adipose triglyceride lipase deficiency	Adipose triglyceride lipase deficiency				Orphanet:98908	Neutral lipid storage disease with myopathy			
MONDO:0012545	neutral lipid storage myopathy	oio:hasExactSynonym		Neutral lipid storage disease type M	Neutral lipid storage disease type M				Orphanet:98908	Neutral lipid storage disease with myopathy			
MONDO:0012559	primary immunodeficiency syndrome due to p14 deficiency	oio:hasExactSynonym		Primary immunodeficiency syndrome due to P14 deficiency	Primary immunodeficiency syndrome due to P14 deficiency				Orphanet:90023	Primary immunodeficiency syndrome due to P14/LAMTOR2 deficiency			
MONDO:0012559	primary immunodeficiency syndrome due to p14 deficiency	oio:hasExactSynonym		Primary immunodeficiency syndrome due to P14/Late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 deficiency	Primary immunodeficiency syndrome due to P14/Late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 deficiency				Orphanet:90023	Primary immunodeficiency syndrome due to P14/LAMTOR2 deficiency			
MONDO:0012588	neuronal ceroid lipofuscinosis 7	oio:hasExactSynonym		Neuronal ceroid cipofuscinosis type 7	Neuronal ceroid cipofuscinosis type 7				Orphanet:228366	CLN7 disease			
MONDO:0012588	neuronal ceroid lipofuscinosis 7	oio:hasExactSynonym		Turkish variant late infantile	Turkish variant late infantile				Orphanet:228366	CLN7 disease			
MONDO:0012588	neuronal ceroid lipofuscinosis 7	oio:hasExactSynonym		vLINCL	vLINCL				Orphanet:228366	CLN7 disease			
MONDO:0012594	complement factor I deficiency	oio:hasExactSynonym		Complete factor I deficiency	Complete factor I deficiency				Orphanet:200418	Immunodeficiency with factor I anomaly			
MONDO:0012596	PSAT deficiency	oio:hasExactSynonym		PSAT deficiency, infantile/juvenile form	PSAT deficiency, infantile/juvenile form				Orphanet:284417	Phosphoserine aminotransferase deficiency, infantile/juvenile form			
MONDO:0012605	isolated microphthalmia 5	oio:hasExactSynonym		Nanophthalmos-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome	Nanophthalmos-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome				Orphanet:251279	Microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome			
MONDO:0012621	deafness-infertility syndrome	oio:hasExactSynonym		Hearing loss-infertility syndrome	Hearing loss-infertility syndrome				Orphanet:94064	Deafness-infertility syndrome			
MONDO:0012651	spastic ataxia 2	oio:hasExactSynonym		Autosomal spastic ataxia type 2	Autosomal spastic ataxia type 2				Orphanet:397946	Autosomal spastic paraplegia type 58			
MONDO:0012652	autosomal recessive limb-girdle muscular dystrophy type 2L	oio:hasExactSynonym		Anoctamin-5-related LGMD R12	Anoctamin-5-related LGMD R12				Orphanet:206549	Anoctamin-5-related limb-girdle muscular dystrophy R12			
MONDO:0012652	autosomal recessive limb-girdle muscular dystrophy type 2L	oio:hasExactSynonym		Autosomal recessive limb-girdle muscular dystrophy type 2L	Autosomal recessive limb-girdle muscular dystrophy type 2L				Orphanet:206549	Anoctamin-5-related limb-girdle muscular dystrophy R12			
MONDO:0012652	autosomal recessive limb-girdle muscular dystrophy type 2L	oio:hasExactSynonym		LGMD type 2L	LGMD type 2L				Orphanet:206549	Anoctamin-5-related limb-girdle muscular dystrophy R12			
MONDO:0012669	Legius syndrome	oio:hasExactSynonym		Nonmosaic LGSS	Nonmosaic LGSS				Orphanet:137605	Legius syndrome			
MONDO:0012669	Legius syndrome	oio:hasExactSynonym		Nonmosaic Legius syndrome	Nonmosaic Legius syndrome				Orphanet:137605	Legius syndrome			
MONDO:0012699	autosomal recessive limb-girdle muscular dystrophy type 2M	oio:hasExactSynonym		Autosomal recessive LGMD type 2M	Autosomal recessive LGMD type 2M				Orphanet:206554	Fukutin-related limb-girdle muscular dystrophy R13			
MONDO:0012699	autosomal recessive limb-girdle muscular dystrophy type 2M	oio:hasExactSynonym		Autosomal recessive limb-girdle muscular dystrophy type 2M	Autosomal recessive limb-girdle muscular dystrophy type 2M				Orphanet:206554	Fukutin-related limb-girdle muscular dystrophy R13			
MONDO:0012699	autosomal recessive limb-girdle muscular dystrophy type 2M	oio:hasExactSynonym		Fukutin-related LGMD R13	Fukutin-related LGMD R13				Orphanet:206554	Fukutin-related limb-girdle muscular dystrophy R13			
MONDO:0012699	autosomal recessive limb-girdle muscular dystrophy type 2M	oio:hasExactSynonym		LGMD type 2M	LGMD type 2M				Orphanet:206554	Fukutin-related limb-girdle muscular dystrophy R13			
MONDO:0012716	spondyloepiphyseal dysplasia, Cantu type	oio:hasExactSynonym		Spondyloepiphyseal dysplasia, Cantu type	Spondyloepiphyseal dysplasia, Cantu type				Orphanet:163654	Spondyloepiphyseal dysplasia-brachydactyly-speech disorder syndrome			
MONDO:0012726	autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome	oio:hasExactSynonym		Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome	Autosomal dominant familial hematuria-retinal arteriolar tortuosity-contractures syndrome				Orphanet:73229	HANAC syndrome			
MONDO:0012750	lethal arthrogryposis-anterior horn cell disease syndrome	oio:hasExactSynonym		AAHD	AAHD				Orphanet:53696	Arthrogryposis-anterior horn cell disease syndrome			
MONDO:0012786	juvenile cataract-microcornea-renal glucosuria syndrome	oio:hasExactSynonym		Juvenile cataract-microcornea-renal glycosuria syndrome	Juvenile cataract-microcornea-renal glycosuria syndrome				Orphanet:247794	Juvenile cataract-microcornea-renal glucosuria syndrome			
MONDO:0012817	Ewing sarcoma	oio:hasExactSynonym		Osseous Ewing sarcoma	Osseous Ewing sarcoma				Orphanet:319	Skeletal Ewing sarcoma			
MONDO:0012854	bilateral microtia-deafness-cleft palate syndrome	oio:hasExactSynonym		Bilateral microtia-hearing loss-cleft palate syndrome	Bilateral microtia-hearing loss-cleft palate syndrome				Orphanet:140963	Bilateral microtia-deafness-cleft palate syndrome			
MONDO:0012864	chromosome 2q32-q33 deletion syndrome	oio:hasExactSynonym		SATB2-associated syndrome due to a point mutation	SATB2-associated syndrome due to a point mutation				Orphanet:576283	SATB2-associated syndrome due to a pathogenic variant			
MONDO:0012873	Ehlers-Danlos syndrome, spondylocheirodysplastic type	oio:hasExactSynonym		SLC39A13-related spEDS	SLC39A13-related spEDS				Orphanet:157965	SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome			
MONDO:0012873	Ehlers-Danlos syndrome, spondylocheirodysplastic type	oio:hasExactSynonym		SLC39A13-related spondylodysplastic EDS	SLC39A13-related spondylodysplastic EDS				Orphanet:157965	SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome			
MONDO:0012873	Ehlers-Danlos syndrome, spondylocheirodysplastic type	oio:hasExactSynonym		Spondylocheirodysplastic Ehlers-Danlos syndrome	Spondylocheirodysplastic Ehlers-Danlos syndrome				Orphanet:157965	SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome			
MONDO:0012873	Ehlers-Danlos syndrome, spondylocheirodysplastic type	oio:hasExactSynonym		spEDS-SLC39A13	spEDS-SLC39A13				Orphanet:157965	SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome			
MONDO:0012892	bone fragility with contractures, arterial rupture, and deafness	oio:hasExactSynonym		Bone fragility-contractures-arterial rupture-hearing loss syndrome	Bone fragility-contractures-arterial rupture-hearing loss syndrome				Orphanet:300284	Connective tissue disorder due to lysyl hydroxylase-3 deficiency			
MONDO:0012930	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency	oio:hasExactSynonym		SCN due to G6PC3 deficiency	SCN due to G6PC3 deficiency				Orphanet:331176	Severe congenital neutropenia due to G6PC3 deficiency			
MONDO:0012930	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency	oio:hasExactSynonym		Severe congenital neutropenia due to glucose-6-phosphatase catalytic subunit 3 deficiency	Severe congenital neutropenia due to glucose-6-phosphatase catalytic subunit 3 deficiency				Orphanet:331176	Severe congenital neutropenia due to G6PC3 deficiency			
MONDO:0012948	chromosome 6pter-p24 deletion syndrome	oio:hasExactSynonym		Distal deletion 6p25	Distal deletion 6p25				Orphanet:96125	Distal deletion 6p			
MONDO:0012948	chromosome 6pter-p24 deletion syndrome	oio:hasExactSynonym		Monosomy 6pter	Monosomy 6pter				Orphanet:96125	Distal deletion 6p			
MONDO:0012984	PHARC syndrome	oio:hasExactSynonym		Polyneuropathy-deafness-ataxia-retinitis pigmentosa-cataract syndrome	Polyneuropathy-deafness-ataxia-retinitis pigmentosa-cataract syndrome				Orphanet:171848	Polyneuropathy-hearing loss-ataxia-retinitis pigmentosa-cataract syndrome			
MONDO:0012997	cholestasis-pigmentary retinopathy-cleft palate syndrome	oio:hasExactSynonym		Cholestasis-pigmentary retinopathy-cleft palate syndrome	Cholestasis-pigmentary retinopathy-cleft palate syndrome				Orphanet:1415	Hardikar syndrome			
MONDO:0012997	cholestasis-pigmentary retinopathy-cleft palate syndrome	oio:hasExactSynonym		HDKR	HDKR				Orphanet:1415	Hardikar syndrome			
MONDO:0012997	cholestasis-pigmentary retinopathy-cleft palate syndrome	oio:hasExactSynonym		MED12-related Hardikar syndrome	MED12-related Hardikar syndrome				Orphanet:1415	Hardikar syndrome			
MONDO:0013005	EAST syndrome	oio:hasExactSynonym		Epilepsy-ataxia-sensorineural deafness-tubulopathy syndrome	Epilepsy-ataxia-sensorineural deafness-tubulopathy syndrome				Orphanet:199343	EAST syndrome			
