mondo_id	source_id	source
MONDO:0019770	Orphanet:93951	MONDO:equivalentObsolete
MONDO:0019774	Orphanet:93970	MONDO:equivalentObsolete
MONDO:0019776	Orphanet:93972	MONDO:equivalentObsolete
MONDO:0019779	Orphanet:93975	MONDO:equivalentObsolete
MONDO:0019809	Orphanet:95449	MONDO:equivalentObsolete
MONDO:0019821	Orphanet:95484	MONDO:equivalentObsolete
MONDO:0019826	Orphanet:95493	MONDO:equivalentObsolete
MONDO:0019847	Orphanet:95701	MONDO:equivalentObsolete
MONDO:0019894	Orphanet:96136	MONDO:equivalentObsolete
MONDO:0019899	Orphanet:96152	MONDO:equivalentObsolete
MONDO:0019940	Orphanet:966	MONDO:equivalentObsolete
MONDO:0019946	Orphanet:97231	MONDO:equivalentObsolete
MONDO:0019986	Orphanet:97555	MONDO:equivalentObsolete
MONDO:0019987	Orphanet:97556	MONDO:equivalentObsolete
MONDO:0019995	Orphanet:97927	MONDO:equivalentObsolete
MONDO:0020092	Orphanet:98345	MONDO:equivalentObsolete
MONDO:0020119	Orphanet:98464	MONDO:equivalentObsolete
MONDO:0020134	Orphanet:98520	MONDO:equivalentObsolete
MONDO:0020146	Orphanet:98554	MONDO:equivalentObsolete
MONDO:0020149	Orphanet:98558	MONDO:equivalentObsolete
MONDO:0020150	Orphanet:98559	MONDO:equivalentObsolete
MONDO:0020160	Orphanet:98569	MONDO:equivalentObsolete
MONDO:0020163	Orphanet:98572	MONDO:equivalentObsolete
MONDO:0020164	Orphanet:98573	MONDO:equivalentObsolete
MONDO:0020168	Orphanet:98577	MONDO:equivalentObsolete
MONDO:0020170	Orphanet:98579	MONDO:equivalentObsolete
MONDO:0020172	Orphanet:98581	MONDO:equivalentObsolete
MONDO:0020173	Orphanet:98582	MONDO:equivalentObsolete
MONDO:0020174	Orphanet:98583	MONDO:equivalentObsolete
MONDO:0020175	Orphanet:98584	MONDO:equivalentObsolete
MONDO:0020176	Orphanet:98585	MONDO:equivalentObsolete
MONDO:0020177	Orphanet:98586	MONDO:equivalentObsolete
MONDO:0020178	Orphanet:98587	MONDO:equivalentObsolete
MONDO:0020179	Orphanet:98588	MONDO:equivalentObsolete
MONDO:0020180	Orphanet:98590	MONDO:equivalentObsolete
MONDO:0020181	Orphanet:98591	MONDO:equivalentObsolete
MONDO:0020182	Orphanet:98592	MONDO:equivalentObsolete
MONDO:0020183	Orphanet:98593	MONDO:equivalentObsolete
MONDO:0020185	Orphanet:98595	MONDO:equivalentObsolete
MONDO:0020186	Orphanet:98596	MONDO:equivalentObsolete
MONDO:0020187	Orphanet:98597	MONDO:equivalentObsolete
MONDO:0020188	Orphanet:98598	MONDO:equivalentObsolete
MONDO:0020189	Orphanet:98599	MONDO:equivalentObsolete
MONDO:0020190	Orphanet:98600	MONDO:equivalentObsolete
MONDO:0020191	Orphanet:98601	MONDO:equivalentObsolete
MONDO:0020193	Orphanet:98603	MONDO:equivalentObsolete
MONDO:0020196	Orphanet:98608	MONDO:equivalentObsolete
MONDO:0020199	Orphanet:98611	MONDO:equivalentObsolete
MONDO:0020200	Orphanet:98612	MONDO:equivalentObsolete
MONDO:0020201	Orphanet:98613	MONDO:equivalentObsolete
MONDO:0020202	Orphanet:98614	MONDO:equivalentObsolete
MONDO:0020203	Orphanet:98615	MONDO:equivalentObsolete
MONDO:0020204	Orphanet:98616	MONDO:equivalentObsolete
MONDO:0020205	Orphanet:98617	MONDO:equivalentObsolete
MONDO:0020208	Orphanet:98620	MONDO:equivalentObsolete
MONDO:0020217	Orphanet:98632	MONDO:equivalentObsolete
MONDO:0020218	Orphanet:98633	MONDO:equivalentObsolete
MONDO:0020220	Orphanet:98636	MONDO:equivalentObsolete
MONDO:0020221	Orphanet:98637	MONDO:equivalentObsolete
MONDO:0020227	Orphanet:98643	MONDO:equivalentObsolete
MONDO:0020229	Orphanet:98645	MONDO:equivalentObsolete
MONDO:0020231	Orphanet:98647	MONDO:equivalentObsolete
MONDO:0020238	Orphanet:98657	MONDO:equivalentObsolete
MONDO:0020241	Orphanet:98662	MONDO:equivalentObsolete
MONDO:0020242	Orphanet:98664	MONDO:equivalentObsolete
MONDO:0020243	Orphanet:98665	MONDO:equivalentObsolete
MONDO:0020244	Orphanet:98666	MONDO:equivalentObsolete
MONDO:0020245	Orphanet:98667	MONDO:equivalentObsolete
MONDO:0020247	Orphanet:98669	MONDO:equivalentObsolete
MONDO:0020252	Orphanet:98682	MONDO:equivalentObsolete
MONDO:0020259	Orphanet:98689	MONDO:equivalentObsolete
MONDO:0020260	Orphanet:98690	MONDO:equivalentObsolete
MONDO:0020261	Orphanet:98691	MONDO:equivalentObsolete
MONDO:0020262	Orphanet:98692	MONDO:equivalentObsolete
MONDO:0020263	Orphanet:98693	MONDO:equivalentObsolete
MONDO:0020264	Orphanet:98694	MONDO:equivalentObsolete
MONDO:0020265	Orphanet:98695	MONDO:equivalentObsolete
MONDO:0020266	Orphanet:98696	MONDO:equivalentObsolete
MONDO:0020267	Orphanet:98697	MONDO:equivalentObsolete
MONDO:0020268	Orphanet:98698	MONDO:equivalentObsolete
MONDO:0020269	Orphanet:98699	MONDO:equivalentObsolete
MONDO:0020270	Orphanet:98700	MONDO:equivalentObsolete
MONDO:0020271	Orphanet:98701	MONDO:equivalentObsolete
MONDO:0020273	Orphanet:98703	MONDO:equivalentObsolete
MONDO:0020274	Orphanet:98704	MONDO:equivalentObsolete
MONDO:0020276	Orphanet:98708	MONDO:equivalentObsolete
MONDO:0020278	Orphanet:98710	MONDO:equivalentObsolete
MONDO:0020279	Orphanet:98711	MONDO:equivalentObsolete
MONDO:0020280	Orphanet:98712	MONDO:equivalentObsolete
MONDO:0020281	Orphanet:98713	MONDO:equivalentObsolete
MONDO:0020282	Orphanet:98714	MONDO:equivalentObsolete
MONDO:0020322	Orphanet:98837	MONDO:equivalentObsolete
MONDO:0020353	Orphanet:98941	MONDO:equivalentObsolete
MONDO:0020384	Orphanet:99022	MONDO:equivalentObsolete
MONDO:0020406	Orphanet:99066	MONDO:equivalentObsolete
MONDO:0020421	Orphanet:99085	MONDO:equivalentObsolete
MONDO:0020422	Orphanet:99086	MONDO:equivalentObsolete
MONDO:0020424	Orphanet:99088	MONDO:equivalentObsolete
MONDO:0020439	Orphanet:99108	MONDO:equivalentObsolete
MONDO:0020473	Orphanet:99645	MONDO:equivalentObsolete
MONDO:0020477	Orphanet:99706	MONDO:equivalentObsolete
MONDO:0020489	Orphanet:99763	MONDO:equivalentObsolete
MONDO:0020517	Orphanet:99871	MONDO:equivalentObsolete
MONDO:0020518	Orphanet:99872	MONDO:equivalentObsolete
MONDO:0020519	Orphanet:99873	MONDO:equivalentObsolete
MONDO:0020520	Orphanet:99874	MONDO:equivalentObsolete
MONDO:0020521	Orphanet:99875	MONDO:equivalentObsolete
MONDO:0020522	Orphanet:99876	MONDO:equivalentObsolete
MONDO:0020523	Orphanet:99877	MONDO:equivalentObsolete
MONDO:0020524	Orphanet:99878	MONDO:equivalentObsolete
MONDO:0020531	Orphanet:99900	MONDO:equivalentObsolete
MONDO:0020742	Orphanet:1317	MONDO:equivalentObsolete
MONDO:0020871	Orphanet:623	MONDO:equivalentObsolete
MONDO:0021001	Orphanet:139498	MONDO:equivalentObsolete
MONDO:0021062	Orphanet:306539	MONDO:equivalentObsolete
MONDO:0021228	Orphanet:36414	MONDO:equivalentObsolete
MONDO:0021569	Orphanet:264	MONDO:equivalentObsolete
MONDO:0022316	Orphanet:1408	MONDO:equivalentObsolete
MONDO:0022414	Orphanet:1526	MONDO:equivalentObsolete
MONDO:0022921	Orphanet:2861	MONDO:equivalentObsolete
MONDO:0023072	Orphanet:1939	MONDO:equivalentObsolete
MONDO:0023204	Orphanet:2060	MONDO:equivalentObsolete
MONDO:0023243	Orphanet:1535	MONDO:equivalentObsolete
MONDO:0023540	Orphanet:1137	MONDO:equivalentObsolete
MONDO:0024418	Orphanet:2033	MONDO:equivalentObsolete
MONDO:0024573	Orphanet:155	MONDO:equivalentObsolete
MONDO:0040671	Orphanet:362	MONDO:equivalentObsolete
MONDO:0041052	Orphanet:466673	MONDO:equivalentObsolete
MONDO:0043007	Orphanet:330197	MONDO:equivalentObsolete
MONDO:0043096	Orphanet:2161	MONDO:equivalentObsolete
MONDO:0043108	Orphanet:1575	MONDO:equivalentObsolete
MONDO:0043537	Orphanet:1002	MONDO:equivalentObsolete
MONDO:0044631	Orphanet:494348	MONDO:equivalentObsolete
MONDO:0044683	Orphanet:498700	MONDO:equivalentObsolete
MONDO:0100076	Orphanet:459696	MONDO:equivalentObsolete
MONDO:0100161	Orphanet:89939	MONDO:equivalentObsolete
MONDO:0100300	Orphanet:464293	MONDO:equivalentObsolete
MONDO:0100428	Orphanet:56965	MONDO:equivalentObsolete
