mondo_id	mondo_label	source_id	source_label	synonym_scope	synonym	synonym_type	mondo_evidence	synonym_scope_mondo
MONDO:0005051	invasive lobular breast carcinoma	DOID:3457	invasive lobular carcinoma	oio:hasExactSynonym	lobular carcinoma		DOID:3457	oio:hasBroadSynonym
MONDO:0005051	invasive lobular breast carcinoma	DOID:3457	invasive lobular carcinoma	oio:hasExactSynonym	lobular carcinoma of the breast		DOID:3457	oio:hasBroadSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	Kaposi's sarcoma of anus		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	Kaposi's sarcoma of central nervous system		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	Kaposi's sarcoma of esophagus		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	Kaposi's sarcoma of gastrointestinal sites		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	Kaposi's sarcoma of heart		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	Kaposi's sarcoma of lymph nodes		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	Kaposi's sarcoma of penis		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	Kaposi's sarcoma of skin		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	Kaposi's sarcoma of the CNS		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	Kaposi's sarcoma of the gallbladder		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	Kaposi's sarcoma of the prostate		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	Kaposi's sarcoma, lung		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	Kaposi's sarcoma, skin		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	anal Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	cardiac Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	central nervous system Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	conjunctival Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	corneal Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	cutaneous Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	esophageal Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	gallbladder Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	gastric Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	intestinal Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	lymph node Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	lymphadenopathic Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	palate Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	penis Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	prostate Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	pulmonary Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005055	Kaposi's sarcoma	DOID:8632	Kaposi's sarcoma	oio:hasExactSynonym	soft tissue Kaposi's sarcoma		DOID:8632	oio:hasNarrowSynonym
MONDO:0005061	lung adenocarcinoma	DOID:3910	lung adenocarcinoma	oio:hasRelatedSynonym	adenocarcinoma of lung		NCIT:C3512, DOID:3910	oio:hasExactSynonym
MONDO:0005063	medullary breast carcinoma	DOID:5605	breast medullary carcinoma	oio:hasRelatedSynonym	medullary carcinoma of breast		NCIT:C9119, DOID:5605	oio:hasExactSynonym
MONDO:0005070	neoplasm	DOID:14566	disease of cellular proliferation	oio:hasExactSynonym	cell process disease	MONDO:DUBIOUS	DOID:14566	oio:hasBroadSynonym
MONDO:0005077	pertussis	DOID:1116	pertussis	oio:hasExactSynonym	Bordetella infection		DOID:1116	oio:hasBroadSynonym
MONDO:0005081	preeclampsia	DOID:10591	pre-eclampsia	oio:hasExactSynonym	toxaemia of pregnancy	http://purl.obolibrary.org/obo/OMO_0003005		oio:hasRelatedSynonym
MONDO:0005089	sarcoma	DOID:1115	sarcoma	oio:hasExactSynonym	tumor of soft tissue and skeleton		NCIT:C3810, DOID:1115	oio:hasRelatedSynonym
MONDO:0005093	skin disorder	DOID:37	skin disease	oio:hasExactSynonym	genodermatosis		DOID:37	oio:hasNarrowSynonym
MONDO:0005094	hemangiopericytoma	DOID:264	hemangiopericytoma	oio:hasExactSynonym	malignant hemangiopericytoma		DOID:264	oio:hasNarrowSynonym
MONDO:0005097	squamous cell lung carcinoma	DOID:3907	lung squamous cell carcinoma	oio:hasRelatedSynonym	squamous cell carcinoma of lung		NCIT:C3493, DOID:3907	oio:hasExactSynonym
MONDO:0005100	systemic sclerosis	DOID:418	systemic scleroderma	oio:hasExactSynonym	Scleroderma		DOID:418	oio:hasBroadSynonym
MONDO:0005101	ulcerative colitis	DOID:8577	ulcerative colitis	oio:hasExactSynonym	left-sided ulcerative colitis		DOID:8577	oio:hasNarrowSynonym
MONDO:0005106	lipoma	DOID:3153	lipomatosis	oio:hasExactSynonym	multiple lipomatosis		DOID:3315	oio:hasNarrowSynonym
MONDO:0005106	lipoma	DOID:3315	lipoma	oio:hasExactSynonym	lipomatous neoplasm		DOID:3315	oio:hasRelatedSynonym
MONDO:0005106	lipoma	DOID:3315	lipoma	oio:hasExactSynonym	lipomatous tumor		NCIT:C4248, DOID:3315	oio:hasRelatedSynonym
MONDO:0005106	lipoma	DOID:3315	lipoma	oio:hasRelatedSynonym	multiple lipomatosis		DOID:3315	oio:hasNarrowSynonym
MONDO:0005116	Whipple disease	DOID:8476	Whipple disease	oio:hasExactSynonym	Whipple's disease		ICD9CM:040.2, DOID:8476	oio:hasRelatedSynonym
MONDO:0005118	human granulocytic ehrlichiosis	DOID:0050025	human granulocytic anaplasmosis	oio:hasRelatedSynonym	HGE	MONDO:ABBREVIATION	GARD:0000071, DOID:0050025	oio:hasBroadSynonym
MONDO:0005131	cervical carcinoma	DOID:2893	cervix carcinoma	oio:hasExactSynonym	cancer of cervix		NCIT:C9039, DOID:2893	oio:hasBroadSynonym
MONDO:0005131	cervical carcinoma	DOID:4362	cervical cancer	oio:hasExactSynonym	cervix cancer		NCIT:C9039	oio:hasBroadSynonym
MONDO:0005135	parasitic infectious disease	DOID:1398	parasitic infectious disease	oio:hasExactSynonym	ectoparasitic disease		DOID:1398	oio:hasNarrowSynonym
MONDO:0005135	parasitic infectious disease	DOID:1398	parasitic infectious disease	oio:hasExactSynonym	parasitemia		DOID:1398	oio:hasNarrowSynonym
MONDO:0005138	lung carcinoma	DOID:3905	lung carcinoma	oio:hasExactSynonym	cancer of lung		NCIT:C4878, DOID:3905	oio:hasBroadSynonym
MONDO:0005138	lung carcinoma	DOID:3905	lung carcinoma	oio:hasRelatedSynonym	carcinoma of lung		NCIT:C4878, MONDO:patterns/carcinoma, DOID:3905	oio:hasExactSynonym
MONDO:0005146	post-traumatic stress disorder	DOID:6950	combat disorder	oio:hasExactSynonym	combat neurosis		NCIT:C3389	oio:hasNarrowSynonym
MONDO:0005159	prostate carcinoma	DOID:10286	prostate carcinoma	oio:hasExactSynonym	cancer of prostate		NCIT:C4863	oio:hasNarrowSynonym
MONDO:0005164	fibrosarcoma	DOID:3355	fibrosarcoma	oio:hasExactSynonym	fibrocytic tumor		NCIT:C7075, DOID:3355	oio:hasBroadSynonym
MONDO:0005173	actinic keratosis	DOID:8866	actinic keratosis	oio:hasExactSynonym	Senile hyperkeratosis		DOID:8866	oio:hasRelatedSynonym
MONDO:0005192	exocrine pancreatic carcinoma	DOID:4905	pancreatic carcinoma	oio:hasRelatedSynonym	exocrine cancer		NCIT:C3850, DOID:4905	oio:hasBroadSynonym
MONDO:0005201	restrictive cardiomyopathy	DOID:397	restrictive cardiomyopathy	oio:hasRelatedSynonym	familial restrictive cardiomyopathy		DOID:397	oio:hasNarrowSynonym
MONDO:0005206	renal carcinoma	DOID:263	kidney cancer	oio:hasExactSynonym	renal cancer		NCIT:C9384	oio:hasBroadSynonym
MONDO:0005215	vulvar carcinoma	DOID:1294	vulva carcinoma	oio:hasRelatedSynonym	carcinoma of vulva		NCIT:C4866, DOID:1294	oio:hasExactSynonym
MONDO:0005220	collecting duct carcinoma	DOID:0070475	SMARCB1-deficient renal medullary carcinoma	oio:hasExactSynonym	renal medullary carcinoma		NCIT:C7572, DOID:4464	oio:hasRelatedSynonym
MONDO:0005220	collecting duct carcinoma	DOID:4464	collecting duct carcinoma	oio:hasExactSynonym	renal medullary carcinoma		NCIT:C7572, DOID:4464	oio:hasRelatedSynonym
MONDO:0005231	hepatitis C virus infection	DOID:1883	hepatitis C	oio:hasExactSynonym	chronic hepatitis C		DOID:1883	oio:hasNarrowSynonym
MONDO:0005240	kidney disorder	DOID:557	kidney disease	oio:hasExactSynonym	nephropathy		DOID:557	oio:hasRelatedSynonym
MONDO:0005244	peripheral neuropathy	DOID:574	peripheral nervous system disease	oio:hasRelatedSynonym	peripheral neuropathy		https://github.com/NCI-Thesaurus/thesaurus-obo-edition/issues/20, DOID:870	oio:hasExactSynonym
MONDO:0005249	pneumonia	DOID:552	pneumonia	oio:hasExactSynonym	acute pneumonia		DOID:552	oio:hasNarrowSynonym
MONDO:0005271	allergic disease	DOID:1205	allergic disease	oio:hasExactSynonym	allergic hypersensitivity disease		DOID:1205	oio:hasRelatedSynonym
MONDO:0005271	allergic disease	DOID:1205	allergic disease	oio:hasExactSynonym	hypersensitivity		DOID:1205	oio:hasRelatedSynonym
MONDO:0005278	serous adenocarcinoma	DOID:3114	serous cystadenocarcinoma	oio:hasExactSynonym	serous carcinoma		DOID:3114	oio:hasRelatedSynonym
MONDO:0005297	urethritis	DOID:1343	urethritis	oio:hasExactSynonym	Nongonococcal urethritis		DOID:1343	oio:hasNarrowSynonym
MONDO:0005300	chronic kidney disease	DOID:784	chronic kidney disease	oio:hasExactSynonym	chronic renal failure syndrome		DOID:784	oio:hasNarrowSynonym
MONDO:0005301	multiple sclerosis	DOID:2377	multiple sclerosis	oio:hasExactSynonym	generalized multiple sclerosis		DOID:2377	oio:hasNarrowSynonym
MONDO:0005301	multiple sclerosis	DOID:2377	multiple sclerosis	oio:hasExactSynonym	insular sclerosis		DOID:2377	oio:hasRelatedSynonym
MONDO:0005341	skin basal cell carcinoma	DOID:2513	basal cell carcinoma	oio:hasExactSynonym	basal cell cancer		NCIT:C2921, DOID:2513	oio:hasBroadSynonym
MONDO:0005341	skin basal cell carcinoma	DOID:2513	basal cell carcinoma	oio:hasExactSynonym	basal cell tumor		NCIT:C3784, DOID:2513	oio:hasBroadSynonym
MONDO:0005341	skin basal cell carcinoma	DOID:2513	basal cell carcinoma	oio:hasExactSynonym	epithelioma basal cell		DOID:2513	oio:hasRelatedSynonym
MONDO:0005344	hepatitis B virus infection	DOID:2043	hepatitis B	oio:hasExactSynonym	chronic hepatitis B		DOID:2043	oio:hasNarrowSynonym
MONDO:0005350	abdominal aortic aneurysm	DOID:7693	abdominal aortic aneurysm	oio:hasExactSynonym	aortic aneurysm, familial abdominal 1		DOID:7693	oio:hasNarrowSynonym
MONDO:0005371	mood disorder	DOID:3324	mood disorder	oio:hasExactSynonym	episodic mood disorder			oio:hasNarrowSynonym
MONDO:0005374	bone marrow neoplasm	DOID:4960	bone marrow cancer	oio:hasExactSynonym	malignant bone marrow tumor		DOID:4960	oio:hasNarrowSynonym
MONDO:0005379	neurotic disorder	DOID:4964	neurotic disorder	oio:hasExactSynonym	depressive neurosis		MTH:NOCODE, DOID:4964	oio:hasNarrowSynonym
MONDO:0005379	neurotic disorder	DOID:4964	neurotic disorder	oio:hasExactSynonym	neurotic depression		DOID:4964	oio:hasNarrowSynonym
MONDO:0005379	neurotic disorder	DOID:4964	neurotic disorder	oio:hasExactSynonym	neurotic depression reactive type		DOID:4964	oio:hasNarrowSynonym
MONDO:0005379	neurotic disorder	DOID:4964	neurotic disorder	oio:hasExactSynonym	neurotic depressive state		DOID:4964	oio:hasNarrowSynonym
MONDO:0005379	neurotic disorder	DOID:4964	neurotic disorder	oio:hasExactSynonym	reactive depression		DOID:4964	oio:hasNarrowSynonym
MONDO:0005382	bone Paget disease	DOID:3443	mammary Paget's disease	oio:hasExactSynonym	Paget's disease		NCIT:C3292	oio:hasRelatedSynonym
MONDO:0005387	primary ovarian failure	DOID:5426	primary ovarian insufficiency	oio:hasExactSynonym	hypergonadotropic hypogonadism		DOID:5426	oio:hasRelatedSynonym
MONDO:0005387	primary ovarian failure	DOID:5426	primary ovarian insufficiency	oio:hasExactSynonym	premature ovarian failure		Orphanet:619, MESH:D016649	oio:hasRelatedSynonym
MONDO:0005387	primary ovarian failure	DOID:5426	primary ovarian insufficiency	oio:hasExactSynonym	premature ovarian insufficiency		DOID:5426	oio:hasRelatedSynonym
MONDO:0005391	restless legs syndrome	DOID:0050425	restless legs syndrome	oio:hasExactSynonym	WED	MONDO:ABBREVIATION	DOID:0050425	oio:hasBroadSynonym
MONDO:0005411	gallbladder cancer	DOID:3121	gallbladder cancer	oio:hasExactSynonym	gallbladder neoplasm		MTH:NOCODE, DOID:3121	oio:hasBroadSynonym
MONDO:0005411	gallbladder cancer	DOID:3121	gallbladder cancer	oio:hasExactSynonym	localized malignant gallbladder neoplasm		NCIT:C35676, DOID:3121	oio:hasNarrowSynonym
MONDO:0005411	gallbladder cancer	DOID:3121	gallbladder cancer	oio:hasExactSynonym	tumor of the gallbladder		NCIT:C3048, DOID:3121	oio:hasBroadSynonym
MONDO:0005412	duodenal ulcer	DOID:1724	duodenal ulcer	oio:hasExactSynonym	stress Ulcer		NCIT:C35263, DOID:1724	oio:hasNarrowSynonym
MONDO:0005439	familial hypercholesterolemia	DOID:13810	familial hypercholesterolemia	oio:hasExactSynonym	type II hyperlipidemia		NCIT:C34704, DOID:13810	oio:hasRelatedSynonym
MONDO:0005440	embryonal carcinoma	DOID:3308	embryonal carcinoma	oio:hasExactSynonym	primary extragonadal embryonal carcinoma		DOID:3308	oio:hasNarrowSynonym
MONDO:0005447	testicular cancer	DOID:2998	testicular cancer	oio:hasExactSynonym	testicular tumor		NCIT:C3404, DOID:2998	oio:hasBroadSynonym
MONDO:0005447	testicular cancer	DOID:2998	testicular cancer	oio:hasExactSynonym	testis neoplasm		DOID:2998	oio:hasBroadSynonym
MONDO:0005453	congenital heart disease	DOID:1682	congenital heart disease	oio:hasExactSynonym	heart malformation		NCIT:C34666, DOID:1682	oio:hasBroadSynonym
MONDO:0005461	endometrium adenocarcinoma	DOID:2870	endometrial adenocarcinoma	oio:hasExactSynonym	endometrial endometrioid adenocarcinoma		DOID:2870	oio:hasRelatedSynonym
MONDO:0005461	endometrium adenocarcinoma	DOID:2870	endometrial adenocarcinoma	oio:hasExactSynonym	endometrioid carcinoma of endometrium		NCIT:C6287, DOID:2870	oio:hasBroadSynonym
MONDO:0005480	contact dermatitis	DOID:2773	contact dermatitis	oio:hasExactSynonym	contact eczema		DOID:2773	oio:hasNarrowSynonym
MONDO:0005485	psychotic disorder	DOID:2468	psychotic disorder	oio:hasExactSynonym	mental or behavioural disorder	http://purl.obolibrary.org/obo/OMO_0003005		oio:hasBroadSynonym
MONDO:0005498	botulism	DOID:11976	botulism	oio:hasExactSynonym	food poisoning due to Clostridium botulinum		DOID:11976	oio:hasNarrowSynonym
MONDO:0005498	botulism	DOID:11976	botulism	oio:hasExactSynonym	foodborne botulism		DOID:11976	oio:hasNarrowSynonym
MONDO:0005498	botulism	DOID:11976	botulism	oio:hasExactSynonym	intoxication with Clostridium botulinum toxin		DOID:11976	oio:hasNarrowSynonym
MONDO:0005508	hereditary multiple osteochondromas	DOID:206	hereditary multiple exostoses	oio:hasExactSynonym	hereditary multiple exostoses 1		DOID:206	oio:hasNarrowSynonym
MONDO:0005508	hereditary multiple osteochondromas	DOID:206	hereditary multiple exostoses	oio:hasExactSynonym	hereditary multiple exostoses 2		DOID:206	oio:hasNarrowSynonym
MONDO:0005508	hereditary multiple osteochondromas	DOID:206	hereditary multiple exostoses	oio:hasExactSynonym	hereditary multiple exostoses 3		DOID:206	oio:hasNarrowSynonym
MONDO:0005515	oral cavity cancer	DOID:8618	oral cavity cancer	oio:hasExactSynonym	malignant neoplasm of floor of mouth		MTH:NOCODE, DOID:8618	oio:hasNarrowSynonym
MONDO:0005516	osteochondrodysplasia	DOID:2256	osteochondrodysplasia	oio:hasExactSynonym	cartilage development disorder		NCIT:C34466, DOID:2256	oio:hasNarrowSynonym
MONDO:0005516	osteochondrodysplasia	DOID:2256	osteochondrodysplasia	oio:hasExactSynonym	congenital anomaly of cartilage		DOID:2256	oio:hasNarrowSynonym
MONDO:0005516	osteochondrodysplasia	DOID:2256	osteochondrodysplasia	oio:hasExactSynonym	skeletal dysplasia		NCIT:C84978	oio:hasRelatedSynonym
MONDO:0005517	pharynx cancer	DOID:0060119	pharynx cancer	oio:hasExactSynonym	pharynx neoplasm		DOID:0060119	oio:hasBroadSynonym
MONDO:0005518	pseudohermaphroditism	DOID:3765	pseudohermaphroditism	oio:hasExactSynonym	indeterminate sex and pseudohermaphroditism		DOID:3765	oio:hasRelatedSynonym
MONDO:0005519	renal pelvis carcinoma	DOID:4919	renal pelvis carcinoma	oio:hasExactSynonym	malignant neoplasm of renal pelvis		MONDO:patterns/cancer, ICD9CM:189.1, DOID:4919	oio:hasBroadSynonym
MONDO:0005519	renal pelvis carcinoma	DOID:4919	renal pelvis carcinoma	oio:hasExactSynonym	malignant renal pelvis neoplasm		NCIT:C7525, MONDO:patterns/cancer, DOID:4919	oio:hasBroadSynonym
MONDO:0005519	renal pelvis carcinoma	DOID:4919	renal pelvis carcinoma	oio:hasExactSynonym	renal pelvis cancer		MONDO:patterns/location, DOID:4919	oio:hasBroadSynonym
MONDO:0005520	rickets	DOID:10609	rickets	oio:hasExactSynonym	active rickets		DOID:10609	oio:hasRelatedSynonym
MONDO:0005522	small intestine carcinoma	DOID:4907	small intestine carcinoma	oio:hasRelatedSynonym	cancer of the small bowel		NCIT:C7724, DOID:4907	oio:hasBroadSynonym
MONDO:0005522	small intestine carcinoma	DOID:4907	small intestine carcinoma	oio:hasRelatedSynonym	small bowel cancer		NCIT:C7724, DOID:4907	oio:hasBroadSynonym
MONDO:0005559	neurodegenerative disease	DOID:1289	neurodegenerative disease	oio:hasExactSynonym	degenerative disease		DOID:1289	oio:hasBroadSynonym
MONDO:0005560	brain disorder	DOID:936	brain disease	oio:hasExactSynonym	encephalopathy		NCIT:C26920, DOID:936	oio:hasNarrowSynonym
MONDO:0005578	arthritic joint disease	DOID:848	arthritis	oio:hasExactSynonym	inflammatory disorder of joint		DOID:848	oio:hasNarrowSynonym
MONDO:0005590	breast ductal adenocarcinoma	DOID:3007	breast ductal carcinoma	oio:hasExactSynonym	duct carcinoma		NCIT:C4017	oio:hasBroadSynonym
MONDO:0005590	breast ductal adenocarcinoma	DOID:3008	invasive ductal carcinoma	oio:hasExactSynonym	ductal adenocarcinoma		NCIT:C4017	oio:hasBroadSynonym
MONDO:0005614	pancreatic adenosquamous carcinoma	DOID:5637	pancreatic adenosquamous carcinoma	oio:hasRelatedSynonym	adenosquamous carcinoma of the pancreas		NCIT:C5721, DOID:5637	oio:hasExactSynonym
MONDO:0005615	plasmacytoma	DOID:3721	plasmacytoma	oio:hasExactSynonym	myeloma - solitary		DOID:3721	oio:hasRelatedSynonym
MONDO:0005615	plasmacytoma	DOID:3721	plasmacytoma	oio:hasExactSynonym	myeloma, solitary		DOID:3721	oio:hasRelatedSynonym
MONDO:0005615	plasmacytoma	DOID:3721	plasmacytoma	oio:hasExactSynonym	solitary myeloma		DOID:3721	oio:hasRelatedSynonym
MONDO:0005615	plasmacytoma	DOID:3721	plasmacytoma	oio:hasExactSynonym	solitary plasmacytoma		Orphanet:86855, NCIT:C6932, DOID:3721	oio:hasNarrowSynonym
MONDO:0005618	anxiety disorder	DOID:2030	anxiety disorder	oio:hasExactSynonym	anxiety		NCIT:C2878, DOID:2030	oio:hasBroadSynonym
MONDO:0005627	head and neck cancer	DOID:11934	head and neck cancer	oio:hasExactSynonym	head and neck neoplasm		MTH:NOCODE, DOID:11934	oio:hasBroadSynonym
MONDO:0005627	head and neck cancer	DOID:11934	head and neck cancer	oio:hasExactSynonym	head/neck neoplasm		DOID:11934	oio:hasBroadSynonym
MONDO:0005627	head and neck cancer	DOID:11934	head and neck cancer	oio:hasExactSynonym	head and neck tumours	http://purl.obolibrary.org/obo/OMO_0003005		oio:hasBroadSynonym
MONDO:0005638	agnosia	DOID:4090	agnosia	oio:hasExactSynonym	dyspraxia syndrome		DOID:4090	oio:hasRelatedSynonym
MONDO:0005649	appendicitis	DOID:8337	appendicitis	oio:hasExactSynonym	acute appendicitis		DOID:8337	oio:hasNarrowSynonym
MONDO:0005649	appendicitis	DOID:8337	appendicitis	oio:hasExactSynonym	acute appendicitis with generalized peritonitis		DOID:8337	oio:hasNarrowSynonym
MONDO:0005649	appendicitis	DOID:8337	appendicitis	oio:hasExactSynonym	acute appendicitis with peritoneal abscess		DOID:8337	oio:hasNarrowSynonym
MONDO:0005664	bartonellosis	DOID:11102	bartonellosis	oio:hasExactSynonym	Rochalimaea infection		MESH:D001474	oio:hasRelatedSynonym
MONDO:0005665	Bell's palsy	DOID:13934	facial paralysis	oio:hasExactSynonym	facial palsy		NCIT:C26769	oio:hasRelatedSynonym
MONDO:0005668	bird fancier's lung	DOID:13891	bird fancier's lung	oio:hasExactSynonym	poultry worker's lung		DOID:13891	oio:hasRelatedSynonym
MONDO:0005711	congenital diaphragmatic hernia	DOID:3827	congenital diaphragmatic hernia	oio:hasExactSynonym	diaphragmatic hernia		NCIT:C34687, DOID:3827	oio:hasBroadSynonym
MONDO:0005738	echinococcosis	DOID:1496	echinococcosis	oio:hasExactSynonym	echinococcal disease		DOID:1496	oio:hasNarrowSynonym
MONDO:0005738	echinococcosis	DOID:1496	echinococcosis	oio:hasExactSynonym	hepatic echinococcosis		DOID:1496	oio:hasNarrowSynonym
MONDO:0005738	echinococcosis	DOID:1496	echinococcosis	oio:hasExactSynonym	hydatid disease		DOID:1496	oio:hasNarrowSynonym
MONDO:0005738	echinococcosis	DOID:1496	echinococcosis	oio:hasExactSynonym	hydatidosis		DOID:1496	oio:hasNarrowSynonym
MONDO:0005738	echinococcosis	DOID:1496	echinococcosis	oio:hasExactSynonym	pulmonary echinococcosis		DOID:1496	oio:hasNarrowSynonym
MONDO:0005744	yolk sac tumor	DOID:1911	endodermal sinus tumor	oio:hasExactSynonym	infantile embryonal carcinoma		DOID:1911	oio:hasNarrowSynonym
MONDO:0005757	eumycotic mycetoma	DOID:13078	eumycotic mycetoma	oio:hasExactSynonym	Madura foot		ICD9CM:039.4, DOID:13078	oio:hasBroadSynonym
MONDO:0005764	follicular dendritic cell sarcoma	DOID:7849	dendritic cell sarcoma	oio:hasRelatedSynonym	follicular Dendritic cell sarcoma		NCIT:C9281, DOID:6262	oio:hasExactSynonym
MONDO:0005764	follicular dendritic cell sarcoma	DOID:7849	dendritic cell sarcoma	oio:hasRelatedSynonym	follicular dendritic cell sarcoma		MONDO:patterns/location	oio:hasExactSynonym
MONDO:0005769	geniculate herpes zoster	DOID:9210	herpes zoster oticus	oio:hasExactSynonym	Ramsay Hunt syndrome type 2		DOID:9210	oio:hasRelatedSynonym
MONDO:0005769	geniculate herpes zoster	DOID:9210	herpes zoster oticus	oio:hasExactSynonym	Ramsay Hunt syndrome type II		DOID:9210	oio:hasRelatedSynonym
MONDO:0005784	hantavirus hemorrhagic fever with renal syndrome	DOID:11266	Hantavirus hemorrhagic fever with renal syndrome	oio:hasExactSynonym	Puumala virus nephropathy		DOID:11266	oio:hasNarrowSynonym
MONDO:0005784	hantavirus hemorrhagic fever with renal syndrome	DOID:11266	Hantavirus hemorrhagic fever with renal syndrome	oio:hasExactSynonym	hemorrhagic fever, Russian		DOID:11266	oio:hasNarrowSynonym
MONDO:0005803	hyperinsulinemic hypoglycemia	DOID:13317	hyperinsulinemic hypoglycemia	oio:hasExactSynonym	nesidioblastosis		DOID:13317	oio:hasRelatedSynonym
MONDO:0005813	interdigitating dendritic cell sarcoma	DOID:7848	interdigitating dendritic cell sarcoma	oio:hasExactSynonym	interdigitating cell sarcoma		NCIT:C9282, DOID:7848	oio:hasBroadSynonym
MONDO:0005815	pancreatic neuroendocrine neoplasm	DOID:1799	islet cell tumor	oio:hasExactSynonym	endocrine pancreas cancer		DOID:1799	oio:hasNarrowSynonym
MONDO:0005815	pancreatic neuroendocrine neoplasm	DOID:1799	islet cell tumor	oio:hasExactSynonym	islet cell neoplasm		DOID:1799	oio:hasNarrowSynonym
MONDO:0005815	pancreatic neuroendocrine neoplasm	DOID:1799	islet cell tumor	oio:hasExactSynonym	malignant pancreatic endocrine tumor		NCIT:C3770, DOID:1799	oio:hasNarrowSynonym
MONDO:0005815	pancreatic neuroendocrine neoplasm	DOID:1799	islet cell tumor	oio:hasExactSynonym	islet cell tumour	http://purl.obolibrary.org/obo/OMO_0003005		oio:hasNarrowSynonym
