mondo_id	ordo_id	subset	mondo_label	ordo_label
MONDO:0010855	Orphanet:2832	http://purl.obolibrary.org/obo/mondo#ordo_disease	short tarsus-absence of lower eyelashes syndrome	Short tarsus-absence of lower eyelashes syndrome
MONDO:0010856	Orphanet:88924	http://purl.obolibrary.org/obo/mondo#ordo_disease	autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis	Autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis
MONDO:0010857	Orphanet:100069	http://purl.obolibrary.org/obo/mondo#ordo_disease	semantic dementia	Semantic dementia
MONDO:0010858	Orphanet:2429	http://purl.obolibrary.org/obo/mondo#ordo_disease	macrocephaly-spastic paraplegia-dysmorphism syndrome	Macrocephaly-spastic paraplegia-dysmorphism syndrome
MONDO:0010865	Orphanet:221120	http://purl.obolibrary.org/obo/mondo#ordo_disease	pseudoaminopterin syndrome	Pseudoaminopterin syndrome
MONDO:0010866	Orphanet:85179	http://purl.obolibrary.org/obo/mondo#ordo_disease	infantile osteopetrosis with neuroaxonal dysplasia	Infantile osteopetrosis with neuroaxonal dysplasia
MONDO:0010867	Orphanet:2825	http://purl.obolibrary.org/obo/mondo#ordo_disease	PARC syndrome	PARC syndrome
MONDO:0010870	Orphanet:609	http://purl.obolibrary.org/obo/mondo#ordo_disease	tibial muscular dystrophy	Tibial muscular dystrophy
MONDO:0010877	Orphanet:64751	http://purl.obolibrary.org/obo/mondo#ordo_disease	Charcot-Marie-Tooth disease type 5	Hereditary motor and sensory neuropathy type 5
MONDO:0010878	Orphanet:100988	http://purl.obolibrary.org/obo/mondo#ordo_disease	hereditary spastic paraplegia 6	Autosomal dominant spastic paraplegia type 6
MONDO:0010879	Orphanet:1458	http://purl.obolibrary.org/obo/mondo#ordo_disease	CODAS syndrome	CODAS syndrome
MONDO:0010881	Orphanet:2496	http://purl.obolibrary.org/obo/mondo#ordo_disease	mesomelia-synostoses syndrome	Mesomelia-synostoses syndrome
MONDO:0010882	Orphanet:1113	http://purl.obolibrary.org/obo/mondo#ordo_disease	aphalangy-syndactyly-microcephaly syndrome	Aphalangy-syndactyly-microcephaly syndrome
MONDO:0010883	Orphanet:2835	http://purl.obolibrary.org/obo/mondo#ordo_disease	pectus excavatum-macrocephaly-dysplastic nails syndrome	Pectus excavatum-macrocephaly-dysplastic nails syndrome
MONDO:0010886	Orphanet:1001	http://purl.obolibrary.org/obo/mondo#ordo_disease	2q37 microdeletion syndrome	2q37 microdeletion syndrome
MONDO:0010887	Orphanet:3387	http://purl.obolibrary.org/obo/mondo#ordo_disease	isolated anterior cervical hypertrichosis	Isolated anterior cervical hypertrichosis
MONDO:0010889	Orphanet:1682	http://purl.obolibrary.org/obo/mondo#ordo_disease	arterial dissection-lentiginosis syndrome	Arterial dissection-lentiginosis syndrome
MONDO:0010890	Orphanet:2008	http://purl.obolibrary.org/obo/mondo#ordo_disease	acrocardiofacial syndrome	Acrocardiofacial syndrome
MONDO:0010891	Orphanet:1046	http://purl.obolibrary.org/obo/mondo#ordo_disease	lethal hemolytic anemia-genital anomalies syndrome	Lethal hemolytic anemia-genital anomalies syndrome
MONDO:0010898	Orphanet:101046	http://purl.obolibrary.org/obo/mondo#ordo_disease	autosomal dominant epilepsy with auditory features	Autosomal dominant epilepsy with auditory features
MONDO:0010901	Orphanet:2119	http://purl.obolibrary.org/obo/mondo#ordo_disease	HEC syndrome	HEC syndrome
MONDO:0010902	Orphanet:163662	http://purl.obolibrary.org/obo/mondo#ordo_disease	spondyloepiphyseal dysplasia, Reardon type	Spondyloepiphyseal dysplasia, Reardon type
MONDO:0010907	Orphanet:2224	http://purl.obolibrary.org/obo/mondo#ordo_disease	familial hypertryptophanemia	Hypertryptophanemia
MONDO:0010908	Orphanet:168	http://purl.obolibrary.org/obo/mondo#ordo_disease	loose anagen syndrome	Loose anagen syndrome
MONDO:0010911	Orphanet:2965	http://purl.obolibrary.org/obo/mondo#ordo_disease	prolactin-producing pituitary gland adenoma	Prolactinoma
MONDO:0010913	Orphanet:53035	http://purl.obolibrary.org/obo/mondo#ordo_disease	Caroli disease	Caroli disease
MONDO:0010914	Orphanet:228305	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	carnitine palmitoyl transferase II deficiency, severe infantile form	Carnitine palmitoyl transferase II deficiency, severe infantile form
MONDO:0010920	Orphanet:83463	http://purl.obolibrary.org/obo/mondo#ordo_disease	microtia	Microtia
MONDO:0010921	Orphanet:141103	http://purl.obolibrary.org/obo/mondo#ordo_disease	nasal dermoid cyst	Nasal dermoid cyst
MONDO:0010922	Orphanet:3130	http://purl.obolibrary.org/obo/mondo#ordo_disease	Satoyoshi syndrome	Satoyoshi syndrome
MONDO:0010923	Orphanet:521305	http://purl.obolibrary.org/obo/mondo#ordo_disease	proximal myopathy with focal depletion of mitochondria	Proximal myopathy with focal depletion of mitochondria
MONDO:0010924	Orphanet:79315	http://purl.obolibrary.org/obo/mondo#ordo_disease	D-2-hydroxyglutaric aciduria	D-2-hydroxyglutaric aciduria
MONDO:0010925	Orphanet:3424	http://purl.obolibrary.org/obo/mondo#ordo_disease	velo-facial-skeletal syndrome	Velo-facial-skeletal syndrome
MONDO:0010926	Orphanet:101050	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	familial hypocalciuric hypercalcemia 3	Familial hypocalciuric hypercalcemia type 3
MONDO:0010930	Orphanet:1104	http://purl.obolibrary.org/obo/mondo#ordo_disease	anophthalmia plus syndrome	Anophthalmia plus syndrome
MONDO:0010932	Orphanet:75373	http://purl.obolibrary.org/obo/mondo#ordo_disease	progressive bifocal chorioretinal atrophy	Progressive bifocal chorioretinal atrophy
MONDO:0010938	Orphanet:35078	http://purl.obolibrary.org/obo/mondo#ordo_disease	T-B+ severe combined immunodeficiency due to JAK3 deficiency	T-B+ severe combined immunodeficiency due to JAK3 deficiency
MONDO:0010939	Orphanet:69663	http://purl.obolibrary.org/obo/mondo#ordo_disease	low phospholipid associated cholelithiasis	Low phospholipid-associated cholelithiasis
MONDO:0010947	Orphanet:131	http://purl.obolibrary.org/obo/mondo#ordo_disease	Budd-Chiari syndrome	Budd-Chiari syndrome
MONDO:0010949	Orphanet:99936	http://purl.obolibrary.org/obo/mondo#ordo_disease	Charcot-Marie-Tooth disease type 2B	Autosomal dominant Charcot-Marie-Tooth disease type 2B
MONDO:0010952	Orphanet:163	http://purl.obolibrary.org/obo/mondo#ordo_disease	hereditary hyperferritinemia with congenital cataracts	Hereditary hyperferritinemia-cataract syndrome
MONDO:0010959	Orphanet:2460	http://purl.obolibrary.org/obo/mondo#ordo_disease	van den Ende-Gupta syndrome	Van den Ende-Gupta syndrome
MONDO:0010961	Orphanet:71528	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	obesity due to prohormone convertase I deficiency	Obesity due to prohormone convertase I deficiency
MONDO:0010962	Orphanet:530838	http://purl.obolibrary.org/obo/mondo#ordo_disease	diffuse nonepidermolytic palmoplantar keratoderma	KRT1-related diffuse nonepidermolytic keratoderma
MONDO:0010966	Orphanet:93298	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	achondrogenesis type IB	Achondrogenesis type 1B
MONDO:0010972	Orphanet:2180	http://purl.obolibrary.org/obo/mondo#ordo_disease	hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome	Hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome
MONDO:0010976	Orphanet:89838	http://purl.obolibrary.org/obo/mondo#ordo_disease	epidermolysis bullosa simplex 1D, generalized, intermediate or severe, autosomal recessive	Autosomal recessive generalized epidermolysis bullosa simplex
MONDO:0010977	Orphanet:53347	http://purl.obolibrary.org/obo/mondo#ordo_disease	Brody myopathy	Brody myopathy
MONDO:0010979	Orphanet:65283	http://purl.obolibrary.org/obo/mondo#ordo_disease	Timothy syndrome	Timothy syndrome
MONDO:0010981	Orphanet:3328	http://purl.obolibrary.org/obo/mondo#ordo_disease	absent tibia-polydactyly-arachnoid cyst syndrome	Absent tibia-polydactyly-arachnoid cyst syndrome
MONDO:0010983	Orphanet:53583	http://purl.obolibrary.org/obo/mondo#ordo_disease	dystonia 9	Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity
MONDO:0010988	Orphanet:1117	http://purl.obolibrary.org/obo/mondo#ordo_disease	aplasia cutis-myopia syndrome	Aplasia cutis-myopia syndrome
MONDO:0010989	Orphanet:2578	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	Mayer-Rokitansky-Küster-Hauser syndrome type 2	Mayer-Rokitansky-Küster-Hauser syndrome type 2
MONDO:0010993	Orphanet:2115	http://purl.obolibrary.org/obo/mondo#ordo_disease	Harrod syndrome	Harrod syndrome
MONDO:0010995	Orphanet:101083	http://purl.obolibrary.org/obo/mondo#ordo_disease	Charcot-Marie-Tooth disease type 1C	Charcot-Marie-Tooth disease type 1C
MONDO:0010997	Orphanet:240071	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	supranuclear palsy, progressive, 1	Classic progressive supranuclear palsy syndrome
MONDO:0010998	Orphanet:79321	http://purl.obolibrary.org/obo/mondo#ordo_disease	ALG3-congenital disorder of glycosylation	ALG3-CDG
MONDO:0010999	Orphanet:3304	http://purl.obolibrary.org/obo/mondo#ordo_disease	fallot complex-intellectual disability-growth delay syndrome	Fallot complex-intellectual disability-growth delay syndrome
MONDO:0011004	Orphanet:86822	http://purl.obolibrary.org/obo/mondo#ordo_disease	lissencephaly type 3-metacarpal bone dysplasia syndrome	Lissencephaly type 3-metacarpal bone dysplasia syndrome
MONDO:0011006	Orphanet:447753	http://purl.obolibrary.org/obo/mondo#ordo_disease	hereditary spastic paraplegia 9A	Autosomal dominant spastic paraplegia type 9A
MONDO:0011007	Orphanet:2141	http://purl.obolibrary.org/obo/mondo#ordo_disease	diaphragmatic defect-limb deficiency-skull defect syndrome	Diaphragmatic defect-limb deficiency-skull defect syndrome
MONDO:0011008	Orphanet:2001	http://purl.obolibrary.org/obo/mondo#ordo_disease	cleft lip/palate-intestinal malrotation-cardiopathy syndrome	Cleft lip/palate-intestinal malrotation-cardiopathy syndrome
MONDO:0011010	Orphanet:2470	http://purl.obolibrary.org/obo/mondo#ordo_disease	Matthew-Wood syndrome	Matthew-Wood syndrome
MONDO:0011011	Orphanet:1858	http://purl.obolibrary.org/obo/mondo#ordo_disease	skeletal dysplasia-epilepsy-short stature syndrome	Skeletal dysplasia-epilepsy-short stature syndrome
MONDO:0011012	Orphanet:139507	http://purl.obolibrary.org/obo/mondo#ordo_disease	African iron overload	Dietary iron overload disease
MONDO:0011014	Orphanet:64742	http://purl.obolibrary.org/obo/mondo#ordo_disease	pleuropulmonary blastoma	Pleuropulmonary blastoma
MONDO:0011017	Orphanet:34217	http://purl.obolibrary.org/obo/mondo#ordo_disease	Naxos disease	Naxos disease
MONDO:0011018	Orphanet:2899	http://purl.obolibrary.org/obo/mondo#ordo_disease	brachyolmia-amelogenesis imperfecta syndrome	Brachyolmia-amelogenesis imperfecta syndrome
MONDO:0011019	Orphanet:1014	http://purl.obolibrary.org/obo/mondo#ordo_disease	alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome	Alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome
MONDO:0011020	Orphanet:2786	http://purl.obolibrary.org/obo/mondo#ordo_disease	osteoporosis-oculocutaneous hypopigmentation syndrome	Osteoporosis-oculocutaneous hypopigmentation syndrome
MONDO:0011022	Orphanet:52022	http://purl.obolibrary.org/obo/mondo#ordo_disease	Potocki-Shaffer syndrome	Potocki-Shaffer syndrome
MONDO:0011023	Orphanet:157794	http://purl.obolibrary.org/obo/mondo#ordo_disease	hereditary mixed polyposis syndrome	Hereditary mixed polyposis syndrome
MONDO:0011025	Orphanet:94122	http://purl.obolibrary.org/obo/mondo#ordo_disease	Cayman type cerebellar ataxia	Cerebellar ataxia, Cayman type
MONDO:0011028	Orphanet:219	http://purl.obolibrary.org/obo/mondo#ordo_disease	autosomal recessive limb-girdle muscular dystrophy type 2F	Delta-sarcoglycan-related limb-girdle muscular dystrophy R6
MONDO:0011034	Orphanet:1811	http://purl.obolibrary.org/obo/mondo#ordo_disease	odontomicronychial dysplasia	Odontomicronychial dysplasia
MONDO:0011035	Orphanet:638	http://purl.obolibrary.org/obo/mondo#ordo_disease	neurofibromatosis-Noonan syndrome	Neurofibromatosis-Noonan syndrome
MONDO:0011036	Orphanet:2941	http://purl.obolibrary.org/obo/mondo#ordo_disease	porencephaly-cerebellar hypoplasia-internal malformations syndrome	Porencephaly-cerebellar hypoplasia-internal malformations syndrome
MONDO:0011038	Orphanet:1171	http://purl.obolibrary.org/obo/mondo#ordo_disease	cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome	Cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
MONDO:0011041	Orphanet:69083	http://purl.obolibrary.org/obo/mondo#ordo_disease	ectodermal dysplasia with natal teeth, Turnpenny type	Ectodermal dysplasia with natal teeth, Turnpenny type
MONDO:0011045	Orphanet:3434	http://purl.obolibrary.org/obo/mondo#ordo_disease	MMEP syndrome	MMEP syndrome
MONDO:0011046	Orphanet:2867	http://purl.obolibrary.org/obo/mondo#ordo_disease	short stature, Brussels type	Short stature, Brussels type
MONDO:0011047	Orphanet:3218	http://purl.obolibrary.org/obo/mondo#ordo_disease	deafness-epiphyseal dysplasia-short stature syndrome	Deafness-epiphyseal dysplasia-short stature syndrome
MONDO:0011048	Orphanet:1948	http://purl.obolibrary.org/obo/mondo#ordo_disease	epilepsy-microcephaly-skeletal dysplasia syndrome	Epilepsy-microcephaly-skeletal dysplasia syndrome
MONDO:0011049	Orphanet:1272	http://purl.obolibrary.org/obo/mondo#ordo_disease	Fine-Lubinsky syndrome	Aymé-Gripp syndrome
MONDO:0011050	Orphanet:2516	http://purl.obolibrary.org/obo/mondo#ordo_disease	microcephaly-cardiac defect-lung malsegmentation syndrome	Microcephaly-cardiac defect-lung malsegmentation syndrome
MONDO:0011051	Orphanet:646136	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	lethal short-limb skeletal dysplasia, Al Gazali type	Dysplastic cortical hyperostosis, Al-Gazali type
MONDO:0011053	Orphanet:3051	http://purl.obolibrary.org/obo/mondo#ordo_disease	intellectual disability-sparse hair-brachydactyly syndrome	Nicolaides-Baraitser syndrome
MONDO:0011054	Orphanet:1027	http://purl.obolibrary.org/obo/mondo#ordo_disease	autosomal recessive amelia	Autosomal recessive amelia
MONDO:0011055	Orphanet:1580	http://purl.obolibrary.org/obo/mondo#ordo_disease	distal monosomy 10p	Distal deletion 10p
MONDO:0011059	Orphanet:2163	http://purl.obolibrary.org/obo/mondo#ordo_disease	holoprosencephaly-craniosynostosis syndrome	Holoprosencephaly-craniosynostosis syndrome
MONDO:0011060	Orphanet:91492	http://purl.obolibrary.org/obo/mondo#ordo_disease	early-onset non-syndromic cataract	Early-onset non-syndromic cataract
MONDO:0011062	Orphanet:1126	http://purl.obolibrary.org/obo/mondo#ordo_disease	aprosencephaly cerebellar dysgenesis	Aprosencephaly cerebellar dysgenesis
MONDO:0011063	Orphanet:1808	http://purl.obolibrary.org/obo/mondo#ordo_disease	hidrotic ectodermal dysplasia, Christianson-Fourie type	Hidrotic ectodermal dysplasia, Christianson-Fourie type
MONDO:0011065	Orphanet:97340	http://purl.obolibrary.org/obo/mondo#ordo_disease	Hunter-McAlpine craniosynostosis	Hunter-McAlpine syndrome
MONDO:0011066	Orphanet:99955	http://purl.obolibrary.org/obo/mondo#ordo_disease	Charcot-Marie-Tooth disease type 4B1	Charcot-Marie-Tooth disease type 4B1
MONDO:0011071	Orphanet:71290	http://purl.obolibrary.org/obo/mondo#ordo_disease	hereditary thrombocytopenia and hematologic cancer predisposition syndrome	Familial platelet disorder with associated myeloid malignancy
MONDO:0011073	Orphanet:99886	http://purl.obolibrary.org/obo/mondo#ordo_disease	diabetes mellitus, transient neonatal, 1	Transient neonatal diabetes mellitus
MONDO:0011076	Orphanet:98909	http://purl.obolibrary.org/obo/mondo#ordo_disease	myofibrillar myopathy 1	Desminopathy
MONDO:0011078	Orphanet:2321	http://purl.obolibrary.org/obo/mondo#ordo_disease	anterior chamber cleavage disorder, cerebellar hypoplasia, hypothyroidism, and tracheal stenosis	Jung syndrome
MONDO:0011079	Orphanet:2831	http://purl.obolibrary.org/obo/mondo#ordo_disease	rhizomelic dysplasia, Patterson-Lowry type	Rhizomelic dysplasia, Patterson-Lowry type
MONDO:0011080	Orphanet:3235	http://purl.obolibrary.org/obo/mondo#ordo_disease	progressive deafness with stapes fixation	Progressive deafness with stapes fixation
MONDO:0011081	Orphanet:2412	http://purl.obolibrary.org/obo/mondo#ordo_disease	dislocation of the hip-dysmorphism syndrome	Dislocation of the hip-dysmorphism syndrome
MONDO:0011082	Orphanet:398156	http://purl.obolibrary.org/obo/mondo#ordo_disease	oculoauriculofrontonasal syndrome	Oculoauriculofrontonasal syndrome
MONDO:0011083	Orphanet:3351	http://purl.obolibrary.org/obo/mondo#ordo_disease	trichodental syndrome	Trichodental syndrome
MONDO:0011085	Orphanet:99950	http://purl.obolibrary.org/obo/mondo#ordo_disease	Charcot-Marie-Tooth disease type 4D	Charcot-Marie-Tooth disease type 4D
MONDO:0011086	Orphanet:331206	http://purl.obolibrary.org/obo/mondo#ordo_disease	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-positive	Severe combined immunodeficiency due to complete RAG1/2 deficiency
MONDO:0011090	Orphanet:306527	http://purl.obolibrary.org/obo/mondo#ordo_disease	isolated hereditary congenital facial paralysis	Isolated hereditary congenital facial paralysis
MONDO:0011091	Orphanet:99938	http://purl.obolibrary.org/obo/mondo#ordo_disease	Charcot-Marie-Tooth disease type 2D	Autosomal dominant Charcot-Marie-Tooth disease type 2D
MONDO:0011093	Orphanet:67041	http://purl.obolibrary.org/obo/mondo#ordo_disease	mucopolysaccharidosis type 9	Hyaluronidase deficiency
MONDO:0011096	Orphanet:33110	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	autosomal agammaglobulinemia	Autosomal agammaglobulinemia
MONDO:0011099	Orphanet:69739	http://purl.obolibrary.org/obo/mondo#ordo_disease	human HOXA1 syndromes	Athabaskan brainstem dysgenesis syndrome
MONDO:0011106	Orphanet:412022	http://purl.obolibrary.org/obo/mondo#ordo_disease	facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome
MONDO:0011107	Orphanet:1573	http://purl.obolibrary.org/obo/mondo#ordo_disease	congenital hypotrichosis with juvenile macular dystrophy	Hypotrichosis with juvenile macular degeneration
MONDO:0011109	Orphanet:166016	http://purl.obolibrary.org/obo/mondo#ordo_disease	multiple epiphyseal dysplasia, Lowry type	Multiple epiphyseal dysplasia, Lowry type
MONDO:0011113	Orphanet:99949	http://purl.obolibrary.org/obo/mondo#ordo_disease	Charcot-Marie-Tooth disease type 4C	Charcot-Marie-Tooth disease type 4C
MONDO:0011114	Orphanet:867	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	familial multiple trichoepithelioma	Familial multiple trichoepithelioma
MONDO:0011116	Orphanet:1120	http://purl.obolibrary.org/obo/mondo#ordo_disease	lung agenesis-heart defect-thumb anomalies syndrome	Lung agenesis-heart defect-thumb anomalies syndrome
MONDO:0011119	Orphanet:98634	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	iridogoniodysgenesis	Anterior segment developmental anomaly without extraocular manifestations
MONDO:0011124	Orphanet:168451	http://purl.obolibrary.org/obo/mondo#ordo_disease	spondyloepimetaphyseal dysplasia-abnormal dentition syndrome	Spondyloepimetaphyseal dysplasia-abnormal dentition syndrome
MONDO:0011128	Orphanet:1147	http://purl.obolibrary.org/obo/mondo#ordo_disease	Sheldon-hall syndrome	Sheldon-Hall syndrome
MONDO:0011132	Orphanet:169095	http://purl.obolibrary.org/obo/mondo#ordo_disease	T-cell immunodeficiency, congenital alopecia, and nail dystrophy	Severe combined immunodeficiency due to FOXN1 deficiency
MONDO:0011133	Orphanet:3214	http://purl.obolibrary.org/obo/mondo#ordo_disease	deaf blind hypopigmentation syndrome, Yemenite type	Deaf blind hypopigmentation syndrome, Yemenite type
MONDO:0011134	Orphanet:1553	http://purl.obolibrary.org/obo/mondo#ordo_disease	Curry-Jones syndrome	Curry-Jones syndrome
MONDO:0011136	Orphanet:220436	http://purl.obolibrary.org/obo/mondo#ordo_disease	Quebec platelet disorder	Quebec platelet disorder
MONDO:0011142	Orphanet:2953	http://purl.obolibrary.org/obo/mondo#ordo_disease	Ehlers-Danlos syndrome, musculocontractural type	Musculocontractural Ehlers-Danlos syndrome
MONDO:0011145	Orphanet:363741	http://purl.obolibrary.org/obo/mondo#ordo_disease	colobomatous microphthalmia - obesity - hypogenitalism - intellectual disability syndrome	Colobomatous microphthalmia-obesity-hypogenitalism-intellectual disability syndrome
MONDO:0011146	Orphanet:884	http://purl.obolibrary.org/obo/mondo#ordo_disease	tetrasomy 12p	Tetrasomy 12p
MONDO:0011147	Orphanet:1600	http://purl.obolibrary.org/obo/mondo#ordo_disease	chromosome 18q deletion syndrome	Monosomy 18q
MONDO:0011147	Orphanet:262146	http://purl.obolibrary.org/obo/mondo#ordo_group_of_disorders	chromosome 18q deletion syndrome	Partial deletion of the long arm of chromosome 18
MONDO:0011150	Orphanet:363665	http://purl.obolibrary.org/obo/mondo#ordo_disease	acroosteolysis-keloid-like lesions-premature aging syndrome	Acroosteolysis-keloid-like lesions-premature aging syndrome
MONDO:0011152	Orphanet:79351	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	PHGDH deficiency	3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form
MONDO:0011154	Orphanet:1787	http://purl.obolibrary.org/obo/mondo#ordo_disease	acrofacial dysostosis, Palagonia type	Acrofacial dysostosis, Palagonia type
MONDO:0011156	Orphanet:79304	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	progressive familial intrahepatic cholestasis type 2	Progressive familial intrahepatic cholestasis type 2
MONDO:0011157	Orphanet:1532	http://purl.obolibrary.org/obo/mondo#ordo_disease	Gomez-Lopez-Hernandez syndrome	Gómez-López-Hernández syndrome
MONDO:0011166	Orphanet:86915	http://purl.obolibrary.org/obo/mondo#ordo_disease	lymphedema-atrial septal defects-facial changes syndrome	Lymphedema-atrial septal defects-facial changes syndrome
MONDO:0011169	Orphanet:281201	http://purl.obolibrary.org/obo/mondo#ordo_disease	keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome	Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome
MONDO:0011170	Orphanet:34514	http://purl.obolibrary.org/obo/mondo#ordo_disease	autosomal recessive limb-girdle muscular dystrophy type 2G	Telethonin-related limb-girdle muscular dystrophy R7
MONDO:0011171	Orphanet:69082	http://purl.obolibrary.org/obo/mondo#ordo_disease	odonto-tricho-ungual-digito-palmar syndrome	Odonto-tricho-ungual-digito-palmar syndrome
MONDO:0011176	Orphanet:30924	http://purl.obolibrary.org/obo/mondo#ordo_disease	intestinal hypomagnesemia 1	Primary hypomagnesemia with secondary hypocalcemia
MONDO:0011178	Orphanet:31709	http://purl.obolibrary.org/obo/mondo#ordo_disease	infantile convulsions and choreoathetosis	Infantile convulsions and choreoathetosis
MONDO:0011184	Orphanet:209908	http://purl.obolibrary.org/obo/mondo#ordo_disease	childhood apraxia of speech	Isolated childhood apraxia of speech
MONDO:0011185	Orphanet:98960	http://purl.obolibrary.org/obo/mondo#ordo_disease	Thiel-Behnke corneal dystrophy	Thiel-Behnke corneal dystrophy
MONDO:0011190	Orphanet:93591	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	nephronophthisis 2	Infantile nephronophthisis
MONDO:0011197	Orphanet:84093	http://purl.obolibrary.org/obo/mondo#ordo_disease	hereditary thermosensitive neuropathy	Hereditary thermosensitive neuropathy
MONDO:0011198	Orphanet:93356	http://purl.obolibrary.org/obo/mondo#ordo_disease	spondyloepimetaphyseal dysplasia, Missouri type	Spondyloepimetaphyseal dysplasia, Missouri type
MONDO:0011202	Orphanet:140976	http://purl.obolibrary.org/obo/mondo#ordo_disease	RHYNS syndrome	RHYNS syndrome
MONDO:0011208	Orphanet:679	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	malignant atrophic papulosis	Malignant atrophic papulosis
MONDO:0011211	Orphanet:168549	http://purl.obolibrary.org/obo/mondo#ordo_disease	axial spondylometaphyseal dysplasia	Axial spondylometaphyseal dysplasia
MONDO:0011213	Orphanet:487825	http://purl.obolibrary.org/obo/mondo#ordo_disease	Pierpont syndrome	Pierpont syndrome
MONDO:0011214	Orphanet:79305	http://purl.obolibrary.org/obo/mondo#ordo_clinical_subtype	progressive familial intrahepatic cholestasis type 3	Progressive familial intrahepatic cholestasis type 3
MONDO:0011215	Orphanet:2763	http://purl.obolibrary.org/obo/mondo#ordo_disease	osteocraniostenosis	Osteocraniostenosis
MONDO:0011217	Orphanet:35107	http://purl.obolibrary.org/obo/mondo#ordo_disease	desmosterolosis	Desmosterolosis
MONDO:0011218	Orphanet:91132	http://purl.obolibrary.org/obo/mondo#ordo_disease	autosomal recessive congenital ichthyosis 11	Ichthyosis-hypotrichosis syndrome
MONDO:0011219	Orphanet:99672	http://purl.obolibrary.org/obo/mondo#ordo_disease	Fried's tooth and nail syndrome	Fried's tooth and nail syndrome
MONDO:0011223	Orphanet:357043	http://purl.obolibrary.org/obo/mondo#ordo_disease	amyotrophic lateral sclerosis type 4	Amyotrophic lateral sclerosis type 4
MONDO:0011224	Orphanet:65684	http://purl.obolibrary.org/obo/mondo#ordo_disease	monomelic amyotrophy	Monomelic amyotrophy
MONDO:0011225	Orphanet:275	http://purl.obolibrary.org/obo/mondo#ordo_disease	severe combined immunodeficiency due to DCLRE1C deficiency	Severe combined immunodeficiency due to DCLRE1C deficiency
MONDO:0011227	Orphanet:397623	http://purl.obolibrary.org/obo/mondo#ordo_disease	short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome	Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome
MONDO:0011229	Orphanet:51188	http://purl.obolibrary.org/obo/mondo#ordo_disease	ethylmalonic encephalopathy	Ethylmalonic encephalopathy
MONDO:0011235	Orphanet:2840	http://purl.obolibrary.org/obo/mondo#ordo_disease	pelvic dysplasia-arthrogryposis of lower limbs syndrome	Pelvic dysplasia-arthrogryposis of lower limbs syndrome
MONDO:0011236	Orphanet:79299	http://purl.obolibrary.org/obo/mondo#ordo_disease	hyperinsulinism due to glucokinase deficiency	Congenital glucokinase-related hyperinsulinism
MONDO:0011239	Orphanet:468672	http://purl.obolibrary.org/obo/mondo#ordo_disease	colobomatous macrophthalmia-microcornea syndrome	Colobomatous macrophthalmia-microcornea syndrome
MONDO:0011240	Orphanet:60040	http://purl.obolibrary.org/obo/mondo#ordo_disease	megalencephaly-capillary malformation-polymicrogyria syndrome	Megalencephaly-capillary malformation-polymicrogyria syndrome
MONDO:0011243	Orphanet:79094	http://purl.obolibrary.org/obo/mondo#ordo_disease	grange syndrome	Grange syndrome
MONDO:0011244	Orphanet:561	http://purl.obolibrary.org/obo/mondo#ordo_disease	Marshall-Smith syndrome	Marshall-Smith syndrome
MONDO:0011246	Orphanet:280671	http://purl.obolibrary.org/obo/mondo#ordo_disease	megaconial type congenital muscular dystrophy	Megaconial congenital muscular dystrophy
MONDO:0011248	Orphanet:1590	http://purl.obolibrary.org/obo/mondo#ordo_disease	distal monosomy 13q	Distal deletion 13q
